,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HOPE,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
204,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,204,05:12,"GOOD FT by SWIFT,VICTORIA",30 (+21),,9,,HOPE 30-9 (-21),,"GOOD FT by SWIFT,VICTORIA",2,free throw,good,hope college,victoria swift,1,312
205,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,205,05:12,"GOOD FT by SWIFT,VICTORIA",31 (+22),,9,,HOPE 31-9 (-22),,"GOOD FT by SWIFT,VICTORIA",2,free throw,good,hope college,victoria swift,1,312
206,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,206,05:12,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,312
207,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,207,05:12,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,312
208,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,208,05:12,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,312
209,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,209,05:12,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,312
210,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,210,04:56,,31 (+20),,11,"GOOD JUMPER by VANCE,DAY(in the paint)",CENTRE-W 31-11 (-20),,"GOOD JUMPER by VANCE,DAY(in the paint)",2,jumper,good,Centre,day vance,2,296
211,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,211,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
212,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,212,04:41,"GOOD JUMPER by TOLBERT,ARIKA",33 (+22),,11,,HOPE 33-11 (-22),,"GOOD JUMPER by TOLBERT,ARIKA",2,jumper,good,hope college,arika tolbert,2,281
213,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,213,--,"ASSIST  by HEDRICK,ALLISON",,,,,,,"ASSIST  by HEDRICK,ALLISON",2,assist,,hope college,allison hedrick,,
214,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,214,04:15,,,,,"MISS JUMPER by MILLER,LAKKEN",,,"MISS JUMPER by MILLER,LAKKEN",2,jumper,missed,Centre,lakken miller,,255
215,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,215,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",2,offensive rebound,,Centre,mikayla fee,,
216,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,216,04:12,,,,,"MISS LAYUP by FEE,MIKAYLA",,,"MISS LAYUP by FEE,MIKAYLA",2,layup,missed,Centre,mikayla fee,,252
217,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,217,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
218,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,218,04:11,"SUB IN by TRAVERSA,MANDY",,,,,,,"SUB IN by TRAVERSA,MANDY",2,subbing in,,hope college,mandy traversa,,251
219,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,219,04:11,"SUB OUT by SCHWARK,JACQUELYN",,,,,,,"SUB OUT by SCHWARK,JACQUELYN",2,subbing out,,hope college,jacquelyn schwark,,251
220,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,220,04:11,,,,,"SUB IN by ADEROBA,OYIN",,,"SUB IN by ADEROBA,OYIN",2,subbing in,,Centre,oyin aderoba,,251
221,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,221,04:11,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,251
222,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,222,04:11,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,251
223,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,223,04:11,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,251
224,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,224,03:46,"MISS JUMPER by HEDRICK,ALLISON",,,,,,,"MISS JUMPER by HEDRICK,ALLISON",2,jumper,missed,hope college,allison hedrick,,226
225,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,225,--,"REBOUND OFF by HEDRICK,ALLISON",,,,,,,"REBOUND OFF by HEDRICK,ALLISON",2,offensive rebound,,hope college,allison hedrick,,
226,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,226,03:40,"GOOD 3PTR by TRAVERSA,MANDY",36 (+25),,11,,HOPE 36-11 (-25),,"GOOD 3PTR by TRAVERSA,MANDY",2,three pointer,good,hope college,mandy traversa,3,220
227,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,227,--,"ASSIST  by HEDRICK,ALLISON",,,,,,,"ASSIST  by HEDRICK,ALLISON",2,assist,,hope college,allison hedrick,,
228,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,228,03:16,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,196
229,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,229,03:15,"STEAL  by SWIFT,VICTORIA",,,,,,,"STEAL  by SWIFT,VICTORIA",2,steal,,hope college,,,195
230,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,230,03:13,,,,,"FOUL  by KELLAM,PAIGE",,,"FOUL  by KELLAM,PAIGE",2,foul,,Centre,paige kellam,,193
231,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,231,03:13,"GOOD FT by SWIFT,VICTORIA",37 (+26),,11,,HOPE 37-11 (-26),,"GOOD FT by SWIFT,VICTORIA",2,free throw,good,hope college,victoria swift,1,193
232,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,232,03:13,"GOOD FT by SWIFT,VICTORIA",38 (+27),,11,,HOPE 38-11 (-27),,"GOOD FT by SWIFT,VICTORIA",2,free throw,good,hope college,victoria swift,1,193
233,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,233,03:13,"SUB IN by MADISON,PARIS",,,,,,,"SUB IN by MADISON,PARIS",2,subbing in,,hope college,paris madison,,193
234,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,234,03:13,"SUB OUT by TOLBERT,ARIKA",,,,,,,"SUB OUT by TOLBERT,ARIKA",2,subbing out,,hope college,arika tolbert,,193
235,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,235,03:13,,,,,"SUB IN by HOBBS,MEREDITH",,,"SUB IN by HOBBS,MEREDITH",2,subbing in,,Centre,meredith hobbs,,193
236,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,236,03:13,,,,,"SUB OUT by ADEROBA,OYIN",,,"SUB OUT by ADEROBA,OYIN",2,subbing out,,Centre,oyin aderoba,,193
237,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,237,02:55,,,,,"MISS LAYUP by BUNNER,CHEYENNE",,,"MISS LAYUP by BUNNER,CHEYENNE",2,layup,missed,Centre,cheyenne bunner,,175
238,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,238,02:55,"BLOCK  by TRAVERSA,MANDY",,,,,,,"BLOCK  by TRAVERSA,MANDY",2,block,,hope college,mandy traversa,,175
239,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,239,--,"REBOUND DEF by HEDRICK,ALLISON",,,,,,,"REBOUND DEF by HEDRICK,ALLISON",2,defensive rebound,,hope college,allison hedrick,,
240,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,240,02:38,"MISS 3PTR by RANDALL,HEATHER",,,,,,,"MISS 3PTR by RANDALL,HEATHER",2,three pointer,missed,hope college,heather randall,,158
241,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,241,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
242,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,242,02:36,,,,,"FOUL  by VANCE,DAY",,,"FOUL  by VANCE,DAY",2,foul,,Centre,day vance,,156
243,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,243,02:36,"GOOD FT by TRAVERSA,MANDY",39 (+28),,11,,HOPE 39-11 (-28),,"GOOD FT by TRAVERSA,MANDY",2,free throw,good,hope college,mandy traversa,1,156
244,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,244,02:36,"GOOD FT by TRAVERSA,MANDY",40 (+29),,11,,HOPE 40-11 (-29),,"GOOD FT by TRAVERSA,MANDY",2,free throw,good,hope college,mandy traversa,1,156
245,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,245,02:36,"SUB IN by RUSSELL,KAYLA",,,,,,,"SUB IN by RUSSELL,KAYLA",2,subbing in,,hope college,kayla russell,,156
246,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,246,02:36,"SUB IN by MACARTHUR,EMILY",,,,,,,"SUB IN by MACARTHUR,EMILY",2,subbing in,,hope college,emily macarthur,,156
247,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,247,02:36,"SUB OUT by RANDALL,HEATHER",,,,,,,"SUB OUT by RANDALL,HEATHER",2,subbing out,,hope college,heather randall,,156
248,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,248,02:36,"SUB OUT by SWIFT,VICTORIA",,,,,,,"SUB OUT by SWIFT,VICTORIA",2,subbing out,,hope college,victoria swift,,156
249,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,249,02:36,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,156
250,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,250,02:36,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,156
251,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,251,02:26,,,,,"TURNOVER  by BUNNER,CHEYENNE",,,"TURNOVER  by BUNNER,CHEYENNE",2,turnover,,Centre,cheyenne bunner,,146
252,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,252,02:23,"STEAL  by MADISON,PARIS",,,,,,,"STEAL  by MADISON,PARIS",2,steal,,hope college,,,143
253,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,253,02:21,"MISS LAYUP by MADISON,PARIS",,,,,,,"MISS LAYUP by MADISON,PARIS",2,layup,missed,hope college,paris madison,,141
254,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,254,--,"REBOUND OFF by HEDRICK,ALLISON",,,,,,,"REBOUND OFF by HEDRICK,ALLISON",2,offensive rebound,,hope college,allison hedrick,,
255,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,255,02:18,"MISS LAYUP by HEDRICK,ALLISON",,,,,,,"MISS LAYUP by HEDRICK,ALLISON",2,layup,missed,hope college,allison hedrick,,138
256,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,256,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
257,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,257,01:56,,,,,"TURNOVER  by HOBBS,MEREDITH",,,"TURNOVER  by HOBBS,MEREDITH",2,turnover,,Centre,meredith hobbs,,116
258,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,258,01:56,"SUB IN by FREBERG,VANESSA",,,,,,,"SUB IN by FREBERG,VANESSA",2,subbing in,,hope college,vanessa freberg,,116
259,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,259,01:56,"SUB IN by DORNOFF,JESSICA",,,,,,,"SUB IN by DORNOFF,JESSICA",2,subbing in,,hope college,jessica dornoff,,116
260,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,260,01:56,"SUB OUT by TRAVERSA,MANDY",,,,,,,"SUB OUT by TRAVERSA,MANDY",2,subbing out,,hope college,mandy traversa,,116
261,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,261,01:56,"SUB OUT by HEDRICK,ALLISON",,,,,,,"SUB OUT by HEDRICK,ALLISON",2,subbing out,,hope college,allison hedrick,,116
262,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,262,01:56,,,,,"SUB IN by ADEROBA,OYIN",,,"SUB IN by ADEROBA,OYIN",2,subbing in,,Centre,oyin aderoba,,116
263,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,263,01:56,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,116
264,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,264,01:56,,,,,"SUB OUT by HOBBS,MEREDITH",,,"SUB OUT by HOBBS,MEREDITH",2,subbing out,,Centre,meredith hobbs,,116
265,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,265,01:56,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,116
266,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,266,01:34,"MISS LAYUP by MACARTHUR,EMILY",,,,,,,"MISS LAYUP by MACARTHUR,EMILY",2,layup,missed,hope college,emily macarthur,,94
267,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,267,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
268,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,268,01:34,"FOUL  by RUSSELL,KAYLA",,,,,,,"FOUL  by RUSSELL,KAYLA",2,foul,,hope college,kayla russell,,94
269,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,269,01:19,,,,,"TURNOVER  by MILLER,LAKKEN",,,"TURNOVER  by MILLER,LAKKEN",2,turnover,,Centre,lakken miller,,79
270,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,270,01:17,"STEAL  by MADISON,PARIS",,,,,,,"STEAL  by MADISON,PARIS",2,steal,,hope college,,,77
271,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,271,01:05,"GOOD LAYUP by MACARTHUR,EMILY(in the paint)",42 (+31),,11,,HOPE 42-11 (-31),,"GOOD LAYUP by MACARTHUR,EMILY(in the paint)",2,layup,good,hope college,emily macarthur,2,65
272,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,272,--,"ASSIST  by MADISON,PARIS",,,,,,,"ASSIST  by MADISON,PARIS",2,assist,,hope college,paris madison,,
273,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,273,01:05,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",2,foul,,Centre,cheyenne bunner,,65
274,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,274,01:05,"MISS FT by MACARTHUR,EMILY",,,,,,,"MISS FT by MACARTHUR,EMILY",2,free throw,missed,hope college,emily macarthur,,65
275,12,hope,Hope College,Centre College,31-70,31,70,"5, 6, 12, 8, 31","19, 23, 17, 11, 70",5,6,12,8,31,19,23,17,11,70,3-9,12-1,12/30/16,Lose,150,No Location Recorded,12:00 PM,H,275,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
