,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,DPUW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
126,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,126,05:44,,18 (+2),,16,"GOOD FT by GUY,ALEXIS",CENTRE_W 18-16 (-2),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,344
127,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,127,05:19,"TURNOVER  by ROSS,ALI",,,,,,,"TURNOVER  by ROSS,ALI",1,turnover,,depauw university,ali ross,,319
128,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,128,04:55,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,295
129,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,129,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
130,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,130,04:55,"FOUL  by STEPHENS,ALISON",,,,,,,"FOUL  by STEPHENS,ALISON",1,foul,,depauw university,alison stephens,,295
131,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,131,04:55,,,,,"MISS FT by STOUGH,MARY GORDON",,,"MISS FT by STOUGH,MARY GORDON",1,free throw,missed,Centre,mary gordon stough,,295
132,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,132,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
133,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,133,04:55,"SUB IN by MCGINNIS,ERIN",,,,,,,"SUB IN by MCGINNIS,ERIN",1,subbing in,,depauw university,erin mcginnis,,295
134,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,134,04:55,"SUB IN by ABENDROTH,LAUREN",,,,,,,"SUB IN by ABENDROTH,LAUREN",1,subbing in,,depauw university,lauren abendroth,,295
135,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,135,04:55,"SUB OUT by STEPHENS,ALISON",,,,,,,"SUB OUT by STEPHENS,ALISON",1,subbing out,,depauw university,alison stephens,,295
136,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,136,04:55,"SUB OUT by ONDIK,EMMA",,,,,,,"SUB OUT by ONDIK,EMMA",1,subbing out,,depauw university,emma ondik,,295
137,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,137,04:55,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,295
138,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,138,04:55,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,295
139,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,139,04:46,,18,,18,"GOOD LAYUP by JUDY,MICHELE(in the paint)",CENTRE_W 18-18 (0),,"GOOD LAYUP by JUDY,MICHELE(in the paint)",1,layup,good,Centre,michele judy,2,286
140,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,140,04:37,"GOOD JUMPER by MCGINNIS,ERIN",20 (+2),,18,,DPUW 20-18 (-2),,"GOOD JUMPER by MCGINNIS,ERIN",1,jumper,good,depauw university,erin mcginnis,2,277
141,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,141,04:37,,,,,"FOUL  by JUDY,MICHELE",,,"FOUL  by JUDY,MICHELE",1,foul,,Centre,michele judy,,277
142,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,142,04:37,"MISS FT by MCGINNIS,ERIN",,,,,,,"MISS FT by MCGINNIS,ERIN",1,free throw,missed,depauw university,erin mcginnis,,277
143,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,143,--,"REBOUND OFF by MCGINNIS,ERIN",,,,,,,"REBOUND OFF by MCGINNIS,ERIN",1,offensive rebound,,depauw university,erin mcginnis,,
144,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,144,04:37,"GOOD LAYUP by MCGINNIS,ERIN(in the paint)",22 (+4),,18,,DPUW 22-18 (-4),,"GOOD LAYUP by MCGINNIS,ERIN(in the paint)",1,layup,good,depauw university,erin mcginnis,2,277
145,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,145,04:34,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,274
146,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,146,04:28,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,268
147,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,147,04:28,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,268
148,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,148,03:58,"MISS LAYUP by MCGINNIS,ERIN",,,,,,,"MISS LAYUP by MCGINNIS,ERIN",1,layup,missed,depauw university,erin mcginnis,,238
149,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,149,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
150,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,150,03:49,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,229
151,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,151,--,"REBOUND DEF by TREES,SAVANNAH",,,,,,,"REBOUND DEF by TREES,SAVANNAH",1,defensive rebound,,depauw university,savannah trees,,
152,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,152,03:38,"MISS JUMPER by ROSS,ALI",,,,,,,"MISS JUMPER by ROSS,ALI",1,jumper,missed,depauw university,ali ross,,218
153,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,153,--,"REBOUND OFF by KELLER,ABBY",,,,,,,"REBOUND OFF by KELLER,ABBY",1,offensive rebound,,depauw university,abby keller,,
154,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,154,03:36,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,216
155,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,155,03:36,"MISS FT by KELLER,ABBY",,,,,,,"MISS FT by KELLER,ABBY",1,free throw,missed,depauw university,abby keller,,216
156,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,156,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
157,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,157,03:36,"SUB IN by ONDIK,EMMA",,,,,,,"SUB IN by ONDIK,EMMA",1,subbing in,,depauw university,emma ondik,,216
158,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,158,03:36,"SUB OUT by TREES,SAVANNAH",,,,,,,"SUB OUT by TREES,SAVANNAH",1,subbing out,,depauw university,savannah trees,,216
159,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,159,03:36,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,216
160,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,160,03:36,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,216
161,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,161,03:22,,,,,"MISS JUMPER by JUDY,MICHELE",,,"MISS JUMPER by JUDY,MICHELE",1,jumper,missed,Centre,michele judy,,202
162,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,162,--,"REBOUND DEF by ABENDROTH,LAUREN",,,,,,,"REBOUND DEF by ABENDROTH,LAUREN",1,defensive rebound,,depauw university,lauren abendroth,,
163,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,163,03:02,"MISS JUMPER by MCGINNIS,ERIN",,,,,,,"MISS JUMPER by MCGINNIS,ERIN",1,jumper,missed,depauw university,erin mcginnis,,182
164,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,164,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
165,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,165,02:39,,22 (+2),,20,"GOOD JUMPER by JUDY,MICHELE",CENTRE_W 22-20 (-2),,"GOOD JUMPER by JUDY,MICHELE",1,jumper,good,Centre,michele judy,2,159
166,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,166,02:18,"MISS 3PTR by ABENDROTH,LAUREN",,,,,,,"MISS 3PTR by ABENDROTH,LAUREN",1,three pointer,missed,depauw university,lauren abendroth,,138
167,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,167,--,"REBOUND OFF by KELLER,ABBY",,,,,,,"REBOUND OFF by KELLER,ABBY",1,offensive rebound,,depauw university,abby keller,,
168,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,168,02:03,"MISS 3PTR by ROSS,ALI",,,,,,,"MISS 3PTR by ROSS,ALI",1,three pointer,missed,depauw university,ali ross,,123
169,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,169,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
170,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,170,02:01,"FOUL  by MCGINNIS,ERIN",,,,,,,"FOUL  by MCGINNIS,ERIN",1,foul,,depauw university,erin mcginnis,,121
171,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,171,02:01,,,,,"MISS FT by ANDREASSEN,CAROLINE",,,"MISS FT by ANDREASSEN,CAROLINE",1,free throw,missed,Centre,caroline andreassen,,121
172,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,172,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
173,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,173,02:01,,22 (+1),,21,"GOOD FT by ANDREASSEN,CAROLINE",CENTRE_W 22-21 (-1),,"GOOD FT by ANDREASSEN,CAROLINE",1,free throw,good,Centre,caroline andreassen,1,121
174,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,174,02:01,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,121
175,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,175,02:01,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,121
176,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,176,01:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,115
177,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,177,01:28,"MISS JUMPER by KELLER,ABBY",,,,,,,"MISS JUMPER by KELLER,ABBY",1,jumper,missed,depauw university,abby keller,,88
178,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,178,--,"REBOUND OFF by HOWARD,TAYLOR",,,,,,,"REBOUND OFF by HOWARD,TAYLOR",1,offensive rebound,,depauw university,taylor howard,,
179,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,179,01:27,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",1,foul,,Centre,bonnie rhule,,87
180,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,180,01:27,"GOOD FT by KELLER,ABBY",23 (+2),,21,,DPUW 23-21 (-2),,"GOOD FT by KELLER,ABBY",1,free throw,good,depauw university,abby keller,1,87
181,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,181,01:27,"GOOD FT by KELLER,ABBY",24 (+3),,21,,DPUW 24-21 (-3),,"GOOD FT by KELLER,ABBY",1,free throw,good,depauw university,abby keller,1,87
182,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,182,00:59,,24 (+1),,23,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",CENTRE_W 24-23 (-1),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,59
183,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,183,00:46,"TURNOVER  by ROSS,ALI",,,,,,,"TURNOVER  by ROSS,ALI",1,turnover,,depauw university,ali ross,,46
184,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,184,00:25,,24,,25 (+1),"GOOD JUMPER by GUY,ALEXIS",CENTRE_W 24-25 (+1),,"GOOD JUMPER by GUY,ALEXIS",1,jumper,good,Centre,alexis guy,2,25
185,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,185,00:00,"MISS JUMPER by TREES,SAVANNAH",,,,,,,"MISS JUMPER by TREES,SAVANNAH",1,jumper,missed,depauw university,savannah trees,,0
186,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,186,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
187,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,187,Start Period 2,,,,,,,,,2,,,,,,
188,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,188,19:46,,24,,27 (+3),"GOOD LAYUP by GUY,ALANNA(in the paint)",CENTRE_W 24-27 (+3),,"GOOD LAYUP by GUY,ALANNA(in the paint)",2,layup,good,Centre,alanna guy,2,1186
189,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,189,19:17,"GOOD LAYUP by STEPHENS,ALISON(in the paint)",26,,27 (+1),,DPUW 26-27 (+1),,"GOOD LAYUP by STEPHENS,ALISON(in the paint)",2,layup,good,depauw university,alison stephens,2,1157
190,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,190,18:49,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",2,layup,missed,Centre,maggie hartlage,,1129
191,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,191,--,"REBOUND DEF by STEPHENS,ALISON",,,,,,,"REBOUND DEF by STEPHENS,ALISON",2,defensive rebound,,depauw university,alison stephens,,
192,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,192,18:38,"MISS LAYUP by STEPHENS,ALISON",,,,,,,"MISS LAYUP by STEPHENS,ALISON",2,layup,missed,depauw university,alison stephens,,1118
193,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,193,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",2,defensive rebound,,Centre,mary gordon stough,,
194,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,194,18:14,,,,,"MISS JUMPER by STOUGH,MARY GORDON",,,"MISS JUMPER by STOUGH,MARY GORDON",2,jumper,missed,Centre,mary gordon stough,,1094
195,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,195,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
