,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SEWANEEW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
60,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,60,13:05,"MISS JUMPER by MEDLEY,CLARISSA",,,,,,,"MISS JUMPER by MEDLEY,CLARISSA",1,jumper,missed,sewanee-univ. of the south,clarissa medley,,785
61,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,61,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
62,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,62,12:54,,0,,8 (+8),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 0-8 (+8),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,774
63,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,63,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
64,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,64,12:35,"TURNOVER  by HASSETT,CASEY",,,,,,,"TURNOVER  by HASSETT,CASEY",1,turnover,,sewanee-univ. of the south,casey hassett,,755
65,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,65,12:34,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,754
66,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,66,12:32,,0,,10 (+10),"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 0-10 (+10),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,752
67,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,67,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
68,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,68,12:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,749
69,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,69,12:29,"SUB IN by CHAUVIN,JAMIE",,,,,,,"SUB IN by CHAUVIN,JAMIE",1,subbing in,,sewanee-univ. of the south,jamie chauvin,,749
70,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,70,12:29,"SUB IN by ROSE,SAVANNAH",,,,,,,"SUB IN by ROSE,SAVANNAH",1,subbing in,,sewanee-univ. of the south,savannah rose,,749
71,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,71,12:29,"SUB OUT by MEDLEY,CLARISSA",,,,,,,"SUB OUT by MEDLEY,CLARISSA",1,subbing out,,sewanee-univ. of the south,clarissa medley,,749
72,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,72,12:29,"SUB OUT by LOWE,PAIGE",,,,,,,"SUB OUT by LOWE,PAIGE",1,subbing out,,sewanee-univ. of the south,paige lowe,,749
73,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,73,12:29,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,749
74,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,74,12:29,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,749
75,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,75,12:29,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,749
76,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,76,12:29,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,749
77,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,77,12:29,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,749
78,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,78,12:29,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,749
79,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,79,12:18,"TURNOVER  by LYERLY,HALEY",,,,,,,"TURNOVER  by LYERLY,HALEY",1,turnover,,sewanee-univ. of the south,haley lyerly,,738
80,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,80,12:18,"SUB IN by CULBERTSON,EMILY",,,,,,,"SUB IN by CULBERTSON,EMILY",1,subbing in,,sewanee-univ. of the south,emily culbertson,,738
81,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,81,12:18,"SUB OUT by LYERLY,HALEY",,,,,,,"SUB OUT by LYERLY,HALEY",1,subbing out,,sewanee-univ. of the south,haley lyerly,,738
82,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,82,12:04,"FOUL  by SEWELL,KAYLA",,,,,,,"FOUL  by SEWELL,KAYLA",1,foul,,sewanee-univ. of the south,kayla sewell,,724
83,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,83,12:04,,0,,11 (+11),"GOOD FT by COLLIVER,OLIVIA",CENTRE_W 0-11 (+11),,"GOOD FT by COLLIVER,OLIVIA",1,free throw,good,Centre,olivia colliver,1,724
84,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,84,12:04,,,,,"MISS FT by COLLIVER,OLIVIA",,,"MISS FT by COLLIVER,OLIVIA",1,free throw,missed,Centre,olivia colliver,,724
85,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,85,--,"REBOUND DEF by HASSETT,CASEY",,,,,,,"REBOUND DEF by HASSETT,CASEY",1,defensive rebound,,sewanee-univ. of the south,casey hassett,,
86,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,86,11:46,"TURNOVER  by CULBERTSON,EMILY",,,,,,,"TURNOVER  by CULBERTSON,EMILY",1,turnover,,sewanee-univ. of the south,emily culbertson,,706
87,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,87,11:45,,,,,"STEAL  by STOUGH,MARY GORDON",,,"STEAL  by STOUGH,MARY GORDON",1,steal,,Centre,,,705
88,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,88,11:43,,0,,13 (+13),"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",CENTRE_W 0-13 (+13),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,703
89,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,89,11:21,"MISS JUMPER by CHAUVIN,JAMIE",,,,,,,"MISS JUMPER by CHAUVIN,JAMIE",1,jumper,missed,sewanee-univ. of the south,jamie chauvin,,681
90,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,90,--,,,,,"REBOUND DEF by RHULE,BONNIE",,,"REBOUND DEF by RHULE,BONNIE",1,defensive rebound,,Centre,bonnie rhule,,
91,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,91,11:14,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",1,turnover,,Centre,bonnie rhule,,674
92,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,92,11:13,"STEAL  by CHAUVIN,JAMIE",,,,,,,"STEAL  by CHAUVIN,JAMIE",1,steal,,sewanee-univ. of the south,,,673
93,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,93,11:12,"GOOD LAYUP by CHAUVIN,JAMIE(in the paint)",2,,13 (+11),,SEWANEEW 2-13 (+11),,"GOOD LAYUP by CHAUVIN,JAMIE(in the paint)",1,layup,good,sewanee-univ. of the south,jamie chauvin,2,672
94,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,94,10:47,"FOUL  by CHAUVIN,JAMIE",,,,,,,"FOUL  by CHAUVIN,JAMIE",1,foul,,sewanee-univ. of the south,jamie chauvin,,647
95,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,95,10:47,,2,,14 (+12),"GOOD FT by ANDREASSEN,CAROLINE",CENTRE_W 2-14 (+12),,"GOOD FT by ANDREASSEN,CAROLINE",1,free throw,good,Centre,caroline andreassen,1,647
96,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,96,10:47,,2,,15 (+13),"GOOD FT by ANDREASSEN,CAROLINE",CENTRE_W 2-15 (+13),,"GOOD FT by ANDREASSEN,CAROLINE",1,free throw,good,Centre,caroline andreassen,1,647
97,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,97,10:47,"SUB IN by MCDONOUGH,HALEY",,,,,,,"SUB IN by MCDONOUGH,HALEY",1,subbing in,,sewanee-univ. of the south,haley mcdonough,,647
98,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,98,10:47,"SUB OUT by HASSETT,CASEY",,,,,,,"SUB OUT by HASSETT,CASEY",1,subbing out,,sewanee-univ. of the south,casey hassett,,647
99,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,99,10:47,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,647
100,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,100,10:47,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,647
101,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,101,10:40,"TURNOVER  by CHAUVIN,JAMIE",,,,,,,"TURNOVER  by CHAUVIN,JAMIE",1,turnover,,sewanee-univ. of the south,jamie chauvin,,640
102,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,102,10:39,,,,,"STEAL  by HARTLAGE,MAGGIE",,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,639
103,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,103,10:37,,,,,"MISS LAYUP by RHULE,BONNIE",,,"MISS LAYUP by RHULE,BONNIE",1,layup,missed,Centre,bonnie rhule,,637
104,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,104,--,"REBOUND DEF by SEWELL,KAYLA",,,,,,,"REBOUND DEF by SEWELL,KAYLA",1,defensive rebound,,sewanee-univ. of the south,kayla sewell,,
105,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,105,10:33,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",1,foul,,Centre,bonnie rhule,,633
106,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,106,10:28,"TURNOVER  by CHAUVIN,JAMIE",,,,,,,"TURNOVER  by CHAUVIN,JAMIE",1,turnover,,sewanee-univ. of the south,jamie chauvin,,628
107,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,107,10:27,,,,,"STEAL  by RHULE,BONNIE",,,"STEAL  by RHULE,BONNIE",1,steal,,Centre,,,627
108,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,108,10:23,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,623
109,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,109,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
110,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,110,10:14,,,,,"MISS JUMPER by STOUGH,MARY GORDON",,,"MISS JUMPER by STOUGH,MARY GORDON",1,jumper,missed,Centre,mary gordon stough,,614
111,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,111,10:14,"BLOCK  by MCDONOUGH,HALEY",,,,,,,"BLOCK  by MCDONOUGH,HALEY",1,block,,sewanee-univ. of the south,haley mcdonough,,614
112,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,112,--,"REBOUND DEF by CHAUVIN,JAMIE",,,,,,,"REBOUND DEF by CHAUVIN,JAMIE",1,defensive rebound,,sewanee-univ. of the south,jamie chauvin,,
113,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,113,09:55,"GOOD 3PTR by SEWELL,KAYLA",5,,15 (+10),,SEWANEEW 5-15 (+10),,"GOOD 3PTR by SEWELL,KAYLA",1,three pointer,good,sewanee-univ. of the south,kayla sewell,3,595
114,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,114,--,"ASSIST  by MCDONOUGH,HALEY",,,,,,,"ASSIST  by MCDONOUGH,HALEY",1,assist,,sewanee-univ. of the south,haley mcdonough,,
115,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,115,09:44,,5,,17 (+12),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 5-17 (+12),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,584
116,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,116,09:43,"FOUL  by MCDONOUGH,HALEY",,,,,,,"FOUL  by MCDONOUGH,HALEY",1,foul,,sewanee-univ. of the south,haley mcdonough,,583
117,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,117,09:43,,,,,"MISS FT by BAECHLE,PAIGE",,,"MISS FT by BAECHLE,PAIGE",1,free throw,missed,Centre,paige baechle,,583
118,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,118,--,"REBOUND DEF by HASSETT,CASEY",,,,,,,"REBOUND DEF by HASSETT,CASEY",1,defensive rebound,,sewanee-univ. of the south,casey hassett,,
119,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,119,09:43,"SUB IN by JONES,MCKENZIE",,,,,,,"SUB IN by JONES,MCKENZIE",1,subbing in,,sewanee-univ. of the south,mckenzie jones,,583
120,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,120,09:43,"SUB IN by HASSETT,CASEY",,,,,,,"SUB IN by HASSETT,CASEY",1,subbing in,,sewanee-univ. of the south,casey hassett,,583
121,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,121,09:43,"SUB IN by LOWE,PAIGE",,,,,,,"SUB IN by LOWE,PAIGE",1,subbing in,,sewanee-univ. of the south,paige lowe,,583
122,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,122,09:43,"SUB OUT by SEWELL,KAYLA",,,,,,,"SUB OUT by SEWELL,KAYLA",1,subbing out,,sewanee-univ. of the south,kayla sewell,,583
123,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,123,09:43,"SUB OUT by ROSE,SAVANNAH",,,,,,,"SUB OUT by ROSE,SAVANNAH",1,subbing out,,sewanee-univ. of the south,savannah rose,,583
124,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,124,09:43,"SUB OUT by CULBERTSON,EMILY",,,,,,,"SUB OUT by CULBERTSON,EMILY",1,subbing out,,sewanee-univ. of the south,emily culbertson,,583
125,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,125,09:43,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,583
126,12,sewanee,Sewanee-Univ. of the South,Centre College,67-34,67,34,"33, 34, 67","12, 22, 34",33,34,67,12,22,34,"7-5, 1-0 SAA","6-5, 0-1 SAA",01/04/14,Win,173,No Location Recorded,1:00 p.m.,H,126,09:43,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,583
