,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
58,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,58,14:38,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,878
59,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,59,14:38,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,878
60,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,60,14:38,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,878
61,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,61,14:38,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,878
62,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,62,14:38,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,878
63,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,63,14:27,"MISS LAYUP by GALLIEN,KATY",,,,,,,"MISS LAYUP by GALLIEN,KATY",1,layup,missed,hendrix college,katy gallien,,867
64,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,64,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
65,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,65,14:19,"FOUL  by HURST,PEYTON",,,,,,,"FOUL  by HURST,PEYTON",1,foul,,hendrix college,peyton hurst,,859
66,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,66,14:19,,2,,16 (+14),"GOOD FT by GUY,ALEXIS",CENTRE_W 2-16 (+14),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,859
67,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,67,14:19,,2,,17 (+15),"GOOD FT by GUY,ALEXIS",CENTRE_W 2-17 (+15),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,859
68,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,68,14:19,"SUB IN by TATE,JAMIE",,,,,,,"SUB IN by TATE,JAMIE",1,subbing in,,hendrix college,jamie tate,,859
69,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,69,14:19,"SUB OUT by KING,ANNA",,,,,,,"SUB OUT by KING,ANNA",1,subbing out,,hendrix college,anna king,,859
70,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,70,14:17,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,857
71,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,71,14:17,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,857
72,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,72,14:07,"GOOD LAYUP by TATE,JAMIE(in the paint)",4,,17 (+13),,HCW 4-17 (+13),,"GOOD LAYUP by TATE,JAMIE(in the paint)",1,layup,good,hendrix college,jamie tate,2,847
73,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,73,--,"ASSIST  by MARTIN,MELANIE",,,,,,,"ASSIST  by MARTIN,MELANIE",1,assist,,hendrix college,melanie martin,,
74,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,74,13:52,,4,,19 (+15),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 4-19 (+15),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,832
75,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,75,--,,,,,"ASSIST  by COLLIVER,OLIVIA",,,"ASSIST  by COLLIVER,OLIVIA",1,assist,,Centre,olivia colliver,,
76,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,76,13:35,"TURNOVER  by HURST,PEYTON",,,,,,,"TURNOVER  by HURST,PEYTON",1,turnover,,hendrix college,peyton hurst,,815
77,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,77,13:35,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,815
78,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,78,13:35,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,815
79,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,79,13:31,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,811
80,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,80,--,,,,,"REBOUND OFF by JUDY,MICHELE",,,"REBOUND OFF by JUDY,MICHELE",1,offensive rebound,,Centre,michele judy,,
81,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,81,13:26,,,,,"TURNOVER  by JUDY,MICHELE",,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,806
82,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,82,13:26,"SUB IN by COUGHRAN,KATIE",,,,,,,"SUB IN by COUGHRAN,KATIE",1,subbing in,,hendrix college,katie coughran,,806
83,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,83,13:26,"SUB IN by BROBERG,KATI",,,,,,,"SUB IN by BROBERG,KATI",1,subbing in,,hendrix college,kati broberg,,806
84,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,84,13:26,"SUB OUT by GALLIEN,KATY",,,,,,,"SUB OUT by GALLIEN,KATY",1,subbing out,,hendrix college,katy gallien,,806
85,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,85,13:26,"SUB OUT by MCNEILL,KAITLIN",,,,,,,"SUB OUT by MCNEILL,KAITLIN",1,subbing out,,hendrix college,kaitlin mcneill,,806
86,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,86,13:07,"MISS JUMPER by MARTIN,MELANIE",,,,,,,"MISS JUMPER by MARTIN,MELANIE",1,jumper,missed,hendrix college,melanie martin,,787
87,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,87,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
88,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,88,13:01,"MISS JUMPER by BROBERG,KATI",,,,,,,"MISS JUMPER by BROBERG,KATI",1,jumper,missed,hendrix college,kati broberg,,781
89,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,89,--,"REBOUND OFF by COUGHRAN,KATIE",,,,,,,"REBOUND OFF by COUGHRAN,KATIE",1,offensive rebound,,hendrix college,katie coughran,,
90,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,90,12:57,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",1,jumper,missed,hendrix college,katie coughran,,777
91,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,91,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
92,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,92,12:46,,,,,"TURNOVER  by JUDY,MICHELE",,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,766
93,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,93,12:42,"MISS LAYUP by HURST,PEYTON",,,,,,,"MISS LAYUP by HURST,PEYTON",1,layup,missed,hendrix college,peyton hurst,,762
94,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,94,--,"REBOUND OFF by TATE,JAMIE",,,,,,,"REBOUND OFF by TATE,JAMIE",1,offensive rebound,,hendrix college,jamie tate,,
95,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,95,12:28,"MISS LAYUP by COUGHRAN,KATIE",,,,,,,"MISS LAYUP by COUGHRAN,KATIE",1,layup,missed,hendrix college,katie coughran,,748
96,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,96,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
97,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,97,12:07,"SUB IN by GALLIEN,KATY",,,,,,,"SUB IN by GALLIEN,KATY",1,subbing in,,hendrix college,katy gallien,,727
98,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,98,12:07,"SUB OUT by HURST,PEYTON",,,,,,,"SUB OUT by HURST,PEYTON",1,subbing out,,hendrix college,peyton hurst,,727
99,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,99,12:07,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,727
100,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,100,12:07,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,727
101,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,101,12:07,,,,,"SUB IN by ALFORD,OLIVIA",,,"SUB IN by ALFORD,OLIVIA",1,subbing in,,Centre,olivia alford,,727
102,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,102,12:07,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,727
103,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,103,12:07,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,727
104,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,104,12:07,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,727
105,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,105,11:38,,,,,"FOUL  by ANDREASSEN,CAROLINE",,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,698
106,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,106,11:38,"SUB IN by NEAL,TAYLOR",,,,,,,"SUB IN by NEAL,TAYLOR",1,subbing in,,hendrix college,taylor neal,,698
107,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,107,11:38,"SUB OUT by MARTIN,MELANIE",,,,,,,"SUB OUT by MARTIN,MELANIE",1,subbing out,,hendrix college,melanie martin,,698
108,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,108,11:38,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,698
109,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,109,11:38,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,698
110,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,110,11:30,,4,,21 (+17),"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 4-21 (+17),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,690
111,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,111,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
112,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,112,11:10,"MISS LAYUP by TATE,JAMIE",,,,,,,"MISS LAYUP by TATE,JAMIE",1,layup,missed,hendrix college,jamie tate,,670
113,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,113,11:06,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",1,jumper,missed,hendrix college,katie coughran,,666
114,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,114,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
115,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,115,10:53,,4,,24 (+20),"GOOD 3PTR by BAECHLE,PAIGE",CENTRE_W 4-24 (+20),,"GOOD 3PTR by BAECHLE,PAIGE",1,three pointer,good,Centre,paige baechle,3,653
116,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,116,10:43,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,643
117,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,117,10:43,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,643
118,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,118,10:43,,,,,"SUB OUT by ALFORD,OLIVIA",,,"SUB OUT by ALFORD,OLIVIA",1,subbing out,,Centre,olivia alford,,643
119,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,119,10:43,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,643
120,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,120,10:29,"GOOD JUMPER by NEAL,TAYLOR",6,,24 (+18),,HCW 6-24 (+18),,"GOOD JUMPER by NEAL,TAYLOR",1,jumper,good,hendrix college,taylor neal,2,629
121,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,121,10:03,,,,,"TURNOVER  by STOUGH,MARY GORDON",,,"TURNOVER  by STOUGH,MARY GORDON",1,turnover,,Centre,mary gordon stough,,603
122,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,122,09:53,"TURNOVER  by KRIESEL-BIGLER,CAIT",,,,,,,"TURNOVER  by KRIESEL-BIGLER,CAIT",1,turnover,,hendrix college,cait kriesel-bigler,,593
123,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,123,09:51,,,,,"STEAL  by GUY,ALEXIS",,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,591
124,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,124,09:48,,6,,27 (+21),"GOOD 3PTR by BAECHLE,PAIGE",CENTRE_W 6-27 (+21),,"GOOD 3PTR by BAECHLE,PAIGE",1,three pointer,good,Centre,paige baechle,3,588
125,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,125,09:28,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",1,foul,,Centre,bonnie rhule,,568
126,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,126,09:28,"MISS FT by GALLIEN,KATY",,,,,,,"MISS FT by GALLIEN,KATY",1,free throw,missed,hendrix college,katy gallien,,568
127,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,127,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
128,24,hendrix,Hendrix College,CENTRE_W,81-38,81,38,"48, 33, 81","10, 28, 38",48,33,81,10,28,38,"16-8, 10-3 SAA","11-13, 5-8 SAA",02/21/14,Win,500,No Location Recorded,6:00 PM,H,128,09:28,"GOOD FT by GALLIEN,KATY",7,,27 (+20),,HCW 7-27 (+20),,"GOOD FT by GALLIEN,KATY",1,free throw,good,hendrix college,katy gallien,1,568
