,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHODESWB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
119,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,119,08:55,"STEAL  by SMITH,BLAIRE",,,,,,,"STEAL  by SMITH,BLAIRE",1,steal,,rhodes college,,,535
120,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,120,08:41,"MISS JUMPER by SMITH,BLAIRE",,,,,,,"MISS JUMPER by SMITH,BLAIRE",1,jumper,missed,rhodes college,blaire smith,,521
121,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,121,--,"REBOUND OFF by SMITH,BLAIRE",,,,,,,"REBOUND OFF by SMITH,BLAIRE",1,offensive rebound,,rhodes college,blaire smith,,
122,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,122,08:35,"MISS JUMPER by KRAMER,BAILEY",,,,,,,"MISS JUMPER by KRAMER,BAILEY",1,jumper,missed,rhodes college,bailey kramer,,515
123,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,123,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
124,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,124,08:33,"FOUL  by SMITH,BLAIRE",,,,,,,"FOUL  by SMITH,BLAIRE",1,foul,,rhodes college,blaire smith,,513
125,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,125,08:33,,27 (+15),,12,"GOOD FT by ANDREASSEN,CAROLINE",CENTRE_W 27-12 (-15),,"GOOD FT by ANDREASSEN,CAROLINE",1,free throw,good,Centre,caroline andreassen,1,513
126,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,126,08:33,,27 (+14),,13,"GOOD FT by ANDREASSEN,CAROLINE",CENTRE_W 27-13 (-14),,"GOOD FT by ANDREASSEN,CAROLINE",1,free throw,good,Centre,caroline andreassen,1,513
127,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,127,08:33,"SUB IN by TODMAN,DY'NELLE",,,,,,,"SUB IN by TODMAN,DY'NELLE",1,subbing in,,rhodes college,dy'nelle todman,,513
128,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,128,08:33,"SUB IN by DANIELS,SYMONE",,,,,,,"SUB IN by DANIELS,SYMONE",1,subbing in,,rhodes college,symone daniels,,513
129,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,129,08:33,"SUB OUT by KRAMER,BAILEY",,,,,,,"SUB OUT by KRAMER,BAILEY",1,subbing out,,rhodes college,bailey kramer,,513
130,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,130,08:33,"SUB OUT by AVANT,LAUREN",,,,,,,"SUB OUT by AVANT,LAUREN",1,subbing out,,rhodes college,lauren avant,,513
131,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,131,08:33,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,513
132,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,132,08:33,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,513
133,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,133,08:33,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,513
134,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,134,08:33,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,513
135,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,135,08:21,"MISS 3PTR by SMITH,BLAIRE",,,,,,,"MISS 3PTR by SMITH,BLAIRE",1,three pointer,missed,rhodes college,blaire smith,,501
136,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,136,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
137,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,137,08:18,"FOUL  by GOODRUM,NATALIE",,,,,,,"FOUL  by GOODRUM,NATALIE",1,foul,,rhodes college,natalie goodrum,,498
138,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,138,08:18,,27 (+13),,14,"GOOD FT by ANDREASSEN,CAROLINE",CENTRE_W 27-14 (-13),,"GOOD FT by ANDREASSEN,CAROLINE",1,free throw,good,Centre,caroline andreassen,1,498
139,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,139,08:18,,,,,"MISS FT by ANDREASSEN,CAROLINE",,,"MISS FT by ANDREASSEN,CAROLINE",1,free throw,missed,Centre,caroline andreassen,,498
140,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,140,--,"REBOUND DEF by JOHNSON,SARAH",,,,,,,"REBOUND DEF by JOHNSON,SARAH",1,defensive rebound,,rhodes college,sarah johnson,,
141,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,141,08:12,"TIMEOUT TEAM by BUTLER,MADISON",,,,,,,"TIMEOUT TEAM by BUTLER,MADISON",1,timeout,,rhodes college,,,492
142,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,142,08:03,"MISS LAYUP by JOHNSON,SARAH",,,,,,,"MISS LAYUP by JOHNSON,SARAH",1,layup,missed,rhodes college,sarah johnson,,483
143,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,143,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
144,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,144,07:46,,,,,"MISS JUMPER by GUY,ALANNA",,,"MISS JUMPER by GUY,ALANNA",1,jumper,missed,Centre,alanna guy,,466
145,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,145,--,"REBOUND DEF by AVANT,LAUREN",,,,,,,"REBOUND DEF by AVANT,LAUREN",1,defensive rebound,,rhodes college,lauren avant,,
146,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,146,07:38,"MISS LAYUP by AVANT,LAUREN",,,,,,,"MISS LAYUP by AVANT,LAUREN",1,layup,missed,rhodes college,lauren avant,,458
147,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,147,--,"REBOUND OFF by BUTLER,MADISON",,,,,,,"REBOUND OFF by BUTLER,MADISON",1,offensive rebound,,rhodes college,madison butler,,
148,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,148,07:23,"GOOD JUMPER by AVANT,LAUREN",29 (+15),,14,,RHODESWB 29-14 (-15),,"GOOD JUMPER by AVANT,LAUREN",1,jumper,good,rhodes college,lauren avant,2,443
149,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,149,07:05,"FOUL  by TODMAN,DY'NELLE",,,,,,,"FOUL  by TODMAN,DY'NELLE",1,foul,,rhodes college,dy'nelle todman,,425
150,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,150,07:05,,29 (+14),,15,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 29-15 (-14),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,425
151,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,151,07:05,,29 (+13),,16,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 29-16 (-13),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,425
152,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,152,06:51,"GOOD JUMPER by AVANT,LAUREN",31 (+15),,16,,RHODESWB 31-16 (-15),,"GOOD JUMPER by AVANT,LAUREN",1,jumper,good,rhodes college,lauren avant,2,411
153,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,153,06:32,,31 (+13),,18,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 31-18 (-13),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,392
154,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,154,06:12,"GOOD LAYUP by AVANT,LAUREN(in the paint)",33 (+15),,18,,RHODESWB 33-18 (-15),,"GOOD LAYUP by AVANT,LAUREN(in the paint)",1,layup,good,rhodes college,lauren avant,2,372
155,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,155,05:59,"SUB IN by AVANT,LAUREN",,,,,,,"SUB IN by AVANT,LAUREN",1,subbing in,,rhodes college,lauren avant,,359
156,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,156,05:59,"SUB OUT by GOODRUM,NATALIE",,,,,,,"SUB OUT by GOODRUM,NATALIE",1,subbing out,,rhodes college,natalie goodrum,,359
157,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,157,05:50,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,350
158,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,158,05:50,"STEAL  by JOHNSON,SARAH",,,,,,,"STEAL  by JOHNSON,SARAH",1,steal,,rhodes college,,,350
159,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,159,05:50,,,,,"FOUL  by GUY,ALANNA",,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,350
160,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,160,05:50,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,350
161,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,161,05:50,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,350
162,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,162,05:43,"FOUL  by JOHNSON,SARAH",,,,,,,"FOUL  by JOHNSON,SARAH",1,foul,,rhodes college,sarah johnson,,343
163,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,163,05:43,"TURNOVER  by JOHNSON,SARAH",,,,,,,"TURNOVER  by JOHNSON,SARAH",1,turnover,,rhodes college,sarah johnson,,343
164,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,164,05:43,"SUB IN by GOODRUM,NATALIE",,,,,,,"SUB IN by GOODRUM,NATALIE",1,subbing in,,rhodes college,natalie goodrum,,343
165,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,165,05:43,"SUB OUT by SMITH,BLAIRE",,,,,,,"SUB OUT by SMITH,BLAIRE",1,subbing out,,rhodes college,blaire smith,,343
166,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,166,05:23,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,323
167,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,167,05:21,"STEAL  by TODMAN,DY'NELLE",,,,,,,"STEAL  by TODMAN,DY'NELLE",1,steal,,rhodes college,,,321
168,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,168,05:14,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,314
169,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,169,04:59,"GOOD 3PTR by AVANT,LAUREN",36 (+18),,18,,RHODESWB 36-18 (-18),,"GOOD 3PTR by AVANT,LAUREN",1,three pointer,good,rhodes college,lauren avant,3,299
170,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,170,04:40,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,280
171,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,171,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
172,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,172,04:37,,36 (+16),,20,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 36-20 (-16),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,277
173,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,173,04:21,"MISS JUMPER by JOHNSON,SARAH",,,,,,,"MISS JUMPER by JOHNSON,SARAH",1,jumper,missed,rhodes college,sarah johnson,,261
174,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,174,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
175,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,175,04:09,"FOUL  by JOHNSON,SARAH",,,,,,,"FOUL  by JOHNSON,SARAH",1,foul,,rhodes college,sarah johnson,,249
176,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,176,04:09,,36 (+15),,21,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 36-21 (-15),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,249
177,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,177,04:09,,36 (+14),,22,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 36-22 (-14),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,249
178,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,178,04:09,"SUB IN by KRAMER,BAILEY",,,,,,,"SUB IN by KRAMER,BAILEY",1,subbing in,,rhodes college,bailey kramer,,249
179,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,179,04:09,"SUB OUT by DANIELS,SYMONE",,,,,,,"SUB OUT by DANIELS,SYMONE",1,subbing out,,rhodes college,symone daniels,,249
180,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,180,03:53,"MISS LAYUP by TODMAN,DY'NELLE",,,,,,,"MISS LAYUP by TODMAN,DY'NELLE",1,layup,missed,rhodes college,dy'nelle todman,,233
181,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,181,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
182,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,182,03:26,,,,,"TURNOVER  by GUY,ALANNA",,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,206
183,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,183,03:09,"GOOD JUMPER by AVANT,LAUREN",38 (+16),,22,,RHODESWB 38-22 (-16),,"GOOD JUMPER by AVANT,LAUREN",1,jumper,good,rhodes college,lauren avant,2,189
184,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,184,02:47,"SUB IN by SMITH,BLAIRE",,,,,,,"SUB IN by SMITH,BLAIRE",1,subbing in,,rhodes college,blaire smith,,167
