,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,AC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
71,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,71,14:33,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,873
72,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,72,14:28,"FOUL  by TAYLOR,SAVANNAH",,,,,,,"FOUL  by TAYLOR,SAVANNAH",1,foul,,asbury university,savannah taylor,,868
73,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,73,14:28,,13 (+4),,9,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 13-9 (-4),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,868
74,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,74,14:28,,13 (+3),,10,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 13-10 (-3),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,868
75,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,75,14:28,"SUB IN by STEINER,ELLIE",,,,,,,"SUB IN by STEINER,ELLIE",1,subbing in,,asbury university,ellie steiner,,868
76,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,76,14:28,"SUB OUT by TAYLOR,SAVANNAH",,,,,,,"SUB OUT by TAYLOR,SAVANNAH",1,subbing out,,asbury university,savannah taylor,,868
77,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,77,14:13,"MISS JUMPER by BURR,SAM",,,,,,,"MISS JUMPER by BURR,SAM",1,jumper,missed,asbury university,sam burr,,853
78,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,78,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
79,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,79,13:57,,,,,"MISS 3PTR by COLLIVER,OLIVIA",,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,837
80,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,80,--,"REBOUND DEF by WARREN,BRITTANY",,,,,,,"REBOUND DEF by WARREN,BRITTANY",1,defensive rebound,,asbury university,brittany warren,,
81,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,81,13:30,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,810
82,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,82,13:30,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,810
83,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,83,13:30,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,810
84,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,84,13:27,"GOOD LAYUP by BURR,SAM(in the paint)",15 (+5),,10,,AC 15-10 (-5),,"GOOD LAYUP by BURR,SAM(in the paint)",1,layup,good,asbury university,sam burr,2,807
85,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,85,13:10,,15 (+3),,12,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",CENTRE_W 15-12 (-3),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,790
86,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,86,12:47,"GOOD LAYUP by BURR,SAM(in the paint)",17 (+5),,12,,AC 17-12 (-5),,"GOOD LAYUP by BURR,SAM(in the paint)",1,layup,good,asbury university,sam burr,2,767
87,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,87,12:36,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,756
88,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,88,12:34,"STEAL  by WARREN,BRITTANY",,,,,,,"STEAL  by WARREN,BRITTANY",1,steal,,asbury university,,,754
89,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,89,12:32,"GOOD LAYUP by WOOD,ANNISSIA(in the paint)",19 (+7),,12,,AC 19-12 (-7),,"GOOD LAYUP by WOOD,ANNISSIA(in the paint)",1,layup,good,asbury university,annissia wood,2,752
90,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,90,--,"ASSIST  by WARREN,BRITTANY",,,,,,,"ASSIST  by WARREN,BRITTANY",1,assist,,asbury university,brittany warren,,
91,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,91,12:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,747
92,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,92,12:06,,,,,"MISS 3PTR by GUY,ALANNA",,,"MISS 3PTR by GUY,ALANNA",1,three pointer,missed,Centre,alanna guy,,726
93,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,93,--,"REBOUND DEF by GORBY,KYLEE",,,,,,,"REBOUND DEF by GORBY,KYLEE",1,defensive rebound,,asbury university,kylee gorby,,
94,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,94,11:50,"GOOD 3PTR by FLETCHER,CATIE",22 (+10),,12,,AC 22-12 (-10),,"GOOD 3PTR by FLETCHER,CATIE",1,three pointer,good,asbury university,catie fletcher,3,710
95,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,95,--,"ASSIST  by WOOD,ANNISSIA",,,,,,,"ASSIST  by WOOD,ANNISSIA",1,assist,,asbury university,annissia wood,,
96,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,96,11:21,"FOUL  by WOOD,ANNISSIA",,,,,,,"FOUL  by WOOD,ANNISSIA",1,foul,,asbury university,annissia wood,,681
97,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,97,11:21,,22 (+8),,14,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",CENTRE_W 22-14 (-8),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,681
98,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,98,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
99,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,99,11:21,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,681
100,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,100,11:21,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,681
101,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,101,11:13,"MISS 3PTR by STEINER,ELLIE",,,,,,,"MISS 3PTR by STEINER,ELLIE",1,three pointer,missed,asbury university,ellie steiner,,673
102,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,102,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
103,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,103,10:53,"FOUL  by BURR,SAM",,,,,,,"FOUL  by BURR,SAM",1,foul,,asbury university,sam burr,,653
104,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,104,10:53,,22 (+7),,15,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 22-15 (-7),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,653
105,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,105,10:53,,22 (+6),,16,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 22-16 (-6),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,653
106,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,106,10:53,"SUB IN by RINEHART,KELLI",,,,,,,"SUB IN by RINEHART,KELLI",1,subbing in,,asbury university,kelli rinehart,,653
107,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,107,10:53,"SUB OUT by FLETCHER,CATIE",,,,,,,"SUB OUT by FLETCHER,CATIE",1,subbing out,,asbury university,catie fletcher,,653
108,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,108,10:53,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,653
109,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,109,10:53,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,653
110,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,110,10:46,"TURNOVER  by WOOD,ANNISSIA",,,,,,,"TURNOVER  by WOOD,ANNISSIA",1,turnover,,asbury university,annissia wood,,646
111,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,111,10:44,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,644
112,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,112,10:29,"FOUL  by BURR,SAM",,,,,,,"FOUL  by BURR,SAM",1,foul,,asbury university,sam burr,,629
113,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,113,10:29,,22 (+5),,17,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 22-17 (-5),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,629
114,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,114,10:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,629
115,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,115,10:29,,22 (+4),,18,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 22-18 (-4),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,629
116,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,116,10:29,"SUB IN by WHITESIDE,KALI",,,,,,,"SUB IN by WHITESIDE,KALI",1,subbing in,,asbury university,kali whiteside,,629
117,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,117,10:29,"SUB OUT by BURR,SAM",,,,,,,"SUB OUT by BURR,SAM",1,subbing out,,asbury university,sam burr,,629
118,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,118,10:07,"TURNOVER  by GORBY,KYLEE",,,,,,,"TURNOVER  by GORBY,KYLEE",1,turnover,,asbury university,kylee gorby,,607
119,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,119,09:49,,22 (+1),,21,"GOOD 3PTR by RHULE,BONNIE",CENTRE_W 22-21 (-1),,"GOOD 3PTR by RHULE,BONNIE",1,three pointer,good,Centre,bonnie rhule,3,589
120,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,120,--,,,,,"ASSIST  by COLLIVER,OLIVIA",,,"ASSIST  by COLLIVER,OLIVIA",1,assist,,Centre,olivia colliver,,
121,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,121,09:29,"GOOD JUMPER by STEINER,ELLIE",24 (+3),,21,,AC 24-21 (-3),,"GOOD JUMPER by STEINER,ELLIE",1,jumper,good,asbury university,ellie steiner,2,569
122,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,122,09:11,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",1,turnover,,Centre,bonnie rhule,,551
123,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,123,09:09,"STEAL  by WOOD,ANNISSIA",,,,,,,"STEAL  by WOOD,ANNISSIA",1,steal,,asbury university,,,549
124,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,124,08:56,"MISS 3PTR by GORBY,KYLEE",,,,,,,"MISS 3PTR by GORBY,KYLEE",1,three pointer,missed,asbury university,kylee gorby,,536
125,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,125,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
126,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,126,08:38,,,,,"MISS JUMPER by GUY,ALANNA",,,"MISS JUMPER by GUY,ALANNA",1,jumper,missed,Centre,alanna guy,,518
127,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,127,--,"REBOUND DEF by RINEHART,KELLI",,,,,,,"REBOUND DEF by RINEHART,KELLI",1,defensive rebound,,asbury university,kelli rinehart,,
128,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,128,08:28,"MISS 3PTR by WOOD,ANNISSIA",,,,,,,"MISS 3PTR by WOOD,ANNISSIA",1,three pointer,missed,asbury university,annissia wood,,508
129,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,129,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
130,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,130,08:08,,24 (+1),,23,"GOOD JUMPER by HARTLAGE,MAGGIE",CENTRE_W 24-23 (-1),,"GOOD JUMPER by HARTLAGE,MAGGIE",1,jumper,good,Centre,maggie hartlage,2,488
131,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,131,07:50,"MISS LAYUP by RINEHART,KELLI",,,,,,,"MISS LAYUP by RINEHART,KELLI",1,layup,missed,asbury university,kelli rinehart,,470
132,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,132,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
133,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,133,07:43,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,463
134,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,134,--,"REBOUND DEF by WHITESIDE,KALI",,,,,,,"REBOUND DEF by WHITESIDE,KALI",1,defensive rebound,,asbury university,kali whiteside,,
135,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,135,07:27,"GOOD JUMPER by RINEHART,KELLI",26 (+3),,23,,AC 26-23 (-3),,"GOOD JUMPER by RINEHART,KELLI",1,jumper,good,asbury university,kelli rinehart,2,447
136,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,136,--,"ASSIST  by WOOD,ANNISSIA",,,,,,,"ASSIST  by WOOD,ANNISSIA",1,assist,,asbury university,annissia wood,,
137,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,137,07:25,"FOUL  by WHITESIDE,KALI",,,,,,,"FOUL  by WHITESIDE,KALI",1,foul,,asbury university,kali whiteside,,445
138,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,138,07:21,,,,,"MISS LAYUP by MCKNIGHT,KAITLYN",,,"MISS LAYUP by MCKNIGHT,KAITLYN",1,layup,missed,Centre,kaitlyn mcknight,,441
139,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,139,--,"REBOUND DEF by RINEHART,KELLI",,,,,,,"REBOUND DEF by RINEHART,KELLI",1,defensive rebound,,asbury university,kelli rinehart,,
140,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,140,07:09,"MISS 3PTR by WARREN,BRITTANY",,,,,,,"MISS 3PTR by WARREN,BRITTANY",1,three pointer,missed,asbury university,brittany warren,,429
141,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,141,--,"REBOUND OFF by WHITESIDE,KALI",,,,,,,"REBOUND OFF by WHITESIDE,KALI",1,offensive rebound,,asbury university,kali whiteside,,
142,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,142,07:04,"MISS LAYUP by WHITESIDE,KALI",,,,,,,"MISS LAYUP by WHITESIDE,KALI",1,layup,missed,asbury university,kali whiteside,,424
143,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,143,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
144,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,144,07:02,"SUB IN by FLETCHER,CATIE",,,,,,,"SUB IN by FLETCHER,CATIE",1,subbing in,,asbury university,catie fletcher,,422
145,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,145,07:02,"SUB IN by FLYNN,CASSIDY",,,,,,,"SUB IN by FLYNN,CASSIDY",1,subbing in,,asbury university,cassidy flynn,,422
146,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,146,07:02,"SUB OUT by WOOD,ANNISSIA",,,,,,,"SUB OUT by WOOD,ANNISSIA",1,subbing out,,asbury university,annissia wood,,422
147,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,147,07:02,"SUB OUT by STEINER,ELLIE",,,,,,,"SUB OUT by STEINER,ELLIE",1,subbing out,,asbury university,ellie steiner,,422
148,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,148,07:02,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,422
