,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,AC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
149,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,149,07:02,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,422
150,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,150,07:02,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,422
151,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,151,07:02,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,422
152,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,152,07:02,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,422
153,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,153,07:02,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,422
154,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,154,06:51,,,,,"MISS LAYUP by GUY,ALANNA",,,"MISS LAYUP by GUY,ALANNA",1,layup,missed,Centre,alanna guy,,411
155,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,155,--,"REBOUND DEF by RINEHART,KELLI",,,,,,,"REBOUND DEF by RINEHART,KELLI",1,defensive rebound,,asbury university,kelli rinehart,,
156,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,156,06:36,"MISS 3PTR by WARREN,BRITTANY",,,,,,,"MISS 3PTR by WARREN,BRITTANY",1,three pointer,missed,asbury university,brittany warren,,396
157,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,157,--,"REBOUND OFF by WHITESIDE,KALI",,,,,,,"REBOUND OFF by WHITESIDE,KALI",1,offensive rebound,,asbury university,kali whiteside,,
158,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,158,06:28,"GOOD LAYUP by WHITESIDE,KALI(in the paint)",28 (+5),,23,,AC 28-23 (-5),,"GOOD LAYUP by WHITESIDE,KALI(in the paint)",1,layup,good,asbury university,kali whiteside,2,388
159,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,159,06:20,,,,,"MISS LAYUP by MCKNIGHT,KAITLYN",,,"MISS LAYUP by MCKNIGHT,KAITLYN",1,layup,missed,Centre,kaitlyn mcknight,,380
160,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,160,--,"REBOUND DEF by FLYNN,CASSIDY",,,,,,,"REBOUND DEF by FLYNN,CASSIDY",1,defensive rebound,,asbury university,cassidy flynn,,
161,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,161,06:10,"MISS JUMPER by FLETCHER,CATIE",,,,,,,"MISS JUMPER by FLETCHER,CATIE",1,jumper,missed,asbury university,catie fletcher,,370
162,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,162,06:10,,,,,"BLOCK  by RHULE,BONNIE",,,"BLOCK  by RHULE,BONNIE",1,block,,Centre,bonnie rhule,,370
163,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,163,--,,,,,"REBOUND DEF by GUY,ALANNA",,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
164,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,164,05:52,"FOUL  by FLYNN,CASSIDY",,,,,,,"FOUL  by FLYNN,CASSIDY",1,foul,,asbury university,cassidy flynn,,352
165,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,165,05:52,,28 (+4),,24,"GOOD FT by GUY,ALANNA",CENTRE_W 28-24 (-4),,"GOOD FT by GUY,ALANNA",1,free throw,good,Centre,alanna guy,1,352
166,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,166,05:52,,28 (+3),,25,"GOOD FT by GUY,ALANNA",CENTRE_W 28-25 (-3),,"GOOD FT by GUY,ALANNA",1,free throw,good,Centre,alanna guy,1,352
167,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,167,05:52,"SUB IN by GORBY,KYLEE",,,,,,,"SUB IN by GORBY,KYLEE",1,subbing in,,asbury university,kylee gorby,,352
168,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,168,05:52,"SUB OUT by WARREN,BRITTANY",,,,,,,"SUB OUT by WARREN,BRITTANY",1,subbing out,,asbury university,brittany warren,,352
169,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,169,05:52,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,352
170,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,170,05:52,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,352
171,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,171,05:52,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,352
172,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,172,05:52,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,352
173,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,173,05:50,"SUB IN by EDMONDS,TJ",,,,,,,"SUB IN by EDMONDS,TJ",1,subbing in,,asbury university,tj edmonds,,350
174,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,174,05:50,"SUB IN by TAYLOR,SAVANNAH",,,,,,,"SUB IN by TAYLOR,SAVANNAH",1,subbing in,,asbury university,savannah taylor,,350
175,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,175,05:50,"SUB OUT by RINEHART,KELLI",,,,,,,"SUB OUT by RINEHART,KELLI",1,subbing out,,asbury university,kelli rinehart,,350
176,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,176,05:50,"SUB OUT by FLYNN,CASSIDY",,,,,,,"SUB OUT by FLYNN,CASSIDY",1,subbing out,,asbury university,cassidy flynn,,350
177,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,177,05:46,"TURNOVER  by FLETCHER,CATIE",,,,,,,"TURNOVER  by FLETCHER,CATIE",1,turnover,,asbury university,catie fletcher,,346
178,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,178,05:25,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,325
179,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,179,--,,,,,"REBOUND OFF by MCKNIGHT,KAITLYN",,,"REBOUND OFF by MCKNIGHT,KAITLYN",1,offensive rebound,,Centre,kaitlyn mcknight,,
180,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,180,05:11,"FOUL  by WHITESIDE,KALI",,,,,,,"FOUL  by WHITESIDE,KALI",1,foul,,asbury university,kali whiteside,,311
181,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,181,05:11,,28 (+2),,26,"GOOD FT by MCKNIGHT,KAITLYN",CENTRE_W 28-26 (-2),,"GOOD FT by MCKNIGHT,KAITLYN",1,free throw,good,Centre,kaitlyn mcknight,1,311
182,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,182,05:11,,28 (+1),,27,"GOOD FT by MCKNIGHT,KAITLYN",CENTRE_W 28-27 (-1),,"GOOD FT by MCKNIGHT,KAITLYN",1,free throw,good,Centre,kaitlyn mcknight,1,311
183,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,183,05:11,"SUB IN by STICKLEN,SARAH",,,,,,,"SUB IN by STICKLEN,SARAH",1,subbing in,,asbury university,sarah sticklen,,311
184,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,184,05:11,"SUB OUT by WHITESIDE,KALI",,,,,,,"SUB OUT by WHITESIDE,KALI",1,subbing out,,asbury university,kali whiteside,,311
185,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,185,05:00,"GOOD 3PTR by GORBY,KYLEE",31 (+4),,27,,AC 31-27 (-4),,"GOOD 3PTR by GORBY,KYLEE",1,three pointer,good,asbury university,kylee gorby,3,300
186,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,186,--,"ASSIST  by FLETCHER,CATIE",,,,,,,"ASSIST  by FLETCHER,CATIE",1,assist,,asbury university,catie fletcher,,
187,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,187,04:48,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,288
188,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,188,04:38,"MISS JUMPER by STICKLEN,SARAH",,,,,,,"MISS JUMPER by STICKLEN,SARAH",1,jumper,missed,asbury university,sarah sticklen,,278
189,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,189,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
190,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,190,04:20,,31 (+2),,29,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",CENTRE_W 31-29 (-2),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",1,layup,good,Centre,kaitlyn mcknight,2,260
191,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,191,04:09,"MISS 3PTR by FLETCHER,CATIE",,,,,,,"MISS 3PTR by FLETCHER,CATIE",1,three pointer,missed,asbury university,catie fletcher,,249
192,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,192,--,,,,,"REBOUND DEF by RHULE,BONNIE",,,"REBOUND DEF by RHULE,BONNIE",1,defensive rebound,,Centre,bonnie rhule,,
193,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,193,03:54,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,234
194,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,194,--,"REBOUND DEF by STICKLEN,SARAH",,,,,,,"REBOUND DEF by STICKLEN,SARAH",1,defensive rebound,,asbury university,sarah sticklen,,
195,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,195,03:49,,,,,"FOUL  by MCKNIGHT,KAITLYN",,,"FOUL  by MCKNIGHT,KAITLYN",1,foul,,Centre,kaitlyn mcknight,,229
196,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,196,03:49,"SUB IN by STEINER,ELLIE",,,,,,,"SUB IN by STEINER,ELLIE",1,subbing in,,asbury university,ellie steiner,,229
197,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,197,03:49,"SUB OUT by FLETCHER,CATIE",,,,,,,"SUB OUT by FLETCHER,CATIE",1,subbing out,,asbury university,catie fletcher,,229
198,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,198,03:49,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,229
199,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,199,03:49,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,229
200,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,200,03:49,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,229
201,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,201,03:49,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,229
202,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,202,03:43,"FOUL  by TAYLOR,SAVANNAH",,,,,,,"FOUL  by TAYLOR,SAVANNAH",1,foul,,asbury university,savannah taylor,,223
203,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,203,03:43,"TURNOVER  by TAYLOR,SAVANNAH",,,,,,,"TURNOVER  by TAYLOR,SAVANNAH",1,turnover,,asbury university,savannah taylor,,223
204,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,204,03:43,"SUB IN by WOOD,ANNISSIA",,,,,,,"SUB IN by WOOD,ANNISSIA",1,subbing in,,asbury university,annissia wood,,223
205,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,205,03:43,"SUB OUT by TAYLOR,SAVANNAH",,,,,,,"SUB OUT by TAYLOR,SAVANNAH",1,subbing out,,asbury university,savannah taylor,,223
206,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,206,03:28,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,208
207,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,207,--,,,,,"REBOUND OFF by STOUGH,MARY GORDON",,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
208,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,208,03:24,,31,,31,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",CENTRE_W 31-31 (0),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,204
209,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,209,02:53,"MISS 3PTR by EDMONDS,TJ",,,,,,,"MISS 3PTR by EDMONDS,TJ",1,three pointer,missed,asbury university,tj edmonds,,173
210,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,210,--,"REBOUND OFF by STICKLEN,SARAH",,,,,,,"REBOUND OFF by STICKLEN,SARAH",1,offensive rebound,,asbury university,sarah sticklen,,
211,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,211,02:34,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,154
212,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,212,02:34,"SUB IN by RINEHART,KELLI",,,,,,,"SUB IN by RINEHART,KELLI",1,subbing in,,asbury university,kelli rinehart,,154
213,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,213,02:34,"SUB OUT by EDMONDS,TJ",,,,,,,"SUB OUT by EDMONDS,TJ",1,subbing out,,asbury university,tj edmonds,,154
214,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,214,02:34,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,154
215,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,215,02:34,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,154
216,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,216,02:23,"TURNOVER  by RINEHART,KELLI",,,,,,,"TURNOVER  by RINEHART,KELLI",1,turnover,,asbury university,kelli rinehart,,143
217,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,217,02:04,,31,,33 (+2),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 31-33 (+2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,124
218,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,218,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
219,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,219,01:33,"MISS 3PTR by STEINER,ELLIE",,,,,,,"MISS 3PTR by STEINER,ELLIE",1,three pointer,missed,asbury university,ellie steiner,,93
220,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,220,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
221,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,221,01:24,"FOUL  by RINEHART,KELLI",,,,,,,"FOUL  by RINEHART,KELLI",1,foul,,asbury university,kelli rinehart,,84
222,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,222,01:24,,,,,"MISS FT by STOUGH,MARY GORDON",,,"MISS FT by STOUGH,MARY GORDON",1,free throw,missed,Centre,mary gordon stough,,84
223,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,223,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
224,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,224,01:24,,31,,34 (+3),"GOOD FT by STOUGH,MARY GORDON",CENTRE_W 31-34 (+3),,"GOOD FT by STOUGH,MARY GORDON",1,free throw,good,Centre,mary gordon stough,1,84
225,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,225,01:24,"SUB IN by HOFFA,LIZZIE",,,,,,,"SUB IN by HOFFA,LIZZIE",1,subbing in,,asbury university,lizzie hoffa,,84
226,11,asbury,Asbury University,Centre College,67-68,67,68,"39, 28, 67","35, 33, 68",39,28,67,35,33,68,6-5,10-5,01/02/14,Lose,110,No Location Recorded,7:00 p.m.,H,226,01:24,"SUB OUT by STICKLEN,SARAH",,,,,,,"SUB OUT by STICKLEN,SARAH",1,subbing out,,asbury university,sarah sticklen,,84
