,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,NPU,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
68,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,68,13:52,"FOUL  by REHBERGER,LIZ",,,,,,,"FOUL  by REHBERGER,LIZ",1,foul,,north park,liz rehberger,,832
69,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,69,13:40,,12,,12,"GOOD JUMPER by ANDREASSEN,CAROLINE",CENTRE_W 12-12 (0),,"GOOD JUMPER by ANDREASSEN,CAROLINE",1,jumper,good,Centre,caroline andreassen,2,820
70,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,70,13:23,"MISS LAYUP by ROMAN,SOLY",,,,,,,"MISS LAYUP by ROMAN,SOLY",1,layup,missed,north park,soly roman,,803
71,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,71,13:23,,,,,"BLOCK  by JUDY,MICHELE",,,"BLOCK  by JUDY,MICHELE",1,block,,Centre,michele judy,,803
72,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,72,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
73,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,73,13:21,,,,,"FOUL  by JUDY,MICHELE",,,"FOUL  by JUDY,MICHELE",1,foul,,Centre,michele judy,,801
74,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,74,13:21,"MISS FT by ROMAN,SOLY",,,,,,,"MISS FT by ROMAN,SOLY",1,free throw,missed,north park,soly roman,,801
75,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,75,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
76,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,76,13:21,"GOOD FT by ROMAN,SOLY",13 (+1),,12,,NPU 13-12 (-1),,"GOOD FT by ROMAN,SOLY",1,free throw,good,north park,soly roman,1,801
77,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,77,13:14,,,,,"TURNOVER  by GUY,ALANNA",,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,794
78,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,78,13:01,"GOOD 3PTR by REHBERGER,LIZ",16 (+4),,12,,NPU 16-12 (-4),,"GOOD 3PTR by REHBERGER,LIZ",1,three pointer,good,north park,liz rehberger,3,781
79,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,79,12:48,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,768
80,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,80,--,"REBOUND DEF by MCCALL,KAYLA",,,,,,,"REBOUND DEF by MCCALL,KAYLA",1,defensive rebound,,north park,kayla mccall,,
81,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,81,12:39,"MISS LAYUP by MCCALL,KAYLA",,,,,,,"MISS LAYUP by MCCALL,KAYLA",1,layup,missed,north park,kayla mccall,,759
82,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,82,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
83,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,83,12:29,,,,,"TURNOVER  by STOUGH,MARY GORDON",,,"TURNOVER  by STOUGH,MARY GORDON",1,turnover,,Centre,mary gordon stough,,749
84,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,84,12:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,749
85,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,85,12:29,"SUB IN by KRUCKMAN,NICOLE",,,,,,,"SUB IN by KRUCKMAN,NICOLE",1,subbing in,,north park,nicole kruckman,,749
86,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,86,12:29,"SUB OUT by ROMAN,SOLY",,,,,,,"SUB OUT by ROMAN,SOLY",1,subbing out,,north park,soly roman,,749
87,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,87,12:29,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,749
88,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,88,12:29,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,749
89,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,89,12:07,"GOOD LAYUP by PRZYBYSLAWSKI,NIKKI(in the paint)",18 (+6),,12,,NPU 18-12 (-6),,"GOOD LAYUP by PRZYBYSLAWSKI,NIKKI(in the paint)",1,layup,good,north park,nikki przybyslawski,2,727
90,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,90,11:56,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,716
91,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,91,--,"REBOUND DEF by KRUCKMAN,NICOLE",,,,,,,"REBOUND DEF by KRUCKMAN,NICOLE",1,defensive rebound,,north park,nicole kruckman,,
92,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,92,11:51,"TURNOVER  by KRUCKMAN,NICOLE",,,,,,,"TURNOVER  by KRUCKMAN,NICOLE",1,turnover,,north park,nicole kruckman,,711
93,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,93,11:49,,,,,"STEAL  by GUY,ALANNA",,,"STEAL  by GUY,ALANNA",1,steal,,Centre,,,709
94,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,94,11:35,,,,,"TURNOVER  by STOUGH,MARY GORDON",,,"TURNOVER  by STOUGH,MARY GORDON",1,turnover,,Centre,mary gordon stough,,695
95,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,95,11:33,"STEAL  by KRUCKMAN,NICOLE",,,,,,,"STEAL  by KRUCKMAN,NICOLE",1,steal,,north park,,,693
96,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,96,11:09,"MISS JUMPER by KRUCKMAN,NICOLE",,,,,,,"MISS JUMPER by KRUCKMAN,NICOLE",1,jumper,missed,north park,nicole kruckman,,669
97,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,97,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
98,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,98,10:54,,18 (+4),,14,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 18-14 (-4),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,654
99,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,99,--,,,,,"ASSIST  by STOUGH,MARY GORDON",,,"ASSIST  by STOUGH,MARY GORDON",1,assist,,Centre,mary gordon stough,,
100,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,100,10:38,"TURNOVER  by PRZYBYSLAWSKI,NIKKI",,,,,,,"TURNOVER  by PRZYBYSLAWSKI,NIKKI",1,turnover,,north park,nikki przybyslawski,,638
101,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,101,10:38,"SUB IN by PITTAS,BRITTANY",,,,,,,"SUB IN by PITTAS,BRITTANY",1,subbing in,,north park,brittany pittas,,638
102,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,102,10:38,"SUB IN by WIEDEMANN,MCKENZIE",,,,,,,"SUB IN by WIEDEMANN,MCKENZIE",1,subbing in,,north park,mckenzie wiedemann,,638
103,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,103,10:38,"SUB OUT by MCCALL,KAYLA",,,,,,,"SUB OUT by MCCALL,KAYLA",1,subbing out,,north park,kayla mccall,,638
104,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,104,10:38,"SUB OUT by DAVIS,AMANI",,,,,,,"SUB OUT by DAVIS,AMANI",1,subbing out,,north park,amani davis,,638
105,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,105,10:38,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,638
106,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,106,10:38,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,638
107,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,107,10:38,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,638
108,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,108,10:38,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,638
109,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,109,10:16,,,,,"TURNOVER  by STOUGH,MARY GORDON",,,"TURNOVER  by STOUGH,MARY GORDON",1,turnover,,Centre,mary gordon stough,,616
110,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,110,10:14,"STEAL  by PITTAS,BRITTANY",,,,,,,"STEAL  by PITTAS,BRITTANY",1,steal,,north park,,,614
111,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,111,10:11,"GOOD LAYUP by REHBERGER,LIZ(fastbreak)(in the paint)",20 (+6),,14,,NPU 20-14 (-6),,"GOOD LAYUP by REHBERGER,LIZ(fastbreak)(in the paint)",1,layup,good,north park,liz(fastbreak) rehberger,2,611
112,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,112,--,"ASSIST  by PITTAS,BRITTANY",,,,,,,"ASSIST  by PITTAS,BRITTANY",1,assist,,north park,brittany pittas,,
113,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,113,09:59,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,599
114,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,114,--,"REBOUND DEF by REHBERGER,LIZ",,,,,,,"REBOUND DEF by REHBERGER,LIZ",1,defensive rebound,,north park,liz rehberger,,
115,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,115,09:51,"MISS JUMPER by PITTAS,BRITTANY",,,,,,,"MISS JUMPER by PITTAS,BRITTANY",1,jumper,missed,north park,brittany pittas,,591
116,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,116,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
117,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,117,09:34,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,574
118,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,118,09:32,"STEAL  by WIEDEMANN,MCKENZIE",,,,,,,"STEAL  by WIEDEMANN,MCKENZIE",1,steal,,north park,,,572
119,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,119,09:24,"GOOD LAYUP by KRUCKMAN,NICOLE(in the paint)",22 (+8),,14,,NPU 22-14 (-8),,"GOOD LAYUP by KRUCKMAN,NICOLE(in the paint)",1,layup,good,north park,nicole kruckman,2,564
120,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,120,--,"ASSIST  by PITTAS,BRITTANY",,,,,,,"ASSIST  by PITTAS,BRITTANY",1,assist,,north park,brittany pittas,,
121,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,121,09:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,562
122,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,122,08:56,,22 (+5),,17,"GOOD 3PTR by GUY,ALANNA",CENTRE_W 22-17 (-5),,"GOOD 3PTR by GUY,ALANNA",1,three pointer,good,Centre,alanna guy,3,536
123,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,123,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
124,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,124,08:35,"MISS 3PTR by REHFELDT,HANNAH",,,,,,,"MISS 3PTR by REHFELDT,HANNAH",1,three pointer,missed,north park,hannah rehfeldt,,515
125,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,125,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
126,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,126,08:23,,22 (+3),,19,"GOOD JUMPER by GUY,ALANNA",CENTRE_W 22-19 (-3),,"GOOD JUMPER by GUY,ALANNA",1,jumper,good,Centre,alanna guy,2,503
127,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,127,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
128,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,128,08:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,494
129,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,129,08:14,"SUB IN by WILLIAMS,DOMINIKQUE",,,,,,,"SUB IN by WILLIAMS,DOMINIKQUE",1,subbing in,,north park,dominikque williams,,494
130,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,130,08:14,"SUB IN by REHFELDT,HANNAH",,,,,,,"SUB IN by REHFELDT,HANNAH",1,subbing in,,north park,hannah rehfeldt,,494
131,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,131,08:14,"SUB IN by TORRES,RACHEL",,,,,,,"SUB IN by TORRES,RACHEL",1,subbing in,,north park,rachel torres,,494
132,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,132,08:14,"SUB OUT by PRZYBYSLAWSKI,NIKKI",,,,,,,"SUB OUT by PRZYBYSLAWSKI,NIKKI",1,subbing out,,north park,nikki przybyslawski,,494
133,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,133,08:14,"SUB OUT by REHBERGER,LIZ",,,,,,,"SUB OUT by REHBERGER,LIZ",1,subbing out,,north park,liz rehberger,,494
134,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,134,08:14,"SUB OUT by WIEDEMANN,MCKENZIE",,,,,,,"SUB OUT by WIEDEMANN,MCKENZIE",1,subbing out,,north park,mckenzie wiedemann,,494
135,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,135,08:14,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,494
136,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,136,08:14,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,494
137,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,137,08:14,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,494
138,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,138,08:14,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,494
139,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,139,08:04,"MISS 3PTR by PITTAS,BRITTANY",,,,,,,"MISS 3PTR by PITTAS,BRITTANY",1,three pointer,missed,north park,brittany pittas,,484
140,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,140,--,"REBOUND OFF by WILLIAMS,DOMINIKQUE",,,,,,,"REBOUND OFF by WILLIAMS,DOMINIKQUE",1,offensive rebound,,north park,dominikque williams,,
