,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,BCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
73,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,73,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
74,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,74,13:15,,16 (+3),,13,"GOOD 3PTR by SEGARRA,CHANLIR",BCW 16-13 (+3),,"GOOD 3PTR by SEGARRA,CHANLIR",1,three pointer,good,berry,chanlir segarra,3,795
75,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,75,--,,,,,"ASSIST  by MCLEAN,MEL",,,"ASSIST  by MCLEAN,MEL",1,assist,,berry,mel mclean,,
76,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,76,13:04,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,784
77,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,77,13:04,,,,,"BLOCK  by WALSH,MEGAN",,,"BLOCK  by WALSH,MEGAN",1,block,,berry,megan walsh,,784
78,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,78,--,,,,,"REBOUND DEF by WALSH,MEGAN",,,"REBOUND DEF by WALSH,MEGAN",1,defensive rebound,,berry,megan walsh,,
79,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,79,12:57,,16,,16,"GOOD 3PTR by SEGARRA,CHANLIR",BCW 16-16 (0),,"GOOD 3PTR by SEGARRA,CHANLIR",1,three pointer,good,berry,chanlir segarra,3,777
80,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,80,--,,,,,"ASSIST  by MCLEAN,MEL",,,"ASSIST  by MCLEAN,MEL",1,assist,,berry,mel mclean,,
81,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,81,12:38,,,,,"FOUL  by COOK,EMMA",,,"FOUL  by COOK,EMMA",1,foul,,berry,emma cook,,758
82,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,82,12:37,,,,,"FOUL  by SEGARRA,CHANLIR",,,"FOUL  by SEGARRA,CHANLIR",1,foul,,berry,chanlir segarra,,757
83,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,83,12:37,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,757
84,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,84,12:37,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,757
85,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,85,12:32,,,,,"FOUL  by COOK,EMMA",,,"FOUL  by COOK,EMMA",1,foul,,berry,emma cook,,752
86,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,86,12:32,"GOOD FT by GUY,ALEXIS",17 (+1),,16,,CENTRE_W 17-16 (+1),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,752
87,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,87,12:32,"GOOD FT by GUY,ALEXIS",18 (+2),,16,,CENTRE_W 18-16 (+2),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,752
88,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,88,12:32,,,,,"SUB IN by MCLURE,VALERIE",,,"SUB IN by MCLURE,VALERIE",1,subbing in,,berry,valerie mclure,,752
89,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,89,12:32,,,,,"SUB OUT by COOK,EMMA",,,"SUB OUT by COOK,EMMA",1,subbing out,,berry,emma cook,,752
90,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,90,12:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,745
91,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,91,12:12,,,,,"MISS JUMPER by IVEY,MARISSA",,,"MISS JUMPER by IVEY,MARISSA",1,jumper,missed,berry,marissa ivey,,732
92,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,92,--,"REBOUND DEF by GUY,ALANNA",,,,,,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
93,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,93,12:06,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,726
94,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,94,--,,,,,"REBOUND DEF by WALSH,MEGAN",,,"REBOUND DEF by WALSH,MEGAN",1,defensive rebound,,berry,megan walsh,,
95,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,95,11:55,,18,,18,"GOOD LAYUP by SEGARRA,CHANLIR(in the paint)",BCW 18-18 (0),,"GOOD LAYUP by SEGARRA,CHANLIR(in the paint)",1,layup,good,berry,chanlir segarra,2,715
96,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,96,11:29,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,689
97,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,97,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
98,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,98,11:29,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,689
99,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,99,11:29,"SUB IN by STOUGH,MARY GORDON",,,,,,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,689
100,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,100,11:29,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,689
101,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,101,11:29,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,689
102,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,102,11:20,"MISS LAYUP by GUY,ALANNA",,,,,,,"MISS LAYUP by GUY,ALANNA",1,layup,missed,Centre,alanna guy,,680
103,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,103,--,"REBOUND OFF by JUDY,MICHELE",,,,,,,"REBOUND OFF by JUDY,MICHELE",1,offensive rebound,,Centre,michele judy,,
104,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,104,11:17,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,677
105,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,105,11:16,,,,,"STEAL  by SEGARRA,CHANLIR",,,"STEAL  by SEGARRA,CHANLIR",1,steal,,berry,,,676
106,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,106,11:11,,18,,20 (+2),"GOOD LAYUP by SEGARRA,CHANLIR(fastbreak)(in the paint)",BCW 18-20 (-2),,"GOOD LAYUP by SEGARRA,CHANLIR(fastbreak)(in the paint)",1,layup,good,berry,chanlir(fastbreak) segarra,2,671
107,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,107,10:50,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,650
108,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,108,--,"REBOUND OFF by STOUGH,MARY GORDON",,,,,,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
109,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,109,10:42,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,642
110,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,110,10:41,,,,,"STEAL  by WALSH,MEGAN",,,"STEAL  by WALSH,MEGAN",1,steal,,berry,,,641
111,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,111,10:35,,,,,"MISS JUMPER by SEGARRA,CHANLIR",,,"MISS JUMPER by SEGARRA,CHANLIR",1,jumper,missed,berry,chanlir segarra,,635
112,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,112,--,"REBOUND DEF by GUY,ALANNA",,,,,,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
113,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,113,10:29,"FOUL  by JUDY,MICHELE",,,,,,,"FOUL  by JUDY,MICHELE",1,foul,,Centre,michele judy,,629
114,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,114,10:13,,,,,"MISS LAYUP by MCLEAN,MEL",,,"MISS LAYUP by MCLEAN,MEL",1,layup,missed,berry,mel mclean,,613
115,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,115,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
116,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,116,10:12,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,612
117,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,117,10:12,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,612
118,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,118,10:12,,,,,"SUB IN by TRIMBLE,MAGGIE",,,"SUB IN by TRIMBLE,MAGGIE",1,subbing in,,berry,maggie trimble,,612
119,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,119,10:12,,,,,"SUB OUT by MCLEAN,MEL",,,"SUB OUT by MCLEAN,MEL",1,subbing out,,berry,mel mclean,,612
120,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,120,09:55,,18,,22 (+4),"GOOD LAYUP by WALSH,MEGAN(in the paint)",BCW 18-22 (-4),,"GOOD LAYUP by WALSH,MEGAN(in the paint)",1,layup,good,berry,megan walsh,2,595
121,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,121,--,,,,,"ASSIST  by MCLURE,VALERIE",,,"ASSIST  by MCLURE,VALERIE",1,assist,,berry,valerie mclure,,
122,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,122,09:38,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",1,turnover,,Centre,michele judy,,578
123,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,123,09:38,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,578
124,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,124,09:38,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,578
125,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,125,09:20,,,,,"FOUL  by MCLURE,VALERIE",,,"FOUL  by MCLURE,VALERIE",1,foul,,berry,valerie mclure,,560
126,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,126,09:20,,,,,"SUB IN by COOK,EMMA",,,"SUB IN by COOK,EMMA",1,subbing in,,berry,emma cook,,560
127,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,127,09:20,,,,,"SUB IN by SMITH,PILAR",,,"SUB IN by SMITH,PILAR",1,subbing in,,berry,pilar smith,,560
128,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,128,09:20,,,,,"SUB OUT by WALSH,MEGAN",,,"SUB OUT by WALSH,MEGAN",1,subbing out,,berry,megan walsh,,560
129,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,129,09:20,,,,,"SUB OUT by MCLURE,VALERIE",,,"SUB OUT by MCLURE,VALERIE",1,subbing out,,berry,valerie mclure,,560
130,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,130,09:05,"GOOD 3PTR by RHULE,BONNIE",21,,22 (+1),,CENTRE_W 21-22 (-1),,"GOOD 3PTR by RHULE,BONNIE",1,three pointer,good,Centre,bonnie rhule,3,545
131,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,131,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",1,assist,,Centre,caroline andreassen,,
132,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,132,08:52,,,,,"TURNOVER  by TRIMBLE,MAGGIE",,,"TURNOVER  by TRIMBLE,MAGGIE",1,turnover,,berry,maggie trimble,,532
133,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,133,08:52,,,,,"SUB IN by MCLEAN,MEL",,,"SUB IN by MCLEAN,MEL",1,subbing in,,berry,mel mclean,,532
134,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,134,08:52,,,,,"SUB OUT by IVEY,MARISSA",,,"SUB OUT by IVEY,MARISSA",1,subbing out,,berry,marissa ivey,,532
135,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,135,08:35,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,515
136,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,136,--,,,,,"REBOUND DEF by SEGARRA,CHANLIR",,,"REBOUND DEF by SEGARRA,CHANLIR",1,defensive rebound,,berry,chanlir segarra,,
137,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,137,08:34,"FOUL  by GUY,ALEXIS",,,,,,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,514
138,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,138,08:21,,,,,"TURNOVER  by SMITH,PILAR",,,"TURNOVER  by SMITH,PILAR",1,turnover,,berry,pilar smith,,501
139,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,139,08:21,,,,,"SUB IN by MCLURE,VALERIE",,,"SUB IN by MCLURE,VALERIE",1,subbing in,,berry,valerie mclure,,501
140,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,140,08:21,,,,,"SUB OUT by SMITH,PILAR",,,"SUB OUT by SMITH,PILAR",1,subbing out,,berry,pilar smith,,501
141,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,141,08:04,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,484
142,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,142,--,,,,,"REBOUND DEF by MCLEAN,MEL",,,"REBOUND DEF by MCLEAN,MEL",1,defensive rebound,,berry,mel mclean,,
143,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,143,07:51,,,,,"MISS JUMPER by MCLURE,VALERIE",,,"MISS JUMPER by MCLURE,VALERIE",1,jumper,missed,berry,valerie mclure,,471
144,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,144,--,"REBOUND DEF by STOUGH,MARY GORDON",,,,,,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
145,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,145,07:39,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,459
146,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,146,--,,,,,"REBOUND DEF by MCLEAN,MEL",,,"REBOUND DEF by MCLEAN,MEL",1,defensive rebound,,berry,mel mclean,,
147,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,147,07:30,,,,,"MISS 3PTR by MCLEAN,MEL",,,"MISS 3PTR by MCLEAN,MEL",1,three pointer,missed,berry,mel mclean,,450
148,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,148,--,,,,,"REBOUND OFF by TRIMBLE,MAGGIE",,,"REBOUND OFF by TRIMBLE,MAGGIE",1,offensive rebound,,berry,maggie trimble,,
149,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,149,07:23,,,,,"MISS 3PTR by SEGARRA,CHANLIR",,,"MISS 3PTR by SEGARRA,CHANLIR",1,three pointer,missed,berry,chanlir segarra,,443
150,17,berry,Centre,Berry,70-77,70,77,"37, 33, 70","35, 42, 77",37,33,70,35,42,77,"11-6, 5-1","10-7, 3-3",01/26/14,Lose,300,No Location Recorded,1 p.m.,A,150,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
