,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
147,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,147,08:43,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,523
148,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,148,08:43,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,523
149,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,149,08:34,"FOUL  by KRIESEL-BIGLER,CAIT",,,,,,,"FOUL  by KRIESEL-BIGLER,CAIT",1,foul,,hendrix,cait kriesel-bigler,,514
150,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,150,08:34,,,,,"MISS FT by GUY,ALANNA",,,"MISS FT by GUY,ALANNA",1,free throw,missed,Centre,alanna guy,,514
151,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,151,--,"REBOUND DEF by NEAL,TAYLOR",,,,,,,"REBOUND DEF by NEAL,TAYLOR",1,defensive rebound,,hendrix,taylor neal,,
152,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,152,08:19,"MISS LAYUP by KRIESEL-BIGLER,CAIT",,,,,,,"MISS LAYUP by KRIESEL-BIGLER,CAIT",1,layup,missed,hendrix,cait kriesel-bigler,,499
153,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,153,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
154,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,154,08:04,,,,,"MISS LAYUP by STOUGH,MARY GORDON",,,"MISS LAYUP by STOUGH,MARY GORDON",1,layup,missed,Centre,mary gordon stough,,484
155,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,155,--,"REBOUND DEF by MCNEILL,KAITLIN",,,,,,,"REBOUND DEF by MCNEILL,KAITLIN",1,defensive rebound,,hendrix,kaitlin mcneill,,
156,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,156,07:49,"MISS JUMPER by COUGHRAN,KATIE",,,,,,,"MISS JUMPER by COUGHRAN,KATIE",1,jumper,missed,hendrix,katie coughran,,469
157,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,157,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
158,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,158,07:27,,,,,"MISS LAYUP by GUY,ALANNA",,,"MISS LAYUP by GUY,ALANNA",1,layup,missed,Centre,alanna guy,,447
159,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,159,--,,,,,"REBOUND OFF by STOUGH,MARY GORDON",,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
160,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,160,07:19,,,,,"MISS LAYUP by GUY,ALANNA",,,"MISS LAYUP by GUY,ALANNA",1,layup,missed,Centre,alanna guy,,439
161,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,161,--,"REBOUND DEF by MCNEILL,KAITLIN",,,,,,,"REBOUND DEF by MCNEILL,KAITLIN",1,defensive rebound,,hendrix,kaitlin mcneill,,
162,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,162,07:14,"MISS 3PTR by NEAL,TAYLOR",,,,,,,"MISS 3PTR by NEAL,TAYLOR",1,three pointer,missed,hendrix,taylor neal,,434
163,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,163,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
164,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,164,07:09,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,429
165,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,165,07:08,"STEAL  by FLORES,ESTRELLA",,,,,,,"STEAL  by FLORES,ESTRELLA",1,steal,,hendrix,,,428
166,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,166,06:52,"MISS LAYUP by COUGHRAN,KATIE",,,,,,,"MISS LAYUP by COUGHRAN,KATIE",1,layup,missed,hendrix,katie coughran,,412
167,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,167,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
168,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,168,06:50,"SUB IN by GALLIEN,KATY",,,,,,,"SUB IN by GALLIEN,KATY",1,subbing in,,hendrix,katy gallien,,410
169,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,169,06:50,"SUB IN by TATE,JAMIE",,,,,,,"SUB IN by TATE,JAMIE",1,subbing in,,hendrix,jamie tate,,410
170,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,170,06:50,"SUB IN by KING,ANNA",,,,,,,"SUB IN by KING,ANNA",1,subbing in,,hendrix,anna king,,410
171,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,171,06:50,"SUB OUT by COUGHRAN,KATIE",,,,,,,"SUB OUT by COUGHRAN,KATIE",1,subbing out,,hendrix,katie coughran,,410
172,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,172,06:50,"SUB OUT by NEAL,TAYLOR",,,,,,,"SUB OUT by NEAL,TAYLOR",1,subbing out,,hendrix,taylor neal,,410
173,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,173,06:50,"SUB OUT by MCNEILL,KAITLIN",,,,,,,"SUB OUT by MCNEILL,KAITLIN",1,subbing out,,hendrix,kaitlin mcneill,,410
174,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,174,06:50,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,410
175,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,175,06:50,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,410
176,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,176,06:50,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,410
177,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,177,06:50,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,410
178,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,178,06:50,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,410
179,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,179,06:50,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,410
180,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,180,06:50,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,410
181,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,181,06:50,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,410
182,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,182,06:43,"MISS JUMPER by TATE,JAMIE",,,,,,,"MISS JUMPER by TATE,JAMIE",1,jumper,missed,hendrix,jamie tate,,403
183,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,183,06:43,,,,,"BLOCK  by JUDY,MICHELE",,,"BLOCK  by JUDY,MICHELE",1,block,,Centre,michele judy,,403
184,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,184,--,"REBOUND OFF by FLORES,ESTRELLA",,,,,,,"REBOUND OFF by FLORES,ESTRELLA",1,offensive rebound,,hendrix,estrella flores,,
185,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,185,06:40,"GOOD JUMPER by KING,ANNA",16 (+8),,8,,HC 16-8 (-8),,"GOOD JUMPER by KING,ANNA",1,jumper,good,hendrix,anna king,2,400
186,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,186,06:29,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,389
187,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,187,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
188,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,188,05:54,"GOOD JUMPER by KRIESEL-BIGLER,CAIT",18 (+10),,8,,HC 18-8 (-10),,"GOOD JUMPER by KRIESEL-BIGLER,CAIT",1,jumper,good,hendrix,cait kriesel-bigler,2,354
189,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,189,05:38,"FOUL  by KING,ANNA",,,,,,,"FOUL  by KING,ANNA",1,foul,,hendrix,anna king,,338
190,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,190,05:38,,18 (+9),,9,"GOOD FT by BAECHLE,PAIGE",CENTRE 18-9 (-9),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,338
191,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,191,05:38,,18 (+8),,10,"GOOD FT by BAECHLE,PAIGE",CENTRE 18-10 (-8),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,338
192,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,192,05:38,"SUB IN by MCNEILL,KAITLIN",,,,,,,"SUB IN by MCNEILL,KAITLIN",1,subbing in,,hendrix,kaitlin mcneill,,338
193,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,193,05:38,"SUB OUT by KING,ANNA",,,,,,,"SUB OUT by KING,ANNA",1,subbing out,,hendrix,anna king,,338
194,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,194,05:38,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,338
195,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,195,05:38,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,338
196,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,196,05:38,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,338
197,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,197,05:38,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,338
198,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,198,05:28,"MISS 3PTR by FLORES,ESTRELLA",,,,,,,"MISS 3PTR by FLORES,ESTRELLA",1,three pointer,missed,hendrix,estrella flores,,328
199,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,199,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
200,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,200,05:19,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,319
201,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,201,05:05,"MISS JUMPER by GALLIEN,KATY",,,,,,,"MISS JUMPER by GALLIEN,KATY",1,jumper,missed,hendrix,katy gallien,,305
202,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,202,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
203,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,203,05:01,,18 (+6),,12,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",CENTRE 18-12 (-6),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,301
204,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,204,04:44,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",1,foul,,Centre,bonnie rhule,,284
205,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,205,04:44,"MISS FT by FLORES,ESTRELLA",,,,,,,"MISS FT by FLORES,ESTRELLA",1,free throw,missed,hendrix,estrella flores,,284
206,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,206,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,hendrix,,,
207,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,207,04:44,"GOOD FT by FLORES,ESTRELLA",19 (+7),,12,,HC 19-12 (-7),,"GOOD FT by FLORES,ESTRELLA",1,free throw,good,hendrix,estrella flores,1,284
208,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,208,04:44,"SUB IN by NEAL,TAYLOR",,,,,,,"SUB IN by NEAL,TAYLOR",1,subbing in,,hendrix,taylor neal,,284
209,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,209,04:44,"SUB IN by MARTIN,MELANIE",,,,,,,"SUB IN by MARTIN,MELANIE",1,subbing in,,hendrix,melanie martin,,284
210,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,210,04:44,"SUB OUT by FLORES,ESTRELLA",,,,,,,"SUB OUT by FLORES,ESTRELLA",1,subbing out,,hendrix,estrella flores,,284
211,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,211,04:44,"SUB OUT by KRIESEL-BIGLER,CAIT",,,,,,,"SUB OUT by KRIESEL-BIGLER,CAIT",1,subbing out,,hendrix,cait kriesel-bigler,,284
212,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,212,04:44,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,284
213,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,213,04:44,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,284
214,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,214,04:26,,19 (+5),,14,"GOOD JUMPER by BAECHLE,PAIGE",CENTRE 19-14 (-5),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,266
215,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,215,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
216,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,216,04:16,"FOUL TECH by MCNEILL,KAITLIN",,,,,,,"FOUL TECH by MCNEILL,KAITLIN",1,foul,,hendrix,kaitlin mcneill,,256
217,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,217,04:16,,19 (+4),,15,"GOOD FT by BAECHLE,PAIGE",CENTRE 19-15 (-4),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,256
218,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,218,04:16,,19 (+3),,16,"GOOD FT by BAECHLE,PAIGE",CENTRE 19-16 (-3),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,256
219,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,219,04:16,"SUB IN by COUGHRAN,KATIE",,,,,,,"SUB IN by COUGHRAN,KATIE",1,subbing in,,hendrix,katie coughran,,256
220,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,220,04:16,"SUB OUT by MCNEILL,KAITLIN",,,,,,,"SUB OUT by MCNEILL,KAITLIN",1,subbing out,,hendrix,kaitlin mcneill,,256
221,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,221,04:04,"MISS JUMPER by NEAL,TAYLOR",,,,,,,"MISS JUMPER by NEAL,TAYLOR",1,jumper,missed,hendrix,taylor neal,,244
222,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,222,--,,,,,"REBOUND DEF by GUY,ALANNA",,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
223,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,223,03:55,,19,,19,"GOOD 3PTR by GUY,ALEXIS",CENTRE 19-19 (0),,"GOOD 3PTR by GUY,ALEXIS",1,three pointer,good,Centre,alexis guy,3,235
224,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,224,03:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,226
225,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,225,03:46,"SUB IN by KRIESEL-BIGLER,CAIT",,,,,,,"SUB IN by KRIESEL-BIGLER,CAIT",1,subbing in,,hendrix,cait kriesel-bigler,,226
226,26,hendrix,Hendrix,Centre,64-50,64,50,"32, 32, 64","27, 23, 50",32,32,64,27,23,50,17-9,12-14,02/28/14,Win,422,No Location Recorded,3 p.m.,H,226,03:46,"SUB OUT by MARTIN,MELANIE",,,,,,,"SUB OUT by MARTIN,MELANIE",1,subbing out,,hendrix,melanie martin,,226
