,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
73,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,73,12:54,,,,,"SUB OUT by WILLIAMS,SUSANNAH",,,"SUB OUT by WILLIAMS,SUSANNAH",1,subbing out,,millsaps college,susannah williams,,774
74,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,74,12:49,,,,,"MISS LAYUP by HOLMES,BEVERLY",,,"MISS LAYUP by HOLMES,BEVERLY",1,layup,missed,millsaps college,beverly holmes,,769
75,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,75,--,"REBOUND DEF by RHULE,BONNIE",,,,,,,"REBOUND DEF by RHULE,BONNIE",1,defensive rebound,,Centre,bonnie rhule,,
76,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,76,12:31,,,,,"FOUL  by JOHNSON,VELVET",,,"FOUL  by JOHNSON,VELVET",1,foul,,millsaps college,velvet johnson,,751
77,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,77,12:26,"GOOD FT by STOUGH,MARY GORDON",14 (+5),,9,,CENTRE 14-9 (+5),,"GOOD FT by STOUGH,MARY GORDON",1,free throw,good,Centre,mary gordon stough,1,746
78,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,78,12:15,"GOOD FT by STOUGH,MARY GORDON",15 (+6),,9,,CENTRE 15-9 (+6),,"GOOD FT by STOUGH,MARY GORDON",1,free throw,good,Centre,mary gordon stough,1,735
79,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,79,12:15,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,735
80,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,80,12:15,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,735
81,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,81,12:15,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,735
82,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,82,12:15,"SUB OUT by STOUGH,MARY GORDON",,,,,,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,735
83,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,83,12:15,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,735
84,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,84,12:15,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,735
85,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,85,12:15,,,,,"SUB IN by KLUNK,KIM",,,"SUB IN by KLUNK,KIM",1,subbing in,,millsaps college,kim klunk,,735
86,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,86,12:15,,,,,"SUB IN by PEREZ,SAM",,,"SUB IN by PEREZ,SAM",1,subbing in,,millsaps college,sam perez,,735
87,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,87,12:15,,,,,"SUB OUT by EARL,BRITTNEI",,,"SUB OUT by EARL,BRITTNEI",1,subbing out,,millsaps college,brittnei earl,,735
88,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,88,12:15,,,,,"SUB OUT by HOLMES,BEVERLY",,,"SUB OUT by HOLMES,BEVERLY",1,subbing out,,millsaps college,beverly holmes,,735
89,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,89,12:05,,15 (+3),,12,"GOOD 3PTR by JOHNSON,VELVET",MILLSAPS 15-12 (+3),,"GOOD 3PTR by JOHNSON,VELVET",1,three pointer,good,millsaps college,velvet johnson,3,725
90,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,90,--,,,,,"ASSIST  by PEREZ,SAM",,,"ASSIST  by PEREZ,SAM",1,assist,,millsaps college,sam perez,,
91,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,91,11:52,,,,,"FOUL  by PEREZ,SAM",,,"FOUL  by PEREZ,SAM",1,foul,,millsaps college,sam perez,,712
92,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,92,11:52,"GOOD FT by GUY,ALEXIS",16 (+4),,12,,CENTRE 16-12 (+4),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,712
93,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,93,11:52,"GOOD FT by GUY,ALEXIS",17 (+5),,12,,CENTRE 17-12 (+5),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,712
94,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,94,11:52,,,,,"SUB IN by FREEMAN,KALA",,,"SUB IN by FREEMAN,KALA",1,subbing in,,millsaps college,kala freeman,,712
95,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,95,11:52,,,,,"SUB OUT by KLUNK,KIM",,,"SUB OUT by KLUNK,KIM",1,subbing out,,millsaps college,kim klunk,,712
96,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,96,11:43,,,,,"MISS JUMPER by PEREZ,SAM",,,"MISS JUMPER by PEREZ,SAM",1,jumper,missed,millsaps college,sam perez,,703
97,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,97,--,,,,,"REBOUND OFF by FREEMAN,KALA",,,"REBOUND OFF by FREEMAN,KALA",1,offensive rebound,,millsaps college,kala freeman,,
98,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,98,11:40,,17 (+3),,14,"GOOD LAYUP by FREEMAN,KALA(in the paint)",MILLSAPS 17-14 (+3),,"GOOD LAYUP by FREEMAN,KALA(in the paint)",1,layup,good,millsaps college,kala freeman,2,700
99,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,99,11:29,"TURNOVER  by COLLIVER,OLIVIA",,,,,,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,689
100,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,100,11:27,,,,,"STEAL  by BROOKS,MIAH",,,"STEAL  by BROOKS,MIAH",1,steal,,millsaps college,,,687
101,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,101,11:15,,17 (+1),,16,"GOOD LAYUP by BROOKS,MIAH(in the paint)",MILLSAPS 17-16 (+1),,"GOOD LAYUP by BROOKS,MIAH(in the paint)",1,layup,good,millsaps college,miah brooks,2,675
102,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,102,--,,,,,"ASSIST  by PEREZ,SAM",,,"ASSIST  by PEREZ,SAM",1,assist,,millsaps college,sam perez,,
103,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,103,11:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,671
104,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,104,11:05,"SUB IN by STOUGH,MARY GORDON",,,,,,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,665
105,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,105,11:05,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,665
106,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,106,11:02,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,662
107,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,107,--,"REBOUND OFF by STOUGH,MARY GORDON",,,,,,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
108,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,108,10:45,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,645
109,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,109,--,,,,,"REBOUND DEF by BROOKS,MIAH",,,"REBOUND DEF by BROOKS,MIAH",1,defensive rebound,,millsaps college,miah brooks,,
110,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,110,10:30,,17,,19 (+2),"GOOD 3PTR by JOHNSON,BRIA",MILLSAPS 17-19 (-2),,"GOOD 3PTR by JOHNSON,BRIA",1,three pointer,good,millsaps college,bria johnson,3,630
111,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,111,--,,,,,"ASSIST  by PEREZ,SAM",,,"ASSIST  by PEREZ,SAM",1,assist,,millsaps college,sam perez,,
112,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,112,10:08,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,608
113,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,113,10:07,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,607
114,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,114,10:07,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,607
115,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,115,09:42,,,,,"MISS LAYUP by PEREZ,SAM",,,"MISS LAYUP by PEREZ,SAM",1,layup,missed,millsaps college,sam perez,,582
116,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,116,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
117,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,117,09:35,"GOOD JUMPER by GUY,ALEXIS(fastbreak)",19,,19,,CENTRE 19-19 (0),,"GOOD JUMPER by GUY,ALEXIS(fastbreak)",1,jumper,good,Centre,alexis(fastbreak) guy,2,575
118,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,118,09:05,,,,,"MISS JUMPER by JOHNSON,VELVET",,,"MISS JUMPER by JOHNSON,VELVET",1,jumper,missed,millsaps college,velvet johnson,,545
119,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,119,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
120,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,120,08:57,"MISS JUMPER by GUY,ALANNA",,,,,,,"MISS JUMPER by GUY,ALANNA",1,jumper,missed,Centre,alanna guy,,537
121,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,121,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
122,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,122,08:54,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,534
123,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,123,08:53,,,,,"STEAL  by PEREZ,SAM",,,"STEAL  by PEREZ,SAM",1,steal,,millsaps college,,,533
124,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,124,08:50,,19,,21 (+2),"GOOD LAYUP by BROOKS,MIAH(fastbreak)(in the paint)",MILLSAPS 19-21 (-2),,"GOOD LAYUP by BROOKS,MIAH(fastbreak)(in the paint)",1,layup,good,millsaps college,miah(fastbreak) brooks,2,530
125,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,125,08:35,,,,,"FOUL  by BROOKS,MIAH",,,"FOUL  by BROOKS,MIAH",1,foul,,millsaps college,miah brooks,,515
126,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,126,08:35,,,,,"SUB IN by KLUNK,KIM",,,"SUB IN by KLUNK,KIM",1,subbing in,,millsaps college,kim klunk,,515
127,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,127,08:35,,,,,"SUB IN by EARL,BRITTNEI",,,"SUB IN by EARL,BRITTNEI",1,subbing in,,millsaps college,brittnei earl,,515
128,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,128,08:35,,,,,"SUB IN by HOLMES,BEVERLY",,,"SUB IN by HOLMES,BEVERLY",1,subbing in,,millsaps college,beverly holmes,,515
129,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,129,08:35,,,,,"SUB OUT by BROOKS,MIAH",,,"SUB OUT by BROOKS,MIAH",1,subbing out,,millsaps college,miah brooks,,515
130,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,130,08:35,,,,,"SUB OUT by JOHNSON,BRIA",,,"SUB OUT by JOHNSON,BRIA",1,subbing out,,millsaps college,bria johnson,,515
131,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,131,08:35,,,,,"SUB OUT by FREEMAN,KALA",,,"SUB OUT by FREEMAN,KALA",1,subbing out,,millsaps college,kala freeman,,515
132,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,132,08:34,,,,,"FOUL  by KLUNK,KIM",,,"FOUL  by KLUNK,KIM",1,foul,,millsaps college,kim klunk,,514
133,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,133,08:31,"GOOD 3PTR by GUY,ALEXIS",22 (+1),,21,,CENTRE 22-21 (+1),,"GOOD 3PTR by GUY,ALEXIS",1,three pointer,good,Centre,alexis guy,3,511
134,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,134,--,"ASSIST  by GUY,ALANNA",,,,,,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
135,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,135,08:15,,22,,24 (+2),"GOOD 3PTR by HOLMES,BEVERLY",MILLSAPS 22-24 (-2),,"GOOD 3PTR by HOLMES,BEVERLY",1,three pointer,good,millsaps college,beverly holmes,3,495
136,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,136,07:59,,,,,"FOUL  by PEREZ,SAM",,,"FOUL  by PEREZ,SAM",1,foul,,millsaps college,sam perez,,479
137,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,137,07:59,"GOOD FT by STOUGH,MARY GORDON",23,,24 (+1),,CENTRE 23-24 (-1),,"GOOD FT by STOUGH,MARY GORDON",1,free throw,good,Centre,mary gordon stough,1,479
138,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,138,07:59,"GOOD FT by STOUGH,MARY GORDON",24,,24,,CENTRE 24-24 (0),,"GOOD FT by STOUGH,MARY GORDON",1,free throw,good,Centre,mary gordon stough,1,479
139,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,139,07:59,,,,,"SUB IN by JOHNSON,BRIA",,,"SUB IN by JOHNSON,BRIA",1,subbing in,,millsaps college,bria johnson,,479
140,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,140,07:59,,,,,"SUB OUT by PEREZ,SAM",,,"SUB OUT by PEREZ,SAM",1,subbing out,,millsaps college,sam perez,,479
141,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,141,07:56,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,476
142,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,142,07:39,,,,,"MISS 3PTR by HOLMES,BEVERLY",,,"MISS 3PTR by HOLMES,BEVERLY",1,three pointer,missed,millsaps college,beverly holmes,,459
143,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,143,--,,,,,"REBOUND OFF by KLUNK,KIM",,,"REBOUND OFF by KLUNK,KIM",1,offensive rebound,,millsaps college,kim klunk,,
144,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,144,07:36,,24,,26 (+2),"GOOD LAYUP by KLUNK,KIM(in the paint)",MILLSAPS 24-26 (-2),,"GOOD LAYUP by KLUNK,KIM(in the paint)",1,layup,good,millsaps college,kim klunk,2,456
145,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,145,07:24,,,,,"FOUL  by EARL,BRITTNEI",,,"FOUL  by EARL,BRITTNEI",1,foul,,millsaps college,brittnei earl,,444
146,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,146,07:24,"GOOD FT by STOUGH,MARY GORDON",25,,26 (+1),,CENTRE 25-26 (-1),,"GOOD FT by STOUGH,MARY GORDON",1,free throw,good,Centre,mary gordon stough,1,444
147,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,147,07:24,"MISS FT by STOUGH,MARY GORDON",,,,,,,"MISS FT by STOUGH,MARY GORDON",1,free throw,missed,Centre,mary gordon stough,,444
148,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,148,--,,,,,"REBOUND DEF by KLUNK,KIM",,,"REBOUND DEF by KLUNK,KIM",1,defensive rebound,,millsaps college,kim klunk,,
149,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,149,07:24,,,,,"SUB IN by FREEMAN,KALA",,,"SUB IN by FREEMAN,KALA",1,subbing in,,millsaps college,kala freeman,,444
150,27,millsaps,Centre College,Millsaps College,78-65,78,65,"39, 39, 78","38, 27, 65",39,39,78,38,27,65,18-9,17-9,03/01/14,Win,583,No Location Recorded,6 p.m.,A,150,07:24,,,,,"SUB OUT by EARL,BRITTNEI",,,"SUB OUT by EARL,BRITTNEI",1,subbing out,,millsaps college,brittnei earl,,444
