,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,10,17:22,"MISS 3PTR by JOHNSON,VELVET",,,,,,,"MISS 3PTR by JOHNSON,VELVET",1,three pointer,missed,millsaps college,velvet johnson,,1042
11,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,11,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
12,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,12,17:06,,0,,6 (+6),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 0-6 (+6),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,1026
13,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,13,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
14,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,14,16:46,"MISS LAYUP by PEREZ,SAM",,,,,,,"MISS LAYUP by PEREZ,SAM",1,layup,missed,millsaps college,sam perez,,1006
15,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,15,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
16,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,16,16:19,,0,,8 (+8),"GOOD JUMPER by GUY,ALANNA",CENTRE_W 0-8 (+8),,"GOOD JUMPER by GUY,ALANNA",1,jumper,good,Centre,alanna guy,2,979
17,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,17,16:00,,,,,"FOUL  by GUY,ALANNA",,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,960
18,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,18,16:00,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,960
19,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,19,16:00,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,960
20,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,20,16:00,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,960
21,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,21,16:00,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,960
22,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,22,15:46,"GOOD LAYUP by BROOKS,MIAH(in the paint)",2,,8 (+6),,MILLSAPS 2-8 (+6),,"GOOD LAYUP by BROOKS,MIAH(in the paint)",1,layup,good,millsaps college,miah brooks,2,946
23,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,23,--,"ASSIST  by PEREZ,SAM",,,,,,,"ASSIST  by PEREZ,SAM",1,assist,,millsaps college,sam perez,,
24,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,24,15:29,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,929
25,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,25,--,,,,,"REBOUND OFF by STOUGH,MARY GORDON",,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
26,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,26,15:16,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,916
27,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,27,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
28,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,28,15:13,"FOUL  by HOLMES,BEVERLY",,,,,,,"FOUL  by HOLMES,BEVERLY",1,foul,,millsaps college,beverly holmes,,913
29,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,29,15:11,,2,,10 (+8),"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",CENTRE_W 2-10 (+8),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,911
30,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,30,--,,,,,"ASSIST  by ANDREASSEN,CAROLINE",,,"ASSIST  by ANDREASSEN,CAROLINE",1,assist,,Centre,caroline andreassen,,
31,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,31,15:11,"FOUL  by JOHNSON,VELVET",,,,,,,"FOUL  by JOHNSON,VELVET",1,foul,,millsaps college,velvet johnson,,911
32,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,32,15:11,,2,,11 (+9),"GOOD FT by STOUGH,MARY GORDON",CENTRE_W 2-11 (+9),,"GOOD FT by STOUGH,MARY GORDON",1,free throw,good,Centre,mary gordon stough,1,911
33,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,33,15:11,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,911
34,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,34,15:11,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,911
35,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,35,14:43,"GOOD LAYUP by PEREZ,SAM(in the paint)",4,,11 (+7),,MILLSAPS 4-11 (+7),,"GOOD LAYUP by PEREZ,SAM(in the paint)",1,layup,good,millsaps college,sam perez,2,883
36,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,36,14:35,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,875
37,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,37,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
38,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,38,14:15,"FOUL  by JOHNSON,VELVET",,,,,,,"FOUL  by JOHNSON,VELVET",1,foul,,millsaps college,velvet johnson,,855
39,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,39,14:13,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",1,turnover,,Centre,bonnie rhule,,853
40,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,40,14:09,"STEAL  by PEREZ,SAM",,,,,,,"STEAL  by PEREZ,SAM",1,steal,,millsaps college,,,849
41,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,41,13:52,"GOOD LAYUP by BROOKS,MIAH(in the paint)",6,,11 (+5),,MILLSAPS 6-11 (+5),,"GOOD LAYUP by BROOKS,MIAH(in the paint)",1,layup,good,millsaps college,miah brooks,2,832
42,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,42,--,"ASSIST  by HOLMES,BEVERLY",,,,,,,"ASSIST  by HOLMES,BEVERLY",1,assist,,millsaps college,beverly holmes,,
43,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,43,13:43,,,,,"MISS 3PTR by COLLIVER,OLIVIA",,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,823
44,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,44,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
45,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,45,13:38,"SUB IN by RANDLE,KELLI",,,,,,,"SUB IN by RANDLE,KELLI",1,subbing in,,millsaps college,kelli randle,,818
46,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,46,13:38,"SUB OUT by JOHNSON,VELVET",,,,,,,"SUB OUT by JOHNSON,VELVET",1,subbing out,,millsaps college,velvet johnson,,818
47,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,47,13:38,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,818
48,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,48,13:38,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,818
49,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,49,13:29,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,809
50,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,50,--,"REBOUND DEF by FREEMAN,KALA",,,,,,,"REBOUND DEF by FREEMAN,KALA",1,defensive rebound,,millsaps college,kala freeman,,
51,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,51,13:06,"GOOD LAYUP by BROOKS,MIAH(in the paint)",8,,11 (+3),,MILLSAPS 8-11 (+3),,"GOOD LAYUP by BROOKS,MIAH(in the paint)",1,layup,good,millsaps college,miah brooks,2,786
52,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,52,--,"ASSIST  by PEREZ,SAM",,,,,,,"ASSIST  by PEREZ,SAM",1,assist,,millsaps college,sam perez,,
53,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,53,13:05,"SUB IN by KLUNK,KIM",,,,,,,"SUB IN by KLUNK,KIM",1,subbing in,,millsaps college,kim klunk,,785
54,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,54,13:05,"SUB IN by JOHNSON,BRIA",,,,,,,"SUB IN by JOHNSON,BRIA",1,subbing in,,millsaps college,bria johnson,,785
55,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,55,13:05,"SUB OUT by HOLMES,BEVERLY",,,,,,,"SUB OUT by HOLMES,BEVERLY",1,subbing out,,millsaps college,beverly holmes,,785
56,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,56,13:05,"SUB OUT by FREEMAN,KALA",,,,,,,"SUB OUT by FREEMAN,KALA",1,subbing out,,millsaps college,kala freeman,,785
57,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,57,13:05,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,785
58,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,58,13:05,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,785
59,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,59,12:59,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,779
60,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,60,12:28,"MISS LAYUP by PEREZ,SAM",,,,,,,"MISS LAYUP by PEREZ,SAM",1,layup,missed,millsaps college,sam perez,,748
61,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,61,--,"REBOUND OFF by BROOKS,MIAH",,,,,,,"REBOUND OFF by BROOKS,MIAH",1,offensive rebound,,millsaps college,miah brooks,,
62,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,62,12:11,"GOOD JUMPER by KLUNK,KIM",10,,11 (+1),,MILLSAPS 10-11 (+1),,"GOOD JUMPER by KLUNK,KIM",1,jumper,good,millsaps college,kim klunk,2,731
63,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,63,--,"ASSIST  by RANDLE,KELLI",,,,,,,"ASSIST  by RANDLE,KELLI",1,assist,,millsaps college,kelli randle,,
64,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,64,11:51,,,,,"MISS 3PTR by COLLIVER,OLIVIA",,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,711
65,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,65,--,,,,,"REBOUND OFF by GUY,ALEXIS",,,"REBOUND OFF by GUY,ALEXIS",1,offensive rebound,,Centre,alexis guy,,
66,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,66,11:45,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,705
67,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,67,--,,,,,"REBOUND OFF by GUY,ALEXIS",,,"REBOUND OFF by GUY,ALEXIS",1,offensive rebound,,Centre,alexis guy,,
68,13,millsaps,Millsaps College,Centre College,59-48,59,48,"25, 34, 59","26, 22, 48",25,34,59,26,22,48,"8-5, 2-0 SAA","5-6, 0-2 SAA",01/10/14,Win,382,No Location Recorded,6:00 p.m.,H,68,11:22,"FOUL  by BROOKS,MIAH",,,,,,,"FOUL  by BROOKS,MIAH",1,foul,,millsaps college,miah brooks,,682
