,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,UCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
69,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,69,13:32,"GOOD LAYUP by NORDSTROM,BRITTA(in the paint)",7,,7,,UCW 7-7 (0),,"GOOD LAYUP by NORDSTROM,BRITTA(in the paint)",1,layup,good,university of chicago,britta nordstrom,2,812
70,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,70,13:11,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,791
71,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,71,13:09,"STEAL  by ANDERSON,STEPHANIE",,,,,,,"STEAL  by ANDERSON,STEPHANIE",1,steal,,university of chicago,,,789
72,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,72,13:03,"MISS LAYUP by DEVANEY,CLAIRE",,,,,,,"MISS LAYUP by DEVANEY,CLAIRE",1,layup,missed,university of chicago,claire devaney,,783
73,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,73,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
74,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,74,12:46,,,,,"MISS JUMPER by COLLIVER,OLIVIA",,,"MISS JUMPER by COLLIVER,OLIVIA",1,jumper,missed,Centre,olivia colliver,,766
75,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,75,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
76,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,76,12:34,"MISS 3PTR by ANDERSON,STEPHANIE",,,,,,,"MISS 3PTR by ANDERSON,STEPHANIE",1,three pointer,missed,university of chicago,stephanie anderson,,754
77,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,77,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
78,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,78,12:10,"SUB IN by MOORE,CAITLIN",,,,,,,"SUB IN by MOORE,CAITLIN",1,subbing in,,university of chicago,caitlin moore,,730
79,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,79,12:10,"SUB IN by DONOVAN,MORGAN",,,,,,,"SUB IN by DONOVAN,MORGAN",1,subbing in,,university of chicago,morgan donovan,,730
80,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,80,12:10,"SUB OUT by NORDSTROM,BRITTA",,,,,,,"SUB OUT by NORDSTROM,BRITTA",1,subbing out,,university of chicago,britta nordstrom,,730
81,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,81,12:10,"SUB OUT by ANDERSON,STEPHANIE",,,,,,,"SUB OUT by ANDERSON,STEPHANIE",1,subbing out,,university of chicago,stephanie anderson,,730
82,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,82,12:10,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,730
83,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,83,12:10,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,730
84,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,84,12:10,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,730
85,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,85,12:10,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,730
86,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,86,12:10,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,730
87,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,87,12:10,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,730
88,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,88,12:03,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",,,"MISS JUMPER by ANDREASSEN,CAROLINE",1,jumper,missed,Centre,caroline andreassen,,723
89,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,89,--,,,,,"REBOUND OFF by STOUGH,MARY GORDON",,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
90,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,90,11:59,,,,,"MISS LAYUP by STOUGH,MARY GORDON",,,"MISS LAYUP by STOUGH,MARY GORDON",1,layup,missed,Centre,mary gordon stough,,719
91,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,91,--,"REBOUND DEF by MOORE,CAITLIN",,,,,,,"REBOUND DEF by MOORE,CAITLIN",1,defensive rebound,,university of chicago,caitlin moore,,
92,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,92,11:47,"TURNOVER  by ELY,MAGGIE",,,,,,,"TURNOVER  by ELY,MAGGIE",1,turnover,,university of chicago,maggie ely,,707
93,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,93,11:45,,,,,"STEAL  by GUY,ALEXIS",,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,705
94,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,94,11:34,"FOUL  by ELY,MAGGIE",,,,,,,"FOUL  by ELY,MAGGIE",1,foul,,university of chicago,maggie ely,,694
95,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,95,11:34,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,694
96,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,96,11:34,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,694
97,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,97,11:20,,7,,10 (+3),"GOOD 3PTR by RHULE,BONNIE",CENTRE_W 7-10 (+3),,"GOOD 3PTR by RHULE,BONNIE",1,three pointer,good,Centre,bonnie rhule,3,680
98,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,98,--,,,,,"ASSIST  by GUY,ALEXIS",,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
99,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,99,11:06,"TURNOVER  by DONOVAN,MORGAN",,,,,,,"TURNOVER  by DONOVAN,MORGAN",1,turnover,,university of chicago,morgan donovan,,666
100,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,100,10:48,,7,,12 (+5),"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 7-12 (+5),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,648
101,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,101,--,,,,,"ASSIST  by JUDY,MICHELE",,,"ASSIST  by JUDY,MICHELE",1,assist,,Centre,michele judy,,
102,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,102,10:26,"TURNOVER  by ELY,MAGGIE",,,,,,,"TURNOVER  by ELY,MAGGIE",1,turnover,,university of chicago,maggie ely,,626
103,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,103,10:10,,,,,"MISS LAYUP by STOUGH,MARY GORDON",,,"MISS LAYUP by STOUGH,MARY GORDON",1,layup,missed,Centre,mary gordon stough,,610
104,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,104,--,"REBOUND DEF by MUGUIRA,JULIE",,,,,,,"REBOUND DEF by MUGUIRA,JULIE",1,defensive rebound,,university of chicago,julie muguira,,
105,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,105,10:02,"TURNOVER  by DEVANEY,CLAIRE",,,,,,,"TURNOVER  by DEVANEY,CLAIRE",1,turnover,,university of chicago,claire devaney,,602
106,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,106,10:02,,,,,"STEAL  by GUY,ALEXIS",,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,602
107,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,107,09:50,"FOUL  by ELY,MAGGIE",,,,,,,"FOUL  by ELY,MAGGIE",1,foul,,university of chicago,maggie ely,,590
108,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,108,09:50,,7,,13 (+6),"GOOD FT by GUY,ALEXIS",CENTRE_W 7-13 (+6),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,590
109,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,109,09:50,,,,,"MISS FT by GUY,ALEXIS",,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,590
110,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,110,--,"REBOUND DEF by DEVANEY,CLAIRE",,,,,,,"REBOUND DEF by DEVANEY,CLAIRE",1,defensive rebound,,university of chicago,claire devaney,,
111,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,111,09:50,"SUB IN by NORDSTROM,BRITTA",,,,,,,"SUB IN by NORDSTROM,BRITTA",1,subbing in,,university of chicago,britta nordstrom,,590
112,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,112,09:50,"SUB IN by GREINER,ELLIE",,,,,,,"SUB IN by GREINER,ELLIE",1,subbing in,,university of chicago,ellie greiner,,590
113,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,113,09:50,"SUB OUT by ELY,MAGGIE",,,,,,,"SUB OUT by ELY,MAGGIE",1,subbing out,,university of chicago,maggie ely,,590
114,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,114,09:50,"SUB OUT by MOORE,CAITLIN",,,,,,,"SUB OUT by MOORE,CAITLIN",1,subbing out,,university of chicago,caitlin moore,,590
115,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,115,09:37,"GOOD LAYUP by DEVANEY,CLAIRE(in the paint)",9,,13 (+4),,UCW 9-13 (+4),,"GOOD LAYUP by DEVANEY,CLAIRE(in the paint)",1,layup,good,university of chicago,claire devaney,2,577
116,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,116,--,"ASSIST  by DONOVAN,MORGAN",,,,,,,"ASSIST  by DONOVAN,MORGAN",1,assist,,university of chicago,morgan donovan,,
117,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,117,09:19,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,559
118,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,118,--,,,,,"REBOUND OFF by JUDY,MICHELE",,,"REBOUND OFF by JUDY,MICHELE",1,offensive rebound,,Centre,michele judy,,
119,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,119,09:10,"FOUL  by GREINER,ELLIE",,,,,,,"FOUL  by GREINER,ELLIE",1,foul,,university of chicago,ellie greiner,,550
120,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,120,09:10,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,550
121,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,121,09:10,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,550
122,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,122,09:04,,9,,15 (+6),"GOOD LAYUP by GUY,ALANNA(in the paint)",CENTRE_W 9-15 (+6),,"GOOD LAYUP by GUY,ALANNA(in the paint)",1,layup,good,Centre,alanna guy,2,544
123,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,123,08:43,"TURNOVER  by DONOVAN,MORGAN",,,,,,,"TURNOVER  by DONOVAN,MORGAN",1,turnover,,university of chicago,morgan donovan,,523
124,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,124,08:28,"FOUL  by GREINER,ELLIE",,,,,,,"FOUL  by GREINER,ELLIE",1,foul,,university of chicago,ellie greiner,,508
125,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,125,08:28,,9,,16 (+7),"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 9-16 (+7),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,508
126,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,126,08:28,,9,,17 (+8),"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 9-17 (+8),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,508
127,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,127,08:28,"SUB IN by SHAW,ALI",,,,,,,"SUB IN by SHAW,ALI",1,subbing in,,university of chicago,ali shaw,,508
128,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,128,08:28,"SUB IN by MOORE,CAITLIN",,,,,,,"SUB IN by MOORE,CAITLIN",1,subbing in,,university of chicago,caitlin moore,,508
129,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,129,08:28,"SUB OUT by DEVANEY,CLAIRE",,,,,,,"SUB OUT by DEVANEY,CLAIRE",1,subbing out,,university of chicago,claire devaney,,508
130,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,130,08:28,"SUB OUT by GREINER,ELLIE",,,,,,,"SUB OUT by GREINER,ELLIE",1,subbing out,,university of chicago,ellie greiner,,508
131,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,131,08:11,"MISS 3PTR by DONOVAN,MORGAN",,,,,,,"MISS 3PTR by DONOVAN,MORGAN",1,three pointer,missed,university of chicago,morgan donovan,,491
132,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,132,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
133,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,133,08:08,"SUB IN by ANDERSON,STEPHANIE",,,,,,,"SUB IN by ANDERSON,STEPHANIE",1,subbing in,,university of chicago,stephanie anderson,,488
134,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,134,08:08,"SUB OUT by DONOVAN,MORGAN",,,,,,,"SUB OUT by DONOVAN,MORGAN",1,subbing out,,university of chicago,morgan donovan,,488
135,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,135,08:08,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,488
136,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,136,08:08,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,488
137,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,137,08:08,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,488
138,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,138,08:08,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,488
139,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,139,07:54,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,474
140,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,140,--,"REBOUND DEF by ANDERSON,STEPHANIE",,,,,,,"REBOUND DEF by ANDERSON,STEPHANIE",1,defensive rebound,,university of chicago,stephanie anderson,,
141,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,141,07:34,"MISS 3PTR by ANDERSON,STEPHANIE",,,,,,,"MISS 3PTR by ANDERSON,STEPHANIE",1,three pointer,missed,university of chicago,stephanie anderson,,454
142,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,142,--,"REBOUND OFF by MUGUIRA,JULIE",,,,,,,"REBOUND OFF by MUGUIRA,JULIE",1,offensive rebound,,university of chicago,julie muguira,,
143,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,143,07:30,"GOOD LAYUP by MUGUIRA,JULIE(in the paint)",11,,17 (+6),,UCW 11-17 (+6),,"GOOD LAYUP by MUGUIRA,JULIE(in the paint)",1,layup,good,university of chicago,julie muguira,2,450
144,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,144,07:14,,,,,"MISS 3PTR by COLLIVER,OLIVIA",,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,434
145,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,145,--,"REBOUND DEF by MUGUIRA,JULIE",,,,,,,"REBOUND DEF by MUGUIRA,JULIE",1,defensive rebound,,university of chicago,julie muguira,,
146,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,146,07:05,"GOOD LAYUP by MOORE,CAITLIN(in the paint)",13,,17 (+4),,UCW 13-17 (+4),,"GOOD LAYUP by MOORE,CAITLIN(in the paint)",1,layup,good,university of chicago,caitlin moore,2,425
