,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,UCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
147,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,147,--,"ASSIST  by MUGUIRA,JULIE",,,,,,,"ASSIST  by MUGUIRA,JULIE",1,assist,,university of chicago,julie muguira,,
148,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,148,06:48,,,,,"TURNOVER  by GUY,ALANNA",,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,408
149,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,149,06:48,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,408
150,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,150,06:48,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,408
151,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,151,06:36,"GOOD JUMPER by SHAW,ALI",15,,17 (+2),,UCW 15-17 (+2),,"GOOD JUMPER by SHAW,ALI",1,jumper,good,university of chicago,ali shaw,2,396
152,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,152,06:22,,15,,19 (+4),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 15-19 (+4),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,382
153,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,153,06:09,"MISS 3PTR by MUGUIRA,JULIE",,,,,,,"MISS 3PTR by MUGUIRA,JULIE",1,three pointer,missed,university of chicago,julie muguira,,369
154,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,154,--,"REBOUND OFF by NORDSTROM,BRITTA",,,,,,,"REBOUND OFF by NORDSTROM,BRITTA",1,offensive rebound,,university of chicago,britta nordstrom,,
155,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,155,06:04,"GOOD LAYUP by NORDSTROM,BRITTA(in the paint)",17,,19 (+2),,UCW 17-19 (+2),,"GOOD LAYUP by NORDSTROM,BRITTA(in the paint)",1,layup,good,university of chicago,britta nordstrom,2,364
156,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,156,05:46,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,346
157,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,157,05:45,"STEAL  by SHAW,ALI",,,,,,,"STEAL  by SHAW,ALI",1,steal,,university of chicago,,,345
158,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,158,05:35,"GOOD LAYUP by NORDSTROM,BRITTA(in the paint)",19,,19,,UCW 19-19 (0),,"GOOD LAYUP by NORDSTROM,BRITTA(in the paint)",1,layup,good,university of chicago,britta nordstrom,2,335
159,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,159,05:34,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,334
160,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,160,05:34,"GOOD FT by NORDSTROM,BRITTA",20 (+1),,19,,UCW 20-19 (-1),,"GOOD FT by NORDSTROM,BRITTA",1,free throw,good,university of chicago,britta nordstrom,1,334
161,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,161,05:34,"SUB IN by DEVANEY,CLAIRE",,,,,,,"SUB IN by DEVANEY,CLAIRE",1,subbing in,,university of chicago,claire devaney,,334
162,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,162,05:34,"SUB IN by DONOVAN,MORGAN",,,,,,,"SUB IN by DONOVAN,MORGAN",1,subbing in,,university of chicago,morgan donovan,,334
163,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,163,05:34,"SUB IN by CASADAY,KATE",,,,,,,"SUB IN by CASADAY,KATE",1,subbing in,,university of chicago,kate casaday,,334
164,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,164,05:34,"SUB OUT by SHAW,ALI",,,,,,,"SUB OUT by SHAW,ALI",1,subbing out,,university of chicago,ali shaw,,334
165,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,165,05:34,"SUB OUT by ANDERSON,STEPHANIE",,,,,,,"SUB OUT by ANDERSON,STEPHANIE",1,subbing out,,university of chicago,stephanie anderson,,334
166,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,166,05:34,"SUB OUT by MUGUIRA,JULIE",,,,,,,"SUB OUT by MUGUIRA,JULIE",1,subbing out,,university of chicago,julie muguira,,334
167,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,167,05:34,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,334
168,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,168,05:34,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,334
169,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,169,05:34,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,334
170,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,170,05:34,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,334
171,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,171,05:23,,,,,"MISS JUMPER by GUY,ALANNA",,,"MISS JUMPER by GUY,ALANNA",1,jumper,missed,Centre,alanna guy,,323
172,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,172,--,,,,,"REBOUND OFF by STOUGH,MARY GORDON",,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
173,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,173,05:19,,,,,"MISS LAYUP by STOUGH,MARY GORDON",,,"MISS LAYUP by STOUGH,MARY GORDON",1,layup,missed,Centre,mary gordon stough,,319
174,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,174,--,"REBOUND DEF by DEVANEY,CLAIRE",,,,,,,"REBOUND DEF by DEVANEY,CLAIRE",1,defensive rebound,,university of chicago,claire devaney,,
175,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,175,05:06,"MISS LAYUP by DEVANEY,CLAIRE",,,,,,,"MISS LAYUP by DEVANEY,CLAIRE",1,layup,missed,university of chicago,claire devaney,,306
176,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,176,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
177,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,177,04:41,,20,,22 (+2),"GOOD 3PTR by GUY,ALANNA",CENTRE_W 20-22 (+2),,"GOOD 3PTR by GUY,ALANNA",1,three pointer,good,Centre,alanna guy,3,281
178,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,178,--,,,,,"ASSIST  by GUY,ALEXIS",,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
179,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,179,04:28,,,,,"FOUL  by ANDREASSEN,CAROLINE",,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,268
180,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,180,04:28,"SUB IN by MUGUIRA,JULIE",,,,,,,"SUB IN by MUGUIRA,JULIE",1,subbing in,,university of chicago,julie muguira,,268
181,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,181,04:28,"SUB OUT by NORDSTROM,BRITTA",,,,,,,"SUB OUT by NORDSTROM,BRITTA",1,subbing out,,university of chicago,britta nordstrom,,268
182,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,182,04:28,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,268
183,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,183,04:28,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,268
184,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,184,04:27,"GOOD JUMPER by MUGUIRA,JULIE",22,,22,,UCW 22-22 (0),,"GOOD JUMPER by MUGUIRA,JULIE",1,jumper,good,university of chicago,julie muguira,2,267
185,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,185,--,"ASSIST  by MOORE,CAITLIN",,,,,,,"ASSIST  by MOORE,CAITLIN",1,assist,,university of chicago,caitlin moore,,
186,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,186,04:05,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,245
187,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,187,--,"REBOUND DEF by CASADAY,KATE",,,,,,,"REBOUND DEF by CASADAY,KATE",1,defensive rebound,,university of chicago,kate casaday,,
188,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,188,03:54,"MISS LAYUP by MOORE,CAITLIN",,,,,,,"MISS LAYUP by MOORE,CAITLIN",1,layup,missed,university of chicago,caitlin moore,,234
189,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,189,03:54,,,,,"BLOCK  by STOUGH,MARY GORDON",,,"BLOCK  by STOUGH,MARY GORDON",1,block,,Centre,mary gordon stough,,234
190,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,190,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
191,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,191,03:47,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,227
192,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,192,--,,,,,"REBOUND OFF by STOUGH,MARY GORDON",,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
193,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,193,03:40,"FOUL  by DONOVAN,MORGAN",,,,,,,"FOUL  by DONOVAN,MORGAN",1,foul,,university of chicago,morgan donovan,,220
194,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,194,03:40,,22,,23 (+1),"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 22-23 (+1),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,220
195,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,195,03:40,,,,,"MISS FT by HARTLAGE,MAGGIE",,,"MISS FT by HARTLAGE,MAGGIE",1,free throw,missed,Centre,maggie hartlage,,220
196,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,196,--,"REBOUND DEF by MOORE,CAITLIN",,,,,,,"REBOUND DEF by MOORE,CAITLIN",1,defensive rebound,,university of chicago,caitlin moore,,
197,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,197,03:20,"MISS 3PTR by MOORE,CAITLIN",,,,,,,"MISS 3PTR by MOORE,CAITLIN",1,three pointer,missed,university of chicago,caitlin moore,,200
198,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,198,--,"REBOUND OFF by DONOVAN,MORGAN",,,,,,,"REBOUND OFF by DONOVAN,MORGAN",1,offensive rebound,,university of chicago,morgan donovan,,
199,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,199,03:13,"MISS 3PTR by MUGUIRA,JULIE",,,,,,,"MISS 3PTR by MUGUIRA,JULIE",1,three pointer,missed,university of chicago,julie muguira,,193
200,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,200,--,"REBOUND OFF by DEVANEY,CLAIRE",,,,,,,"REBOUND OFF by DEVANEY,CLAIRE",1,offensive rebound,,university of chicago,claire devaney,,
201,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,201,03:06,"FOUL  by DEVANEY,CLAIRE",,,,,,,"FOUL  by DEVANEY,CLAIRE",1,foul,,university of chicago,claire devaney,,186
202,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,202,03:06,"TURNOVER  by DEVANEY,CLAIRE",,,,,,,"TURNOVER  by DEVANEY,CLAIRE",1,turnover,,university of chicago,claire devaney,,186
203,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,203,02:51,"SUB IN by NORDSTROM,BRITTA",,,,,,,"SUB IN by NORDSTROM,BRITTA",1,subbing in,,university of chicago,britta nordstrom,,171
204,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,204,02:51,"SUB IN by ANDERSON,STEPHANIE",,,,,,,"SUB IN by ANDERSON,STEPHANIE",1,subbing in,,university of chicago,stephanie anderson,,171
205,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,205,02:51,"SUB OUT by MOORE,CAITLIN",,,,,,,"SUB OUT by MOORE,CAITLIN",1,subbing out,,university of chicago,caitlin moore,,171
206,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,206,02:51,"SUB OUT by CASADAY,KATE",,,,,,,"SUB OUT by CASADAY,KATE",1,subbing out,,university of chicago,kate casaday,,171
207,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,207,02:51,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,171
208,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,208,02:51,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,171
209,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,209,02:40,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,160
210,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,210,--,"REBOUND DEF by NORDSTROM,BRITTA",,,,,,,"REBOUND DEF by NORDSTROM,BRITTA",1,defensive rebound,,university of chicago,britta nordstrom,,
211,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,211,02:35,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,155
212,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,212,02:23,"MISS LAYUP by ANDERSON,STEPHANIE",,,,,,,"MISS LAYUP by ANDERSON,STEPHANIE",1,layup,missed,university of chicago,stephanie anderson,,143
213,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,213,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
214,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,214,02:04,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,124
215,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,215,--,"REBOUND DEF by MUGUIRA,JULIE",,,,,,,"REBOUND DEF by MUGUIRA,JULIE",1,defensive rebound,,university of chicago,julie muguira,,
216,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,216,01:55,"GOOD LAYUP by NORDSTROM,BRITTA(in the paint)",24 (+1),,23,,UCW 24-23 (-1),,"GOOD LAYUP by NORDSTROM,BRITTA(in the paint)",1,layup,good,university of chicago,britta nordstrom,2,115
217,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,217,01:36,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,96
218,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,218,01:21,"MISS 3PTR by DEVANEY,CLAIRE",,,,,,,"MISS 3PTR by DEVANEY,CLAIRE",1,three pointer,missed,university of chicago,claire devaney,,81
219,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,219,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
220,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,220,01:10,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,70
221,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,221,--,"REBOUND DEF by NORDSTROM,BRITTA",,,,,,,"REBOUND DEF by NORDSTROM,BRITTA",1,defensive rebound,,university of chicago,britta nordstrom,,
222,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,222,01:05,"TURNOVER  by NORDSTROM,BRITTA",,,,,,,"TURNOVER  by NORDSTROM,BRITTA",1,turnover,,university of chicago,britta nordstrom,,65
223,9,chicago,University of Chicago,Centre College,47-50,47,50,"23, 24, 47","24, 26, 50",23,24,47,24,26,50,6-3,5-4,12/18/13,Lose,83,No Location Recorded,6:30 p.m.,H,223,01:04,,,,,"STEAL  by STOUGH,MARY GORDON",,,"STEAL  by STOUGH,MARY GORDON",1,steal,,Centre,,,64
