,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,FC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
63,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,63,12:35,,,,,"TURNOVER  by BREWER,KATIE",,,"TURNOVER  by BREWER,KATIE",1,turnover,,franklin,katie brewer,,755
64,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,64,12:22,"GOOD 3PTR by ANDREASSEN,CAROLINE",10 (+2),,8,,CENTRE_W 10-8 (+2),,"GOOD 3PTR by ANDREASSEN,CAROLINE",1,three pointer,good,Centre,caroline andreassen,3,742
65,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,65,--,"ASSIST  by GUY,ALANNA",,,,,,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
66,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,66,12:07,,,,,"TURNOVER  by FISHER,MANDY",,,"TURNOVER  by FISHER,MANDY",1,turnover,,franklin,mandy fisher,,727
67,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,67,11:48,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,708
68,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,68,11:48,,,,,"BLOCK  by BREWER,KATIE",,,"BLOCK  by BREWER,KATIE",1,block,,franklin,katie brewer,,708
69,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,69,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
70,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,70,11:48,,,,,"SUB IN by COMER,KAYLE",,,"SUB IN by COMER,KAYLE",1,subbing in,,franklin,kayle comer,,708
71,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,71,11:48,,,,,"SUB OUT by BALLARD,HANNA",,,"SUB OUT by BALLARD,HANNA",1,subbing out,,franklin,hanna ballard,,708
72,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,72,11:46,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,706
73,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,73,11:28,,,,,"MISS LAYUP by BREWER,KATIE",,,"MISS LAYUP by BREWER,KATIE",1,layup,missed,franklin,katie brewer,,688
74,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,74,--,,,,,"REBOUND OFF by DALL,LINDSEY",,,"REBOUND OFF by DALL,LINDSEY",1,offensive rebound,,franklin,lindsey dall,,
75,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,75,11:01,,,,,"MISS 3PTR by BREWER,KATIE",,,"MISS 3PTR by BREWER,KATIE",1,three pointer,missed,franklin,katie brewer,,661
76,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,76,--,,,,,"REBOUND OFF by FISHER,MANDY",,,"REBOUND OFF by FISHER,MANDY",1,offensive rebound,,franklin,mandy fisher,,
77,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,77,10:51,,,,,"MISS 3PTR by COMER,KAYLE",,,"MISS 3PTR by COMER,KAYLE",1,three pointer,missed,franklin,kayle comer,,651
78,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,78,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
79,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,79,10:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,649
80,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,80,10:49,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,649
81,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,81,10:49,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,649
82,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,82,10:31,,,,,"FOUL  by COMER,KAYLE",,,"FOUL  by COMER,KAYLE",1,foul,,franklin,kayle comer,,631
83,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,83,10:27,"MISS LAYUP by GUY,ALANNA",,,,,,,"MISS LAYUP by GUY,ALANNA",1,layup,missed,Centre,alanna guy,,627
84,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,84,--,"REBOUND OFF by STOUGH,MARY GORDON",,,,,,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
85,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,85,10:23,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",12 (+4),,8,,CENTRE_W 12-8 (+4),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,623
86,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,86,10:00,,12 (+1),,11,"GOOD 3PTR by DESUTTER,LAUREN",FC 12-11 (+1),,"GOOD 3PTR by DESUTTER,LAUREN",1,three pointer,good,franklin,lauren desutter,3,600
87,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,87,--,,,,,"ASSIST  by DALL,LINDSEY",,,"ASSIST  by DALL,LINDSEY",1,assist,,franklin,lindsey dall,,
88,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,88,09:42,"MISS 3PTR by GUY,ALANNA",,,,,,,"MISS 3PTR by GUY,ALANNA",1,three pointer,missed,Centre,alanna guy,,582
89,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,89,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
90,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,90,09:38,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",14 (+3),,11,,CENTRE_W 14-11 (+3),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,578
91,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,91,09:23,,14 (+1),,13,"GOOD JUMPER by BREWER,KATIE",FC 14-13 (+1),,"GOOD JUMPER by BREWER,KATIE",1,jumper,good,franklin,katie brewer,2,563
92,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,92,09:09,,,,,"FOUL  by BREWER,KATIE",,,"FOUL  by BREWER,KATIE",1,foul,,franklin,katie brewer,,549
93,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,93,09:09,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,549
94,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,94,09:09,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,549
95,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,95,09:09,"SUB OUT by STOUGH,MARY GORDON",,,,,,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,549
96,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,96,09:09,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,549
97,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,97,09:09,,,,,"SUB IN by MAY,AMBER",,,"SUB IN by MAY,AMBER",1,subbing in,,franklin,amber may,,549
98,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,98,09:09,,,,,"SUB OUT by BREWER,KATIE",,,"SUB OUT by BREWER,KATIE",1,subbing out,,franklin,katie brewer,,549
99,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,99,08:46,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,526
100,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,100,08:43,,,,,"STEAL  by DESUTTER,LAUREN",,,"STEAL  by DESUTTER,LAUREN",1,steal,,franklin,,,523
101,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,101,08:24,,,,,"TURNOVER  by DALL,LINDSEY",,,"TURNOVER  by DALL,LINDSEY",1,turnover,,franklin,lindsey dall,,504
102,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,102,08:10,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,490
103,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,103,--,,,,,"REBOUND DEF by MAY,AMBER",,,"REBOUND DEF by MAY,AMBER",1,defensive rebound,,franklin,amber may,,
104,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,104,07:48,,14,,15 (+1),"GOOD LAYUP by DALL,LINDSEY(in the paint)",FC 14-15 (-1),,"GOOD LAYUP by DALL,LINDSEY(in the paint)",1,layup,good,franklin,lindsey dall,2,468
105,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,105,07:36,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,456
106,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,106,--,,,,,"REBOUND DEF by COMER,KAYLE",,,"REBOUND DEF by COMER,KAYLE",1,defensive rebound,,franklin,kayle comer,,
107,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,107,07:16,,,,,"MISS LAYUP by MAY,AMBER",,,"MISS LAYUP by MAY,AMBER",1,layup,missed,franklin,amber may,,436
108,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,108,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
109,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,109,07:14,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,434
110,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,110,07:14,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,434
111,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,111,07:14,,,,,"SUB IN by BALLARD,HANNA",,,"SUB IN by BALLARD,HANNA",1,subbing in,,franklin,hanna ballard,,434
112,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,112,07:14,,,,,"SUB IN by BREWER,KATIE",,,"SUB IN by BREWER,KATIE",1,subbing in,,franklin,katie brewer,,434
113,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,113,07:14,,,,,"SUB OUT by COMER,KAYLE",,,"SUB OUT by COMER,KAYLE",1,subbing out,,franklin,kayle comer,,434
114,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,114,07:14,,,,,"SUB OUT by DALL,LINDSEY",,,"SUB OUT by DALL,LINDSEY",1,subbing out,,franklin,lindsey dall,,434
115,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,115,06:51,"TURNOVER  by GUY,ALANNA",,,,,,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,411
116,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,116,06:51,"SUB IN by STOUGH,MARY GORDON",,,,,,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,411
117,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,117,06:51,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,411
118,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,118,06:39,,,,,"MISS LAYUP by BREWER,KATIE",,,"MISS LAYUP by BREWER,KATIE",1,layup,missed,franklin,katie brewer,,399
119,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,119,--,"REBOUND DEF by RHULE,BONNIE",,,,,,,"REBOUND DEF by RHULE,BONNIE",1,defensive rebound,,Centre,bonnie rhule,,
120,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,120,06:28,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,388
121,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,121,--,,,,,"REBOUND DEF by BALLARD,HANNA",,,"REBOUND DEF by BALLARD,HANNA",1,defensive rebound,,franklin,hanna ballard,,
122,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,122,06:02,,,,,"MISS JUMPER by DESUTTER,LAUREN",,,"MISS JUMPER by DESUTTER,LAUREN",1,jumper,missed,franklin,lauren desutter,,362
123,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,123,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
124,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,124,05:50,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,350
125,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,125,--,"REBOUND OFF by STOUGH,MARY GORDON",,,,,,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
126,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,126,05:46,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",16 (+1),,15,,CENTRE_W 16-15 (+1),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,346
127,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,127,05:31,"FOUL  by RHULE,BONNIE",,,,,,,"FOUL  by RHULE,BONNIE",1,foul,,Centre,bonnie rhule,,331
128,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,128,05:31,,16,,16,"GOOD FT by BALLARD,HANNA",FC 16-16 (0),,"GOOD FT by BALLARD,HANNA",1,free throw,good,franklin,hanna ballard,1,331
129,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,129,05:31,,16,,17 (+1),"GOOD FT by BALLARD,HANNA",FC 16-17 (-1),,"GOOD FT by BALLARD,HANNA",1,free throw,good,franklin,hanna ballard,1,331
130,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,130,05:31,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,331
131,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,131,05:31,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,331
132,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,132,05:31,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,331
133,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,133,05:31,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,331
134,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,134,05:31,,,,,"SUB IN by DALL,LINDSEY",,,"SUB IN by DALL,LINDSEY",1,subbing in,,franklin,lindsey dall,,331
135,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,135,05:31,,,,,"SUB OUT by BREWER,KATIE",,,"SUB OUT by BREWER,KATIE",1,subbing out,,franklin,katie brewer,,331
136,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,136,05:12,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,312
137,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,137,05:12,,,,,"BLOCK  by DALL,LINDSEY",,,"BLOCK  by DALL,LINDSEY",1,block,,franklin,lindsey dall,,312
138,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,138,--,"REBOUND OFF by STOUGH,MARY GORDON",,,,,,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
139,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,139,05:06,"MISS LAYUP by STOUGH,MARY GORDON",,,,,,,"MISS LAYUP by STOUGH,MARY GORDON",1,layup,missed,Centre,mary gordon stough,,306
140,6,franklin,Centre,Franklin,42-41,42,41,"20, 22, 42","25, 16, 41",20,22,42,25,16,41,4-1,1-3,11/30/13,Win,No Attendence Recorded,No Location Recorded,2 p.m.,A,140,--,,,,,"REBOUND DEF by DESUTTER,LAUREN",,,"REBOUND DEF by DESUTTER,LAUREN",1,defensive rebound,,franklin,lauren desutter,,
