,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
278,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,278,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
279,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,279,00:52,"FOUL  by MCKNIGHT,KAITLYN",,,,,,,"FOUL  by MCKNIGHT,KAITLYN",1,foul,,Centre,kaitlyn mcknight,,52
280,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,280,00:31,"FOUL  by GUY,ALANNA",,,,,,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,31
281,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,281,00:31,,34,,41 (+7),"GOOD FT by HOLMES,JAMEICE",BSC 34-41 (-7),,"GOOD FT by HOLMES,JAMEICE",1,free throw,good,birmingham-southern,jameice holmes,1,31
282,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,282,00:31,,,,,"MISS FT by HOLMES,JAMEICE",,,"MISS FT by HOLMES,JAMEICE",1,free throw,missed,birmingham-southern,jameice holmes,,31
283,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,283,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
284,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,284,00:31,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,31
285,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,285,00:13,,,,,"FOUL  by HOLMES,JAMEICE",,,"FOUL  by HOLMES,JAMEICE",1,foul,,birmingham-southern,jameice holmes,,13
286,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,286,00:13,"MISS FT by ANDREASSEN,CAROLINE",,,,,,,"MISS FT by ANDREASSEN,CAROLINE",1,free throw,missed,Centre,caroline andreassen,,13
287,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,287,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
288,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,288,00:13,"GOOD FT by ANDREASSEN,CAROLINE",35,,41 (+6),,CENTREW 35-41 (-6),,"GOOD FT by ANDREASSEN,CAROLINE",1,free throw,good,Centre,caroline andreassen,1,13
289,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,289,00:06,,,,,"TURNOVER  by CURRY,ASHLEY",,,"TURNOVER  by CURRY,ASHLEY",1,turnover,,birmingham-southern,ashley curry,,6
290,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,290,00:04,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,4
291,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,291,00:01,"GOOD JUMPER by HARTLAGE,MAGGIE(fastbreak)(in the paint)",37,,41 (+4),,CENTREW 37-41 (-4),,"GOOD JUMPER by HARTLAGE,MAGGIE(fastbreak)(in the paint)",1,jumper,good,Centre,maggie(fastbreak) hartlage,2,1
292,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,292,Start Period 2,,,,,,,,,2,,,,,,
293,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,293,19:33,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",2,three pointer,missed,Centre,bonnie rhule,,1173
294,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,294,--,,,,,"REBOUND DEF by BROWN,KELSEY",,,"REBOUND DEF by BROWN,KELSEY",2,defensive rebound,,birmingham-southern,kelsey brown,,
295,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,295,19:12,,,,,"MISS JUMPER by BROMIRSKI,ELIZABETH",,,"MISS JUMPER by BROMIRSKI,ELIZABETH",2,jumper,missed,birmingham-southern,elizabeth bromirski,,1152
296,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,296,19:12,"BLOCK  by HARTLAGE,MAGGIE",,,,,,,"BLOCK  by HARTLAGE,MAGGIE",2,block,,Centre,maggie hartlage,,1152
297,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,297,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
298,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,298,19:10,,,,,"TURNOVER  by CURRY,ASHLEY",,,"TURNOVER  by CURRY,ASHLEY",2,turnover,,birmingham-southern,ashley curry,,1150
299,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,299,18:56,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,1136
300,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,300,--,,,,,"REBOUND DEF by CURRY,ASHLEY",,,"REBOUND DEF by CURRY,ASHLEY",2,defensive rebound,,birmingham-southern,ashley curry,,
301,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,301,18:42,,,,,"MISS LAYUP by BROWN,KELSEY",,,"MISS LAYUP by BROWN,KELSEY",2,layup,missed,birmingham-southern,kelsey brown,,1122
302,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,302,--,"REBOUND DEF by RHULE,BONNIE",,,,,,,"REBOUND DEF by RHULE,BONNIE",2,defensive rebound,,Centre,bonnie rhule,,
303,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,303,18:31,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",2,jumper,missed,Centre,maggie hartlage,,1111
304,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,304,--,"REBOUND OFF by STOUGH,MARY GORDON",,,,,,,"REBOUND OFF by STOUGH,MARY GORDON",2,offensive rebound,,Centre,mary gordon stough,,
305,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,305,18:20,"GOOD JUMPER by BAECHLE,PAIGE",39,,41 (+2),,CENTREW 39-41 (-2),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,Centre,paige baechle,2,1100
306,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,306,--,"ASSIST  by GUY,ALANNA",,,,,,,"ASSIST  by GUY,ALANNA",2,assist,,Centre,alanna guy,,
307,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,307,18:04,,39,,44 (+5),"GOOD 3PTR by CURRY,ASHLEY",BSC 39-44 (-5),,"GOOD 3PTR by CURRY,ASHLEY",2,three pointer,good,birmingham-southern,ashley curry,3,1084
308,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,308,--,,,,,"ASSIST  by BROMIRSKI,ELIZABETH",,,"ASSIST  by BROMIRSKI,ELIZABETH",2,assist,,birmingham-southern,elizabeth bromirski,,
309,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,309,17:46,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",41,,44 (+3),,CENTREW 41-44 (-3),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",2,layup,good,Centre,mary gordon stough,2,1066
310,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,310,--,"ASSIST  by BAECHLE,PAIGE",,,,,,,"ASSIST  by BAECHLE,PAIGE",2,assist,,Centre,paige baechle,,
311,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,311,17:29,,,,,"TURNOVER  by FORD,KAYLA",,,"TURNOVER  by FORD,KAYLA",2,turnover,,birmingham-southern,kayla ford,,1049
312,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,312,17:26,"STEAL  by GUY,ALANNA",,,,,,,"STEAL  by GUY,ALANNA",2,steal,,Centre,,,1046
313,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,313,17:06,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",2,layup,missed,Centre,paige baechle,,1026
314,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,314,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
315,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,315,17:00,,,,,"FOUL  by BROWN,KELSEY",,,"FOUL  by BROWN,KELSEY",2,foul,,birmingham-southern,kelsey brown,,1020
316,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,316,17:00,"GOOD FT by GUY,ALANNA",42,,44 (+2),,CENTREW 42-44 (-2),,"GOOD FT by GUY,ALANNA",2,free throw,good,Centre,alanna guy,1,1020
317,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,317,17:00,"GOOD FT by GUY,ALANNA",43,,44 (+1),,CENTREW 43-44 (-1),,"GOOD FT by GUY,ALANNA",2,free throw,good,Centre,alanna guy,1,1020
318,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,318,17:00,,,,,"SUB IN by DIXON,JOTHANI",,,"SUB IN by DIXON,JOTHANI",2,subbing in,,birmingham-southern,jothani dixon,,1020
319,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,319,17:00,,,,,"SUB OUT by BROWN,KELSEY",,,"SUB OUT by BROWN,KELSEY",2,subbing out,,birmingham-southern,kelsey brown,,1020
320,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,320,16:34,"FOUL  by RHULE,BONNIE",,,,,,,"FOUL  by RHULE,BONNIE",2,foul,,Centre,bonnie rhule,,994
321,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,321,16:34,,,,,"MISS FT by DIXON,JOTHANI",,,"MISS FT by DIXON,JOTHANI",2,free throw,missed,birmingham-southern,jothani dixon,,994
322,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,322,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
323,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,323,16:34,,43,,45 (+2),"GOOD FT by DIXON,JOTHANI",BSC 43-45 (-2),,"GOOD FT by DIXON,JOTHANI",2,free throw,good,birmingham-southern,jothani dixon,1,994
324,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,324,16:34,,,,,"MISS FT by DIXON,JOTHANI",,,"MISS FT by DIXON,JOTHANI",2,free throw,missed,birmingham-southern,jothani dixon,,994
325,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,325,--,,,,,"REBOUND OFF by FORD,KAYLA",,,"REBOUND OFF by FORD,KAYLA",2,offensive rebound,,birmingham-southern,kayla ford,,
326,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,326,16:34,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,994
327,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,327,16:34,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,994
328,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,328,16:32,,43,,47 (+4),"GOOD LAYUP by FORD,KAYLA(in the paint)",BSC 43-47 (-4),,"GOOD LAYUP by FORD,KAYLA(in the paint)",2,layup,good,birmingham-southern,kayla ford,2,992
329,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,329,16:11,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",45,,47 (+2),,CENTREW 45-47 (-2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,971
330,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,330,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
331,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,331,15:58,,,,,"FOUL  by FORD,KAYLA",,,"FOUL  by FORD,KAYLA",2,foul,,birmingham-southern,kayla ford,,958
332,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,332,15:58,,,,,"TURNOVER  by FORD,KAYLA",,,"TURNOVER  by FORD,KAYLA",2,turnover,,birmingham-southern,kayla ford,,958
333,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,333,15:49,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",47,,47,,CENTREW 47-47 (0),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",2,jumper,good,Centre,paige baechle,2,949
334,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,334,15:32,,,,,"MISS 3PTR by FORD,KAYLA",,,"MISS 3PTR by FORD,KAYLA",2,three pointer,missed,birmingham-southern,kayla ford,,932
335,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,335,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
336,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,336,15:21,"GOOD LAYUP by GUY,ALANNA(in the paint)",49 (+2),,47,,CENTREW 49-47 (+2),,"GOOD LAYUP by GUY,ALANNA(in the paint)",2,layup,good,Centre,alanna guy,2,921
337,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,337,15:21,,,,,"FOUL  by PEURSEM,LAURA VAN",,,"FOUL  by PEURSEM,LAURA VAN",2,foul,,birmingham-southern,laura van peursem,,921
338,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,338,15:21,"GOOD FT by GUY,ALANNA",50 (+3),,47,,CENTREW 50-47 (+3),,"GOOD FT by GUY,ALANNA",2,free throw,good,Centre,alanna guy,1,921
339,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,339,15:21,,,,,"SUB IN by ROMANO,JANE",,,"SUB IN by ROMANO,JANE",2,subbing in,,birmingham-southern,jane romano,,921
340,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,340,15:21,,,,,"SUB IN by CARTER,CAMILLIA",,,"SUB IN by CARTER,CAMILLIA",2,subbing in,,birmingham-southern,camillia carter,,921
341,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,341,15:21,,,,,"SUB OUT by PEURSEM,LAURA VAN",,,"SUB OUT by PEURSEM,LAURA VAN",2,subbing out,,birmingham-southern,laura van peursem,,921
342,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,342,15:21,,,,,"SUB OUT by FORD,KAYLA",,,"SUB OUT by FORD,KAYLA",2,subbing out,,birmingham-southern,kayla ford,,921
343,22,birmingham-southern,Centre,Birmingham-Southern,89-77,89,77,"37, 52, 89","41, 36, 77",37,52,89,41,36,77,"14-7, 8-2 SAA","9-12, 5-5 SAA",02/14/14,Win,No Attendence Recorded,No Location Recorded,6:00 PM,A,343,15:07,,,,,"TURNOVER  by DIXON,JOTHANI",,,"TURNOVER  by DIXON,JOTHANI",2,turnover,,birmingham-southern,jothani dixon,,907
