,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,LCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
316,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,316,08:56,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,536
317,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,317,08:56,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,536
318,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,318,08:56,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,536
319,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,319,08:56,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,536
320,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,320,08:56,"SUB OUT by STOUGH,MARY GORDON",,,,,,,"SUB OUT by STOUGH,MARY GORDON",2,subbing out,,Centre,mary gordon stough,,536
321,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,321,08:56,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",2,subbing out,,Centre,alanna guy,,536
322,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,322,08:56,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,536
323,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,323,08:56,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,536
324,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,324,08:56,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,536
325,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,325,08:56,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,536
326,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,326,08:56,,,,,"SUB IN by BRASHIER,CAROLINE",,,"SUB IN by BRASHIER,CAROLINE",2,subbing in,,lagrange,caroline brashier,,536
327,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,327,08:56,,,,,"SUB OUT by BARKER,MADISON",,,"SUB OUT by BARKER,MADISON",2,subbing out,,lagrange,madison barker,,536
328,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,328,08:49,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",2,three pointer,missed,Centre,bonnie rhule,,529
329,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,329,--,,,,,"REBOUND DEF by WILSON,ALEX",,,"REBOUND DEF by WILSON,ALEX",2,defensive rebound,,lagrange,alex wilson,,
330,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,330,08:35,,52 (+16),,36,"GOOD JUMPER by WILSON,ALEX",LCW 52-36 (+16),,"GOOD JUMPER by WILSON,ALEX",2,jumper,good,lagrange,alex wilson,2,515
331,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,331,08:04,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",2,jumper,missed,Centre,caroline andreassen,,484
332,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,332,--,,,,,"REBOUND DEF by MITCHELL,KELSEY",,,"REBOUND DEF by MITCHELL,KELSEY",2,defensive rebound,,lagrange,kelsey mitchell,,
333,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,333,07:40,,,,,"MISS JUMPER by BUTLER,FALINJIA",,,"MISS JUMPER by BUTLER,FALINJIA",2,jumper,missed,lagrange,falinjia butler,,460
334,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,334,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
335,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,335,07:40,"FOUL  by GUY,ALEXIS",,,,,,,"FOUL  by GUY,ALEXIS",2,foul,,Centre,alexis guy,,460
336,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,336,07:40,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,460
337,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,337,07:40,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,460
338,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,338,07:40,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,460
339,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,339,07:40,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,460
340,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,340,07:12,,,,,"MISS 3PTR by WILSON,ALEX",,,"MISS 3PTR by WILSON,ALEX",2,three pointer,missed,lagrange,alex wilson,,432
341,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,341,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
342,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,342,06:54,"GOOD 3PTR by HARTLAGE,MAGGIE",55 (+19),,36,,CENTRE_W 55-36 (+19),,"GOOD 3PTR by HARTLAGE,MAGGIE",2,three pointer,good,Centre,maggie hartlage,3,414
343,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,343,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
344,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,344,06:23,,55 (+16),,39,"GOOD 3PTR by WILSON,ALEX",LCW 55-39 (+16),,"GOOD 3PTR by WILSON,ALEX",2,three pointer,good,lagrange,alex wilson,3,383
345,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,345,--,,,,,"ASSIST  by MITCHELL,KELSEY",,,"ASSIST  by MITCHELL,KELSEY",2,assist,,lagrange,kelsey mitchell,,
346,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,346,05:54,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",2,jumper,missed,Centre,caroline andreassen,,354
347,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,347,--,"REBOUND OFF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND OFF by ANDREASSEN,CAROLINE",2,offensive rebound,,Centre,caroline andreassen,,
348,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,348,05:50,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",2,jumper,missed,Centre,caroline andreassen,,350
349,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,349,--,,,,,"REBOUND DEF by MITCHELL,KELSEY",,,"REBOUND DEF by MITCHELL,KELSEY",2,defensive rebound,,lagrange,kelsey mitchell,,
350,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,350,05:32,,55 (+14),,41,"GOOD LAYUP by MITCHELL,KELSEY(in the paint)",LCW 55-41 (+14),,"GOOD LAYUP by MITCHELL,KELSEY(in the paint)",2,layup,good,lagrange,kelsey mitchell,2,332
351,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,351,05:14,"GOOD JUMPER by JUDY,MICHELE(in the paint)",57 (+16),,41,,CENTRE_W 57-41 (+16),,"GOOD JUMPER by JUDY,MICHELE(in the paint)",2,jumper,good,Centre,michele judy,2,314
352,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,352,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",2,assist,,Centre,maggie hartlage,,
353,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,353,04:46,,57 (+13),,44,"GOOD 3PTR by WILSON,ALEX",LCW 57-44 (+13),,"GOOD 3PTR by WILSON,ALEX",2,three pointer,good,lagrange,alex wilson,3,286
354,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,354,--,,,,,"ASSIST  by MITCHELL,KELSEY",,,"ASSIST  by MITCHELL,KELSEY",2,assist,,lagrange,kelsey mitchell,,
355,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,355,04:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,276
356,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,356,04:31,"GOOD 3PTR by HARTLAGE,MAGGIE",60 (+16),,44,,CENTRE_W 60-44 (+16),,"GOOD 3PTR by HARTLAGE,MAGGIE",2,three pointer,good,Centre,maggie hartlage,3,271
357,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,357,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
358,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,358,04:08,,,,,"MISS LAYUP by WILSON,ALEX",,,"MISS LAYUP by WILSON,ALEX",2,layup,missed,lagrange,alex wilson,,248
359,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,359,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",2,defensive rebound,,Centre,maggie hartlage,,
360,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,360,04:00,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,240
361,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,361,--,,,,,"REBOUND DEF by BARKER,MADISON",,,"REBOUND DEF by BARKER,MADISON",2,defensive rebound,,lagrange,madison barker,,
362,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,362,03:19,,,,,"TURNOVER  by WILSON,ALEX",,,"TURNOVER  by WILSON,ALEX",2,turnover,,lagrange,alex wilson,,199
363,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,363,03:18,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",2,steal,,Centre,,,198
364,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,364,03:14,"GOOD LAYUP by GUY,ALANNA(in the paint)",62 (+18),,44,,CENTRE_W 62-44 (+18),,"GOOD LAYUP by GUY,ALANNA(in the paint)",2,layup,good,Centre,alanna guy,2,194
365,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,365,--,"ASSIST  by BAECHLE,PAIGE",,,,,,,"ASSIST  by BAECHLE,PAIGE",2,assist,,Centre,paige baechle,,
366,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,366,03:10,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,190
367,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,367,03:10,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",2,subbing in,,Centre,olivia colliver,,190
368,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,368,03:10,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,190
369,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,369,03:10,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,190
370,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,370,03:10,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,190
371,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,371,03:04,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,184
372,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,372,02:51,"FOUL  by GUY,ALANNA",,,,,,,"FOUL  by GUY,ALANNA",2,foul,,Centre,alanna guy,,171
373,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,373,02:49,,,,,"TURNOVER  by MCDONALD,MORGAN",,,"TURNOVER  by MCDONALD,MORGAN",2,turnover,,lagrange,morgan mcdonald,,169
374,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,374,02:48,"STEAL  by STOUGH,MARY GORDON",,,,,,,"STEAL  by STOUGH,MARY GORDON",2,steal,,Centre,,,168
375,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,375,02:33,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",2,three pointer,missed,Centre,caroline andreassen,,153
376,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,376,--,,,,,"REBOUND DEF by MITCHELL,KELSEY",,,"REBOUND DEF by MITCHELL,KELSEY",2,defensive rebound,,lagrange,kelsey mitchell,,
377,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,377,02:27,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,147
378,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,378,02:27,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,147
379,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,379,02:27,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",2,subbing in,,Centre,alanna guy,,147
380,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,380,02:27,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,147
381,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,381,02:27,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,147
382,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,382,02:27,"SUB OUT by STOUGH,MARY GORDON",,,,,,,"SUB OUT by STOUGH,MARY GORDON",2,subbing out,,Centre,mary gordon stough,,147
383,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,383,02:27,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,147
384,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,384,02:27,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,147
385,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,385,02:27,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,147
386,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,386,02:27,,,,,"SUB IN by MCDONALD,MORGAN",,,"SUB IN by MCDONALD,MORGAN",2,subbing in,,lagrange,morgan mcdonald,,147
387,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,387,02:27,,,,,"SUB IN by BARKER,MADISON",,,"SUB IN by BARKER,MADISON",2,subbing in,,lagrange,madison barker,,147
388,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,388,02:27,,,,,"SUB OUT by CONNELL,HUNTER",,,"SUB OUT by CONNELL,HUNTER",2,subbing out,,lagrange,hunter connell,,147
389,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,389,02:27,,,,,"SUB OUT by WILSON,ALEX",,,"SUB OUT by WILSON,ALEX",2,subbing out,,lagrange,alex wilson,,147
390,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,390,02:10,,,,,"MISS LAYUP by BUTLER,FALINJIA",,,"MISS LAYUP by BUTLER,FALINJIA",2,layup,missed,lagrange,falinjia butler,,130
391,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,391,--,,,,,"REBOUND OFF by BUTLER,FALINJIA",,,"REBOUND OFF by BUTLER,FALINJIA",2,offensive rebound,,lagrange,falinjia butler,,
392,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,392,02:07,,62 (+16),,46,"GOOD JUMPER by BUTLER,FALINJIA(in the paint)",LCW 62-46 (+16),,"GOOD JUMPER by BUTLER,FALINJIA(in the paint)",2,jumper,good,lagrange,falinjia butler,2,127
393,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,393,01:52,"GOOD 3PTR by GUY,ALANNA",65 (+19),,46,,CENTRE_W 65-46 (+19),,"GOOD 3PTR by GUY,ALANNA",2,three pointer,good,Centre,alanna guy,3,112
394,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,394,--,"ASSIST  by COLLIVER,OLIVIA",,,,,,,"ASSIST  by COLLIVER,OLIVIA",2,assist,,Centre,olivia colliver,,
395,2,lagrange,Centre,LaGrange,65-48,65,48,"33, 32, 65","24, 24, 48",33,32,65,24,24,48,2-0,0-1,11/17/13,Win,326,No Location Recorded,2:00 AM,A,395,01:34,,,,,"MISS JUMPER by BUTLER,FALINJIA",,,"MISS JUMPER by BUTLER,FALINJIA",2,jumper,missed,lagrange,falinjia butler,,94
