,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,PCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
153,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,153,08:45,"MISS FT by STOUGH,MARY GORDON",,,,,,,"MISS FT by STOUGH,MARY GORDON",1,free throw,missed,Centre,mary gordon stough,,525
154,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,154,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
155,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,155,08:45,"GOOD FT by STOUGH,MARY GORDON",20 (+1),,19,,CENTRE 20-19 (+1),,"GOOD FT by STOUGH,MARY GORDON",1,free throw,good,Centre,mary gordon stough,1,525
156,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,156,08:31,,,,,"TURNOVER  by SWOSZOWSKI,TAYLOR",,,"TURNOVER  by SWOSZOWSKI,TAYLOR",1,turnover,,piedmont college,taylor swoszowski,,511
157,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,157,08:01,"GOOD JUMPER by GUY,ALANNA",22 (+3),,19,,CENTRE 22-19 (+3),,"GOOD JUMPER by GUY,ALANNA",1,jumper,good,Centre,alanna guy,2,481
158,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,158,07:48,,,,,"MISS JUMPER by BALL,SYMONE",,,"MISS JUMPER by BALL,SYMONE",1,jumper,missed,piedmont college,symone ball,,468
159,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,159,--,"REBOUND DEF by STOUGH,MARY GORDON",,,,,,,"REBOUND DEF by STOUGH,MARY GORDON",1,defensive rebound,,Centre,mary gordon stough,,
160,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,160,07:41,"GOOD LAYUP by GUY,ALEXIS(fastbreak)(in the paint)",24 (+5),,19,,CENTRE 24-19 (+5),,"GOOD LAYUP by GUY,ALEXIS(fastbreak)(in the paint)",1,layup,good,Centre,alexis(fastbreak) guy,2,461
161,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,161,--,"ASSIST  by GUY,ALANNA",,,,,,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
162,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,162,07:28,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,448
163,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,163,07:28,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,448
164,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,164,07:28,,,,,"SUB IN by BARRETT,BRIANNA",,,"SUB IN by BARRETT,BRIANNA",1,subbing in,,piedmont college,brianna barrett,,448
165,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,165,07:28,,,,,"SUB IN by LEWALLEN,CHARLOTTE",,,"SUB IN by LEWALLEN,CHARLOTTE",1,subbing in,,piedmont college,charlotte lewallen,,448
166,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,166,07:28,,,,,"SUB IN by HAMEL,LAUREN",,,"SUB IN by HAMEL,LAUREN",1,subbing in,,piedmont college,lauren hamel,,448
167,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,167,07:28,,,,,"SUB IN by JONES,LE'SHAUNDA",,,"SUB IN by JONES,LE'SHAUNDA",1,subbing in,,piedmont college,le'shaunda jones,,448
168,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,168,07:28,,,,,"SUB OUT by REYES,ELISE",,,"SUB OUT by REYES,ELISE",1,subbing out,,piedmont college,elise reyes,,448
169,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,169,07:28,,,,,"SUB OUT by SWOSZOWSKI,TAYLOR",,,"SUB OUT by SWOSZOWSKI,TAYLOR",1,subbing out,,piedmont college,taylor swoszowski,,448
170,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,170,07:28,,,,,"SUB OUT by ARENCIBIA,GABBY",,,"SUB OUT by ARENCIBIA,GABBY",1,subbing out,,piedmont college,gabby arencibia,,448
171,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,171,07:28,,,,,"SUB OUT by SALES,CARLY",,,"SUB OUT by SALES,CARLY",1,subbing out,,piedmont college,carly sales,,448
172,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,172,07:09,,,,,"MISS JUMPER by REYES,ELISE",,,"MISS JUMPER by REYES,ELISE",1,jumper,missed,piedmont college,elise reyes,,429
173,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,173,--,,,,,"REBOUND DEF by HAMEL,LAUREN",,,"REBOUND DEF by HAMEL,LAUREN",1,defensive rebound,,piedmont college,lauren hamel,,
174,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,174,06:58,,24 (+3),,21,"GOOD JUMPER by JONES,LE'SHAUNDA(in the paint)",PCW 24-21 (+3),,"GOOD JUMPER by JONES,LE'SHAUNDA(in the paint)",1,jumper,good,piedmont college,le'shaunda jones,2,418
175,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,175,06:35,"MISS JUMPER by STOUGH,MARY GORDON",,,,,,,"MISS JUMPER by STOUGH,MARY GORDON",1,jumper,missed,Centre,mary gordon stough,,395
176,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,176,--,"REBOUND OFF by STOUGH,MARY GORDON",,,,,,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
177,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,177,06:32,"GOOD JUMPER by STOUGH,MARY GORDON(in the paint)",26 (+5),,21,,CENTRE 26-21 (+5),,"GOOD JUMPER by STOUGH,MARY GORDON(in the paint)",1,jumper,good,Centre,mary gordon stough,2,392
178,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,178,06:18,,,,,"TURNOVER  by JONES,LE'SHAUNDA",,,"TURNOVER  by JONES,LE'SHAUNDA",1,turnover,,piedmont college,le'shaunda jones,,378
179,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,179,06:18,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,378
180,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,180,06:18,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,378
181,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,181,05:58,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,358
182,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,182,--,,,,,"REBOUND DEF by HAMEL,LAUREN",,,"REBOUND DEF by HAMEL,LAUREN",1,defensive rebound,,piedmont college,lauren hamel,,
183,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,183,05:44,,26 (+2),,24,"GOOD 3PTR by BALL,SYMONE",PCW 26-24 (+2),,"GOOD 3PTR by BALL,SYMONE",1,three pointer,good,piedmont college,symone ball,3,344
184,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,184,05:35,"TURNOVER  by RHULE,BONNIE",,,,,,,"TURNOVER  by RHULE,BONNIE",1,turnover,,Centre,bonnie rhule,,335
185,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,185,05:34,,,,,"STEAL  by BALL,SYMONE",,,"STEAL  by BALL,SYMONE",1,steal,,piedmont college,,,334
186,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,186,05:30,"FOUL  by RHULE,BONNIE",,,,,,,"FOUL  by RHULE,BONNIE",1,foul,,Centre,bonnie rhule,,330
187,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,187,05:30,,26 (+1),,25,"GOOD FT by JONES,LE'SHAUNDA",PCW 26-25 (+1),,"GOOD FT by JONES,LE'SHAUNDA",1,free throw,good,piedmont college,le'shaunda jones,1,330
188,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,188,05:30,,26,,26,"GOOD FT by JONES,LE'SHAUNDA",PCW 26-26 (0),,"GOOD FT by JONES,LE'SHAUNDA",1,free throw,good,piedmont college,le'shaunda jones,1,330
189,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,189,05:30,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,330
190,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,190,05:30,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,330
191,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,191,05:28,"MISS JUMPER by GUY,ALANNA",,,,,,,"MISS JUMPER by GUY,ALANNA",1,jumper,missed,Centre,alanna guy,,328
192,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,192,--,,,,,"REBOUND DEF by BARRETT,BRIANNA",,,"REBOUND DEF by BARRETT,BRIANNA",1,defensive rebound,,piedmont college,brianna barrett,,
193,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,193,05:14,,26,,28 (+2),"GOOD JUMPER by HAMEL,LAUREN",PCW 26-28 (-2),,"GOOD JUMPER by HAMEL,LAUREN",1,jumper,good,piedmont college,lauren hamel,2,314
194,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,194,04:52,"GOOD JUMPER by STOUGH,MARY GORDON(in the paint)",28,,28,,CENTRE 28-28 (0),,"GOOD JUMPER by STOUGH,MARY GORDON(in the paint)",1,jumper,good,Centre,mary gordon stough,2,292
195,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,195,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
196,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,196,04:37,,,,,"TURNOVER  by HAMEL,LAUREN",,,"TURNOVER  by HAMEL,LAUREN",1,turnover,,piedmont college,lauren hamel,,277
197,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,197,04:36,"STEAL  by GUY,ALEXIS",,,,,,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,276
198,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,198,04:31,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,271
199,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,199,04:29,,,,,"STEAL  by BARRETT,BRIANNA",,,"STEAL  by BARRETT,BRIANNA",1,steal,,piedmont college,,,269
200,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,200,04:27,,28,,30 (+2),"GOOD JUMPER by HAMEL,LAUREN(fastbreak)(in the paint)",PCW 28-30 (-2),,"GOOD JUMPER by HAMEL,LAUREN(fastbreak)(in the paint)",1,jumper,good,piedmont college,lauren(fastbreak) hamel,2,267
201,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,201,04:08,,,,,"FOUL  by LEWALLEN,CHARLOTTE",,,"FOUL  by LEWALLEN,CHARLOTTE",1,foul,,piedmont college,charlotte lewallen,,248
202,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,202,04:08,"MISS FT by GUY,ALEXIS",,,,,,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,248
203,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,203,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
204,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,204,04:08,"GOOD FT by GUY,ALEXIS",29,,30 (+1),,CENTRE 29-30 (-1),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,248
205,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,205,04:08,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,248
206,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,206,04:08,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,248
207,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,207,04:08,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,248
208,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,208,04:08,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,248
209,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,209,04:08,"SUB OUT by STOUGH,MARY GORDON",,,,,,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,248
210,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,210,04:08,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,248
211,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,211,04:08,,,,,"SUB IN by REYES,ELISE",,,"SUB IN by REYES,ELISE",1,subbing in,,piedmont college,elise reyes,,248
212,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,212,04:08,,,,,"SUB IN by ARENCIBIA,GABBY",,,"SUB IN by ARENCIBIA,GABBY",1,subbing in,,piedmont college,gabby arencibia,,248
213,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,213,04:08,,,,,"SUB IN by SWOSZOWSKI,TAYLOR",,,"SUB IN by SWOSZOWSKI,TAYLOR",1,subbing in,,piedmont college,taylor swoszowski,,248
214,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,214,04:08,,,,,"SUB IN by RUSHTON,MARY KATE",,,"SUB IN by RUSHTON,MARY KATE",1,subbing in,,piedmont college,mary kate rushton,,248
215,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,215,04:08,,,,,"SUB IN by SALES,CARLY",,,"SUB IN by SALES,CARLY",1,subbing in,,piedmont college,carly sales,,248
216,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,216,04:08,,,,,"SUB OUT by BALL,SYMONE",,,"SUB OUT by BALL,SYMONE",1,subbing out,,piedmont college,symone ball,,248
217,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,217,04:08,,,,,"SUB OUT by BARRETT,BRIANNA",,,"SUB OUT by BARRETT,BRIANNA",1,subbing out,,piedmont college,brianna barrett,,248
218,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,218,04:08,,,,,"SUB OUT by LEWALLEN,CHARLOTTE",,,"SUB OUT by LEWALLEN,CHARLOTTE",1,subbing out,,piedmont college,charlotte lewallen,,248
219,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,219,04:08,,,,,"SUB OUT by HAMEL,LAUREN",,,"SUB OUT by HAMEL,LAUREN",1,subbing out,,piedmont college,lauren hamel,,248
220,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,220,04:08,,,,,"SUB OUT by JONES,LE'SHAUNDA",,,"SUB OUT by JONES,LE'SHAUNDA",1,subbing out,,piedmont college,le'shaunda jones,,248
221,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,221,03:46,,29,,32 (+3),"GOOD JUMPER by SALES,CARLY(in the paint)",PCW 29-32 (-3),,"GOOD JUMPER by SALES,CARLY(in the paint)",1,jumper,good,piedmont college,carly sales,2,226
222,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,222,--,,,,,"ASSIST  by SWOSZOWSKI,TAYLOR",,,"ASSIST  by SWOSZOWSKI,TAYLOR",1,assist,,piedmont college,taylor swoszowski,,
223,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,223,03:33,"MISS 3PTR by COLLIVER,OLIVIA",,,,,,,"MISS 3PTR by COLLIVER,OLIVIA",1,three pointer,missed,Centre,olivia colliver,,213
224,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,224,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
225,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,225,03:28,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,208
226,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,226,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
227,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,227,03:23,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,203
228,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,228,--,"REBOUND OFF by COLLIVER,OLIVIA",,,,,,,"REBOUND OFF by COLLIVER,OLIVIA",1,offensive rebound,,Centre,olivia colliver,,
229,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,229,03:15,"TURNOVER  by COLLIVER,OLIVIA",,,,,,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,195
230,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,230,03:12,,29,,35 (+6),"GOOD 3PTR by RUSHTON,MARY KATE",PCW 29-35 (-6),,"GOOD 3PTR by RUSHTON,MARY KATE",1,three pointer,good,piedmont college,mary kate rushton,3,192
