,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,PCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
74,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,74,14:05,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,845
75,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,75,13:54,,,,,"MISS 3PTR by RUSHTON,MARY KATE",,,"MISS 3PTR by RUSHTON,MARY KATE",1,three pointer,missed,piedmont college,mary kate rushton,,834
76,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,76,--,,,,,"REBOUND OFF by REYES,ELISE",,,"REBOUND OFF by REYES,ELISE",1,offensive rebound,,piedmont college,elise reyes,,
77,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,77,13:48,,,,,"TURNOVER  by REYES,ELISE",,,"TURNOVER  by REYES,ELISE",1,turnover,,piedmont college,elise reyes,,828
78,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,78,13:45,"STEAL  by GUY,ALEXIS",,,,,,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,825
79,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,79,13:40,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,820
80,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,80,13:40,,,,,"BLOCK  by REYES,ELISE",,,"BLOCK  by REYES,ELISE",1,block,,piedmont college,elise reyes,,820
81,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,81,--,,,,,"REBOUND DEF by REYES,ELISE",,,"REBOUND DEF by REYES,ELISE",1,defensive rebound,,piedmont college,elise reyes,,
82,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,82,13:33,,7,,11 (+4),"GOOD JUMPER by RUSHTON,MARY KATE(fastbreak)(in the paint)",PCW 7-11 (-4),,"GOOD JUMPER by RUSHTON,MARY KATE(fastbreak)(in the paint)",1,jumper,good,piedmont college,mary kate(fastbreak) rushton,2,813
83,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,83,--,,,,,"ASSIST  by BARRETT,BRIANNA",,,"ASSIST  by BARRETT,BRIANNA",1,assist,,piedmont college,brianna barrett,,
84,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,84,13:28,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,808
85,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,85,13:28,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,808
86,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,86,13:20,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",9,,11 (+2),,CENTRE 9-11 (-2),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,800
87,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,87,--,"ASSIST  by JUDY,MICHELE",,,,,,,"ASSIST  by JUDY,MICHELE",1,assist,,Centre,michele judy,,
88,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,88,13:13,,,,,"MISS JUMPER by ALVERSON,CHANDLER",,,"MISS JUMPER by ALVERSON,CHANDLER",1,jumper,missed,piedmont college,chandler alverson,,793
89,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,89,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
90,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,90,12:54,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,774
91,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,91,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
92,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,92,12:50,"SUB IN by COLLIVER,OLIVIA",,,,,,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,770
93,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,93,12:50,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,770
94,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,94,12:50,,,,,"SUB IN by LEWALLEN,CHARLOTTE",,,"SUB IN by LEWALLEN,CHARLOTTE",1,subbing in,,piedmont college,charlotte lewallen,,770
95,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,95,12:50,,,,,"SUB IN by ARENCIBIA,GABBY",,,"SUB IN by ARENCIBIA,GABBY",1,subbing in,,piedmont college,gabby arencibia,,770
96,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,96,12:50,,,,,"SUB OUT by REYES,ELISE",,,"SUB OUT by REYES,ELISE",1,subbing out,,piedmont college,elise reyes,,770
97,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,97,12:50,,,,,"SUB OUT by RUSHTON,MARY KATE",,,"SUB OUT by RUSHTON,MARY KATE",1,subbing out,,piedmont college,mary kate rushton,,770
98,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,98,12:43,,,,,"MISS 3PTR by BARRETT,BRIANNA",,,"MISS 3PTR by BARRETT,BRIANNA",1,three pointer,missed,piedmont college,brianna barrett,,763
99,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,99,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
100,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,100,12:39,,,,,"FOUL  by ALVERSON,CHANDLER",,,"FOUL  by ALVERSON,CHANDLER",1,foul,,piedmont college,chandler alverson,,759
101,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,101,12:39,,,,,"SUB IN by BAYER,JULIANNE",,,"SUB IN by BAYER,JULIANNE",1,subbing in,,piedmont college,julianne bayer,,759
102,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,102,12:39,,,,,"SUB OUT by ALVERSON,CHANDLER",,,"SUB OUT by ALVERSON,CHANDLER",1,subbing out,,piedmont college,chandler alverson,,759
103,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,103,12:37,"GOOD JUMPER by COLLIVER,OLIVIA(in the paint)",11,,11,,CENTRE 11-11 (0),,"GOOD JUMPER by COLLIVER,OLIVIA(in the paint)",1,jumper,good,Centre,olivia colliver,2,757
104,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,104,--,"ASSIST  by BAECHLE,PAIGE",,,,,,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
105,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,105,12:19,,,,,"TURNOVER  by BALL,SYMONE",,,"TURNOVER  by BALL,SYMONE",1,turnover,,piedmont college,symone ball,,739
106,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,106,12:19,,,,,"SUB IN by HAMEL,LAUREN",,,"SUB IN by HAMEL,LAUREN",1,subbing in,,piedmont college,lauren hamel,,739
107,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,107,12:19,,,,,"SUB OUT by BALL,SYMONE",,,"SUB OUT by BALL,SYMONE",1,subbing out,,piedmont college,symone ball,,739
108,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,108,12:05,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,725
109,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,109,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
110,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,110,11:59,"GOOD JUMPER by GUY,ALEXIS",13 (+2),,11,,CENTRE 13-11 (+2),,"GOOD JUMPER by GUY,ALEXIS",1,jumper,good,Centre,alexis guy,2,719
111,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,111,11:41,,13,,13,"GOOD JUMPER by BARRETT,BRIANNA",PCW 13-13 (0),,"GOOD JUMPER by BARRETT,BRIANNA",1,jumper,good,piedmont college,brianna barrett,2,701
112,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,112,11:27,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,687
113,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,113,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
114,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,114,11:24,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",15 (+2),,13,,CENTRE 15-13 (+2),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,684
115,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,115,11:17,,,,,"TURNOVER  by BARRETT,BRIANNA",,,"TURNOVER  by BARRETT,BRIANNA",1,turnover,,piedmont college,brianna barrett,,677
116,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,116,11:15,,,,,"SUB IN by SALES,CARLY",,,"SUB IN by SALES,CARLY",1,subbing in,,piedmont college,carly sales,,675
117,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,117,11:15,,,,,"SUB OUT by BAYER,JULIANNE",,,"SUB OUT by BAYER,JULIANNE",1,subbing out,,piedmont college,julianne bayer,,675
118,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,118,11:10,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,670
119,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,119,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
120,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,120,11:06,"GOOD JUMPER by GUY,ALEXIS(in the paint)",17 (+4),,13,,CENTRE 17-13 (+4),,"GOOD JUMPER by GUY,ALEXIS(in the paint)",1,jumper,good,Centre,alexis guy,2,666
121,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,121,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",1,assist,,Centre,caroline andreassen,,
122,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,122,10:51,,17 (+2),,15,"GOOD JUMPER by HAMEL,LAUREN",PCW 17-15 (+2),,"GOOD JUMPER by HAMEL,LAUREN",1,jumper,good,piedmont college,lauren hamel,2,651
123,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,123,10:35,"TURNOVER  by COLLIVER,OLIVIA",,,,,,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,635
124,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,124,10:14,,,,,"MISS LAYUP by BARRETT,BRIANNA",,,"MISS LAYUP by BARRETT,BRIANNA",1,layup,missed,piedmont college,brianna barrett,,614
125,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,125,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
126,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,126,10:04,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,604
127,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,127,10:04,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,604
128,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,128,10:04,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,604
129,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,129,09:47,,17,,18 (+1),"GOOD 3PTR by ARENCIBIA,GABBY",PCW 17-18 (-1),,"GOOD 3PTR by ARENCIBIA,GABBY",1,three pointer,good,piedmont college,gabby arencibia,3,587
130,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,130,--,,,,,"ASSIST  by SALES,CARLY",,,"ASSIST  by SALES,CARLY",1,assist,,piedmont college,carly sales,,
131,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,131,09:20,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,560
132,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,132,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
133,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,133,09:17,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",19 (+1),,18,,CENTRE 19-18 (+1),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,557
134,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,134,08:58,,,,,"MISS LAYUP by ARENCIBIA,GABBY",,,"MISS LAYUP by ARENCIBIA,GABBY",1,layup,missed,piedmont college,gabby arencibia,,538
135,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,135,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
136,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,136,08:56,"SUB IN by STOUGH,MARY GORDON",,,,,,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,536
137,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,137,08:56,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,536
138,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,138,08:56,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,536
139,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,139,08:56,"SUB OUT by COLLIVER,OLIVIA",,,,,,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,536
140,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,140,08:56,,,,,"SUB IN by BALL,SYMONE",,,"SUB IN by BALL,SYMONE",1,subbing in,,piedmont college,symone ball,,536
141,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,141,08:56,,,,,"SUB IN by REYES,ELISE",,,"SUB IN by REYES,ELISE",1,subbing in,,piedmont college,elise reyes,,536
142,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,142,08:56,,,,,"SUB IN by SWOSZOWSKI,TAYLOR",,,"SUB IN by SWOSZOWSKI,TAYLOR",1,subbing in,,piedmont college,taylor swoszowski,,536
143,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,143,08:56,,,,,"SUB OUT by LEWALLEN,CHARLOTTE",,,"SUB OUT by LEWALLEN,CHARLOTTE",1,subbing out,,piedmont college,charlotte lewallen,,536
144,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,144,08:56,,,,,"SUB OUT by HAMEL,LAUREN",,,"SUB OUT by HAMEL,LAUREN",1,subbing out,,piedmont college,lauren hamel,,536
145,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,145,08:56,,,,,"SUB OUT by BARRETT,BRIANNA",,,"SUB OUT by BARRETT,BRIANNA",1,subbing out,,piedmont college,brianna barrett,,536
146,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,146,08:52,"FOUL  by GUY,ALEXIS",,,,,,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,532
147,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,147,08:52,,,,,"MISS FT by SWOSZOWSKI,TAYLOR",,,"MISS FT by SWOSZOWSKI,TAYLOR",1,free throw,missed,piedmont college,taylor swoszowski,,532
148,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,148,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
149,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,149,08:52,,19,,19,"GOOD FT by SWOSZOWSKI,TAYLOR",PCW 19-19 (0),,"GOOD FT by SWOSZOWSKI,TAYLOR",1,free throw,good,piedmont college,taylor swoszowski,1,532
150,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,150,08:52,"MISS 3PTR by RHULE,BONNIE",,,,,,,"MISS 3PTR by RHULE,BONNIE",1,three pointer,missed,Centre,bonnie rhule,,532
151,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,151,--,"REBOUND OFF by STOUGH,MARY GORDON",,,,,,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
152,1,piedmont,Centre College,Piedmont College,76-73,76,73,"38, 38, 76","41, 32, 73",38,38,76,41,32,73,1-0,0-1,11/16/13,Win,180,No Location Recorded,2:00 PM,A,152,08:51,,,,,"FOUL  by SALES,CARLY",,,"FOUL  by SALES,CARLY",1,foul,,piedmont college,carly sales,,531
