,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
61,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,61,14:25,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,865
62,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,62,14:25,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,865
63,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,63,14:25,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,865
64,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,64,14:25,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,865
65,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,65,14:25,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,865
66,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,66,14:22,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,862
67,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,67,14:22,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,862
68,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,68,14:22,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,862
69,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,69,14:00,"GOOD 3PTR by DIXON,JOTHANI",11,,17 (+6),,BSCW 11-17 (+6),,"GOOD 3PTR by DIXON,JOTHANI",1,three pointer,good,birmingham southern college,jothani dixon,3,840
70,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,70,--,"ASSIST  by DEBAETS,BREANNE",,,,,,,"ASSIST  by DEBAETS,BREANNE",1,assist,,birmingham southern college,breanne debaets,,
71,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,71,13:41,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,821
72,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,72,--,"REBOUND DEF by ROMANO,JANE",,,,,,,"REBOUND DEF by ROMANO,JANE",1,defensive rebound,,birmingham southern college,jane romano,,
73,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,73,13:28,"MISS JUMPER by FORD,KAYLA",,,,,,,"MISS JUMPER by FORD,KAYLA",1,jumper,missed,birmingham southern college,kayla ford,,808
74,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,74,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
75,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,75,13:06,"FOUL  by DIXON,JOTHANI",,,,,,,"FOUL  by DIXON,JOTHANI",1,foul,,birmingham southern college,jothani dixon,,786
76,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,76,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
77,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,77,12:55,,11,,19 (+8),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 11-19 (+8),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,775
78,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,78,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
79,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,79,12:28,"MISS 3PTR by DIXON,JOTHANI",,,,,,,"MISS 3PTR by DIXON,JOTHANI",1,three pointer,missed,birmingham southern college,jothani dixon,,748
80,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,80,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
81,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,81,12:04,,11,,22 (+11),"GOOD 3PTR by GUY,ALEXIS",CENTRE_W 11-22 (+11),,"GOOD 3PTR by GUY,ALEXIS",1,three pointer,good,Centre,alexis guy,3,724
82,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,82,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",1,assist,,Centre,alanna guy,,
83,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,83,11:50,"GOOD JUMPER by FORD,KAYLA",13,,22 (+9),,BSCW 13-22 (+9),,"GOOD JUMPER by FORD,KAYLA",1,jumper,good,birmingham southern college,kayla ford,2,710
84,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,84,11:33,,13,,25 (+12),"GOOD 3PTR by GUY,ALEXIS",CENTRE_W 13-25 (+12),,"GOOD 3PTR by GUY,ALEXIS",1,three pointer,good,Centre,alexis guy,3,693
85,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,85,--,,,,,"ASSIST  by ANDREASSEN,CAROLINE",,,"ASSIST  by ANDREASSEN,CAROLINE",1,assist,,Centre,caroline andreassen,,
86,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,86,11:19,"MISS LAYUP by CURRY,ASHLEY",,,,,,,"MISS LAYUP by CURRY,ASHLEY",1,layup,missed,birmingham southern college,ashley curry,,679
87,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,87,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
88,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,88,11:08,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,668
89,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,89,--,"REBOUND DEF by DIXON,JOTHANI",,,,,,,"REBOUND DEF by DIXON,JOTHANI",1,defensive rebound,,birmingham southern college,jothani dixon,,
90,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,90,11:02,"TURNOVER  by DIXON,JOTHANI",,,,,,,"TURNOVER  by DIXON,JOTHANI",1,turnover,,birmingham southern college,jothani dixon,,662
91,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,91,11:00,,,,,"STEAL  by COLLIVER,OLIVIA",,,"STEAL  by COLLIVER,OLIVIA",1,steal,,Centre,,,660
92,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,92,10:57,,13,,27 (+14),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 13-27 (+14),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,657
93,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,93,10:57,"SUB IN by HOLMES,JAMEICE",,,,,,,"SUB IN by HOLMES,JAMEICE",1,subbing in,,birmingham southern college,jameice holmes,,657
94,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,94,10:57,"SUB OUT by DEBAETS,BREANNE",,,,,,,"SUB OUT by DEBAETS,BREANNE",1,subbing out,,birmingham southern college,breanne debaets,,657
95,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,95,10:57,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,657
96,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,96,10:57,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,657
97,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,97,10:57,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,657
98,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,98,10:57,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,657
99,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,99,10:47,"TURNOVER  by FORD,KAYLA",,,,,,,"TURNOVER  by FORD,KAYLA",1,turnover,,birmingham southern college,kayla ford,,647
100,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,100,10:33,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,633
101,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,101,--,"REBOUND DEF by BROWN,KELSEY",,,,,,,"REBOUND DEF by BROWN,KELSEY",1,defensive rebound,,birmingham southern college,kelsey brown,,
102,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,102,10:21,"MISS JUMPER by CURRY,ASHLEY",,,,,,,"MISS JUMPER by CURRY,ASHLEY",1,jumper,missed,birmingham southern college,ashley curry,,621
103,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,103,--,,,,,"REBOUND DEF by GUY,ALANNA",,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
104,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,104,10:13,"FOUL  by BROWN,KELSEY",,,,,,,"FOUL  by BROWN,KELSEY",1,foul,,birmingham southern college,kelsey brown,,613
105,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,105,10:13,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,613
106,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,106,10:13,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,613
107,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,107,10:13,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,613
108,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,108,10:13,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,613
109,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,109,10:07,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,607
110,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,110,--,"REBOUND DEF by CURRY,ASHLEY",,,,,,,"REBOUND DEF by CURRY,ASHLEY",1,defensive rebound,,birmingham southern college,ashley curry,,
111,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,111,09:54,"GOOD JUMPER by ROMANO,JANE",15,,27 (+12),,BSCW 15-27 (+12),,"GOOD JUMPER by ROMANO,JANE",1,jumper,good,birmingham southern college,jane romano,2,594
112,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,112,--,"ASSIST  by HOLMES,JAMEICE",,,,,,,"ASSIST  by HOLMES,JAMEICE",1,assist,,birmingham southern college,jameice holmes,,
113,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,113,09:49,"SUB IN by PEURSEM,LAURA VAN",,,,,,,"SUB IN by PEURSEM,LAURA VAN",1,subbing in,,birmingham southern college,laura van peursem,,589
114,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,114,09:49,"SUB OUT by FORD,KAYLA",,,,,,,"SUB OUT by FORD,KAYLA",1,subbing out,,birmingham southern college,kayla ford,,589
115,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,115,09:26,"MISS 3PTR by CURRY,ASHLEY",,,,,,,"MISS 3PTR by CURRY,ASHLEY",1,three pointer,missed,birmingham southern college,ashley curry,,566
116,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,116,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
117,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,117,09:17,"TURNOVER  by HOLMES,JAMEICE",,,,,,,"TURNOVER  by HOLMES,JAMEICE",1,turnover,,birmingham southern college,jameice holmes,,557
118,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,118,09:00,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,540
119,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,119,--,,,,,"REBOUND OFF by STOUGH,MARY GORDON",,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
120,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,120,08:57,,,,,"MISS LAYUP by STOUGH,MARY GORDON",,,"MISS LAYUP by STOUGH,MARY GORDON",1,layup,missed,Centre,mary gordon stough,,537
121,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,121,--,,,,,"REBOUND OFF by STOUGH,MARY GORDON",,,"REBOUND OFF by STOUGH,MARY GORDON",1,offensive rebound,,Centre,mary gordon stough,,
122,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,122,08:52,,15,,29 (+14),"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",CENTRE_W 15-29 (+14),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,532
123,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,123,08:38,,,,,"FOUL  by GUY,ALANNA",,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,518
124,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,124,08:38,"MISS 3PTR by HOLMES,JAMEICE",,,,,,,"MISS 3PTR by HOLMES,JAMEICE",1,three pointer,missed,birmingham southern college,jameice holmes,,518
125,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,125,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
126,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,126,08:38,,,,,"MISS LAYUP by STOUGH,MARY GORDON",,,"MISS LAYUP by STOUGH,MARY GORDON",1,layup,missed,Centre,mary gordon stough,,518
127,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,127,--,"REBOUND DEF by ROMANO,JANE",,,,,,,"REBOUND DEF by ROMANO,JANE",1,defensive rebound,,birmingham southern college,jane romano,,
128,14,birmingham-southern,Birmingham Southern College,Centre College,89-81,89,81,"47, 42, 89","33, 48, 81",47,42,89,33,48,81,"9-5, 3-0 SAA","6-7, 2-1 SAA",01/12/14,Win,210,No Location Recorded,1:00 p.m.,H,128,08:23,"GOOD 3PTR by ROMANO,JANE",18,,29 (+11),,BSCW 18-29 (+11),,"GOOD 3PTR by ROMANO,JANE",1,three pointer,good,birmingham southern college,jane romano,3,503
