,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
55,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,55,--,"REBOUND OFF by MUHAMMAD,MORIAH",,,,,,,"REBOUND OFF by MUHAMMAD,MORIAH",1,offensive rebound,,rhodes,moriah muhammad,,
56,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,56,05:44,"GOOD LAYUP by MUHAMMAD,MORIAH(in the paint)",10 (+8),,2,,RHODES 10-2 (-8),,"GOOD LAYUP by MUHAMMAD,MORIAH(in the paint)",1,layup,good,rhodes,moriah muhammad,2,344
57,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,57,05:21,,,,,"MISS LAYUP by WILSON,KATHLEEN",,,"MISS LAYUP by WILSON,KATHLEEN",1,layup,missed,Centre,kathleen wilson,,321
58,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,58,--,"REBOUND DEF by MAYEUX,ALLI",,,,,,,"REBOUND DEF by MAYEUX,ALLI",1,defensive rebound,,rhodes,alli mayeux,,
59,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,59,04:57,"GOOD LAYUP by OWENS,ALYSSA(in the paint)",12 (+10),,2,,RHODES 12-2 (-10),,"GOOD LAYUP by OWENS,ALYSSA(in the paint)",1,layup,good,rhodes,alyssa owens,2,297
60,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,60,04:43,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1,timeout,,Centre,,,283
61,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,61,04:15,,,,,"MISS LAYUP by WILSON,KATHLEEN",,,"MISS LAYUP by WILSON,KATHLEEN",1,layup,missed,Centre,kathleen wilson,,255
62,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,62,04:15,"BLOCK  by SUMMERS,DANIELLE",,,,,,,"BLOCK  by SUMMERS,DANIELLE",1,block,,rhodes,danielle summers,,255
63,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,63,--,"REBOUND DEF by SUMMERS,DANIELLE",,,,,,,"REBOUND DEF by SUMMERS,DANIELLE",1,defensive rebound,,rhodes,danielle summers,,
64,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,64,04:05,"MISS LAYUP by WHITESIDE,LINDSEY",,,,,,,"MISS LAYUP by WHITESIDE,LINDSEY",1,layup,missed,rhodes,lindsey whiteside,,245
65,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,65,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
66,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,66,04:00,"FOUL  by MAYEUX,ALLI",,,,,,,"FOUL  by MAYEUX,ALLI",1,foul,,rhodes,alli mayeux,,240
67,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,67,04:00,"SUB IN by LONGACRE,MAYA",,,,,,,"SUB IN by LONGACRE,MAYA",1,subbing in,,rhodes,maya longacre,,240
68,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,68,04:00,"SUB IN by TAYLOR,CAROLINE",,,,,,,"SUB IN by TAYLOR,CAROLINE",1,subbing in,,rhodes,caroline taylor,,240
69,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,69,04:00,"SUB OUT by MAYEUX,ALLI",,,,,,,"SUB OUT by MAYEUX,ALLI",1,subbing out,,rhodes,alli mayeux,,240
70,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,70,04:00,"SUB OUT by WHITESIDE,LINDSEY",,,,,,,"SUB OUT by WHITESIDE,LINDSEY",1,subbing out,,rhodes,lindsey whiteside,,240
71,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,71,03:54,,,,,"MISS 3PTR by WEHBY,ABIGAIL",,,"MISS 3PTR by WEHBY,ABIGAIL",1,three pointer,missed,Centre,abigail wehby,,234
72,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,72,--,"REBOUND DEF by OWENS,ALYSSA",,,,,,,"REBOUND DEF by OWENS,ALYSSA",1,defensive rebound,,rhodes,alyssa owens,,
73,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,73,03:45,"TURNOVER  by TAYLOR,CAROLINE",,,,,,,"TURNOVER  by TAYLOR,CAROLINE",1,turnover,,rhodes,caroline taylor,,225
74,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,74,03:24,,12 (+8),,4,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",CENTRE-W 12-4 (-8),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",1,layup,good,Centre,abigail stewart,2,204
75,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,75,--,,,,,"ASSIST  by WILSON,KATHLEEN",,,"ASSIST  by WILSON,KATHLEEN",1,assist,,Centre,kathleen wilson,,
76,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,76,03:05,"MISS LAYUP by LONGACRE,MAYA",,,,,,,"MISS LAYUP by LONGACRE,MAYA",1,layup,missed,rhodes,maya longacre,,185
77,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,77,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",1,defensive rebound,,Centre,kathleen wilson,,
78,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,78,02:55,,,,,"MISS 3PTR by RICE,MADISON",,,"MISS 3PTR by RICE,MADISON",1,three pointer,missed,Centre,madison rice,,175
79,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,79,--,"REBOUND DEF by MUHAMMAD,MORIAH",,,,,,,"REBOUND DEF by MUHAMMAD,MORIAH",1,defensive rebound,,rhodes,moriah muhammad,,
80,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,80,02:39,,,,,"FOUL  by WILSON,KATHLEEN",,,"FOUL  by WILSON,KATHLEEN",1,foul,,Centre,kathleen wilson,,159
81,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,81,02:39,"SUB IN by HAGEN,ELLEN",,,,,,,"SUB IN by HAGEN,ELLEN",1,subbing in,,rhodes,ellen hagen,,159
82,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,82,02:39,"SUB OUT by OWENS,ALYSSA",,,,,,,"SUB OUT by OWENS,ALYSSA",1,subbing out,,rhodes,alyssa owens,,159
83,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,83,02:39,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,159
84,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,84,02:39,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,159
85,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,85,02:39,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,159
86,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,86,02:39,,,,,"SUB IN by CHIRICO,PRESLEY",,,"SUB IN by CHIRICO,PRESLEY",1,subbing in,,Centre,presley chirico,,159
87,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,87,02:39,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,159
88,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,88,02:39,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",1,subbing out,,Centre,kathleen wilson,,159
89,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,89,02:39,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,159
90,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,90,02:39,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,159
91,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,91,02:37,"GOOD LAYUP by TAYLOR,CAROLINE(in the paint)",14 (+10),,4,,RHODES 14-4 (-10),,"GOOD LAYUP by TAYLOR,CAROLINE(in the paint)",1,layup,good,rhodes,caroline taylor,2,157
92,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,92,02:33,"GOOD FT by TAYLOR,CAROLINE",15 (+11),,4,,RHODES 15-4 (-11),,"GOOD FT by TAYLOR,CAROLINE",1,free throw,good,rhodes,caroline taylor,1,153
93,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,93,02:28,,,,,"MISS JUMPER by CHIRICO,PRESLEY",,,"MISS JUMPER by CHIRICO,PRESLEY",1,jumper,missed,Centre,presley chirico,,148
94,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,94,--,"REBOUND DEF by MUHAMMAD,MORIAH",,,,,,,"REBOUND DEF by MUHAMMAD,MORIAH",1,defensive rebound,,rhodes,moriah muhammad,,
95,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,95,02:05,"MISS LAYUP by TAYLOR,CAROLINE",,,,,,,"MISS LAYUP by TAYLOR,CAROLINE",1,layup,missed,rhodes,caroline taylor,,125
96,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,96,02:05,,,,,"BLOCK  by CHIRICO,PRESLEY",,,"BLOCK  by CHIRICO,PRESLEY",1,block,,Centre,presley chirico,,125
97,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,97,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
98,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,98,01:53,"TURNOVER  by MUHAMMAD,MORIAH",,,,,,,"TURNOVER  by MUHAMMAD,MORIAH",1,turnover,,rhodes,moriah muhammad,,113
99,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,99,01:51,,,,,"STEAL  by BUNNER,CHEYENNE",,,"STEAL  by BUNNER,CHEYENNE",1,steal,,Centre,,,111
100,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,100,01:26,,15 (+9),,6,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 15-6 (-9),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",1,layup,good,Centre,cheyenne bunner,2,86
101,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,101,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",1,assist,,Centre,lakken miller,,
102,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,102,01:04,"GOOD LAYUP by MUHAMMAD,MORIAH(in the paint)",17 (+11),,6,,RHODES 17-6 (-11),,"GOOD LAYUP by MUHAMMAD,MORIAH(in the paint)",1,layup,good,rhodes,moriah muhammad,2,64
103,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,103,--,"ASSIST  by HAGEN,ELLEN",,,,,,,"ASSIST  by HAGEN,ELLEN",1,assist,,rhodes,ellen hagen,,
104,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,104,00:52,,,,,"TURNOVER  by HICKS,ELLEN",,,"TURNOVER  by HICKS,ELLEN",1,turnover,,Centre,ellen hicks,,52
105,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,105,00:52,"SUB IN by MAYEUX,ALLI",,,,,,,"SUB IN by MAYEUX,ALLI",1,subbing in,,rhodes,alli mayeux,,52
106,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,106,00:52,"SUB OUT by MUHAMMAD,MORIAH",,,,,,,"SUB OUT by MUHAMMAD,MORIAH",1,subbing out,,rhodes,moriah muhammad,,52
107,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,107,00:45,"GOOD LAYUP by LONGACRE,MAYA(in the paint)",19 (+13),,6,,RHODES 19-6 (-13),,"GOOD LAYUP by LONGACRE,MAYA(in the paint)",1,layup,good,rhodes,maya longacre,2,45
108,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,108,--,"ASSIST  by HAGEN,ELLEN",,,,,,,"ASSIST  by HAGEN,ELLEN",1,assist,,rhodes,ellen hagen,,
109,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,109,00:32,"FOUL  by TAYLOR,CAROLINE",,,,,,,"FOUL  by TAYLOR,CAROLINE",1,foul,,rhodes,caroline taylor,,32
110,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,110,00:19,,,,,"MISS JUMPER by CHIRICO,PRESLEY",,,"MISS JUMPER by CHIRICO,PRESLEY",1,jumper,missed,Centre,presley chirico,,19
111,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,111,--,,,,,"REBOUND OFF by WILSON,KATHLEEN",,,"REBOUND OFF by WILSON,KATHLEEN",1,offensive rebound,,Centre,kathleen wilson,,
112,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,112,00:02,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,2
113,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,113,--,"REBOUND DEF by LONGACRE,MAYA",,,,,,,"REBOUND DEF by LONGACRE,MAYA",1,defensive rebound,,rhodes,maya longacre,,
114,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,114,Start Period 2,,,,,,,,,2,,,,,,
115,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,115,10:00,"SUB IN by HAGEN,ELLEN",,,,,,,"SUB IN by HAGEN,ELLEN",2,subbing in,,rhodes,ellen hagen,,600
116,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,116,10:00,"SUB IN by TAYLOR,CAROLINE",,,,,,,"SUB IN by TAYLOR,CAROLINE",2,subbing in,,rhodes,caroline taylor,,600
117,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,117,10:00,"SUB IN by SUMMERS,DANIELLE",,,,,,,"SUB IN by SUMMERS,DANIELLE",2,subbing in,,rhodes,danielle summers,,600
118,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,118,10:00,"SUB IN by LONGACRE,MAYA",,,,,,,"SUB IN by LONGACRE,MAYA",2,subbing in,,rhodes,maya longacre,,600
119,13,rhodes,Rhodes,Centre,60-56,60,56,"6, 22, 17, 15, 60","19, 11, 18, 8, 56",6,22,17,15,60,19,11,18,8,56,9-4 (2-0 SAA),8-5 (1-1 SAA),01/04/19,Win,714,No Location Recorded,6:00 PM,H,119,10:00,"SUB OUT by DOWNEY,KIERA",,,,,,,"SUB OUT by DOWNEY,KIERA",2,subbing out,,rhodes,kiera downey,,600
