,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
65,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,65,03:04,,,,,"TURNOVER  by OWENS,ALYSSA",,,"TURNOVER  by OWENS,ALYSSA",1,turnover,,rhodes,alyssa owens,,184
66,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,66,03:04,,,,,"SUB IN by YOUNG,ALLIE",,,"SUB IN by YOUNG,ALLIE",1,subbing in,,rhodes,allie young,,184
67,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,67,03:04,,,,,"SUB IN by DOWNEY,KIERA",,,"SUB IN by DOWNEY,KIERA",1,subbing in,,rhodes,kiera downey,,184
68,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,68,03:04,,,,,"SUB OUT by HAGEN,ELLEN",,,"SUB OUT by HAGEN,ELLEN",1,subbing out,,rhodes,ellen hagen,,184
69,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,69,03:04,,,,,"SUB OUT by MUHAMMAD,MORIAH",,,"SUB OUT by MUHAMMAD,MORIAH",1,subbing out,,rhodes,moriah muhammad,,184
70,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,70,02:39,"MISS JUMPER by CHIRICO,PRESLEY",,,,,,,"MISS JUMPER by CHIRICO,PRESLEY",1,jumper,missed,Centre,presley chirico,,159
71,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,71,--,,,,,"REBOUND DEF by OWENS,ALYSSA",,,"REBOUND DEF by OWENS,ALYSSA",1,defensive rebound,,rhodes,alyssa owens,,
72,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,72,02:28,,5,,8 (+3),"GOOD JUMPER by OWENS,ALYSSA(in the paint)",RHODES 5-8 (-3),,"GOOD JUMPER by OWENS,ALYSSA(in the paint)",1,jumper,good,rhodes,alyssa owens,2,148
73,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,73,02:28,"FOUL  by JENNINGS,RACHEL",,,,,,,"FOUL  by JENNINGS,RACHEL",1,foul,,Centre,rachel jennings,,148
74,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,74,02:28,,,,,"MISS FT by OWENS,ALYSSA",,,"MISS FT by OWENS,ALYSSA",1,free throw,missed,rhodes,alyssa owens,,148
75,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,75,02:28,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,148
76,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,76,02:28,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,148
77,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,77,02:28,"SUB IN by WILSON,KATHLEEN",,,,,,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,148
78,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,78,02:28,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,148
79,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,79,02:28,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,148
80,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,80,02:28,"SUB OUT by JENNINGS,RACHEL",,,,,,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,148
81,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,81,02:28,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,148
82,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,82,02:28,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,148
83,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,83,02:28,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,148
84,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,84,02:28,"SUB OUT by CHIRICO,PRESLEY",,,,,,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,148
85,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,85,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
86,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,86,01:58,"GOOD JUMPER by MARCUM,MADISON(in the paint)",7,,8 (+1),,CENTRE-W 7-8 (-1),,"GOOD JUMPER by MARCUM,MADISON(in the paint)",1,jumper,good,Centre,madison marcum,2,118
87,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,87,01:32,,,,,"MISS LAYUP by OWENS,ALYSSA",,,"MISS LAYUP by OWENS,ALYSSA",1,layup,missed,rhodes,alyssa owens,,92
88,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,88,01:32,"BLOCK  by STEWART,ABIGAIL",,,,,,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,92
89,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,89,--,"REBOUND DEF by MARCUM,MADISON",,,,,,,"REBOUND DEF by MARCUM,MADISON",1,defensive rebound,,Centre,madison marcum,,
90,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,90,01:24,"MISS 3PTR by MARCUM,MADISON",,,,,,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,84
91,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,91,--,,,,,"REBOUND DEF by OWENS,ALYSSA",,,"REBOUND DEF by OWENS,ALYSSA",1,defensive rebound,,rhodes,alyssa owens,,
92,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,92,01:11,"FOUL  by WEHBY,ABIGAIL",,,,,,,"FOUL  by WEHBY,ABIGAIL",1,foul,,Centre,abigail wehby,,71
93,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,93,01:10,,7,,9 (+2),"GOOD FT by TAYLOR,CAROLINE",RHODES 7-9 (-2),,"GOOD FT by TAYLOR,CAROLINE",1,free throw,good,rhodes,caroline taylor,1,70
94,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,94,01:03,,,,,"MISS FT by TAYLOR,CAROLINE",,,"MISS FT by TAYLOR,CAROLINE",1,free throw,missed,rhodes,caroline taylor,,63
95,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,95,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",1,defensive rebound,,Centre,madison rice,,
96,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,96,00:59,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",1,jumper,missed,Centre,abigail stewart,,59
97,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,97,--,"REBOUND OFF by STEWART,ABIGAIL",,,,,,,"REBOUND OFF by STEWART,ABIGAIL",1,offensive rebound,,Centre,abigail stewart,,
98,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,98,00:59,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",9,,9,,CENTRE-W 9-9 (0),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",1,layup,good,Centre,abigail stewart,2,59
99,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,99,00:34,,9,,11 (+2),"GOOD JUMPER by YOUNG,ALLIE(in the paint)",RHODES 9-11 (-2),,"GOOD JUMPER by YOUNG,ALLIE(in the paint)",1,jumper,good,rhodes,allie young,2,34
100,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,100,00:21,"GOOD 3PTR by RICE,MADISON",12 (+1),,11,,CENTRE-W 12-11 (+1),,"GOOD 3PTR by RICE,MADISON",1,three pointer,good,Centre,madison rice,3,21
101,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,101,--,"ASSIST  by JENNINGS,RACHEL",,,,,,,"ASSIST  by JENNINGS,RACHEL",1,assist,,Centre,rachel jennings,,
102,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,102,00:05,,,,,"MISS LAYUP by WHITESIDE,LINDSEY",,,"MISS LAYUP by WHITESIDE,LINDSEY",1,layup,missed,rhodes,lindsey whiteside,,5
103,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,103,--,"REBOUND DEF by WILSON,KATHLEEN",,,,,,,"REBOUND DEF by WILSON,KATHLEEN",1,defensive rebound,,Centre,kathleen wilson,,
104,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,104,Start Period 2,,,,,,,,,2,,,,,,
105,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,105,10:00,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,600
106,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,106,10:00,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,600
107,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,107,10:00,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,600
108,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,108,10:00,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,600
109,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,109,10:00,,,,,"SUB IN by HAGEN,ELLEN",,,"SUB IN by HAGEN,ELLEN",2,subbing in,,rhodes,ellen hagen,,600
110,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,110,09:45,"MISS JUMPER by WILSON,KATHLEEN",,,,,,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,585
111,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,111,--,,,,,"REBOUND DEF by WHITESIDE,LINDSEY",,,"REBOUND DEF by WHITESIDE,LINDSEY",2,defensive rebound,,rhodes,lindsey whiteside,,
112,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,112,09:36,,,,,"MISS JUMPER by HAGEN,ELLEN",,,"MISS JUMPER by HAGEN,ELLEN",2,jumper,missed,rhodes,ellen hagen,,576
113,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,113,--,,,,,"REBOUND OFF by YOUNG,ALLIE",,,"REBOUND OFF by YOUNG,ALLIE",2,offensive rebound,,rhodes,allie young,,
114,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,114,09:29,,12,,13 (+1),"GOOD LAYUP by YOUNG,ALLIE(in the paint)",RHODES 12-13 (-1),,"GOOD LAYUP by YOUNG,ALLIE(in the paint)",2,layup,good,rhodes,allie young,2,569
115,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,115,09:16,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,556
116,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,116,--,,,,,"REBOUND DEF by YOUNG,ALLIE",,,"REBOUND DEF by YOUNG,ALLIE",2,defensive rebound,,rhodes,allie young,,
117,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,117,09:01,,12,,15 (+3),"GOOD JUMPER by YOUNG,ALLIE(in the paint)",RHODES 12-15 (-3),,"GOOD JUMPER by YOUNG,ALLIE(in the paint)",2,jumper,good,rhodes,allie young,2,541
118,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,118,--,,,,,"ASSIST  by HAGEN,ELLEN",,,"ASSIST  by HAGEN,ELLEN",2,assist,,rhodes,ellen hagen,,
119,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,119,08:28,"MISS JUMPER by WILSON,KATHLEEN",,,,,,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,508
120,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,120,--,,,,,"REBOUND DEF by WHITESIDE,LINDSEY",,,"REBOUND DEF by WHITESIDE,LINDSEY",2,defensive rebound,,rhodes,lindsey whiteside,,
121,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,121,08:17,,,,,"MISS 3PTR by MAYEUX,ALLI",,,"MISS 3PTR by MAYEUX,ALLI",2,three pointer,missed,rhodes,alli mayeux,,497
122,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,122,--,"REBOUND DEF by MARCUM,MADISON",,,,,,,"REBOUND DEF by MARCUM,MADISON",2,defensive rebound,,Centre,madison marcum,,
123,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,123,07:56,"MISS 3PTR by MARCUM,MADISON",,,,,,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,476
124,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,124,--,,,,,"REBOUND DEF by OWENS,ALYSSA",,,"REBOUND DEF by OWENS,ALYSSA",2,defensive rebound,,rhodes,alyssa owens,,
125,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,125,07:48,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,468
126,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,126,07:48,,,,,"MISS FT by YOUNG,ALLIE",,,"MISS FT by YOUNG,ALLIE",2,free throw,missed,rhodes,allie young,,468
127,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,127,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,rhodes,,,
128,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,128,07:48,,,,,"MISS FT by YOUNG,ALLIE",,,"MISS FT by YOUNG,ALLIE",2,free throw,missed,rhodes,allie young,,468
129,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,129,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
130,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,130,07:48,"SUB IN by CHIRICO,PRESLEY",,,,,,,"SUB IN by CHIRICO,PRESLEY",2,subbing in,,Centre,presley chirico,,468
131,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,131,07:48,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,468
132,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,132,07:48,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,468
133,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,133,07:48,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,468
134,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,134,07:48,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,468
135,21,rhodes,Centre,Rhodes,48-45,48,45,"12, 8, 10, 18, 48","11, 18, 10, 6, 45",12,8,10,18,48,11,18,10,6,45,11-10,11-10,02/01/19,Win,200,No Location Recorded,6:00 PM,A,135,07:48,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,468
