,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,MVILLE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
135,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,135,09:14,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,554
136,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,136,08:56,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",2,turnover,,Centre,abigail wehby,,536
137,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,137,08:56,,,,,"SUB OUT by BEASLEY,ERIN",,,"SUB OUT by BEASLEY,ERIN",2,subbing out,,maryville (tn),erin beasley,,536
138,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,138,08:48,,,,,"MISS JUMPER by UPSHAW,CATHERINE",,,"MISS JUMPER by UPSHAW,CATHERINE",2,jumper,missed,maryville (tn),catherine upshaw,,528
139,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,139,--,"REBOUND DEF by CHIRICO,PRESLEY",,,,,,,"REBOUND DEF by CHIRICO,PRESLEY",2,defensive rebound,,Centre,presley chirico,,
140,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,140,08:37,"MISS JUMPER by RICE,MADISON",,,,,,,"MISS JUMPER by RICE,MADISON",2,jumper,missed,Centre,madison rice,,517
141,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,141,--,,,,,"REBOUND DEF by CRABTREE,CHARITY",,,"REBOUND DEF by CRABTREE,CHARITY",2,defensive rebound,,maryville (tn),charity crabtree,,
142,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,142,08:25,,,,,"MISS 3PTR by ECKENROD,ELSA",,,"MISS 3PTR by ECKENROD,ELSA",2,three pointer,missed,maryville (tn),elsa eckenrod,,505
143,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,143,--,"REBOUND DEF by MURRAY,KYLEE",,,,,,,"REBOUND DEF by MURRAY,KYLEE",2,defensive rebound,,Centre,kylee murray,,
144,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,144,08:08,,,,,"FOUL  by ECKENROD,ELSA",,,"FOUL  by ECKENROD,ELSA",2,foul,,maryville (tn),elsa eckenrod,,488
145,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,145,08:08,"GOOD FT by CHIRICO,PRESLEY",21 (+8),,13,,CENTRE-W 21-13 (+8),,"GOOD FT by CHIRICO,PRESLEY",2,free throw,good,Centre,presley chirico,1,488
146,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,146,08:08,"MISS FT by CHIRICO,PRESLEY",,,,,,,"MISS FT by CHIRICO,PRESLEY",2,free throw,missed,Centre,presley chirico,,488
147,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,147,08:08,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,488
148,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,148,08:08,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,488
149,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,149,08:08,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,488
150,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,150,08:08,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,488
151,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,151,08:08,,,,,"SUB OUT by CRABTREE,CHARITY",,,"SUB OUT by CRABTREE,CHARITY",2,subbing out,,maryville (tn),charity crabtree,,488
152,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,152,--,,,,,"REBOUND DEF by WANDELL,KELLEY",,,"REBOUND DEF by WANDELL,KELLEY",2,defensive rebound,,maryville (tn),kelley wandell,,
153,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,153,07:45,,,,,"MISS LAYUP by GARDNER,LIBBY",,,"MISS LAYUP by GARDNER,LIBBY",2,layup,missed,maryville (tn),libby gardner,,465
154,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,154,--,,,,,"REBOUND OFF by WANDELL,KELLEY",,,"REBOUND OFF by WANDELL,KELLEY",2,offensive rebound,,maryville (tn),kelley wandell,,
155,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,155,07:40,,,,,"MISS 3PTR by ECKENROD,ELSA",,,"MISS 3PTR by ECKENROD,ELSA",2,three pointer,missed,maryville (tn),elsa eckenrod,,460
156,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,156,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
157,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,157,07:39,,,,,"FOUL  by VARNEY,KLAIRE",,,"FOUL  by VARNEY,KLAIRE",2,foul,,maryville (tn),klaire varney,,459
158,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,158,07:39,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,459
159,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,159,07:39,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,459
160,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,160,07:39,,,,,"SUB IN by BEASLEY,ERIN",,,"SUB IN by BEASLEY,ERIN",2,subbing in,,maryville (tn),erin beasley,,459
161,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,161,07:39,,,,,"SUB OUT by ECKENROD,ELSA",,,"SUB OUT by ECKENROD,ELSA",2,subbing out,,maryville (tn),elsa eckenrod,,459
162,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,162,07:15,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,435
163,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,163,--,"REBOUND OFF by BUNNER,CHEYENNE",,,,,,,"REBOUND OFF by BUNNER,CHEYENNE",2,offensive rebound,,Centre,cheyenne bunner,,
164,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,164,07:03,"GOOD JUMPER by CHIRICO,PRESLEY(in the paint)",23 (+10),,13,,CENTRE-W 23-13 (+10),,"GOOD JUMPER by CHIRICO,PRESLEY(in the paint)",2,jumper,good,Centre,presley chirico,2,423
165,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,165,06:45,,,,,"MISS JUMPER by WANDELL,KELLEY",,,"MISS JUMPER by WANDELL,KELLEY",2,jumper,missed,maryville (tn),kelley wandell,,405
166,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,166,--,"REBOUND DEF by CHIRICO,PRESLEY",,,,,,,"REBOUND DEF by CHIRICO,PRESLEY",2,defensive rebound,,Centre,presley chirico,,
167,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,167,06:33,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,393
168,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,168,--,,,,,"REBOUND DEF by VARNEY,KLAIRE",,,"REBOUND DEF by VARNEY,KLAIRE",2,defensive rebound,,maryville (tn),klaire varney,,
169,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,169,06:27,,23 (+8),,15,"GOOD JUMPER by VARNEY,KLAIRE(fastbreak)(in the paint)",MVILLE 23-15 (+8),,"GOOD JUMPER by VARNEY,KLAIRE(fastbreak)(in the paint)",2,jumper,good,maryville (tn),klaire(fastbreak) varney,2,387
170,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,170,06:08,"TURNOVER  by CHIRICO,PRESLEY",,,,,,,"TURNOVER  by CHIRICO,PRESLEY",2,turnover,,Centre,presley chirico,,368
171,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,171,06:08,,,,,"STEAL  by UPSHAW,CATHERINE",,,"STEAL  by UPSHAW,CATHERINE",2,steal,,maryville (tn),,,368
172,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,172,06:03,"FOUL  by CHIRICO,PRESLEY",,,,,,,"FOUL  by CHIRICO,PRESLEY",2,foul,,Centre,presley chirico,,363
173,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,173,06:03,,23 (+7),,16,"GOOD FT by VARNEY,KLAIRE",MVILLE 23-16 (+7),,"GOOD FT by VARNEY,KLAIRE",2,free throw,good,maryville (tn),klaire varney,1,363
174,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,174,06:03,,23 (+6),,17,"GOOD FT by VARNEY,KLAIRE",MVILLE 23-17 (+6),,"GOOD FT by VARNEY,KLAIRE",2,free throw,good,maryville (tn),klaire varney,1,363
175,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,175,06:03,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,363
176,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,176,06:03,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,363
177,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,177,06:03,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,363
178,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,178,06:03,"SUB IN by WILSON,KATHLEEN",,,,,,,"SUB IN by WILSON,KATHLEEN",2,subbing in,,Centre,kathleen wilson,,363
179,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,179,06:03,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,363
180,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,180,06:03,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,363
181,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,181,06:03,"SUB OUT by CHIRICO,PRESLEY",,,,,,,"SUB OUT by CHIRICO,PRESLEY",2,subbing out,,Centre,presley chirico,,363
182,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,182,06:03,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,363
183,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,183,06:03,,,,,"SUB IN by HIX,SHELBY",,,"SUB IN by HIX,SHELBY",2,subbing in,,maryville (tn),shelby hix,,363
184,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,184,06:03,,,,,"SUB IN by MCCURDY,BROOKE",,,"SUB IN by MCCURDY,BROOKE",2,subbing in,,maryville (tn),brooke mccurdy,,363
185,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,185,06:03,,,,,"SUB IN by LOWERY,DELANEY",,,"SUB IN by LOWERY,DELANEY",2,subbing in,,maryville (tn),delaney lowery,,363
186,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,186,06:03,,,,,"SUB OUT by WANDELL,KELLEY",,,"SUB OUT by WANDELL,KELLEY",2,subbing out,,maryville (tn),kelley wandell,,363
187,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,187,06:03,,,,,"SUB OUT by BEASLEY,ERIN",,,"SUB OUT by BEASLEY,ERIN",2,subbing out,,maryville (tn),erin beasley,,363
188,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,188,06:03,,,,,"SUB OUT by UPSHAW,CATHERINE",,,"SUB OUT by UPSHAW,CATHERINE",2,subbing out,,maryville (tn),catherine upshaw,,363
189,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,189,05:44,"MISS JUMPER by WEHBY,ABIGAIL",,,,,,,"MISS JUMPER by WEHBY,ABIGAIL",2,jumper,missed,Centre,abigail wehby,,344
190,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,190,--,,,,,"REBOUND DEF by LOWERY,DELANEY",,,"REBOUND DEF by LOWERY,DELANEY",2,defensive rebound,,maryville (tn),delaney lowery,,
191,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,191,05:28,,,,,"TURNOVER  by MCCURDY,BROOKE",,,"TURNOVER  by MCCURDY,BROOKE",2,turnover,,maryville (tn),brooke mccurdy,,328
192,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,192,05:28,"STEAL  by WILSON,KATHLEEN",,,,,,,"STEAL  by WILSON,KATHLEEN",2,steal,,Centre,,,328
193,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,193,05:23,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",2,turnover,,Centre,abigail wehby,,323
194,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,194,05:23,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,323
195,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,195,05:23,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,323
196,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,196,05:23,,,,,"SUB IN by BEASLEY,ERIN",,,"SUB IN by BEASLEY,ERIN",2,subbing in,,maryville (tn),erin beasley,,323
197,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,197,05:23,,,,,"SUB OUT by MCCURDY,BROOKE",,,"SUB OUT by MCCURDY,BROOKE",2,subbing out,,maryville (tn),brooke mccurdy,,323
198,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,198,05:08,,,,,"MISS JUMPER by BEASLEY,ERIN",,,"MISS JUMPER by BEASLEY,ERIN",2,jumper,missed,maryville (tn),erin beasley,,308
199,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,199,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
200,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,200,05:00,"MISS JUMPER by RICE,MADISON",,,,,,,"MISS JUMPER by RICE,MADISON",2,jumper,missed,Centre,madison rice,,300
201,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,201,--,,,,,"REBOUND DEF by BEASLEY,ERIN",,,"REBOUND DEF by BEASLEY,ERIN",2,defensive rebound,,maryville (tn),erin beasley,,
202,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,202,04:50,,,,,"MISS 3PTR by GARDNER,LIBBY",,,"MISS 3PTR by GARDNER,LIBBY",2,three pointer,missed,maryville (tn),libby gardner,,290
203,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,203,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
204,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,204,04:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,288
205,8,maryville,Centre,Maryville (TN),54-36,54,36,"17, 12, 12, 13, 54","10, 8, 10, 8, 36",17,12,12,13,54,10,8,10,8,36,7-1,2-6,12/15/18,Win,227,No Location Recorded,4:00 PM,A,205,04:34,"GOOD JUMPER by WILSON,KATHLEEN(in the paint)",25 (+8),,17,,CENTRE-W 25-17 (+8),,"GOOD JUMPER by WILSON,KATHLEEN(in the paint)",2,jumper,good,Centre,kathleen wilson,2,274
