,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,EC-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
65,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,65,03:31,"MISS 3PTR by MCFARLAND,MAKAYLA",,,,,,,"MISS 3PTR by MCFARLAND,MAKAYLA",1,three pointer,missed,earlham,makayla mcfarland,,211
66,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,66,--,"REBOUND OFF by TENETTE,ACACIA",,,,,,,"REBOUND OFF by TENETTE,ACACIA",1,offensive rebound,,earlham,acacia tenette,,
67,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,67,03:13,"TURNOVER  by TENETTE,ACACIA",,,,,,,"TURNOVER  by TENETTE,ACACIA",1,turnover,,earlham,acacia tenette,,193
68,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,68,03:12,"SUB IN by BOWLING,KAYLA",,,,,,,"SUB IN by BOWLING,KAYLA",1,subbing in,,earlham,kayla bowling,,192
69,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,69,03:12,"SUB OUT by MCFARLAND,MAKAYLA",,,,,,,"SUB OUT by MCFARLAND,MAKAYLA",1,subbing out,,earlham,makayla mcfarland,,192
70,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,70,03:07,,,,,"TURNOVER  by MURRAY,KYLEE",,,"TURNOVER  by MURRAY,KYLEE",1,turnover,,Centre,kylee murray,,187
71,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,71,03:03,"STEAL  by TENETTE,ACACIA",,,,,,,"STEAL  by TENETTE,ACACIA",1,steal,,earlham,,,183
72,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,72,03:00,"MISS LAYUP by WHITE,CAMRYN",,,,,,,"MISS LAYUP by WHITE,CAMRYN",1,layup,missed,earlham,camryn white,,180
73,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,73,--,"REBOUND OFF by CURTIS,ZOE",,,,,,,"REBOUND OFF by CURTIS,ZOE",1,offensive rebound,,earlham,zoe curtis,,
74,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,74,02:54,"MISS JUMPER by CURTIS,ZOE",,,,,,,"MISS JUMPER by CURTIS,ZOE",1,jumper,missed,earlham,zoe curtis,,174
75,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,75,--,"REBOUND OFF by BOWLING,KAYLA",,,,,,,"REBOUND OFF by BOWLING,KAYLA",1,offensive rebound,,earlham,kayla bowling,,
76,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,76,02:48,"GOOD JUMPER by TENETTE,ACACIA",7,,7,,EC-W 7-7 (0),,"GOOD JUMPER by TENETTE,ACACIA",1,jumper,good,earlham,acacia tenette,2,168
77,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,77,02:36,,,,,"TURNOVER  by MURRAY,KYLEE",,,"TURNOVER  by MURRAY,KYLEE",1,turnover,,Centre,kylee murray,,156
78,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,78,02:34,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,154
79,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,79,02:34,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,154
80,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,80,02:34,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,154
81,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,81,02:34,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,154
82,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,82,02:34,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,154
83,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,83,02:34,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,154
84,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,84,02:34,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,154
85,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,85,02:34,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,154
86,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,86,02:34,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,154
87,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,87,02:20,"TURNOVER  by CURTIS,ZOE",,,,,,,"TURNOVER  by CURTIS,ZOE",1,turnover,,earlham,zoe curtis,,140
88,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,88,01:56,"SUB IN by JOSEPH,KYRA",,,,,,,"SUB IN by JOSEPH,KYRA",1,subbing in,,earlham,kyra joseph,,116
89,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,89,01:56,"SUB OUT by WHITE,CAMRYN",,,,,,,"SUB OUT by WHITE,CAMRYN",1,subbing out,,earlham,camryn white,,116
90,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,90,01:50,,,,,"MISS 3PTR by WILSON,KATHLEEN",,,"MISS 3PTR by WILSON,KATHLEEN",1,three pointer,missed,Centre,kathleen wilson,,110
91,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,91,--,"REBOUND DEF by BOWLING,KAYLA",,,,,,,"REBOUND DEF by BOWLING,KAYLA",1,defensive rebound,,earlham,kayla bowling,,
92,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,92,01:21,"TURNOVER  by CURTIS,ZOE",,,,,,,"TURNOVER  by CURTIS,ZOE",1,turnover,,earlham,zoe curtis,,81
93,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,93,01:00,,7,,10 (+3),"GOOD 3PTR by MARCUM,MADISON",CENTRE-W 7-10 (+3),,"GOOD 3PTR by MARCUM,MADISON",1,three pointer,good,Centre,madison marcum,3,60
94,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,94,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",1,assist,,Centre,lakken miller,,
95,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,95,00:38,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",1,foul,,Centre,abigail stewart,,38
96,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,96,00:36,"GOOD FT by CURTIS,ZOE",8,,10 (+2),,EC-W 8-10 (+2),,"GOOD FT by CURTIS,ZOE",1,free throw,good,earlham,zoe curtis,1,36
97,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,97,00:36,"MISS FT by CURTIS,ZOE",,,,,,,"MISS FT by CURTIS,ZOE",1,free throw,missed,earlham,zoe curtis,,36
98,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,98,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",1,defensive rebound,,Centre,cheyenne bunner,,
99,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,99,00:36,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,36
100,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,100,00:36,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,36
101,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,101,00:36,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,36
102,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,102,00:36,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,36
103,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,103,00:21,,8,,13 (+5),"GOOD 3PTR by MARCUM,MADISON",CENTRE-W 8-13 (+5),,"GOOD 3PTR by MARCUM,MADISON",1,three pointer,good,Centre,madison marcum,3,21
104,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,104,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",1,assist,,Centre,lakken miller,,
105,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,105,00:07,"MISS 3PTR by SPEARS,KYNDALL",,,,,,,"MISS 3PTR by SPEARS,KYNDALL",1,three pointer,missed,earlham,kyndall spears,,7
106,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,106,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
107,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,107,00:04,,,,,"TURNOVER  by MARCUM,MADISON",,,"TURNOVER  by MARCUM,MADISON",1,turnover,,Centre,madison marcum,,4
108,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,108,00:02,"MISS LAYUP by CURTIS,ZOE",,,,,,,"MISS LAYUP by CURTIS,ZOE",1,layup,missed,earlham,zoe curtis,,2
109,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,109,--,"REBOUND OFF by TENETTE,ACACIA",,,,,,,"REBOUND OFF by TENETTE,ACACIA",1,offensive rebound,,earlham,acacia tenette,,
110,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,110,00:00,"MISS 3PTR by JOSEPH,KYRA",,,,,,,"MISS 3PTR by JOSEPH,KYRA",1,three pointer,missed,earlham,kyra joseph,,0
111,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,111,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
112,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,112,Start Period 2,,,,,,,,,2,,,,,,
113,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,113,09:54,"SUB IN by JOSEPH,KYRA",,,,,,,"SUB IN by JOSEPH,KYRA",2,subbing in,,earlham,kyra joseph,,594
114,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,114,09:54,"SUB OUT by SPEARS,KYNDALL",,,,,,,"SUB OUT by SPEARS,KYNDALL",2,subbing out,,earlham,kyndall spears,,594
115,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,115,09:53,,8,,16 (+8),"GOOD 3PTR by MARCUM,MADISON",CENTRE-W 8-16 (+8),,"GOOD 3PTR by MARCUM,MADISON",2,three pointer,good,Centre,madison marcum,3,593
116,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,116,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
117,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,117,09:35,"MISS 3PTR by BOWLING,KAYLA",,,,,,,"MISS 3PTR by BOWLING,KAYLA",2,three pointer,missed,earlham,kayla bowling,,575
118,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,118,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
119,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,119,09:04,,8,,18 (+10),"GOOD JUMPER by WILSON,KATHLEEN",CENTRE-W 8-18 (+10),,"GOOD JUMPER by WILSON,KATHLEEN",2,jumper,good,Centre,kathleen wilson,2,544
120,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,120,08:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2,timeout,,earlham,,,521
121,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,121,08:39,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,519
122,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,122,08:39,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,519
123,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,123,08:38,"MISS JUMPER by JOSEPH,KYRA",,,,,,,"MISS JUMPER by JOSEPH,KYRA",2,jumper,missed,earlham,kyra joseph,,518
124,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,124,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
125,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,125,08:32,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,512
126,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,126,08:30,"TURNOVER  by WHITE,CAMRYN",,,,,,,"TURNOVER  by WHITE,CAMRYN",2,turnover,,earlham,camryn white,,510
127,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,127,08:29,,,,,"STEAL  by WEHBY,ABIGAIL",,,"STEAL  by WEHBY,ABIGAIL",2,steal,,Centre,,,509
128,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,128,08:28,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,508
129,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,129,08:27,"STEAL  by TENETTE,ACACIA",,,,,,,"STEAL  by TENETTE,ACACIA",2,steal,,earlham,,,507
130,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,130,08:26,"TURNOVER  by WHITE,CAMRYN",,,,,,,"TURNOVER  by WHITE,CAMRYN",2,turnover,,earlham,camryn white,,506
131,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,131,08:25,"STEAL  by BOWLING,KAYLA",,,,,,,"STEAL  by BOWLING,KAYLA",2,steal,,earlham,,,505
132,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,132,08:25,,,,,"TURNOVER  by CHIRICO,PRESLEY",,,"TURNOVER  by CHIRICO,PRESLEY",2,turnover,,Centre,presley chirico,,505
133,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,133,08:24,"TURNOVER  by WHITE,CAMRYN",,,,,,,"TURNOVER  by WHITE,CAMRYN",2,turnover,,earlham,camryn white,,504
134,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,134,08:22,,,,,"TURNOVER  by MILLER,LAKKEN",,,"TURNOVER  by MILLER,LAKKEN",2,turnover,,Centre,lakken miller,,502
135,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,135,08:18,"SUB IN by SPEARS,KYNDALL",,,,,,,"SUB IN by SPEARS,KYNDALL",2,subbing in,,earlham,kyndall spears,,498
136,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,136,08:18,"SUB OUT by JOSEPH,KYRA",,,,,,,"SUB OUT by JOSEPH,KYRA",2,subbing out,,earlham,kyra joseph,,498
137,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,137,07:56,,,,,"MISS JUMPER by BUNNER,CHEYENNE",,,"MISS JUMPER by BUNNER,CHEYENNE",2,jumper,missed,Centre,cheyenne bunner,,476
138,7,earlham,Earlham,Centre,63-40,63,40,"13, 15, 16, 19, 63","8, 12, 6, 14, 40",13,15,16,19,63,8,12,6,14,40,6-1,3-5,12/11/18,Win,223,No Location Recorded,6:30 PM,H,138,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,earlham,,,
