,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,10,18:38,,0,,4 (+4),"GOOD LAYUP by ROANE,ANNA(in the paint)",HC 0-4 (-4),,"GOOD LAYUP by ROANE,ANNA(in the paint)",1,layup,good,hendrix,anna roane,2,1118
11,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,11,18:28,"MISS JUMPER by HUTER,LAUREN",,,,,,,"MISS JUMPER by HUTER,LAUREN",1,jumper,missed,Centre,lauren huter,,1108
12,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,12,--,,,,,"REBOUND DEF by TATE,JAMIE",,,"REBOUND DEF by TATE,JAMIE",1,defensive rebound,,hendrix,jamie tate,,
13,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,13,18:13,,,,,"MISS 3PTR by ASHLEY-PAULEY,KATY",,,"MISS 3PTR by ASHLEY-PAULEY,KATY",1,three pointer,missed,hendrix,katy ashley-pauley,,1093
14,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,14,--,,,,,"REBOUND OFF by DEVLIN,SAMANTHA",,,"REBOUND OFF by DEVLIN,SAMANTHA",1,offensive rebound,,hendrix,samantha devlin,,
15,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,15,18:07,,,,,"TURNOVER  by DEVLIN,SAMANTHA",,,"TURNOVER  by DEVLIN,SAMANTHA",1,turnover,,hendrix,samantha devlin,,1087
16,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,16,18:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,1087
17,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,17,17:55,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,1075
18,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,18,--,,,,,"REBOUND DEF by TATE,JAMIE",,,"REBOUND DEF by TATE,JAMIE",1,defensive rebound,,hendrix,jamie tate,,
19,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,19,17:41,"FOUL  by WINSTEAD,BRIDGET",,,,,,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,1061
20,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,20,17:41,,0,,5 (+5),"GOOD FT by DEVLIN,SAMANTHA",HC 0-5 (-5),,"GOOD FT by DEVLIN,SAMANTHA",1,free throw,good,hendrix,samantha devlin,1,1061
21,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,21,17:41,,0,,6 (+6),"GOOD FT by DEVLIN,SAMANTHA",HC 0-6 (-6),,"GOOD FT by DEVLIN,SAMANTHA",1,free throw,good,hendrix,samantha devlin,1,1061
22,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,22,17:41,"SUB IN by GOATLEY,JANE",,,,,,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,1061
23,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,23,17:41,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,1061
24,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,24,17:24,,,,,"FOUL  by TATE,JAMIE",,,"FOUL  by TATE,JAMIE",1,foul,,hendrix,jamie tate,,1044
25,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,25,16:59,"GOOD 3PTR by PREWITT,MAGGIE",3,,6 (+3),,CENTRE_W 3-6 (-3),,"GOOD 3PTR by PREWITT,MAGGIE",1,three pointer,good,Centre,maggie prewitt,3,1019
26,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,26,16:45,,3,,9 (+6),"GOOD 3PTR by ROANE,ANNA",HC 3-9 (-6),,"GOOD 3PTR by ROANE,ANNA",1,three pointer,good,hendrix,anna roane,3,1005
27,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,27,--,,,,,"ASSIST  by ASHLEY-PAULEY,KATY",,,"ASSIST  by ASHLEY-PAULEY,KATY",1,assist,,hendrix,katy ashley-pauley,,
28,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,28,16:36,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",5,,9 (+4),,CENTRE_W 5-9 (-4),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",1,layup,good,Centre,maggie prewitt,2,996
29,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,29,16:20,"FOUL  by BURKE,ALYSON",,,,,,,"FOUL  by BURKE,ALYSON",1,foul,,Centre,alyson burke,,980
30,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,30,16:20,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,980
31,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,31,16:20,"SUB IN by MIRE,JENNA",,,,,,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,980
32,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,32,16:20,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,980
33,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,33,16:20,"SUB IN by WEST,CAILYNN",,,,,,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,980
34,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,34,16:20,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,980
35,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,35,16:20,"SUB OUT by PREWITT,MAGGIE",,,,,,,"SUB OUT by PREWITT,MAGGIE",1,subbing out,,Centre,maggie prewitt,,980
36,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,36,16:20,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,980
37,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,37,16:20,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,980
38,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,38,16:20,,,,,"SUB IN by BIGGS-SCRIBNER,MAGG",,,"SUB IN by BIGGS-SCRIBNER,MAGG",1,subbing in,,hendrix,magg biggs-scribner,,980
39,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,39,16:20,,,,,"SUB OUT by DEVLIN,SAMANTHA",,,"SUB OUT by DEVLIN,SAMANTHA",1,subbing out,,hendrix,samantha devlin,,980
40,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,40,16:15,,5,,12 (+7),"GOOD 3PTR by ASHLEY-PAULEY,KATY",HC 5-12 (-7),,"GOOD 3PTR by ASHLEY-PAULEY,KATY",1,three pointer,good,hendrix,katy ashley-pauley,3,975
41,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,41,--,,,,,"ASSIST  by ROLLER,AVERY",,,"ASSIST  by ROLLER,AVERY",1,assist,,hendrix,avery roller,,
42,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,42,15:55,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,955
43,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,43,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
44,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,44,15:35,"FOUL  by WEST,CAILYNN",,,,,,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,935
45,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,45,15:22,,,,,"MISS 3PTR by ROANE,ANNA",,,"MISS 3PTR by ROANE,ANNA",1,three pointer,missed,hendrix,anna roane,,922
46,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,46,--,,,,,"REBOUND OFF by BIGGS-SCRIBNER,MAGG",,,"REBOUND OFF by BIGGS-SCRIBNER,MAGG",1,offensive rebound,,hendrix,magg biggs-scribner,,
47,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,47,15:16,,,,,"TURNOVER  by BIGGS-SCRIBNER,MAGG",,,"TURNOVER  by BIGGS-SCRIBNER,MAGG",1,turnover,,hendrix,magg biggs-scribner,,916
48,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,48,15:16,,,,,"SUB IN by DRILLETTE,LINDSAY",,,"SUB IN by DRILLETTE,LINDSAY",1,subbing in,,hendrix,lindsay drillette,,916
49,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,49,15:16,,,,,"SUB OUT by ROLLER,AVERY",,,"SUB OUT by ROLLER,AVERY",1,subbing out,,hendrix,avery roller,,916
50,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,50,15:08,"TURNOVER  by MIRE,JENNA",,,,,,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,908
51,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,51,15:01,,,,,"TURNOVER  by DRILLETTE,LINDSAY",,,"TURNOVER  by DRILLETTE,LINDSAY",1,turnover,,hendrix,lindsay drillette,,901
52,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,52,14:59,"STEAL  by WEST,CAILYNN",,,,,,,"STEAL  by WEST,CAILYNN",1,steal,,Centre,,,899
53,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,53,14:51,"GOOD JUMPER by MIRE,JENNA(in the paint)",7,,12 (+5),,CENTRE_W 7-12 (-5),,"GOOD JUMPER by MIRE,JENNA(in the paint)",1,jumper,good,Centre,jenna mire,2,891
54,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,54,14:34,,,,,"TURNOVER  by ASHLEY-PAULEY,KATY",,,"TURNOVER  by ASHLEY-PAULEY,KATY",1,turnover,,hendrix,katy ashley-pauley,,874
55,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,55,14:34,,,,,"SUB IN by DEVLIN,SAMANTHA",,,"SUB IN by DEVLIN,SAMANTHA",1,subbing in,,hendrix,samantha devlin,,874
56,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,56,14:34,,,,,"SUB OUT by ASHLEY-PAULEY,KATY",,,"SUB OUT by ASHLEY-PAULEY,KATY",1,subbing out,,hendrix,katy ashley-pauley,,874
57,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,57,14:17,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,857
58,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,58,--,,,,,"REBOUND DEF by DEVLIN,SAMANTHA",,,"REBOUND DEF by DEVLIN,SAMANTHA",1,defensive rebound,,hendrix,samantha devlin,,
59,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,59,14:13,"FOUL  by WEST,CAILYNN",,,,,,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,853
60,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,60,14:13,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,853
61,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,61,14:13,"SUB OUT by WEST,CAILYNN",,,,,,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,853
62,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,62,14:13,,,,,"SUB IN by COUGHRAN,KATIE",,,"SUB IN by COUGHRAN,KATIE",1,subbing in,,hendrix,katie coughran,,853
63,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,63,14:13,,,,,"SUB OUT by TATE,JAMIE",,,"SUB OUT by TATE,JAMIE",1,subbing out,,hendrix,jamie tate,,853
64,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,64,13:52,,,,,"TURNOVER  by ROANE,ANNA",,,"TURNOVER  by ROANE,ANNA",1,turnover,,hendrix,anna roane,,832
65,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,65,13:51,"STEAL  by HARTLAGE,MAGGIE",,,,,,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,831
66,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,66,13:43,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",9,,12 (+3),,CENTRE_W 9-12 (-3),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,823
67,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,67,13:21,,,,,"MISS 3PTR by ROANE,ANNA",,,"MISS 3PTR by ROANE,ANNA",1,three pointer,missed,hendrix,anna roane,,801
68,14,hendrix,Centre,Hendrix,70-55,70,55,"27, 43, 70","27, 28, 55",27,43,70,27,28,55,"13-1, 7-0 SCAC","5-10, 4-3 SCAC",01/15/12,Win,155,No Location Recorded,1 p.m.,A,68,--,,,,,"REBOUND OFF by DRILLETTE,LINDSAY",,,"REBOUND OFF by DRILLETTE,LINDSAY",1,offensive rebound,,hendrix,lindsay drillette,,
