,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,GC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
72,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,72,13:44,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,824
73,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,73,13:44,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,824
74,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,74,13:37,"GOOD LAYUP by HARDIN,LOGAN(in the paint)",10 (+5),,5,,GC 10-5 (-5),,"GOOD LAYUP by HARDIN,LOGAN(in the paint)",1,layup,good,guilford college,logan hardin,2,817
75,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,75,--,"ASSIST  by GIBBS,JAZLYN",,,,,,,"ASSIST  by GIBBS,JAZLYN",1,assist,,guilford college,jazlyn gibbs,,
76,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,76,13:20,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,800
77,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,77,--,"REBOUND DEF by HARDIN,LOGAN",,,,,,,"REBOUND DEF by HARDIN,LOGAN",1,defensive rebound,,guilford college,logan hardin,,
78,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,78,13:04,"MISS JUMPER by NUCCI,JACLYN",,,,,,,"MISS JUMPER by NUCCI,JACLYN",1,jumper,missed,guilford college,jaclyn nucci,,784
79,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,79,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
80,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,80,12:55,,10 (+3),,7,"GOOD JUMPER by PREWITT,MAGGIE",CENTRE_W 10-7 (-3),,"GOOD JUMPER by PREWITT,MAGGIE",1,jumper,good,Centre,maggie prewitt,2,775
81,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,81,12:34,"MISS JUMPER by OGLESBY,GABBY",,,,,,,"MISS JUMPER by OGLESBY,GABBY",1,jumper,missed,guilford college,gabby oglesby,,754
82,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,82,--,"REBOUND OFF by NUCCI,JACLYN",,,,,,,"REBOUND OFF by NUCCI,JACLYN",1,offensive rebound,,guilford college,jaclyn nucci,,
83,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,83,12:24,"GOOD JUMPER by NUCCI,JACLYN",12 (+5),,7,,GC 12-7 (-5),,"GOOD JUMPER by NUCCI,JACLYN",1,jumper,good,guilford college,jaclyn nucci,2,744
84,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,84,--,"ASSIST  by OGLESBY,GABBY",,,,,,,"ASSIST  by OGLESBY,GABBY",1,assist,,guilford college,gabby oglesby,,
85,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,85,12:02,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,722
86,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,86,--,"REBOUND DEF by HARDIN,LOGAN",,,,,,,"REBOUND DEF by HARDIN,LOGAN",1,defensive rebound,,guilford college,logan hardin,,
87,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,87,11:53,"MISS 3PTR by GIBBS,JAZLYN",,,,,,,"MISS 3PTR by GIBBS,JAZLYN",1,three pointer,missed,guilford college,jazlyn gibbs,,713
88,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,88,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
89,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,89,11:44,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,704
90,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,90,11:44,"BLOCK  by OGLESBY,GABBY",,,,,,,"BLOCK  by OGLESBY,GABBY",1,block,,guilford college,gabby oglesby,,704
91,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,91,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
92,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,92,11:40,,12 (+3),,9,"GOOD TIPIN by BAECHLE,PAIGE(in the paint)",CENTRE_W 12-9 (-3),,"GOOD TIPIN by BAECHLE,PAIGE(in the paint)",1,,,,,,700
93,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,93,11:13,"MISS 3PTR by ATWATER,BRITTANY",,,,,,,"MISS 3PTR by ATWATER,BRITTANY",1,three pointer,missed,guilford college,brittany atwater,,673
94,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,94,--,"REBOUND OFF by NUCCI,JACLYN",,,,,,,"REBOUND OFF by NUCCI,JACLYN",1,offensive rebound,,guilford college,jaclyn nucci,,
95,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,95,11:09,"TURNOVER  by NUCCI,JACLYN",,,,,,,"TURNOVER  by NUCCI,JACLYN",1,turnover,,guilford college,jaclyn nucci,,669
96,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,96,11:09,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",1,steal,,Centre,,,669
97,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,97,11:06,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1,timeout,,Centre,,,666
98,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,98,11:06,"SUB IN by DREW,BRITTANY",,,,,,,"SUB IN by DREW,BRITTANY",1,subbing in,,guilford college,brittany drew,,666
99,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,99,11:06,"SUB IN by ADAMS,KAYLA",,,,,,,"SUB IN by ADAMS,KAYLA",1,subbing in,,guilford college,kayla adams,,666
100,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,100,11:06,"SUB OUT by ATWATER,BRITTANY",,,,,,,"SUB OUT by ATWATER,BRITTANY",1,subbing out,,guilford college,brittany atwater,,666
101,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,101,11:06,"SUB OUT by NUCCI,JACLYN",,,,,,,"SUB OUT by NUCCI,JACLYN",1,subbing out,,guilford college,jaclyn nucci,,666
102,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,102,11:06,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,666
103,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,103,11:06,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,666
104,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,104,11:06,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,666
105,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,105,11:06,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,666
106,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,106,11:06,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,666
107,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,107,11:06,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,666
108,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,108,10:51,,,,,"MISS JUMPER by HUTER,LAUREN",,,"MISS JUMPER by HUTER,LAUREN",1,jumper,missed,Centre,lauren huter,,651
109,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,109,--,"REBOUND DEF by HARDIN,LOGAN",,,,,,,"REBOUND DEF by HARDIN,LOGAN",1,defensive rebound,,guilford college,logan hardin,,
110,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,110,10:23,"GOOD JUMPER by OGLESBY,GABBY(in the paint)",14 (+5),,9,,GC 14-9 (-5),,"GOOD JUMPER by OGLESBY,GABBY(in the paint)",1,jumper,good,guilford college,gabby oglesby,2,623
111,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,111,--,"ASSIST  by DREW,BRITTANY",,,,,,,"ASSIST  by DREW,BRITTANY",1,assist,,guilford college,brittany drew,,
112,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,112,10:08,,,,,"MISS LAYUP by PREWITT,MAGGIE",,,"MISS LAYUP by PREWITT,MAGGIE",1,layup,missed,Centre,maggie prewitt,,608
113,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,113,--,"REBOUND DEF by ADAMS,KAYLA",,,,,,,"REBOUND DEF by ADAMS,KAYLA",1,defensive rebound,,guilford college,kayla adams,,
114,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,114,09:43,"MISS 3PTR by GIBBS,JAZLYN",,,,,,,"MISS 3PTR by GIBBS,JAZLYN",1,three pointer,missed,guilford college,jazlyn gibbs,,583
115,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,115,--,,,,,"REBOUND DEF by BURKE,ALYSON",,,"REBOUND DEF by BURKE,ALYSON",1,defensive rebound,,Centre,alyson burke,,
116,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,116,09:26,,,,,"MISS 3PTR by PREWITT,MAGGIE",,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,566
117,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,117,--,"REBOUND DEF by OGLESBY,GABBY",,,,,,,"REBOUND DEF by OGLESBY,GABBY",1,defensive rebound,,guilford college,gabby oglesby,,
118,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,118,09:06,"MISS 3PTR by DREW,BRITTANY",,,,,,,"MISS 3PTR by DREW,BRITTANY",1,three pointer,missed,guilford college,brittany drew,,546
119,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,119,--,,,,,"REBOUND DEF by HUTER,LAUREN",,,"REBOUND DEF by HUTER,LAUREN",1,defensive rebound,,Centre,lauren huter,,
120,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,120,08:59,"FOUL  by DREW,BRITTANY",,,,,,,"FOUL  by DREW,BRITTANY",1,foul,,guilford college,brittany drew,,539
121,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,121,08:59,,14 (+4),,10,"GOOD FT by PREWITT,MAGGIE",CENTRE_W 14-10 (-4),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,539
122,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,122,08:59,,14 (+3),,11,"GOOD FT by PREWITT,MAGGIE",CENTRE_W 14-11 (-3),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,539
123,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,123,08:59,"SUB IN by BARKER,SHELLY",,,,,,,"SUB IN by BARKER,SHELLY",1,subbing in,,guilford college,shelly barker,,539
124,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,124,08:59,"SUB IN by NUCCI,JACLYN",,,,,,,"SUB IN by NUCCI,JACLYN",1,subbing in,,guilford college,jaclyn nucci,,539
125,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,125,08:59,"SUB IN by KING,MORGAN",,,,,,,"SUB IN by KING,MORGAN",1,subbing in,,guilford college,morgan king,,539
126,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,126,08:59,"SUB OUT by HARDIN,LOGAN",,,,,,,"SUB OUT by HARDIN,LOGAN",1,subbing out,,guilford college,logan hardin,,539
127,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,127,08:59,"SUB OUT by GIBBS,JAZLYN",,,,,,,"SUB OUT by GIBBS,JAZLYN",1,subbing out,,guilford college,jazlyn gibbs,,539
128,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,128,08:59,"SUB OUT by OGLESBY,GABBY",,,,,,,"SUB OUT by OGLESBY,GABBY",1,subbing out,,guilford college,gabby oglesby,,539
129,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,129,08:59,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,539
130,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,130,08:59,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,539
131,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,131,08:59,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,539
132,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,132,08:59,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,539
133,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,133,08:59,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,539
134,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,134,08:59,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,539
135,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,135,08:43,"MISS LAYUP by ADAMS,KAYLA",,,,,,,"MISS LAYUP by ADAMS,KAYLA",1,layup,missed,guilford college,kayla adams,,523
136,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,136,08:43,,,,,"BLOCK  by HUTER,LAUREN",,,"BLOCK  by HUTER,LAUREN",1,block,,Centre,lauren huter,,523
137,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,137,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
138,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,138,08:34,"GOOD JUMPER by NUCCI,JACLYN",16 (+5),,11,,GC 16-11 (-5),,"GOOD JUMPER by NUCCI,JACLYN",1,jumper,good,guilford college,jaclyn nucci,2,514
139,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,139,--,"ASSIST  by DREW,BRITTANY",,,,,,,"ASSIST  by DREW,BRITTANY",1,assist,,guilford college,brittany drew,,
140,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,140,08:19,"FOUL  by DREW,BRITTANY",,,,,,,"FOUL  by DREW,BRITTANY",1,foul,,guilford college,brittany drew,,499
141,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,141,08:16,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,496
142,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,142,--,"REBOUND DEF by BARKER,SHELLY",,,,,,,"REBOUND DEF by BARKER,SHELLY",1,defensive rebound,,guilford college,shelly barker,,
143,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,143,08:06,"MISS JUMPER by KING,MORGAN",,,,,,,"MISS JUMPER by KING,MORGAN",1,jumper,missed,guilford college,morgan king,,486
144,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,144,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
145,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,145,07:42,,16 (+3),,13,"GOOD LAYUP by HUTER,LAUREN(in the paint)",CENTRE_W 16-13 (-3),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",1,layup,good,Centre,lauren huter,2,462
146,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,146,07:11,"GOOD JUMPER by DREW,BRITTANY(in the paint)",18 (+5),,13,,GC 18-13 (-5),,"GOOD JUMPER by DREW,BRITTANY(in the paint)",1,jumper,good,guilford college,brittany drew,2,431
147,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,147,06:49,,18 (+3),,15,"GOOD JUMPER by HUTER,LAUREN(in the paint)",CENTRE_W 18-15 (-3),,"GOOD JUMPER by HUTER,LAUREN(in the paint)",1,jumper,good,Centre,lauren huter,2,409
