,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,GC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
224,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,224,19:07,"MISS 3PTR by ATWATER,BRITTANY",,,,,,,"MISS 3PTR by ATWATER,BRITTANY",2,three pointer,missed,guilford college,brittany atwater,,1147
225,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,225,--,,,,,"REBOUND DEF by BURKE,ALYSON",,,"REBOUND DEF by BURKE,ALYSON",2,defensive rebound,,Centre,alyson burke,,
226,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,226,18:57,"FOUL  by ATWATER,BRITTANY",,,,,,,"FOUL  by ATWATER,BRITTANY",2,foul,,guilford college,brittany atwater,,1137
227,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,227,18:57,"SUB IN by ADAMS,KAYLA",,,,,,,"SUB IN by ADAMS,KAYLA",2,subbing in,,guilford college,kayla adams,,1137
228,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,228,18:57,"SUB OUT by ATWATER,BRITTANY",,,,,,,"SUB OUT by ATWATER,BRITTANY",2,subbing out,,guilford college,brittany atwater,,1137
229,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,229,18:49,,30,,30,"GOOD LAYUP by HUTER,LAUREN(in the paint)",CENTRE_W 30-30 (0),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",2,layup,good,Centre,lauren huter,2,1129
230,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,230,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
231,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,231,18:23,"MISS JUMPER by GIBBS,JAZLYN",,,,,,,"MISS JUMPER by GIBBS,JAZLYN",2,jumper,missed,guilford college,jazlyn gibbs,,1103
232,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,232,18:23,,,,,"BLOCK  by BENHAM,CHELSEA",,,"BLOCK  by BENHAM,CHELSEA",2,block,,Centre,chelsea benham,,1103
233,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,233,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
234,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,234,18:20,"GOOD JUMPER by ADAMS,KAYLA",32 (+2),,30,,GC 32-30 (-2),,"GOOD JUMPER by ADAMS,KAYLA",2,jumper,good,guilford college,kayla adams,2,1100
235,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,235,--,"ASSIST  by NUCCI,JACLYN",,,,,,,"ASSIST  by NUCCI,JACLYN",2,assist,,guilford college,jaclyn nucci,,
236,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,236,17:49,,,,,"MISS JUMPER by HUTER,LAUREN",,,"MISS JUMPER by HUTER,LAUREN",2,jumper,missed,Centre,lauren huter,,1069
237,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,237,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,guilford college,,,
238,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,238,17:23,,,,,"FOUL  by HUTER,LAUREN",,,"FOUL  by HUTER,LAUREN",2,foul,,Centre,lauren huter,,1043
239,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,239,17:23,"GOOD FT by OGLESBY,GABBY",33 (+3),,30,,GC 33-30 (-3),,"GOOD FT by OGLESBY,GABBY",2,free throw,good,guilford college,gabby oglesby,1,1043
240,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,240,17:23,"MISS FT by OGLESBY,GABBY",,,,,,,"MISS FT by OGLESBY,GABBY",2,free throw,missed,guilford college,gabby oglesby,,1043
241,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,241,--,,,,,"REBOUND DEF by HUTER,LAUREN",,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
242,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,242,17:08,,,,,"MISS 3PTR by BENHAM,CHELSEA",,,"MISS 3PTR by BENHAM,CHELSEA",2,three pointer,missed,Centre,chelsea benham,,1028
243,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,243,--,"REBOUND DEF by OGLESBY,GABBY",,,,,,,"REBOUND DEF by OGLESBY,GABBY",2,defensive rebound,,guilford college,gabby oglesby,,
244,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,244,16:49,"MISS JUMPER by OGLESBY,GABBY",,,,,,,"MISS JUMPER by OGLESBY,GABBY",2,jumper,missed,guilford college,gabby oglesby,,1009
245,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,245,16:49,,,,,"BLOCK  by HUTER,LAUREN",,,"BLOCK  by HUTER,LAUREN",2,block,,Centre,lauren huter,,1009
246,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,246,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
247,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,247,16:42,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,1002
248,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,248,16:41,"STEAL  by KING,MORGAN",,,,,,,"STEAL  by KING,MORGAN",2,steal,,guilford college,,,1001
249,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,249,16:38,"TURNOVER  by KING,MORGAN",,,,,,,"TURNOVER  by KING,MORGAN",2,turnover,,guilford college,morgan king,,998
250,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,250,16:37,,,,,"STEAL  by PREWITT,MAGGIE",,,"STEAL  by PREWITT,MAGGIE",2,steal,,Centre,,,997
251,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,251,16:33,"FOUL  by GIBBS,JAZLYN",,,,,,,"FOUL  by GIBBS,JAZLYN",2,foul,,guilford college,jazlyn gibbs,,993
252,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,252,16:33,,33 (+2),,31,"GOOD FT by PREWITT,MAGGIE",CENTRE_W 33-31 (-2),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,993
253,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,253,16:33,,,,,"MISS FT by PREWITT,MAGGIE",,,"MISS FT by PREWITT,MAGGIE",2,free throw,missed,Centre,maggie prewitt,,993
254,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,254,--,"REBOUND DEF by KING,MORGAN",,,,,,,"REBOUND DEF by KING,MORGAN",2,defensive rebound,,guilford college,morgan king,,
255,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,255,16:33,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",2,subbing in,,Centre,cailynn west,,993
256,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,256,16:33,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,993
257,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,257,16:33,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,993
258,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,258,16:33,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,993
259,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,259,16:33,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,993
260,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,260,16:33,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,993
261,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,261,16:11,"GOOD JUMPER by OGLESBY,GABBY(in the paint)",35 (+4),,31,,GC 35-31 (-4),,"GOOD JUMPER by OGLESBY,GABBY(in the paint)",2,jumper,good,guilford college,gabby oglesby,2,971
262,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,262,--,"ASSIST  by NUCCI,JACLYN",,,,,,,"ASSIST  by NUCCI,JACLYN",2,assist,,guilford college,jaclyn nucci,,
263,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,263,15:43,"FOUL  by KING,MORGAN",,,,,,,"FOUL  by KING,MORGAN",2,foul,,guilford college,morgan king,,943
264,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,264,15:43,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2,timeout,,Centre,,,943
265,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,265,15:43,,35 (+3),,32,"GOOD FT by BENHAM,CHELSEA",CENTRE_W 35-32 (-3),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,943
266,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,266,15:43,,,,,"MISS FT by BENHAM,CHELSEA",,,"MISS FT by BENHAM,CHELSEA",2,free throw,missed,Centre,chelsea benham,,943
267,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,267,--,,,,,"REBOUND OFF by GOATLEY,JANE",,,"REBOUND OFF by GOATLEY,JANE",2,offensive rebound,,Centre,jane goatley,,
268,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,268,15:43,"SUB IN by HARDIN,LOGAN",,,,,,,"SUB IN by HARDIN,LOGAN",2,subbing in,,guilford college,logan hardin,,943
269,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,269,15:43,"SUB OUT by KING,MORGAN",,,,,,,"SUB OUT by KING,MORGAN",2,subbing out,,guilford college,morgan king,,943
270,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,270,15:37,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,937
271,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,271,15:37,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,937
272,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,272,15:24,,35 (+1),,34,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",CENTRE_W 35-34 (-1),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",2,jumper,good,Centre,paige baechle,2,924
273,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,273,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
274,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,274,14:59,"MISS JUMPER by ADAMS,KAYLA",,,,,,,"MISS JUMPER by ADAMS,KAYLA",2,jumper,missed,guilford college,kayla adams,,899
275,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,275,--,"REBOUND OFF by NUCCI,JACLYN",,,,,,,"REBOUND OFF by NUCCI,JACLYN",2,offensive rebound,,guilford college,jaclyn nucci,,
276,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,276,14:52,"TURNOVER  by NUCCI,JACLYN",,,,,,,"TURNOVER  by NUCCI,JACLYN",2,turnover,,guilford college,jaclyn nucci,,892
277,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,277,14:50,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",2,steal,,Centre,,,890
278,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,278,14:42,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,882
279,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,279,14:42,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",2,subbing in,,Centre,alyson burke,,882
280,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,280,14:42,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,882
281,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,281,14:42,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,882
282,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,282,14:24,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,864
283,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,283,--,"REBOUND DEF by ADAMS,KAYLA",,,,,,,"REBOUND DEF by ADAMS,KAYLA",2,defensive rebound,,guilford college,kayla adams,,
284,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,284,14:08,"MISS 3PTR by GIBBS,JAZLYN",,,,,,,"MISS 3PTR by GIBBS,JAZLYN",2,three pointer,missed,guilford college,jazlyn gibbs,,848
285,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,285,--,,,,,"REBOUND DEF by BURKE,ALYSON",,,"REBOUND DEF by BURKE,ALYSON",2,defensive rebound,,Centre,alyson burke,,
286,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,286,13:58,"FOUL  by ADAMS,KAYLA",,,,,,,"FOUL  by ADAMS,KAYLA",2,foul,,guilford college,kayla adams,,838
287,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,287,13:58,,35,,35,"GOOD FT by PREWITT,MAGGIE",CENTRE_W 35-35 (0),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,838
288,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,288,13:58,,35,,36 (+1),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 35-36 (+1),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,838
289,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,289,13:58,"SUB IN by DREW,BRITTANY",,,,,,,"SUB IN by DREW,BRITTANY",2,subbing in,,guilford college,brittany drew,,838
290,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,290,13:58,"SUB OUT by ADAMS,KAYLA",,,,,,,"SUB OUT by ADAMS,KAYLA",2,subbing out,,guilford college,kayla adams,,838
291,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,291,13:58,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",2,subbing in,,Centre,lauren huter,,838
292,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,292,13:58,,,,,"SUB OUT by WEST,CAILYNN",,,"SUB OUT by WEST,CAILYNN",2,subbing out,,Centre,cailynn west,,838
293,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,293,13:32,"MISS LAYUP by OGLESBY,GABBY",,,,,,,"MISS LAYUP by OGLESBY,GABBY",2,layup,missed,guilford college,gabby oglesby,,812
294,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,294,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
295,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,295,13:26,,35,,38 (+3),"GOOD JUMPER by PREWITT,MAGGIE",CENTRE_W 35-38 (+3),,"GOOD JUMPER by PREWITT,MAGGIE",2,jumper,good,Centre,maggie prewitt,2,806
296,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,296,13:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,guilford college,,,800
297,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,297,12:57,"GOOD LAYUP by HARDIN,LOGAN(in the paint)",37,,38 (+1),,GC 37-38 (+1),,"GOOD LAYUP by HARDIN,LOGAN(in the paint)",2,layup,good,guilford college,logan hardin,2,777
298,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,298,12:42,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,762
299,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,299,--,,,,,"REBOUND OFF by HUTER,LAUREN",,,"REBOUND OFF by HUTER,LAUREN",2,offensive rebound,,Centre,lauren huter,,
300,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,300,12:36,"FOUL  by NUCCI,JACLYN",,,,,,,"FOUL  by NUCCI,JACLYN",2,foul,,guilford college,jaclyn nucci,,756
