,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHIT,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
305,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,305,--,"REBOUND DEF by DICKERSON,ALISA",,,,,,,"REBOUND DEF by DICKERSON,ALISA",2,defensive rebound,,rose-hulman,alisa dickerson,,
306,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,306,11:32,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,692
307,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,307,11:32,"SUB IN by ROLLINS,CHRIS",,,,,,,"SUB IN by ROLLINS,CHRIS",2,subbing in,,rose-hulman,chris rollins,,692
308,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,308,11:32,"SUB OUT by DALTON,JACI",,,,,,,"SUB OUT by DALTON,JACI",2,subbing out,,rose-hulman,jaci dalton,,692
309,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,309,11:32,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",2,subbing in,,Centre,mary stough,,692
310,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,310,11:32,,,,,"SUB OUT by WEST,CAILYNN",,,"SUB OUT by WEST,CAILYNN",2,subbing out,,Centre,cailynn west,,692
311,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,311,11:13,"TURNOVER  by ROLLINS,CHRIS",,,,,,,"TURNOVER  by ROLLINS,CHRIS",2,turnover,,rose-hulman,chris rollins,,673
312,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,312,11:11,,,,,"STEAL  by MIRE,JENNA",,,"STEAL  by MIRE,JENNA",2,steal,,Centre,,,671
313,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,313,11:10,,,,,"TURNOVER  by MIRE,JENNA",,,"TURNOVER  by MIRE,JENNA",2,turnover,,Centre,jenna mire,,670
314,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,314,11:10,,,,,"SUB IN by BRESSLER,ELIZABETH",,,"SUB IN by BRESSLER,ELIZABETH",2,subbing in,,Centre,elizabeth bressler,,670
315,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,315,11:10,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,670
316,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,316,10:45,,,,,"FOUL  by BRESSLER,ELIZABETH",,,"FOUL  by BRESSLER,ELIZABETH",2,foul,,Centre,elizabeth bressler,,645
317,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,317,10:37,"MISS JUMPER by ROLLINS,CHRIS",,,,,,,"MISS JUMPER by ROLLINS,CHRIS",2,jumper,missed,rose-hulman,chris rollins,,637
318,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,318,--,,,,,"REBOUND DEF by MIRE,JENNA",,,"REBOUND DEF by MIRE,JENNA",2,defensive rebound,,Centre,jenna mire,,
319,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,319,10:29,"FOUL  by DICKERSON,ALISA",,,,,,,"FOUL  by DICKERSON,ALISA",2,foul,,rose-hulman,alisa dickerson,,629
320,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,320,10:20,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",2,layup,missed,Centre,paige baechle,,620
321,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,321,--,,,,,"REBOUND OFF by STOUGH,MARY",,,"REBOUND OFF by STOUGH,MARY",2,offensive rebound,,Centre,mary stough,,
322,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,322,10:17,,,,,"MISS LAYUP by STOUGH,MARY",,,"MISS LAYUP by STOUGH,MARY",2,layup,missed,Centre,mary stough,,617
323,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,323,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
324,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,324,10:14,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,614
325,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,325,--,"REBOUND DEF by GIBBS,GRACE",,,,,,,"REBOUND DEF by GIBBS,GRACE",2,defensive rebound,,rose-hulman,grace gibbs,,
326,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,326,09:54,"MISS 3PTR by FINNELL,HEATHER",,,,,,,"MISS 3PTR by FINNELL,HEATHER",2,three pointer,missed,rose-hulman,heather finnell,,594
327,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,327,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",2,defensive rebound,,Centre,mary stough,,
328,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,328,09:40,"FOUL  by ROLLINS,CHRIS",,,,,,,"FOUL  by ROLLINS,CHRIS",2,foul,,rose-hulman,chris rollins,,580
329,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,329,09:40,,37,,70 (+33),"GOOD FT by MIRE,JENNA",CENTRE 37-70 (+33),,"GOOD FT by MIRE,JENNA",2,free throw,good,Centre,jenna mire,1,580
330,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,330,09:40,,37,,71 (+34),"GOOD FT by MIRE,JENNA",CENTRE 37-71 (+34),,"GOOD FT by MIRE,JENNA",2,free throw,good,Centre,jenna mire,1,580
331,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,331,09:40,,,,,"SUB IN by ANDERSON,ALEXIS",,,"SUB IN by ANDERSON,ALEXIS",2,subbing in,,Centre,alexis anderson,,580
332,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,332,09:40,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,580
333,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,333,09:20,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",2,foul,,Centre,maggie hartlage,,560
334,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,334,09:20,"MISS FT by ROLLINS,CHRIS",,,,,,,"MISS FT by ROLLINS,CHRIS",2,free throw,missed,rose-hulman,chris rollins,,560
335,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,335,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,rose-hulman,,,
336,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,336,09:20,"MISS FT by ROLLINS,CHRIS",,,,,,,"MISS FT by ROLLINS,CHRIS",2,free throw,missed,rose-hulman,chris rollins,,560
337,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,337,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",2,defensive rebound,,Centre,mary stough,,
338,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,338,09:02,"SUB IN by DALTON,JACI",,,,,,,"SUB IN by DALTON,JACI",2,subbing in,,rose-hulman,jaci dalton,,542
339,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,339,09:02,"SUB OUT by ROLLINS,CHRIS",,,,,,,"SUB OUT by ROLLINS,CHRIS",2,subbing out,,rose-hulman,chris rollins,,542
340,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,340,08:59,,,,,"MISS JUMPER by MIRE,JENNA",,,"MISS JUMPER by MIRE,JENNA",2,jumper,missed,Centre,jenna mire,,539
341,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,341,--,"REBOUND DEF by DICKERSON,ALISA",,,,,,,"REBOUND DEF by DICKERSON,ALISA",2,defensive rebound,,rose-hulman,alisa dickerson,,
342,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,342,08:43,,,,,"FOUL  by STOUGH,MARY",,,"FOUL  by STOUGH,MARY",2,foul,,Centre,mary stough,,523
343,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,343,08:43,"MISS FT by FUHS,EMILY",,,,,,,"MISS FT by FUHS,EMILY",2,free throw,missed,rose-hulman,emily fuhs,,523
344,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,344,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,rose-hulman,,,
345,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,345,08:43,"GOOD FT by FUHS,EMILY",38,,71 (+33),,RHIT 38-71 (+33),,"GOOD FT by FUHS,EMILY",2,free throw,good,rose-hulman,emily fuhs,1,523
346,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,346,08:43,,,,,"SUB IN by HOLLE,AUBREY",,,"SUB IN by HOLLE,AUBREY",2,subbing in,,Centre,aubrey holle,,523
347,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,347,08:43,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",2,subbing in,,Centre,hillary moore,,523
348,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,348,08:43,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",2,subbing out,,Centre,jenna mire,,523
349,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,349,08:43,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,523
350,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,350,08:32,,,,,"MISS 3PTR by ANDERSON,ALEXIS",,,"MISS 3PTR by ANDERSON,ALEXIS",2,three pointer,missed,Centre,alexis anderson,,512
351,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,351,--,"REBOUND DEF by FINNELL,HEATHER",,,,,,,"REBOUND DEF by FINNELL,HEATHER",2,defensive rebound,,rose-hulman,heather finnell,,
352,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,352,08:16,"MISS LAYUP by FINNELL,HEATHER",,,,,,,"MISS LAYUP by FINNELL,HEATHER",2,layup,missed,rose-hulman,heather finnell,,496
353,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,353,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
354,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,354,08:15,"SUB IN by WILLIAMS,SHEREE",,,,,,,"SUB IN by WILLIAMS,SHEREE",2,subbing in,,rose-hulman,sheree williams,,495
355,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,355,08:15,"SUB OUT by DICKERSON,ALISA",,,,,,,"SUB OUT by DICKERSON,ALISA",2,subbing out,,rose-hulman,alisa dickerson,,495
356,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,356,08:08,"MISS JUMPER by FUHS,EMILY",,,,,,,"MISS JUMPER by FUHS,EMILY",2,jumper,missed,rose-hulman,emily fuhs,,488
357,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,357,--,,,,,"REBOUND DEF by ANDERSON,ALEXIS",,,"REBOUND DEF by ANDERSON,ALEXIS",2,defensive rebound,,Centre,alexis anderson,,
358,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,358,07:47,,,,,"MISS 3PTR by ANDERSON,ALEXIS",,,"MISS 3PTR by ANDERSON,ALEXIS",2,three pointer,missed,Centre,alexis anderson,,467
359,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,359,--,,,,,"REBOUND OFF by STOUGH,MARY",,,"REBOUND OFF by STOUGH,MARY",2,offensive rebound,,Centre,mary stough,,
360,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,360,07:42,,,,,"TURNOVER  by STOUGH,MARY",,,"TURNOVER  by STOUGH,MARY",2,turnover,,Centre,mary stough,,462
361,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,361,07:18,"MISS JUMPER by FINNELL,HEATHER",,,,,,,"MISS JUMPER by FINNELL,HEATHER",2,jumper,missed,rose-hulman,heather finnell,,438
362,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,362,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",2,defensive rebound,,Centre,mary stough,,
363,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,363,07:02,,,,,"MISS JUMPER by STOUGH,MARY",,,"MISS JUMPER by STOUGH,MARY",2,jumper,missed,Centre,mary stough,,422
364,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,364,--,"REBOUND DEF by FUHS,EMILY",,,,,,,"REBOUND DEF by FUHS,EMILY",2,defensive rebound,,rose-hulman,emily fuhs,,
365,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,365,07:00,,,,,"FOUL  by ANDERSON,ALEXIS",,,"FOUL  by ANDERSON,ALEXIS",2,foul,,Centre,alexis anderson,,420
366,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,366,07:00,"MISS FT by FUHS,EMILY",,,,,,,"MISS FT by FUHS,EMILY",2,free throw,missed,rose-hulman,emily fuhs,,420
367,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,367,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",2,defensive rebound,,Centre,mary stough,,
368,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,368,06:38,,,,,"TURNOVER  by BRESSLER,ELIZABETH",,,"TURNOVER  by BRESSLER,ELIZABETH",2,turnover,,Centre,elizabeth bressler,,398
369,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,369,06:37,"STEAL  by WILLIAMS,SHEREE",,,,,,,"STEAL  by WILLIAMS,SHEREE",2,steal,,rose-hulman,,,397
370,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,370,06:34,"MISS LAYUP by WILLIAMS,SHEREE",,,,,,,"MISS LAYUP by WILLIAMS,SHEREE",2,layup,missed,rose-hulman,sheree williams,,394
371,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,371,--,,,,,"REBOUND DEF by MOORE,HILLARY",,,"REBOUND DEF by MOORE,HILLARY",2,defensive rebound,,Centre,hillary moore,,
372,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,372,06:28,,,,,"TURNOVER  by MOORE,HILLARY",,,"TURNOVER  by MOORE,HILLARY",2,turnover,,Centre,hillary moore,,388
373,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,373,06:26,"STEAL  by WILLIAMS,SHEREE",,,,,,,"STEAL  by WILLIAMS,SHEREE",2,steal,,rose-hulman,,,386
374,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,374,06:24,"TURNOVER  by FUHS,EMILY",,,,,,,"TURNOVER  by FUHS,EMILY",2,turnover,,rose-hulman,emily fuhs,,384
375,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,375,06:21,,,,,"STEAL  by MOORE,HILLARY",,,"STEAL  by MOORE,HILLARY",2,steal,,Centre,,,381
376,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,376,06:11,,38,,74 (+36),"GOOD 3PTR by HOLLE,AUBREY",CENTRE 38-74 (+36),,"GOOD 3PTR by HOLLE,AUBREY",2,three pointer,good,Centre,aubrey holle,3,371
377,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,377,--,,,,,"ASSIST  by ANDERSON,ALEXIS",,,"ASSIST  by ANDERSON,ALEXIS",2,assist,,Centre,alexis anderson,,
378,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,378,05:52,,,,,"FOUL  by STOUGH,MARY",,,"FOUL  by STOUGH,MARY",2,foul,,Centre,mary stough,,352
379,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,379,05:52,"GOOD FT by GIBBS,GRACE",39,,74 (+35),,RHIT 39-74 (+35),,"GOOD FT by GIBBS,GRACE",2,free throw,good,rose-hulman,grace gibbs,1,352
380,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,380,05:52,"GOOD FT by GIBBS,GRACE",40,,74 (+34),,RHIT 40-74 (+34),,"GOOD FT by GIBBS,GRACE",2,free throw,good,rose-hulman,grace gibbs,1,352
381,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,381,05:52,"SUB IN by ROLLINS,CHRIS",,,,,,,"SUB IN by ROLLINS,CHRIS",2,subbing in,,rose-hulman,chris rollins,,352
382,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,382,05:52,"SUB IN by DICKERSON,ALISA",,,,,,,"SUB IN by DICKERSON,ALISA",2,subbing in,,rose-hulman,alisa dickerson,,352
383,3,rose-hulman,Rose-Hulman,Centre,84-44,84,44,"46, 38, 84","19, 25, 44",46,38,84,19,25,44,3-0,0-2,11/19/11,Win,185,No Location Recorded,7:00 PM,H,383,05:52,"SUB OUT by GIBBS,GRACE",,,,,,,"SUB OUT by GIBBS,GRACE",2,subbing out,,rose-hulman,grace gibbs,,352
