,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,OUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
55,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,55,14:52,,,,,"SUB OUT by JONES,SARAH",,,"SUB OUT by JONES,SARAH",1,subbing out,,oglethorpe,sarah jones,,892
56,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,56,14:52,,,,,"SUB OUT by JENKINS,KYANA",,,"SUB OUT by JENKINS,KYANA",1,subbing out,,oglethorpe,kyana jenkins,,892
57,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,57,14:52,,,,,"SUB OUT by GILES,SARAH",,,"SUB OUT by GILES,SARAH",1,subbing out,,oglethorpe,sarah giles,,892
58,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,58,14:36,,2,,8 (+6),"GOOD LAYUP by BONE,MAREVA(in the paint)",OUW 2-8 (-6),,"GOOD LAYUP by BONE,MAREVA(in the paint)",1,layup,good,oglethorpe,mareva bone,2,876
59,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,59,14:09,"MISS 3PTR by BURKE,ALYSON",,,,,,,"MISS 3PTR by BURKE,ALYSON",1,three pointer,missed,Centre,alyson burke,,849
60,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,60,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
61,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,61,13:52,"GOOD JUMPER by HUTER,LAUREN(in the paint)",4,,8 (+4),,CENTRE_W 4-8 (-4),,"GOOD JUMPER by HUTER,LAUREN(in the paint)",1,jumper,good,Centre,lauren huter,2,832
62,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,62,13:28,,,,,"MISS LAYUP by BONE,MAREVA",,,"MISS LAYUP by BONE,MAREVA",1,layup,missed,oglethorpe,mareva bone,,808
63,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,63,--,,,,,"REBOUND OFF by BONE,MAREVA",,,"REBOUND OFF by BONE,MAREVA",1,offensive rebound,,oglethorpe,mareva bone,,
64,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,64,13:20,,,,,"MISS 3PTR by BONE,MAREVA",,,"MISS 3PTR by BONE,MAREVA",1,three pointer,missed,oglethorpe,mareva bone,,800
65,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,65,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
66,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,66,13:20,"SUB IN by PREWITT,MAGGIE",,,,,,,"SUB IN by PREWITT,MAGGIE",1,subbing in,,Centre,maggie prewitt,,800
67,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,67,13:20,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,800
68,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,68,13:20,"SUB IN by WEST,CAILYNN",,,,,,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,800
69,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,69,13:20,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,800
70,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,70,13:20,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,800
71,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,71,13:20,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,800
72,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,72,13:20,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,800
73,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,73,13:20,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,800
74,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,74,13:20,,,,,"SUB IN by WEEKS,KATIE",,,"SUB IN by WEEKS,KATIE",1,subbing in,,oglethorpe,katie weeks,,800
75,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,75,13:20,,,,,"SUB IN by JENKINS,KYANA",,,"SUB IN by JENKINS,KYANA",1,subbing in,,oglethorpe,kyana jenkins,,800
76,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,76,13:20,,,,,"SUB OUT by BONE,MAREVA",,,"SUB OUT by BONE,MAREVA",1,subbing out,,oglethorpe,mareva bone,,800
77,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,77,13:20,,,,,"SUB OUT by BRANDON,MORGHAN",,,"SUB OUT by BRANDON,MORGHAN",1,subbing out,,oglethorpe,morghan brandon,,800
78,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,78,13:15,,,,,"MISS 3PTR by WEEKS,KATIE",,,"MISS 3PTR by WEEKS,KATIE",1,three pointer,missed,oglethorpe,katie weeks,,795
79,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,79,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
80,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,80,13:11,,,,,"MISS LAYUP by ROGERS,KY'LAINE",,,"MISS LAYUP by ROGERS,KY'LAINE",1,layup,missed,oglethorpe,ky'laine rogers,,791
81,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,81,13:11,"BLOCK  by HARTLAGE,MAGGIE",,,,,,,"BLOCK  by HARTLAGE,MAGGIE",1,block,,Centre,maggie hartlage,,791
82,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,82,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
83,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,83,13:04,"GOOD 3PTR by HARTLAGE,MAGGIE",7,,8 (+1),,CENTRE_W 7-8 (-1),,"GOOD 3PTR by HARTLAGE,MAGGIE",1,three pointer,good,Centre,maggie hartlage,3,784
84,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,84,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
85,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,85,12:32,,,,,"TURNOVER  by JENKINS,KYANA",,,"TURNOVER  by JENKINS,KYANA",1,turnover,,oglethorpe,kyana jenkins,,752
86,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,86,12:15,,,,,"FOUL  by CERONE,RILEY",,,"FOUL  by CERONE,RILEY",1,foul,,oglethorpe,riley cerone,,735
87,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,87,12:15,"GOOD FT by BENHAM,CHELSEA",8,,8,,CENTRE_W 8-8 (0),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,735
88,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,88,12:15,,,,,"SUB IN by GILES,SARAH",,,"SUB IN by GILES,SARAH",1,subbing in,,oglethorpe,sarah giles,,735
89,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,89,12:15,,,,,"SUB IN by JONES,SARAH",,,"SUB IN by JONES,SARAH",1,subbing in,,oglethorpe,sarah jones,,735
90,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,90,12:15,,,,,"SUB IN by BONE,MAREVA",,,"SUB IN by BONE,MAREVA",1,subbing in,,oglethorpe,mareva bone,,735
91,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,91,12:15,,,,,"SUB OUT by CERONE,RILEY",,,"SUB OUT by CERONE,RILEY",1,subbing out,,oglethorpe,riley cerone,,735
92,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,92,12:15,,,,,"SUB OUT by ATWATER,AISHA",,,"SUB OUT by ATWATER,AISHA",1,subbing out,,oglethorpe,aisha atwater,,735
93,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,93,12:15,,,,,"SUB OUT by ROGERS,KY'LAINE",,,"SUB OUT by ROGERS,KY'LAINE",1,subbing out,,oglethorpe,ky'laine rogers,,735
94,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,94,12:14,"GOOD FT by BENHAM,CHELSEA",9 (+1),,8,,CENTRE_W 9-8 (+1),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,734
95,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,95,12:07,"FOUL  by PREWITT,MAGGIE",,,,,,,"FOUL  by PREWITT,MAGGIE",1,foul,,Centre,maggie prewitt,,727
96,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,96,11:50,,,,,"MISS 3PTR by BONE,MAREVA",,,"MISS 3PTR by BONE,MAREVA",1,three pointer,missed,oglethorpe,mareva bone,,710
97,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,97,--,,,,,"REBOUND OFF by WEEKS,KATIE",,,"REBOUND OFF by WEEKS,KATIE",1,offensive rebound,,oglethorpe,katie weeks,,
98,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,98,11:34,,,,,"MISS JUMPER by GILES,SARAH",,,"MISS JUMPER by GILES,SARAH",1,jumper,missed,oglethorpe,sarah giles,,694
99,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,99,--,"REBOUND DEF by WEST,CAILYNN",,,,,,,"REBOUND DEF by WEST,CAILYNN",1,defensive rebound,,Centre,cailynn west,,
100,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,100,11:17,"GOOD 3PTR by PREWITT,MAGGIE",12 (+4),,8,,CENTRE_W 12-8 (+4),,"GOOD 3PTR by PREWITT,MAGGIE",1,three pointer,good,Centre,maggie prewitt,3,677
101,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,101,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
102,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,102,10:59,,12 (+2),,10,"GOOD JUMPER by GILES,SARAH",OUW 12-10 (+2),,"GOOD JUMPER by GILES,SARAH",1,jumper,good,oglethorpe,sarah giles,2,659
103,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,103,10:36,"MISS 3PTR by GOATLEY,JANE",,,,,,,"MISS 3PTR by GOATLEY,JANE",1,three pointer,missed,Centre,jane goatley,,636
104,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,104,--,,,,,"REBOUND DEF by GILES,SARAH",,,"REBOUND DEF by GILES,SARAH",1,defensive rebound,,oglethorpe,sarah giles,,
105,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,105,10:32,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,632
106,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,106,10:32,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,632
107,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,107,10:32,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,632
108,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,108,10:32,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,632
109,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,109,10:32,"SUB IN by BURKE,ALYSON",,,,,,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,632
110,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,110,10:32,"SUB OUT by GOATLEY,JANE",,,,,,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,632
111,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,111,10:32,"SUB OUT by PREWITT,MAGGIE",,,,,,,"SUB OUT by PREWITT,MAGGIE",1,subbing out,,Centre,maggie prewitt,,632
112,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,112,10:32,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,632
113,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,113,10:32,"SUB OUT by WEST,CAILYNN",,,,,,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,632
114,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,114,10:32,,,,,"SUB IN by BRANDON,MORGHAN",,,"SUB IN by BRANDON,MORGHAN",1,subbing in,,oglethorpe,morghan brandon,,632
115,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,115,10:32,,,,,"SUB IN by ATWATER,AISHA",,,"SUB IN by ATWATER,AISHA",1,subbing in,,oglethorpe,aisha atwater,,632
116,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,116,10:32,,,,,"SUB OUT by WEEKS,KATIE",,,"SUB OUT by WEEKS,KATIE",1,subbing out,,oglethorpe,katie weeks,,632
117,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,117,10:32,,,,,"SUB OUT by JENKINS,KYANA",,,"SUB OUT by JENKINS,KYANA",1,subbing out,,oglethorpe,kyana jenkins,,632
118,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,118,10:24,,12,,12,"GOOD JUMPER by GILES,SARAH(fastbreak)",OUW 12-12 (0),,"GOOD JUMPER by GILES,SARAH(fastbreak)",1,jumper,good,oglethorpe,sarah(fastbreak) giles,2,624
119,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,119,--,,,,,"ASSIST  by ATWATER,AISHA",,,"ASSIST  by ATWATER,AISHA",1,assist,,oglethorpe,aisha atwater,,
120,22,oglethorpe,Centre,Oglethorpe,74-71,74,71,"30, 32, 12, 74","26, 36, 9, 71",30,32,12,74,26,36,9,71,"21-2, 14-1 SCAC","8-16, 5-10 SCAC",02/12/12,Win,212,No Location Recorded,1:00p.m.,A,120,10:09,"MISS LAYUP by PREWITT,MAGGIE",,,,,,,"MISS LAYUP by PREWITT,MAGGIE",1,layup,missed,Centre,maggie prewitt,,609
