,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,MSJWOMEN,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
220,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,220,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
221,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,221,00:22,,36 (+3),,33,"GOOD LAYUP by COLE,COURTNEY(in the paint)",MSJWOMEN 36-33 (+3),,"GOOD LAYUP by COLE,COURTNEY(in the paint)",1,layup,good,college of mount st. joseph,courtney cole,2,22
222,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,222,--,,,,,"ASSIST  by MIKNIUS,ERICA",,,"ASSIST  by MIKNIUS,ERICA",1,assist,,college of mount st. joseph,erica miknius,,
223,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,223,00:08,"GOOD JUMPER by PREWITT,MAGGIE(in the paint)",38 (+5),,33,,CENTRE 38-33 (+5),,"GOOD JUMPER by PREWITT,MAGGIE(in the paint)",1,jumper,good,Centre,maggie prewitt,2,8
224,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,224,Start Period 2,,,,,,,,,2,,,,,,
225,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,225,19:48,,,,,"TURNOVER  by BLEVINS,RACHEL",,,"TURNOVER  by BLEVINS,RACHEL",2,turnover,,college of mount st. joseph,rachel blevins,,1188
226,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,226,19:26,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,1166
227,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,227,19:25,,,,,"STEAL  by MIKNIUS,ERICA",,,"STEAL  by MIKNIUS,ERICA",2,steal,,college of mount st. joseph,,,1165
228,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,228,19:19,,,,,"MISS JUMPER by MIKNIUS,ERICA",,,"MISS JUMPER by MIKNIUS,ERICA",2,jumper,missed,college of mount st. joseph,erica miknius,,1159
229,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,229,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
230,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,230,19:01,,,,,"FOUL  by BLEVINS,RACHEL",,,"FOUL  by BLEVINS,RACHEL",2,foul,,college of mount st. joseph,rachel blevins,,1141
231,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,231,19:01,"MISS FT by HUTER,LAUREN",,,,,,,"MISS FT by HUTER,LAUREN",2,free throw,missed,Centre,lauren huter,,1141
232,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,232,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
233,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,233,19:01,"MISS FT by HUTER,LAUREN",,,,,,,"MISS FT by HUTER,LAUREN",2,free throw,missed,Centre,lauren huter,,1141
234,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,234,--,,,,,"REBOUND DEF by COLLINS,KATIE JO",,,"REBOUND DEF by COLLINS,KATIE JO",2,defensive rebound,,college of mount st. joseph,katie jo collins,,
235,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,235,18:47,,,,,"TURNOVER  by COLE,COURTNEY",,,"TURNOVER  by COLE,COURTNEY",2,turnover,,college of mount st. joseph,courtney cole,,1127
236,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,236,18:43,"STEAL  by BENHAM,CHELSEA",,,,,,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,1123
237,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,237,18:40,"GOOD 3PTR by BURKE,ALYSON",41 (+8),,33,,CENTRE 41-33 (+8),,"GOOD 3PTR by BURKE,ALYSON",2,three pointer,good,Centre,alyson burke,3,1120
238,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,238,--,"ASSIST  by BENHAM,CHELSEA",,,,,,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
239,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,239,18:19,,,,,"TURNOVER  by BLEVINS,RACHEL",,,"TURNOVER  by BLEVINS,RACHEL",2,turnover,,college of mount st. joseph,rachel blevins,,1099
240,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,240,18:14,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",2,steal,,Centre,,,1094
241,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,241,18:13,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",43 (+10),,33,,CENTRE 43-33 (+10),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",2,layup,good,Centre,maggie prewitt,2,1093
242,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,242,17:50,,43 (+8),,35,"GOOD JUMPER by MIKNIUS,ERICA",MSJWOMEN 43-35 (+8),,"GOOD JUMPER by MIKNIUS,ERICA",2,jumper,good,college of mount st. joseph,erica miknius,2,1070
243,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,243,--,,,,,"ASSIST  by MONAHAN,MELANIE",,,"ASSIST  by MONAHAN,MELANIE",2,assist,,college of mount st. joseph,melanie monahan,,
244,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,244,17:37,"GOOD 3PTR by PREWITT,MAGGIE",46 (+11),,35,,CENTRE 46-35 (+11),,"GOOD 3PTR by PREWITT,MAGGIE",2,three pointer,good,Centre,maggie prewitt,3,1057
245,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,245,--,"ASSIST  by BENHAM,CHELSEA",,,,,,,"ASSIST  by BENHAM,CHELSEA",2,assist,,Centre,chelsea benham,,
246,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,246,17:05,,,,,"MISS 3PTR by MIKNIUS,ERICA",,,"MISS 3PTR by MIKNIUS,ERICA",2,three pointer,missed,college of mount st. joseph,erica miknius,,1025
247,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,247,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
248,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,248,16:55,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,1015
249,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,249,--,,,,,"REBOUND DEF by BLEVINS,RACHEL",,,"REBOUND DEF by BLEVINS,RACHEL",2,defensive rebound,,college of mount st. joseph,rachel blevins,,
250,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,250,16:47,,,,,"TURNOVER  by COLE,COURTNEY",,,"TURNOVER  by COLE,COURTNEY",2,turnover,,college of mount st. joseph,courtney cole,,1007
251,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,251,16:47,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,1007
252,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,252,16:47,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,1007
253,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,253,16:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,college of mount st. joseph,,,1005
254,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,254,16:35,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",48 (+13),,35,,CENTRE 48-35 (+13),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",2,layup,good,Centre,maggie prewitt,2,995
255,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,255,16:18,,,,,"MISS JUMPER by MIKNIUS,ERICA",,,"MISS JUMPER by MIKNIUS,ERICA",2,jumper,missed,college of mount st. joseph,erica miknius,,978
256,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,256,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
257,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,257,16:12,"MISS LAYUP by PREWITT,MAGGIE",,,,,,,"MISS LAYUP by PREWITT,MAGGIE",2,layup,missed,Centre,maggie prewitt,,972
258,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,258,--,,,,,"REBOUND DEF by MIKNIUS,ERICA",,,"REBOUND DEF by MIKNIUS,ERICA",2,defensive rebound,,college of mount st. joseph,erica miknius,,
259,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,259,16:01,,,,,"MISS LAYUP by COLLINS,KATIE JO",,,"MISS LAYUP by COLLINS,KATIE JO",2,layup,missed,college of mount st. joseph,katie jo collins,,961
260,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,260,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
261,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,261,15:46,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,946
262,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,262,--,"REBOUND OFF by BENHAM,CHELSEA",,,,,,,"REBOUND OFF by BENHAM,CHELSEA",2,offensive rebound,,Centre,chelsea benham,,
263,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,263,15:36,,,,,"FOUL  by COLLINS,KATIE JO",,,"FOUL  by COLLINS,KATIE JO",2,foul,,college of mount st. joseph,katie jo collins,,936
264,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,264,15:36,"GOOD FT by BURKE,ALYSON",49 (+14),,35,,CENTRE 49-35 (+14),,"GOOD FT by BURKE,ALYSON",2,free throw,good,Centre,alyson burke,1,936
265,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,265,15:36,"GOOD FT by BURKE,ALYSON",50 (+15),,35,,CENTRE 50-35 (+15),,"GOOD FT by BURKE,ALYSON",2,free throw,good,Centre,alyson burke,1,936
266,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,266,15:36,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,936
267,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,267,15:36,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,936
268,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,268,15:36,,,,,"SUB IN by MOSLER,BROOKE",,,"SUB IN by MOSLER,BROOKE",2,subbing in,,college of mount st. joseph,brooke mosler,,936
269,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,269,15:36,,,,,"SUB IN by PAFF,ELIZABETH",,,"SUB IN by PAFF,ELIZABETH",2,subbing in,,college of mount st. joseph,elizabeth paff,,936
270,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,270,15:36,,,,,"SUB OUT by COLE,COURTNEY",,,"SUB OUT by COLE,COURTNEY",2,subbing out,,college of mount st. joseph,courtney cole,,936
271,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,271,15:36,,,,,"SUB OUT by COLLINS,KATIE JO",,,"SUB OUT by COLLINS,KATIE JO",2,subbing out,,college of mount st. joseph,katie jo collins,,936
272,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,272,15:30,,,,,"MISS 3PTR by MONAHAN,MELANIE",,,"MISS 3PTR by MONAHAN,MELANIE",2,three pointer,missed,college of mount st. joseph,melanie monahan,,930
273,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,273,--,,,,,"REBOUND OFF by BLEVINS,RACHEL",,,"REBOUND OFF by BLEVINS,RACHEL",2,offensive rebound,,college of mount st. joseph,rachel blevins,,
274,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,274,15:24,,50 (+13),,37,"GOOD LAYUP by BLEVINS,RACHEL(in the paint)",MSJWOMEN 50-37 (+13),,"GOOD LAYUP by BLEVINS,RACHEL(in the paint)",2,layup,good,college of mount st. joseph,rachel blevins,2,924
275,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,275,15:04,"GOOD JUMPER by BENHAM,CHELSEA",52 (+15),,37,,CENTRE 52-37 (+15),,"GOOD JUMPER by BENHAM,CHELSEA",2,jumper,good,Centre,chelsea benham,2,904
276,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,276,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",2,assist,,Centre,maggie hartlage,,
277,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,277,14:46,,52 (+12),,40,"GOOD 3PTR by MOSLER,BROOKE",MSJWOMEN 52-40 (+12),,"GOOD 3PTR by MOSLER,BROOKE",2,three pointer,good,college of mount st. joseph,brooke mosler,3,886
278,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,278,--,,,,,"ASSIST  by MONAHAN,MELANIE",,,"ASSIST  by MONAHAN,MELANIE",2,assist,,college of mount st. joseph,melanie monahan,,
279,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,279,14:35,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,875
280,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,280,--,,,,,"REBOUND DEF by MOSLER,BROOKE",,,"REBOUND DEF by MOSLER,BROOKE",2,defensive rebound,,college of mount st. joseph,brooke mosler,,
281,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,281,14:28,,,,,"TURNOVER  by MOSLER,BROOKE",,,"TURNOVER  by MOSLER,BROOKE",2,turnover,,college of mount st. joseph,brooke mosler,,868
282,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,282,14:27,"STEAL  by BENHAM,CHELSEA",,,,,,,"STEAL  by BENHAM,CHELSEA",2,steal,,Centre,,,867
283,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,283,14:17,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,857
284,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,284,--,,,,,"REBOUND DEF by MOSLER,BROOKE",,,"REBOUND DEF by MOSLER,BROOKE",2,defensive rebound,,college of mount st. joseph,brooke mosler,,
285,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,285,13:58,,,,,"TURNOVER  by MOSLER,BROOKE",,,"TURNOVER  by MOSLER,BROOKE",2,turnover,,college of mount st. joseph,brooke mosler,,838
286,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,286,13:56,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",2,steal,,Centre,,,836
287,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,287,13:47,"GOOD 3PTR by WINSTEAD,BRIDGET",55 (+15),,40,,CENTRE 55-40 (+15),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,827
288,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,288,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
289,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,289,13:32,,,,,"MISS 3PTR by MOSLER,BROOKE",,,"MISS 3PTR by MOSLER,BROOKE",2,three pointer,missed,college of mount st. joseph,brooke mosler,,812
290,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,290,13:32,"BLOCK  by HARTLAGE,MAGGIE",,,,,,,"BLOCK  by HARTLAGE,MAGGIE",2,block,,Centre,maggie hartlage,,812
291,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,291,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
292,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,292,13:23,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",57 (+17),,40,,CENTRE 57-40 (+17),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,803
