,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,MSJWOMEN,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
71,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,71,11:51,,,,,"MISS 3PTR by MOSLER,BROOKE",,,"MISS 3PTR by MOSLER,BROOKE",1,three pointer,missed,college of mount st. joseph,brooke mosler,,711
72,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,72,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
73,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,73,11:42,"GOOD JUMPER by BENHAM,CHELSEA",20 (+8),,12,,CENTRE 20-12 (+8),,"GOOD JUMPER by BENHAM,CHELSEA",1,jumper,good,Centre,chelsea benham,2,702
74,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,74,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
75,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,75,11:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,700
76,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,76,11:40,"SUB IN by MIRE,JENNA",,,,,,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,700
77,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,77,11:40,"SUB IN by BURKE,ALYSON",,,,,,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,700
78,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,78,11:40,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,700
79,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,79,11:40,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,700
80,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,80,11:40,"SUB OUT by GOATLEY,JANE",,,,,,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,700
81,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,81,11:40,"SUB OUT by PREWITT,MAGGIE",,,,,,,"SUB OUT by PREWITT,MAGGIE",1,subbing out,,Centre,maggie prewitt,,700
82,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,82,11:22,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,682
83,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,83,11:22,,,,,"SUB IN by MONAHAN,MELANIE",,,"SUB IN by MONAHAN,MELANIE",1,subbing in,,college of mount st. joseph,melanie monahan,,682
84,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,84,11:22,,,,,"SUB OUT by MIKNIUS,ERICA",,,"SUB OUT by MIKNIUS,ERICA",1,subbing out,,college of mount st. joseph,erica miknius,,682
85,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,85,11:21,,20 (+6),,14,"GOOD LAYUP by GAST,PAIGE(in the paint)",MSJWOMEN 20-14 (+6),,"GOOD LAYUP by GAST,PAIGE(in the paint)",1,layup,good,college of mount st. joseph,paige gast,2,681
86,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,86,--,,,,,"ASSIST  by PAFF,ELIZABETH",,,"ASSIST  by PAFF,ELIZABETH",1,assist,,college of mount st. joseph,elizabeth paff,,
87,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,87,11:21,"FOUL  by MIRE,JENNA",,,,,,,"FOUL  by MIRE,JENNA",1,foul,,Centre,jenna mire,,681
88,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,88,11:21,,20 (+5),,15,"GOOD FT by GAST,PAIGE",MSJWOMEN 20-15 (+5),,"GOOD FT by GAST,PAIGE",1,free throw,good,college of mount st. joseph,paige gast,1,681
89,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,89,11:11,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,671
90,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,90,11:11,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,671
91,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,91,11:02,,,,,"FOUL  by GAST,PAIGE",,,"FOUL  by GAST,PAIGE",1,foul,,college of mount st. joseph,paige gast,,662
92,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,92,10:58,"TURNOVER  by BURKE,ALYSON",,,,,,,"TURNOVER  by BURKE,ALYSON",1,turnover,,Centre,alyson burke,,658
93,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,93,10:44,,,,,"MISS LAYUP by COLLINS,KATIE JO",,,"MISS LAYUP by COLLINS,KATIE JO",1,layup,missed,college of mount st. joseph,katie jo collins,,644
94,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,94,--,"REBOUND DEF by BURKE,ALYSON",,,,,,,"REBOUND DEF by BURKE,ALYSON",1,defensive rebound,,Centre,alyson burke,,
95,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,95,10:28,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,628
96,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,96,10:28,"SUB IN by PREWITT,MAGGIE",,,,,,,"SUB IN by PREWITT,MAGGIE",1,subbing in,,Centre,maggie prewitt,,628
97,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,97,10:28,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,628
98,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,98,10:14,,,,,"MISS JUMPER by MOSLER,BROOKE",,,"MISS JUMPER by MOSLER,BROOKE",1,jumper,missed,college of mount st. joseph,brooke mosler,,614
99,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,99,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
100,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,100,10:04,"TURNOVER  by HUTER,LAUREN",,,,,,,"TURNOVER  by HUTER,LAUREN",1,turnover,,Centre,lauren huter,,604
101,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,101,10:04,,,,,"STEAL  by MOSLER,BROOKE",,,"STEAL  by MOSLER,BROOKE",1,steal,,college of mount st. joseph,,,604
102,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,102,09:57,,,,,"MISS JUMPER by PAFF,ELIZABETH",,,"MISS JUMPER by PAFF,ELIZABETH",1,jumper,missed,college of mount st. joseph,elizabeth paff,,597
103,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,103,--,,,,,"REBOUND OFF by COLLINS,KATIE JO",,,"REBOUND OFF by COLLINS,KATIE JO",1,offensive rebound,,college of mount st. joseph,katie jo collins,,
104,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,104,09:54,"FOUL  by BURKE,ALYSON",,,,,,,"FOUL  by BURKE,ALYSON",1,foul,,Centre,alyson burke,,594
105,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,105,09:54,,,,,"FOUL  by MOSLER,BROOKE",,,"FOUL  by MOSLER,BROOKE",1,foul,,college of mount st. joseph,brooke mosler,,594
106,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,106,09:54,,,,,"TURNOVER  by MOSLER,BROOKE",,,"TURNOVER  by MOSLER,BROOKE",1,turnover,,college of mount st. joseph,brooke mosler,,594
107,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,107,09:43,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,583
108,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,108,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
109,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,109,09:40,,,,,"SUB IN by COLE,COURTNEY",,,"SUB IN by COLE,COURTNEY",1,subbing in,,college of mount st. joseph,courtney cole,,580
110,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,110,09:40,,,,,"SUB OUT by MOSLER,BROOKE",,,"SUB OUT by MOSLER,BROOKE",1,subbing out,,college of mount st. joseph,brooke mosler,,580
111,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,111,09:18,,,,,"MISS 3PTR by GAST,PAIGE",,,"MISS 3PTR by GAST,PAIGE",1,three pointer,missed,college of mount st. joseph,paige gast,,558
112,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,112,--,,,,,"REBOUND OFF by PAFF,ELIZABETH",,,"REBOUND OFF by PAFF,ELIZABETH",1,offensive rebound,,college of mount st. joseph,elizabeth paff,,
113,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,113,09:10,,,,,"MISS JUMPER by MONAHAN,MELANIE",,,"MISS JUMPER by MONAHAN,MELANIE",1,jumper,missed,college of mount st. joseph,melanie monahan,,550
114,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,114,--,,,,,"REBOUND OFF by COLLINS,KATIE JO",,,"REBOUND OFF by COLLINS,KATIE JO",1,offensive rebound,,college of mount st. joseph,katie jo collins,,
115,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,115,09:05,,,,,"MISS JUMPER by COLE,COURTNEY",,,"MISS JUMPER by COLE,COURTNEY",1,jumper,missed,college of mount st. joseph,courtney cole,,545
116,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,116,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
117,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,117,08:45,"MISS JUMPER by HUTER,LAUREN",,,,,,,"MISS JUMPER by HUTER,LAUREN",1,jumper,missed,Centre,lauren huter,,525
118,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,118,08:45,,,,,"BLOCK  by COLLINS,KATIE JO",,,"BLOCK  by COLLINS,KATIE JO",1,block,,college of mount st. joseph,katie jo collins,,525
119,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,119,--,,,,,"REBOUND DEF by PAFF,ELIZABETH",,,"REBOUND DEF by PAFF,ELIZABETH",1,defensive rebound,,college of mount st. joseph,elizabeth paff,,
120,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,120,08:36,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,516
121,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,121,08:36,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,516
122,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,122,08:36,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,516
123,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,123,08:36,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,516
124,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,124,08:36,,,,,"SUB IN by BLEVINS,RACHEL",,,"SUB IN by BLEVINS,RACHEL",1,subbing in,,college of mount st. joseph,rachel blevins,,516
125,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,125,08:36,,,,,"SUB OUT by COLLINS,KATIE JO",,,"SUB OUT by COLLINS,KATIE JO",1,subbing out,,college of mount st. joseph,katie jo collins,,516
126,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,126,08:35,,20 (+3),,17,"GOOD JUMPER by COLE,COURTNEY",MSJWOMEN 20-17 (+3),,"GOOD JUMPER by COLE,COURTNEY",1,jumper,good,college of mount st. joseph,courtney cole,2,515
127,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,127,--,,,,,"ASSIST  by PAFF,ELIZABETH",,,"ASSIST  by PAFF,ELIZABETH",1,assist,,college of mount st. joseph,elizabeth paff,,
128,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,128,08:21,"GOOD JUMPER by PREWITT,MAGGIE",22 (+5),,17,,CENTRE 22-17 (+5),,"GOOD JUMPER by PREWITT,MAGGIE",1,jumper,good,Centre,maggie prewitt,2,501
129,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,129,08:02,,22 (+3),,19,"GOOD JUMPER by COLE,COURTNEY",MSJWOMEN 22-19 (+3),,"GOOD JUMPER by COLE,COURTNEY",1,jumper,good,college of mount st. joseph,courtney cole,2,482
130,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,130,--,,,,,"ASSIST  by MONAHAN,MELANIE",,,"ASSIST  by MONAHAN,MELANIE",1,assist,,college of mount st. joseph,melanie monahan,,
131,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,131,07:46,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,466
132,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,132,07:20,,22 (+1),,21,"GOOD LAYUP by BLEVINS,RACHEL(in the paint)",MSJWOMEN 22-21 (+1),,"GOOD LAYUP by BLEVINS,RACHEL(in the paint)",1,layup,good,college of mount st. joseph,rachel blevins,2,440
133,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,133,--,,,,,"ASSIST  by COLE,COURTNEY",,,"ASSIST  by COLE,COURTNEY",1,assist,,college of mount st. joseph,courtney cole,,
134,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,134,07:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,439
135,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,135,07:19,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,439
136,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,136,07:19,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,439
137,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,137,07:01,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,421
138,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,138,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
139,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,139,06:50,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,410
140,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,140,--,,,,,"REBOUND DEF by COLLINS,KATIE JO",,,"REBOUND DEF by COLLINS,KATIE JO",1,defensive rebound,,college of mount st. joseph,katie jo collins,,
141,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,141,06:43,,,,,"TURNOVER  by COLE,COURTNEY",,,"TURNOVER  by COLE,COURTNEY",1,turnover,,college of mount st. joseph,courtney cole,,403
142,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,142,06:41,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,401
143,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,143,06:35,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,395
144,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,144,--,"REBOUND OFF by BAECHLE,PAIGE",,,,,,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
145,7,mt-st-joseph,Centre College,College of Mount St. Joseph,81-67,81,67,"38, 43, 81","33, 34, 67",38,43,81,33,34,67,6-1,2-7,12/13/11,Win,135,No Location Recorded,6:00 PM,A,145,06:24,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",24 (+3),,21,,CENTRE 24-21 (+3),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,384
