,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,UDWB,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
66,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,66,11:55,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",7 (+2),,5,,CENTRE_W 7-5 (+2),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,715
67,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,67,11:27,,,,,"MISS LAYUP by ALLEN,CHRISTY",,,"MISS LAYUP by ALLEN,CHRISTY",1,layup,missed,university of dallas,christy allen,,687
68,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,68,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
69,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,69,11:27,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",9 (+4),,5,,CENTRE_W 9-5 (+4),,"GOOD LAYUP by HARTLAGE,MAGGIE(in the paint)",1,layup,good,Centre,maggie hartlage,2,687
70,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,70,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
71,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,71,11:12,,9 (+2),,7,"GOOD JUMPER by BUSTAMANTE,MARLEYNA",UDWB 9-7 (+2),,"GOOD JUMPER by BUSTAMANTE,MARLEYNA",1,jumper,good,university of dallas,marleyna bustamante,2,672
72,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,72,--,,,,,"ASSIST  by YOSHIMURA,KYLIE",,,"ASSIST  by YOSHIMURA,KYLIE",1,assist,,university of dallas,kylie yoshimura,,
73,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,73,10:35,,,,,"FOUL  by MADDEN,EMILY",,,"FOUL  by MADDEN,EMILY",1,foul,,university of dallas,emily madden,,635
74,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,74,10:35,"MISS FT by BENHAM,CHELSEA",,,,,,,"MISS FT by BENHAM,CHELSEA",1,free throw,missed,Centre,chelsea benham,,635
75,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,75,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
76,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,76,10:35,"GOOD FT by BENHAM,CHELSEA",10 (+3),,7,,CENTRE_W 10-7 (+3),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,635
77,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,77,10:07,,,,,"MISS LAYUP by JUMAOAS,LAUREN",,,"MISS LAYUP by JUMAOAS,LAUREN",1,layup,missed,university of dallas,lauren jumaoas,,607
78,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,78,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
79,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,79,09:57,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,597
80,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,80,--,"REBOUND OFF by HARTLAGE,MAGGIE",,,,,,,"REBOUND OFF by HARTLAGE,MAGGIE",1,offensive rebound,,Centre,maggie hartlage,,
81,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,81,09:50,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,590
82,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,82,--,"REBOUND OFF by BENHAM,CHELSEA",,,,,,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
83,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,83,09:45,,,,,"FOUL  by DARLING,KELLY",,,"FOUL  by DARLING,KELLY",1,foul,,university of dallas,kelly darling,,585
84,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,84,09:45,"GOOD FT by BENHAM,CHELSEA",11 (+4),,7,,CENTRE_W 11-7 (+4),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,585
85,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,85,09:45,"MISS FT by BENHAM,CHELSEA",,,,,,,"MISS FT by BENHAM,CHELSEA",1,free throw,missed,Centre,chelsea benham,,585
86,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,86,--,,,,,"REBOUND DEF by JUMAOAS,LAUREN",,,"REBOUND DEF by JUMAOAS,LAUREN",1,defensive rebound,,university of dallas,lauren jumaoas,,
87,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,87,09:45,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,585
88,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,88,09:34,,,,,"TURNOVER  by JUMAOAS,LAUREN",,,"TURNOVER  by JUMAOAS,LAUREN",1,turnover,,university of dallas,lauren jumaoas,,574
89,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,89,09:21,"TURNOVER  by ANDERSON,ALEXIS",,,,,,,"TURNOVER  by ANDERSON,ALEXIS",1,turnover,,Centre,alexis anderson,,561
90,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,90,09:14,,,,,"TURNOVER  by BAKER,JORDON",,,"TURNOVER  by BAKER,JORDON",1,turnover,,university of dallas,jordon baker,,554
91,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,91,09:11,"STEAL  by GOATLEY,JANE",,,,,,,"STEAL  by GOATLEY,JANE",1,steal,,Centre,,,551
92,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,92,09:08,,,,,"FOUL  by BAKER,JORDON",,,"FOUL  by BAKER,JORDON",1,foul,,university of dallas,jordon baker,,548
93,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,93,09:08,"GOOD FT by BAECHLE,PAIGE",12 (+5),,7,,CENTRE_W 12-7 (+5),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,548
94,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,94,09:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,548
95,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,95,09:08,,,,,"MISS JUMPER by JUMAOAS,LAUREN",,,"MISS JUMPER by JUMAOAS,LAUREN",1,jumper,missed,university of dallas,lauren jumaoas,,548
96,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,96,09:08,"BLOCK  by PREWITT,MAGGIE",,,,,,,"BLOCK  by PREWITT,MAGGIE",1,block,,Centre,maggie prewitt,,548
97,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,97,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
98,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,98,09:08,"GOOD FT by BAECHLE,PAIGE",13 (+6),,7,,CENTRE_W 13-7 (+6),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,548
99,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,99,08:45,,,,,"MISS JUMPER by HAGEMANN,BROOKE",,,"MISS JUMPER by HAGEMANN,BROOKE",1,jumper,missed,university of dallas,brooke hagemann,,525
100,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,100,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
101,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,101,08:38,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",1,turnover,,Centre,maggie prewitt,,518
102,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,102,08:37,,,,,"STEAL  by ALLEN,CHRISTY",,,"STEAL  by ALLEN,CHRISTY",1,steal,,university of dallas,,,517
103,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,103,08:35,,,,,"TURNOVER  by ALLEN,CHRISTY",,,"TURNOVER  by ALLEN,CHRISTY",1,turnover,,university of dallas,christy allen,,515
104,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,104,08:34,"STEAL  by GOATLEY,JANE",,,,,,,"STEAL  by GOATLEY,JANE",1,steal,,Centre,,,514
105,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,105,08:32,"MISS 3PTR by GOATLEY,JANE",,,,,,,"MISS 3PTR by GOATLEY,JANE",1,three pointer,missed,Centre,jane goatley,,512
106,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,106,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
107,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,107,08:15,,,,,"MISS JUMPER by HAGEMANN,BROOKE",,,"MISS JUMPER by HAGEMANN,BROOKE",1,jumper,missed,university of dallas,brooke hagemann,,495
108,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,108,--,"REBOUND DEF by GOATLEY,JANE",,,,,,,"REBOUND DEF by GOATLEY,JANE",1,defensive rebound,,Centre,jane goatley,,
109,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,109,07:59,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,479
110,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,110,--,"REBOUND OFF by BURKE,ALYSON",,,,,,,"REBOUND OFF by BURKE,ALYSON",1,offensive rebound,,Centre,alyson burke,,
111,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,111,07:52,"MISS LAYUP by PREWITT,MAGGIE",,,,,,,"MISS LAYUP by PREWITT,MAGGIE",1,layup,missed,Centre,maggie prewitt,,472
112,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,112,--,,,,,"REBOUND DEF by JUMAOAS,LAUREN",,,"REBOUND DEF by JUMAOAS,LAUREN",1,defensive rebound,,university of dallas,lauren jumaoas,,
113,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,113,07:49,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,469
114,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,114,07:35,,,,,"MISS JUMPER by BUSTAMANTE,MARLEYNA",,,"MISS JUMPER by BUSTAMANTE,MARLEYNA",1,jumper,missed,university of dallas,marleyna bustamante,,455
115,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,115,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
116,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,116,07:33,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,453
117,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,117,07:27,,,,,"TURNOVER  by HAGEMANN,BROOKE",,,"TURNOVER  by HAGEMANN,BROOKE",1,turnover,,university of dallas,brooke hagemann,,447
118,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,118,07:26,"STEAL  by MOORE,HILLARY",,,,,,,"STEAL  by MOORE,HILLARY",1,steal,,Centre,,,446
119,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,119,07:24,"TURNOVER  by HUTER,LAUREN",,,,,,,"TURNOVER  by HUTER,LAUREN",1,turnover,,Centre,lauren huter,,444
120,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,120,07:14,,13 (+4),,9,"GOOD LAYUP by YOSHIMURA,KYLIE(in the paint)",UDWB 13-9 (+4),,"GOOD LAYUP by YOSHIMURA,KYLIE(in the paint)",1,layup,good,university of dallas,kylie yoshimura,2,434
121,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,121,07:14,"FOUL  by MOORE,HILLARY",,,,,,,"FOUL  by MOORE,HILLARY",1,foul,,Centre,hillary moore,,434
122,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,122,07:14,,,,,"MISS FT by YOSHIMURA,KYLIE",,,"MISS FT by YOSHIMURA,KYLIE",1,free throw,missed,university of dallas,kylie yoshimura,,434
123,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,123,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",1,defensive rebound,,Centre,lauren huter,,
124,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,124,07:02,"GOOD LAYUP by MOORE,HILLARY(in the paint)",15 (+6),,9,,CENTRE_W 15-9 (+6),,"GOOD LAYUP by MOORE,HILLARY(in the paint)",1,layup,good,Centre,hillary moore,2,422
125,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,125,06:46,,,,,"TURNOVER  by ALLEN,CHRISTY",,,"TURNOVER  by ALLEN,CHRISTY",1,turnover,,university of dallas,christy allen,,406
126,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,126,06:45,"STEAL  by HUTER,LAUREN",,,,,,,"STEAL  by HUTER,LAUREN",1,steal,,Centre,,,405
127,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,127,06:36,,,,,"FOUL  by MADDEN,EMILY",,,"FOUL  by MADDEN,EMILY",1,foul,,university of dallas,emily madden,,396
128,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,128,06:36,"GOOD FT by BENHAM,CHELSEA",16 (+7),,9,,CENTRE_W 16-9 (+7),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,396
129,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,129,06:36,"GOOD FT by BENHAM,CHELSEA",17 (+8),,9,,CENTRE_W 17-9 (+8),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,396
130,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,130,06:23,,,,,"MISS 3PTR by BUSTAMANTE,MARLEYNA",,,"MISS 3PTR by BUSTAMANTE,MARLEYNA",1,three pointer,missed,university of dallas,marleyna bustamante,,383
131,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,131,--,,,,,"REBOUND OFF by HAGEMANN,BROOKE",,,"REBOUND OFF by HAGEMANN,BROOKE",1,offensive rebound,,university of dallas,brooke hagemann,,
132,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,132,06:16,,,,,"MISS JUMPER by HAGEMANN,BROOKE",,,"MISS JUMPER by HAGEMANN,BROOKE",1,jumper,missed,university of dallas,brooke hagemann,,376
133,18,dallas,Centre College (KY),University of Dallas,58-48,58,48,"25, 33, 58","16, 32, 48",25,33,58,16,32,48,"17-1, 11-0 SCAC","6-13, 2-9 SCAC",01/29/12,Win,181,No Location Recorded,1:00 p.m.,A,133,--,,,,,"REBOUND OFF by HAGEMANN,BROOKE",,,"REBOUND OFF by HAGEMANN,BROOKE",1,offensive rebound,,university of dallas,brooke hagemann,,
