,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MILLW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
125,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,125,08:12,"SUB IN by PEREZ,SAMANTHA",,,,,,,"SUB IN by PEREZ,SAMANTHA",1,subbing in,,millsaps college,samantha perez,,492
126,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,126,08:12,"SUB OUT by WHITE,SHATOYA",,,,,,,"SUB OUT by WHITE,SHATOYA",1,subbing out,,millsaps college,shatoya white,,492
127,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,127,08:12,"SUB OUT by EARL,BRITTNEI",,,,,,,"SUB OUT by EARL,BRITTNEI",1,subbing out,,millsaps college,brittnei earl,,492
128,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,128,07:55,,,,,"MISS 3PTR by BURKE,ALYSON",,,"MISS 3PTR by BURKE,ALYSON",1,three pointer,missed,Centre,alyson burke,,475
129,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,129,--,"REBOUND DEF by MORTON,SHANTE",,,,,,,"REBOUND DEF by MORTON,SHANTE",1,defensive rebound,,millsaps college,shante morton,,
130,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,130,07:50,,,,,"FOUL  by WEST,CAILYNN",,,"FOUL  by WEST,CAILYNN",1,foul,,Centre,cailynn west,,470
131,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,131,07:29,"MISS 3PTR by JOHNSON,VELVET",,,,,,,"MISS 3PTR by JOHNSON,VELVET",1,three pointer,missed,millsaps college,velvet johnson,,449
132,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,132,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
133,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,133,07:20,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,440
134,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,134,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
135,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,135,07:15,"SUB IN by JOHNSON,VELVET",,,,,,,"SUB IN by JOHNSON,VELVET",1,subbing in,,millsaps college,velvet johnson,,435
136,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,136,07:15,"SUB IN by EARL,BRITTNEI",,,,,,,"SUB IN by EARL,BRITTNEI",1,subbing in,,millsaps college,brittnei earl,,435
137,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,137,07:15,"SUB OUT by SIGAFOOSE,ELIZABETH",,,,,,,"SUB OUT by SIGAFOOSE,ELIZABETH",1,subbing out,,millsaps college,elizabeth sigafoose,,435
138,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,138,07:15,"SUB OUT by MBENZA,NATASHA",,,,,,,"SUB OUT by MBENZA,NATASHA",1,subbing out,,millsaps college,natasha mbenza,,435
139,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,139,07:14,,,,,"TURNOVER  by WINSTEAD,BRIDGET",,,"TURNOVER  by WINSTEAD,BRIDGET",1,turnover,,Centre,bridget winstead,,434
140,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,140,06:52,"TURNOVER  by EARL,BRITTNEI",,,,,,,"TURNOVER  by EARL,BRITTNEI",1,turnover,,millsaps college,brittnei earl,,412
141,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,141,06:48,,,,,"STEAL  by PREWITT,MAGGIE",,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,408
142,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,142,06:48,"FOUL  by PEREZ,SAMANTHA",,,,,,,"FOUL  by PEREZ,SAMANTHA",1,foul,,millsaps college,samantha perez,,408
143,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,143,06:48,,15,,22 (+7),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 15-22 (+7),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,408
144,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,144,06:48,,,,,"MISS FT by PREWITT,MAGGIE",,,"MISS FT by PREWITT,MAGGIE",1,free throw,missed,Centre,maggie prewitt,,408
145,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,145,--,"REBOUND DEF by OKEKE,JANICE",,,,,,,"REBOUND DEF by OKEKE,JANICE",1,defensive rebound,,millsaps college,janice okeke,,
146,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,146,06:45,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,405
147,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,147,06:45,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,405
148,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,148,06:45,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,405
149,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,149,06:45,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,405
150,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,150,06:45,,,,,"SUB OUT by WEST,CAILYNN",,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,405
151,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,151,06:32,"TURNOVER  by EARL,BRITTNEI",,,,,,,"TURNOVER  by EARL,BRITTNEI",1,turnover,,millsaps college,brittnei earl,,392
152,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,152,06:29,,,,,"STEAL  by WINSTEAD,BRIDGET",,,"STEAL  by WINSTEAD,BRIDGET",1,steal,,Centre,,,389
153,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,153,06:26,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,386
154,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,154,06:08,"MISS LAYUP by OKEKE,JANICE",,,,,,,"MISS LAYUP by OKEKE,JANICE",1,layup,missed,millsaps college,janice okeke,,368
155,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,155,--,,,,,"REBOUND DEF by BURKE,ALYSON",,,"REBOUND DEF by BURKE,ALYSON",1,defensive rebound,,Centre,alyson burke,,
156,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,156,05:41,,15,,24 (+9),"GOOD JUMPER by HUTER,LAUREN",CENTRE_W 15-24 (+9),,"GOOD JUMPER by HUTER,LAUREN",1,jumper,good,Centre,lauren huter,2,341
157,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,157,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
158,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,158,05:20,"GOOD 3PTR by LOVE,LOVIE",18,,24 (+6),,MILLW 18-24 (+6),,"GOOD 3PTR by LOVE,LOVIE",1,three pointer,good,millsaps college,lovie love,3,320
159,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,159,--,"ASSIST  by OKEKE,JANICE",,,,,,,"ASSIST  by OKEKE,JANICE",1,assist,,millsaps college,janice okeke,,
160,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,160,05:06,"SUB IN by MBENZA,NATASHA",,,,,,,"SUB IN by MBENZA,NATASHA",1,subbing in,,millsaps college,natasha mbenza,,306
161,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,161,05:06,"SUB IN by MORTON,SHANTE",,,,,,,"SUB IN by MORTON,SHANTE",1,subbing in,,millsaps college,shante morton,,306
162,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,162,05:06,"SUB OUT by OKEKE,JANICE",,,,,,,"SUB OUT by OKEKE,JANICE",1,subbing out,,millsaps college,janice okeke,,306
163,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,163,05:06,"SUB OUT by EARL,BRITTNEI",,,,,,,"SUB OUT by EARL,BRITTNEI",1,subbing out,,millsaps college,brittnei earl,,306
164,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,164,04:48,,,,,"MISS JUMPER by WINSTEAD,BRIDGET",,,"MISS JUMPER by WINSTEAD,BRIDGET",1,jumper,missed,Centre,bridget winstead,,288
165,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,165,--,,,,,"REBOUND OFF by HUTER,LAUREN",,,"REBOUND OFF by HUTER,LAUREN",1,offensive rebound,,Centre,lauren huter,,
166,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,166,04:44,"FOUL  by PEREZ,SAMANTHA",,,,,,,"FOUL  by PEREZ,SAMANTHA",1,foul,,millsaps college,samantha perez,,284
167,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,167,04:44,,,,,"MISS FT by HUTER,LAUREN",,,"MISS FT by HUTER,LAUREN",1,free throw,missed,Centre,lauren huter,,284
168,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,168,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
169,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,169,04:44,,18,,25 (+7),"GOOD FT by HUTER,LAUREN",CENTRE_W 18-25 (+7),,"GOOD FT by HUTER,LAUREN",1,free throw,good,Centre,lauren huter,1,284
170,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,170,04:44,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,284
171,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,171,04:44,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,284
172,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,172,04:44,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,284
173,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,173,04:44,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,284
174,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,174,04:21,"MISS 3PTR by MORTON,SHANTE",,,,,,,"MISS 3PTR by MORTON,SHANTE",1,three pointer,missed,millsaps college,shante morton,,261
175,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,175,--,"REBOUND OFF by PEREZ,SAMANTHA",,,,,,,"REBOUND OFF by PEREZ,SAMANTHA",1,offensive rebound,,millsaps college,samantha perez,,
176,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,176,04:04,"TURNOVER  by MBENZA,NATASHA",,,,,,,"TURNOVER  by MBENZA,NATASHA",1,turnover,,millsaps college,natasha mbenza,,244
177,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,177,04:04,"SUB IN by OKEKE,JANICE",,,,,,,"SUB IN by OKEKE,JANICE",1,subbing in,,millsaps college,janice okeke,,244
178,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,178,04:04,"SUB OUT by MBENZA,NATASHA",,,,,,,"SUB OUT by MBENZA,NATASHA",1,subbing out,,millsaps college,natasha mbenza,,244
179,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,179,03:47,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",1,turnover,,Centre,maggie prewitt,,227
180,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,180,03:45,"STEAL  by PEREZ,SAMANTHA",,,,,,,"STEAL  by PEREZ,SAMANTHA",1,steal,,millsaps college,,,225
181,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,181,03:30,"MISS LAYUP by OKEKE,JANICE",,,,,,,"MISS LAYUP by OKEKE,JANICE",1,layup,missed,millsaps college,janice okeke,,210
182,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,182,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
183,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,183,03:22,"FOUL  by OKEKE,JANICE",,,,,,,"FOUL  by OKEKE,JANICE",1,foul,,millsaps college,janice okeke,,202
184,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,184,03:18,,,,,"MISS FT by HUTER,LAUREN",,,"MISS FT by HUTER,LAUREN",1,free throw,missed,Centre,lauren huter,,198
185,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,185,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
186,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,186,03:18,,18,,26 (+8),"GOOD FT by HUTER,LAUREN",CENTRE_W 18-26 (+8),,"GOOD FT by HUTER,LAUREN",1,free throw,good,Centre,lauren huter,1,198
187,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,187,03:11,"GOOD LAYUP by LOVE,LOVIE(in the paint)",20,,26 (+6),,MILLW 20-26 (+6),,"GOOD LAYUP by LOVE,LOVIE(in the paint)",1,layup,good,millsaps college,lovie love,2,191
188,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,188,--,"ASSIST  by JOHNSON,VELVET",,,,,,,"ASSIST  by JOHNSON,VELVET",1,assist,,millsaps college,velvet johnson,,
189,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,189,02:57,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,177
190,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,190,02:57,"SUB IN by EARL,BRITTNEI",,,,,,,"SUB IN by EARL,BRITTNEI",1,subbing in,,millsaps college,brittnei earl,,177
191,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,191,02:57,"SUB OUT by OKEKE,JANICE",,,,,,,"SUB OUT by OKEKE,JANICE",1,subbing out,,millsaps college,janice okeke,,177
192,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,192,02:46,,,,,"FOUL  by HUTER,LAUREN",,,"FOUL  by HUTER,LAUREN",1,foul,,Centre,lauren huter,,166
193,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,193,02:46,"GOOD FT by MORTON,SHANTE",21,,26 (+5),,MILLW 21-26 (+5),,"GOOD FT by MORTON,SHANTE",1,free throw,good,millsaps college,shante morton,1,166
194,23,millsaps,Millsaps College,Centre College,66-51,66,51,"33, 33, 66","22, 29, 51",33,33,66,22,29,51,"21-2, 14-1 SCAC","19-5, 11-4 SCAC",02/17/12,Win,512,No Location Recorded,6:00 p.m.,H,194,02:46,"GOOD FT by MORTON,SHANTE",22,,26 (+4),,MILLW 22-26 (+4),,"GOOD FT by MORTON,SHANTE",1,free throw,good,millsaps college,shante morton,1,166
