,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,opponentScorePeriod1,opponentScorePeriod2,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
387,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,387,08:17,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,497
388,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,388,--,,,,,"REBOUND OFF by HUTER,LAUREN",,,"REBOUND OFF by HUTER,LAUREN",2,offensive rebound,,Centre,lauren huter,,
389,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,389,08:10,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,490
390,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,390,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
391,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,391,07:56,,37,,53 (+16),"GOOD 3PTR by HARTLAGE,MAGGIE",CENTRE_W 37-53 (+16),,"GOOD 3PTR by HARTLAGE,MAGGIE",2,three pointer,good,Centre,maggie hartlage,3,476
392,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,392,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
393,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,393,07:42,"MISS 3PTR by AVANT,LAUREN",,,,,,,"MISS 3PTR by AVANT,LAUREN",2,three pointer,missed,rhodes college,lauren avant,,462
394,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,394,--,"REBOUND OFF by GOODRUM,NATALIE",,,,,,,"REBOUND OFF by GOODRUM,NATALIE",2,offensive rebound,,rhodes college,natalie goodrum,,
395,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,395,07:33,"GOOD JUMPER by JOHNSON,SARAH(in the paint)",39,,53 (+14),,RHODES 39-53 (+14),,"GOOD JUMPER by JOHNSON,SARAH(in the paint)",2,jumper,good,rhodes college,sarah johnson,2,453
396,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,396,07:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,451
397,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,397,07:06,"FOUL  by GOODRUM,NATALIE",,,,,,,"FOUL  by GOODRUM,NATALIE",2,foul,,rhodes college,natalie goodrum,,426
398,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,398,07:06,,39,,54 (+15),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 39-54 (+15),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,426
399,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,399,07:06,,39,,55 (+16),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 39-55 (+16),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,426
400,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,400,07:06,"SUB IN by WOMACK,SARAH",,,,,,,"SUB IN by WOMACK,SARAH",2,subbing in,,rhodes college,sarah womack,,426
401,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,401,07:06,"SUB OUT by AVANT,LAUREN",,,,,,,"SUB OUT by AVANT,LAUREN",2,subbing out,,rhodes college,lauren avant,,426
402,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,402,06:56,"GOOD JUMPER by BELL,SHARWIL(in the paint)",41,,55 (+14),,RHODES 41-55 (+14),,"GOOD JUMPER by BELL,SHARWIL(in the paint)",2,jumper,good,rhodes college,sharwil bell,2,416
403,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,403,06:34,,,,,"MISS LAYUP by HUTER,LAUREN",,,"MISS LAYUP by HUTER,LAUREN",2,layup,missed,Centre,lauren huter,,394
404,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,404,--,"REBOUND DEF by WOMACK,SARAH",,,,,,,"REBOUND DEF by WOMACK,SARAH",2,defensive rebound,,rhodes college,sarah womack,,
405,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,405,06:22,"MISS 3PTR by JOHNSON,SARAH",,,,,,,"MISS 3PTR by JOHNSON,SARAH",2,three pointer,missed,rhodes college,sarah johnson,,382
406,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,406,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
407,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,407,06:13,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,373
408,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,408,06:13,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",2,turnover,,Centre,paige baechle,,373
409,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,409,06:04,"GOOD 3PTR by WOMACK,SARAH",44,,55 (+11),,RHODES 44-55 (+11),,"GOOD 3PTR by WOMACK,SARAH",2,three pointer,good,rhodes college,sarah womack,3,364
410,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,410,--,"ASSIST  by JOHNSON,SARAH",,,,,,,"ASSIST  by JOHNSON,SARAH",2,assist,,rhodes college,sarah johnson,,
411,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,411,05:31,"FOUL  by GOODRUM,NATALIE",,,,,,,"FOUL  by GOODRUM,NATALIE",2,foul,,rhodes college,natalie goodrum,,331
412,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,412,05:31,,,,,"MISS FT by PREWITT,MAGGIE",,,"MISS FT by PREWITT,MAGGIE",2,free throw,missed,Centre,maggie prewitt,,331
413,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,413,--,"REBOUND DEF by BELL,SHARWIL",,,,,,,"REBOUND DEF by BELL,SHARWIL",2,defensive rebound,,rhodes college,sharwil bell,,
414,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,414,05:14,"MISS JUMPER by BARBER,MARY",,,,,,,"MISS JUMPER by BARBER,MARY",2,jumper,missed,rhodes college,mary barber,,314
415,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,415,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
416,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,416,05:08,"FOUL  by BARBER,MARY",,,,,,,"FOUL  by BARBER,MARY",2,foul,,rhodes college,mary barber,,308
417,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,417,05:08,,44,,56 (+12),"GOOD FT by WINSTEAD,BRIDGET",CENTRE_W 44-56 (+12),,"GOOD FT by WINSTEAD,BRIDGET",2,free throw,good,Centre,bridget winstead,1,308
418,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,418,05:08,,,,,"MISS FT by WINSTEAD,BRIDGET",,,"MISS FT by WINSTEAD,BRIDGET",2,free throw,missed,Centre,bridget winstead,,308
419,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,419,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
420,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,420,05:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,308
421,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,421,05:08,"SUB IN by HANDELMAN,AMY",,,,,,,"SUB IN by HANDELMAN,AMY",2,subbing in,,rhodes college,amy handelman,,308
422,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,422,05:08,"SUB OUT by BARBER,MARY",,,,,,,"SUB OUT by BARBER,MARY",2,subbing out,,rhodes college,mary barber,,308
423,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,423,05:08,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,308
424,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,424,05:08,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",2,subbing in,,Centre,alyson burke,,308
425,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,425,05:08,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,308
426,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,426,05:08,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,308
427,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,427,05:08,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,308
428,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,428,05:08,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,308
429,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,429,05:03,,44,,58 (+14),"GOOD JUMPER by PREWITT,MAGGIE",CENTRE_W 44-58 (+14),,"GOOD JUMPER by PREWITT,MAGGIE",2,jumper,good,Centre,maggie prewitt,2,303
430,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,430,--,,,,,"ASSIST  by GOATLEY,JANE",,,"ASSIST  by GOATLEY,JANE",2,assist,,Centre,jane goatley,,
431,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,431,04:55,"MISS 3PTR by WOMACK,SARAH",,,,,,,"MISS 3PTR by WOMACK,SARAH",2,three pointer,missed,rhodes college,sarah womack,,295
432,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,432,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
433,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,433,04:45,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,285
434,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,434,04:44,"STEAL  by WOMACK,SARAH",,,,,,,"STEAL  by WOMACK,SARAH",2,steal,,rhodes college,,,284
435,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,435,04:38,,,,,"FOUL  by GOATLEY,JANE",,,"FOUL  by GOATLEY,JANE",2,foul,,Centre,jane goatley,,278
436,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,436,04:38,"GOOD FT by BELL,SHARWIL",45,,58 (+13),,RHODES 45-58 (+13),,"GOOD FT by BELL,SHARWIL",2,free throw,good,rhodes college,sharwil bell,1,278
437,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,437,04:38,"MISS FT by BELL,SHARWIL",,,,,,,"MISS FT by BELL,SHARWIL",2,free throw,missed,rhodes college,sharwil bell,,278
438,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,438,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
439,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,439,04:38,"SUB IN by AVANT,LAUREN",,,,,,,"SUB IN by AVANT,LAUREN",2,subbing in,,rhodes college,lauren avant,,278
440,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,440,04:38,"SUB OUT by GOODRUM,NATALIE",,,,,,,"SUB OUT by GOODRUM,NATALIE",2,subbing out,,rhodes college,natalie goodrum,,278
441,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,441,04:21,,45,,60 (+15),"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",CENTRE_W 45-60 (+15),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",2,layup,good,Centre,chelsea benham,2,261
442,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,442,04:10,"MISS 3PTR by JOHNSON,SARAH",,,,,,,"MISS 3PTR by JOHNSON,SARAH",2,three pointer,missed,rhodes college,sarah johnson,,250
443,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,443,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
444,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,444,04:04,"FOUL  by JOHNSON,SARAH",,,,,,,"FOUL  by JOHNSON,SARAH",2,foul,,rhodes college,sarah johnson,,244
445,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,445,04:04,,45,,61 (+16),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 45-61 (+16),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,244
446,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,446,04:04,,45,,62 (+17),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 45-62 (+17),,"GOOD FT by PREWITT,MAGGIE",2,free throw,good,Centre,maggie prewitt,1,244
447,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,447,04:04,"SUB IN by TODMAN,DY'NELLE",,,,,,,"SUB IN by TODMAN,DY'NELLE",2,subbing in,,rhodes college,dy'nelle todman,,244
448,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,448,04:04,"SUB OUT by HANDELMAN,AMY",,,,,,,"SUB OUT by HANDELMAN,AMY",2,subbing out,,rhodes college,amy handelman,,244
449,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,449,03:55,"GOOD LAYUP by AVANT,LAUREN(in the paint)",47,,62 (+15),,RHODES 47-62 (+15),,"GOOD LAYUP by AVANT,LAUREN(in the paint)",2,layup,good,rhodes college,lauren avant,2,235
450,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,450,03:30,"FOUL  by TODMAN,DY'NELLE",,,,,,,"FOUL  by TODMAN,DY'NELLE",2,foul,,rhodes college,dy'nelle todman,,210
451,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,451,03:30,,47,,63 (+16),"GOOD FT by BENHAM,CHELSEA",CENTRE_W 47-63 (+16),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,210
452,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,452,03:30,,47,,64 (+17),"GOOD FT by BENHAM,CHELSEA",CENTRE_W 47-64 (+17),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,210
453,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,453,03:30,"SUB IN by GOODRUM,NATALIE",,,,,,,"SUB IN by GOODRUM,NATALIE",2,subbing in,,rhodes college,natalie goodrum,,210
454,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,454,03:30,"SUB OUT by TODMAN,DY'NELLE",,,,,,,"SUB OUT by TODMAN,DY'NELLE",2,subbing out,,rhodes college,dy'nelle todman,,210
455,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,455,03:22,"MISS 3PTR by WOMACK,SARAH",,,,,,,"MISS 3PTR by WOMACK,SARAH",2,three pointer,missed,rhodes college,sarah womack,,202
456,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,456,03:22,,,,,"BLOCK  by BENHAM,CHELSEA",,,"BLOCK  by BENHAM,CHELSEA",2,block,,Centre,chelsea benham,,202
457,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,457,--,"REBOUND OFF by JOHNSON,SARAH",,,,,,,"REBOUND OFF by JOHNSON,SARAH",2,offensive rebound,,rhodes college,sarah johnson,,
458,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,458,03:14,"MISS 3PTR by AVANT,LAUREN",,,,,,,"MISS 3PTR by AVANT,LAUREN",2,three pointer,missed,rhodes college,lauren avant,,194
459,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,459,--,"REBOUND OFF by JOHNSON,SARAH",,,,,,,"REBOUND OFF by JOHNSON,SARAH",2,offensive rebound,,rhodes college,sarah johnson,,
460,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,460,03:13,"GOOD JUMPER by JOHNSON,SARAH(in the paint)",49,,64 (+15),,RHODES 49-64 (+15),,"GOOD JUMPER by JOHNSON,SARAH(in the paint)",2,jumper,good,rhodes college,sarah johnson,2,193
461,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,461,03:13,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",2,foul,,Centre,chelsea benham,,193
462,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,462,03:13,"GOOD FT by JOHNSON,SARAH",50,,64 (+14),,RHODES 50-64 (+14),,"GOOD FT by JOHNSON,SARAH",2,free throw,good,rhodes college,sarah johnson,1,193
463,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,463,03:13,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",2,subbing in,,Centre,bridget winstead,,193
464,26,rhodes,Rhodes College,Centre College,67-56,67,56,"44, 23","22, 34",44,23,22,34,No record reported,No record reported,02/25/12,Win,No Attendence Recorded,No Location Recorded,5:15 PM,H,464,03:13,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",2,subbing in,,Centre,lauren huter,,193
