,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,TU,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
59,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,59,15:12,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,912
60,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,60,15:12,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,912
61,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,61,15:12,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,912
62,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,62,15:12,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,912
63,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,63,14:48,"SUB IN by KRUSE,LIBBY",,,,,,,"SUB IN by KRUSE,LIBBY",1,subbing in,,trinity university,libby kruse,,888
64,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,64,14:48,"SUB OUT by PERKO,VICTORIA",,,,,,,"SUB OUT by PERKO,VICTORIA",1,subbing out,,trinity university,victoria perko,,888
65,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,65,14:45,"MISS JUMPER by BURNS,MURPHY",,,,,,,"MISS JUMPER by BURNS,MURPHY",1,jumper,missed,trinity university,murphy burns,,885
66,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,66,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
67,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,67,14:40,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,880
68,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,68,14:26,"TURNOVER  by SALMON,ALISON",,,,,,,"TURNOVER  by SALMON,ALISON",1,turnover,,trinity university,alison salmon,,866
69,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,69,14:26,,,,,"STEAL  by BENHAM,CHELSEA",,,"STEAL  by BENHAM,CHELSEA",1,steal,,Centre,,,866
70,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,70,14:15,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,855
71,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,71,14:13,"STEAL  by KRUSE,LIBBY",,,,,,,"STEAL  by KRUSE,LIBBY",1,steal,,trinity university,,,853
72,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,72,14:09,"MISS 3PTR by COLEY,HANNAH",,,,,,,"MISS 3PTR by COLEY,HANNAH",1,three pointer,missed,trinity university,hannah coley,,849
73,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,73,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
74,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,74,14:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,844
75,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,75,14:04,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,844
76,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,76,14:04,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,844
77,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,77,13:51,,8,,18 (+10),"GOOD JUMPER by BENHAM,CHELSEA",CENTRE_W 8-18 (+10),,"GOOD JUMPER by BENHAM,CHELSEA",1,jumper,good,Centre,chelsea benham,2,831
78,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,78,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
79,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,79,13:35,"MISS LAYUP by KRUSE,LIBBY",,,,,,,"MISS LAYUP by KRUSE,LIBBY",1,layup,missed,trinity university,libby kruse,,815
80,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,80,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
81,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,81,13:29,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,809
82,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,82,--,"REBOUND DEF by COLEY,HANNAH",,,,,,,"REBOUND DEF by COLEY,HANNAH",1,defensive rebound,,trinity university,hannah coley,,
83,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,83,13:23,"TURNOVER  by COLEY,HANNAH",,,,,,,"TURNOVER  by COLEY,HANNAH",1,turnover,,trinity university,hannah coley,,803
84,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,84,13:21,,,,,"STEAL  by BAECHLE,PAIGE",,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,801
85,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,85,13:11,"FOUL  by COLEY,HANNAH",,,,,,,"FOUL  by COLEY,HANNAH",1,foul,,trinity university,hannah coley,,791
86,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,86,13:11,,8,,19 (+11),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 8-19 (+11),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,791
87,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,87,13:11,,8,,20 (+12),"GOOD FT by PREWITT,MAGGIE",CENTRE_W 8-20 (+12),,"GOOD FT by PREWITT,MAGGIE",1,free throw,good,Centre,maggie prewitt,1,791
88,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,88,13:11,"SUB IN by PERKO,VICTORIA",,,,,,,"SUB IN by PERKO,VICTORIA",1,subbing in,,trinity university,victoria perko,,791
89,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,89,13:11,"SUB IN by DANIEL,KELSEY",,,,,,,"SUB IN by DANIEL,KELSEY",1,subbing in,,trinity university,kelsey daniel,,791
90,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,90,13:11,"SUB OUT by COLEY,HANNAH",,,,,,,"SUB OUT by COLEY,HANNAH",1,subbing out,,trinity university,hannah coley,,791
91,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,91,13:11,"SUB OUT by WAIDELICH,ANNE",,,,,,,"SUB OUT by WAIDELICH,ANNE",1,subbing out,,trinity university,anne waidelich,,791
92,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,92,13:04,"GOOD LAYUP by BURNS,MURPHY(in the paint)",10,,20 (+10),,TU 10-20 (+10),,"GOOD LAYUP by BURNS,MURPHY(in the paint)",1,layup,good,trinity university,murphy burns,2,784
93,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,93,12:56,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,776
94,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,94,--,"REBOUND DEF by BURNS,MURPHY",,,,,,,"REBOUND DEF by BURNS,MURPHY",1,defensive rebound,,trinity university,murphy burns,,
95,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,95,12:48,"FOUL  by BURNS,MURPHY",,,,,,,"FOUL  by BURNS,MURPHY",1,foul,,trinity university,murphy burns,,768
96,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,96,12:48,"TURNOVER  by BURNS,MURPHY",,,,,,,"TURNOVER  by BURNS,MURPHY",1,turnover,,trinity university,murphy burns,,768
97,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,97,12:48,"SUB IN by GULLEY,HANNAH",,,,,,,"SUB IN by GULLEY,HANNAH",1,subbing in,,trinity university,hannah gulley,,768
98,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,98,12:48,"SUB OUT by BURNS,MURPHY",,,,,,,"SUB OUT by BURNS,MURPHY",1,subbing out,,trinity university,murphy burns,,768
99,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,99,12:48,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,768
100,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,100,12:48,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,768
101,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,101,12:48,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,768
102,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,102,12:48,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,768
103,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,103,12:30,,10,,22 (+12),"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",CENTRE_W 10-22 (+12),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,750
104,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,104,--,,,,,"ASSIST  by HUTER,LAUREN",,,"ASSIST  by HUTER,LAUREN",1,assist,,Centre,lauren huter,,
105,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,105,12:00,"GOOD 3PTR by SALMON,ALISON",13,,22 (+9),,TU 13-22 (+9),,"GOOD 3PTR by SALMON,ALISON",1,three pointer,good,trinity university,alison salmon,3,720
106,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,106,--,"ASSIST  by PERKO,VICTORIA",,,,,,,"ASSIST  by PERKO,VICTORIA",1,assist,,trinity university,victoria perko,,
107,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,107,11:42,,,,,"MISS 3PTR by PREWITT,MAGGIE",,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,702
108,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,108,--,,,,,"REBOUND OFF by HUTER,LAUREN",,,"REBOUND OFF by HUTER,LAUREN",1,offensive rebound,,Centre,lauren huter,,
109,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,109,11:37,,,,,"TURNOVER  by HUTER,LAUREN",,,"TURNOVER  by HUTER,LAUREN",1,turnover,,Centre,lauren huter,,697
110,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,110,11:37,"STEAL  by SALMON,ALISON",,,,,,,"STEAL  by SALMON,ALISON",1,steal,,trinity university,,,697
111,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,111,11:37,,,,,"FOUL  by WINSTEAD,BRIDGET",,,"FOUL  by WINSTEAD,BRIDGET",1,foul,,Centre,bridget winstead,,697
112,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,112,11:37,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,697
113,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,113,11:37,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,697
114,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,114,11:37,,,,,"SUB OUT by PREWITT,MAGGIE",,,"SUB OUT by PREWITT,MAGGIE",1,subbing out,,Centre,maggie prewitt,,697
115,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,115,11:37,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,697
116,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,116,11:15,"MISS JUMPER by KRUSE,LIBBY",,,,,,,"MISS JUMPER by KRUSE,LIBBY",1,jumper,missed,trinity university,libby kruse,,675
117,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,117,--,"REBOUND OFF by PERKO,VICTORIA",,,,,,,"REBOUND OFF by PERKO,VICTORIA",1,offensive rebound,,trinity university,victoria perko,,
118,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,118,11:03,"TURNOVER  by SALMON,ALISON",,,,,,,"TURNOVER  by SALMON,ALISON",1,turnover,,trinity university,alison salmon,,663
119,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,119,10:48,,,,,"MISS 3PTR by MIRE,JENNA",,,"MISS 3PTR by MIRE,JENNA",1,three pointer,missed,Centre,jenna mire,,648
120,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,120,--,,,,,"REBOUND OFF by BENHAM,CHELSEA",,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
121,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,121,10:41,,,,,"FOUL  by HUTER,LAUREN",,,"FOUL  by HUTER,LAUREN",1,foul,,Centre,lauren huter,,641
122,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,122,10:41,,,,,"TURNOVER  by HUTER,LAUREN",,,"TURNOVER  by HUTER,LAUREN",1,turnover,,Centre,lauren huter,,641
123,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,123,10:41,"SUB IN by COLEY,HANNAH",,,,,,,"SUB IN by COLEY,HANNAH",1,subbing in,,trinity university,hannah coley,,641
124,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,124,10:41,"SUB OUT by DANIEL,KELSEY",,,,,,,"SUB OUT by DANIEL,KELSEY",1,subbing out,,trinity university,kelsey daniel,,641
125,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,125,10:29,"MISS JUMPER by KRUSE,LIBBY",,,,,,,"MISS JUMPER by KRUSE,LIBBY",1,jumper,missed,trinity university,libby kruse,,629
126,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,126,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
127,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,127,10:27,"FOUL  by PERKO,VICTORIA",,,,,,,"FOUL  by PERKO,VICTORIA",1,foul,,trinity university,victoria perko,,627
128,16,trinity-tex-,Trinity University,Centre College,84-67,84,67,"47, 37, 84","36, 31, 67",47,37,84,36,31,67,"15-1, 9-0 SCAC","7-10, 5-3 SCAC",01/21/12,Win,322,No Location Recorded,6:00 p.m.,H,128,10:27,"SUB IN by WAIDELICH,ANNE",,,,,,,"SUB IN by WAIDELICH,ANNE",1,subbing in,,trinity university,anne waidelich,,627
