,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,CARTHAGE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
210,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,210,--,,,,,"REBOUND DEF by CORCORAN,CAILEE",,,"REBOUND DEF by CORCORAN,CAILEE",2,defensive rebound,,carthage (wis.),cailee corcoran,,
211,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,211,17:51,,29,,37 (+8),"GOOD 3PTR by RIPKEY,DANI(fastbreak)",CARTHAGE 29-37 (-8),,"GOOD 3PTR by RIPKEY,DANI(fastbreak)",2,three pointer,good,carthage (wis.),dani(fastbreak) ripkey,3,1071
212,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,212,--,,,,,"ASSIST  by GROESSL,ALLISON",,,"ASSIST  by GROESSL,ALLISON",2,assist,,carthage (wis.),allison groessl,,
213,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,213,17:07,"MISS 3PTR by BURKE,ALYSON",,,,,,,"MISS 3PTR by BURKE,ALYSON",2,three pointer,missed,Centre,alyson burke,,1027
214,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,214,--,,,,,"REBOUND DEF by JACKLIN,DIANA",,,"REBOUND DEF by JACKLIN,DIANA",2,defensive rebound,,carthage (wis.),diana jacklin,,
215,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,215,17:04,,,,,"MISS 3PTR by KUZMANIC,STEPHANIE",,,"MISS 3PTR by KUZMANIC,STEPHANIE",2,three pointer,missed,carthage (wis.),stephanie kuzmanic,,1024
216,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,216,--,,,,,"REBOUND OFF by JACKLIN,DIANA",,,"REBOUND OFF by JACKLIN,DIANA",2,offensive rebound,,carthage (wis.),diana jacklin,,
217,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,217,16:58,,29,,39 (+10),"GOOD LAYUP by JACKLIN,DIANA(in the paint)",CARTHAGE 29-39 (-10),,"GOOD LAYUP by JACKLIN,DIANA(in the paint)",2,layup,good,carthage (wis.),diana jacklin,2,1018
218,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,218,16:37,,,,,"MISS LAYUP by KUZMANIC,STEPHANIE",,,"MISS LAYUP by KUZMANIC,STEPHANIE",2,layup,missed,carthage (wis.),stephanie kuzmanic,,997
219,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,219,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
220,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,220,16:23,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,983
221,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,221,16:23,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,983
222,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,222,16:14,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",2,three pointer,missed,Centre,maggie prewitt,,974
223,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,223,--,,,,,"REBOUND DEF by CORCORAN,CAILEE",,,"REBOUND DEF by CORCORAN,CAILEE",2,defensive rebound,,carthage (wis.),cailee corcoran,,
224,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,224,16:09,,,,,"TURNOVER  by KUZMANIC,STEPHANIE",,,"TURNOVER  by KUZMANIC,STEPHANIE",2,turnover,,carthage (wis.),stephanie kuzmanic,,969
225,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,225,16:08,,,,,"SUB IN by SCHMIDT,KRISTI",,,"SUB IN by SCHMIDT,KRISTI",2,subbing in,,carthage (wis.),kristi schmidt,,968
226,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,226,16:08,,,,,"SUB IN by PHILLIPS,KIKI",,,"SUB IN by PHILLIPS,KIKI",2,subbing in,,carthage (wis.),kiki phillips,,968
227,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,227,16:08,,,,,"SUB IN by STERCIC,HALEY",,,"SUB IN by STERCIC,HALEY",2,subbing in,,carthage (wis.),haley stercic,,968
228,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,228,16:08,,,,,"SUB IN by PANCRATZ,DREWANN",,,"SUB IN by PANCRATZ,DREWANN",2,subbing in,,carthage (wis.),drewann pancratz,,968
229,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,229,16:08,,,,,"SUB OUT by RIPKEY,DANI",,,"SUB OUT by RIPKEY,DANI",2,subbing out,,carthage (wis.),dani ripkey,,968
230,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,230,16:08,,,,,"SUB OUT by JACKLIN,DIANA",,,"SUB OUT by JACKLIN,DIANA",2,subbing out,,carthage (wis.),diana jacklin,,968
231,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,231,16:08,,,,,"SUB OUT by CORCORAN,CAILEE",,,"SUB OUT by CORCORAN,CAILEE",2,subbing out,,carthage (wis.),cailee corcoran,,968
232,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,232,16:08,,,,,"SUB OUT by KUZMANIC,STEPHANIE",,,"SUB OUT by KUZMANIC,STEPHANIE",2,subbing out,,carthage (wis.),stephanie kuzmanic,,968
233,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,233,16:06,"MISS LAYUP by PREWITT,MAGGIE",,,,,,,"MISS LAYUP by PREWITT,MAGGIE",2,layup,missed,Centre,maggie prewitt,,966
234,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,234,--,"REBOUND OFF by HUTER,LAUREN",,,,,,,"REBOUND OFF by HUTER,LAUREN",2,offensive rebound,,Centre,lauren huter,,
235,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,235,16:01,,,,,"FOUL  by GROESSL,ALLISON",,,"FOUL  by GROESSL,ALLISON",2,foul,,carthage (wis.),allison groessl,,961
236,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,236,16:01,"GOOD FT by HUTER,LAUREN",30,,39 (+9),,CENTRE_W 30-39 (-9),,"GOOD FT by HUTER,LAUREN",2,free throw,good,Centre,lauren huter,1,961
237,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,237,16:01,"SUB IN by WEST,CAILYNN",,,,,,,"SUB IN by WEST,CAILYNN",2,subbing in,,Centre,cailynn west,,961
238,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,238,16:01,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,961
239,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,239,15:44,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,944
240,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,240,15:42,,,,,"STEAL  by JACKLIN,DIANA",,,"STEAL  by JACKLIN,DIANA",2,steal,,carthage (wis.),,,942
241,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,241,15:41,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,941
242,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,242,15:36,,,,,"MISS LAYUP by KUZMANIC,STEPHANIE",,,"MISS LAYUP by KUZMANIC,STEPHANIE",2,layup,missed,carthage (wis.),stephanie kuzmanic,,936
243,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,243,--,,,,,"REBOUND OFF by JACKLIN,DIANA",,,"REBOUND OFF by JACKLIN,DIANA",2,offensive rebound,,carthage (wis.),diana jacklin,,
244,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,244,15:32,,30,,41 (+11),"GOOD LAYUP by JACKLIN,DIANA(in the paint)",CARTHAGE 30-41 (-11),,"GOOD LAYUP by JACKLIN,DIANA(in the paint)",2,layup,good,carthage (wis.),diana jacklin,2,932
245,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,245,15:29,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,929
246,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,246,15:29,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,929
247,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,247,15:29,"SUB IN by GOATLEY,JANE",,,,,,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,929
248,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,248,15:29,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",2,subbing in,,Centre,lauren huter,,929
249,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,249,15:29,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,929
250,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,250,15:29,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,929
251,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,251,15:29,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,929
252,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,252,15:29,"SUB OUT by WEST,CAILYNN",,,,,,,"SUB OUT by WEST,CAILYNN",2,subbing out,,Centre,cailynn west,,929
253,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,253,15:26,,30,,44 (+14),"GOOD 3PTR by RIPKEY,DANI",CARTHAGE 30-44 (-14),,"GOOD 3PTR by RIPKEY,DANI",2,three pointer,good,carthage (wis.),dani ripkey,3,926
254,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,254,15:26,"TURNOVER  by HUTER,LAUREN",,,,,,,"TURNOVER  by HUTER,LAUREN",2,turnover,,Centre,lauren huter,,926
255,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,255,--,,,,,"ASSIST  by GROESSL,ALLISON",,,"ASSIST  by GROESSL,ALLISON",2,assist,,carthage (wis.),allison groessl,,
256,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,256,15:22,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2,timeout,,carthage (wis.),,,922
257,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,257,15:10,,,,,"MISS 3PTR by GROESSL,ALLISON",,,"MISS 3PTR by GROESSL,ALLISON",2,three pointer,missed,carthage (wis.),allison groessl,,910
258,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,258,--,,,,,"REBOUND OFF by JACKLIN,DIANA",,,"REBOUND OFF by JACKLIN,DIANA",2,offensive rebound,,carthage (wis.),diana jacklin,,
259,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,259,15:06,"FOUL  by HUTER,LAUREN",,,,,,,"FOUL  by HUTER,LAUREN",2,foul,,Centre,lauren huter,,906
260,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,260,15:05,,,,,"MISS FT by JACKLIN,DIANA",,,"MISS FT by JACKLIN,DIANA",2,free throw,missed,carthage (wis.),diana jacklin,,905
261,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,261,15:05,,30,,45 (+15),"GOOD FT by JACKLIN,DIANA",CARTHAGE 30-45 (-15),,"GOOD FT by JACKLIN,DIANA",2,free throw,good,carthage (wis.),diana jacklin,1,905
262,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,262,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
263,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,263,15:05,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,905
264,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,264,15:05,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,905
265,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,265,15:05,,,,,"SUB IN by CORCORAN,CAILEE",,,"SUB IN by CORCORAN,CAILEE",2,subbing in,,carthage (wis.),cailee corcoran,,905
266,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,266,15:05,,,,,"SUB IN by RIPKEY,DANI",,,"SUB IN by RIPKEY,DANI",2,subbing in,,carthage (wis.),dani ripkey,,905
267,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,267,15:05,,,,,"SUB IN by KUZMANIC,STEPHANIE",,,"SUB IN by KUZMANIC,STEPHANIE",2,subbing in,,carthage (wis.),stephanie kuzmanic,,905
268,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,268,15:05,,,,,"SUB IN by JACKLIN,DIANA",,,"SUB IN by JACKLIN,DIANA",2,subbing in,,carthage (wis.),diana jacklin,,905
269,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,269,15:05,,,,,"SUB OUT by SCHMIDT,KRISTI",,,"SUB OUT by SCHMIDT,KRISTI",2,subbing out,,carthage (wis.),kristi schmidt,,905
270,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,270,15:05,,,,,"SUB OUT by PHILLIPS,KIKI",,,"SUB OUT by PHILLIPS,KIKI",2,subbing out,,carthage (wis.),kiki phillips,,905
271,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,271,15:05,,,,,"SUB OUT by STERCIC,HALEY",,,"SUB OUT by STERCIC,HALEY",2,subbing out,,carthage (wis.),haley stercic,,905
272,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,272,15:05,,,,,"SUB OUT by PANCRATZ,DREWANN",,,"SUB OUT by PANCRATZ,DREWANN",2,subbing out,,carthage (wis.),drewann pancratz,,905
273,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,273,14:44,"GOOD JUMPER by BAECHLE,PAIGE",32,,45 (+13),,CENTRE_W 32-45 (-13),,"GOOD JUMPER by BAECHLE,PAIGE",2,jumper,good,Centre,paige baechle,2,884
274,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,274,14:41,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",2,three pointer,missed,Centre,maggie prewitt,,881
275,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,275,--,,,,,"REBOUND DEF by JACKLIN,DIANA",,,"REBOUND DEF by JACKLIN,DIANA",2,defensive rebound,,carthage (wis.),diana jacklin,,
276,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,276,14:31,,,,,"TURNOVER  by KUZMANIC,STEPHANIE",,,"TURNOVER  by KUZMANIC,STEPHANIE",2,turnover,,carthage (wis.),stephanie kuzmanic,,871
277,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,277,14:31,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,871
278,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,278,14:31,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,871
279,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,279,14:18,"FOUL  by WEST,CAILYNN",,,,,,,"FOUL  by WEST,CAILYNN",2,foul,,Centre,cailynn west,,858
280,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,280,14:18,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,858
281,30,carthage,Centre (Ky.),Carthage (Wis.),61-71,61,71,"29, 32, 61","34, 37, 71",29,32,61,34,37,71,26-3,22-7,03/09/12,Lose,No Attendence Recorded,No Location Recorded,5:00 PM,A,281,--,"REBOUND OFF by HARTLAGE,MAGGIE",,,,,,,"REBOUND OFF by HARTLAGE,MAGGIE",2,offensive rebound,,Centre,maggie hartlage,,
