,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSC_W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
132,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,132,06:44,"GOOD JUMPER by BROMIRSKI,ELIZABETH",14,,24 (+10),,BSC_W 14-24 (+10),,"GOOD JUMPER by BROMIRSKI,ELIZABETH",1,jumper,good,birmingham southern,elizabeth bromirski,2,404
133,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,133,06:24,,14,,26 (+12),"GOOD JUMPER by PREWITT,MAGGIE",CENTRE_W 14-26 (+12),,"GOOD JUMPER by PREWITT,MAGGIE",1,jumper,good,Centre,maggie prewitt,2,384
134,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,134,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
135,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,135,06:05,"MISS 3PTR by BROMIRSKI,ELIZABETH",,,,,,,"MISS 3PTR by BROMIRSKI,ELIZABETH",1,three pointer,missed,birmingham southern,elizabeth bromirski,,365
136,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,136,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
137,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,137,05:53,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,353
138,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,138,--,"REBOUND DEF by KING,CAROLINE",,,,,,,"REBOUND DEF by KING,CAROLINE",1,defensive rebound,,birmingham southern,caroline king,,
139,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,139,05:27,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,327
140,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,140,05:27,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,327
141,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,141,05:27,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,327
142,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,142,05:27,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,327
143,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,143,05:27,,,,,"SUB OUT by WEST,CAILYNN",,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,327
144,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,144,05:27,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,327
145,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,145,05:27,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,327
146,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,146,05:24,"TURNOVER  by SHORT,MELANIE",,,,,,,"TURNOVER  by SHORT,MELANIE",1,turnover,,birmingham southern,melanie short,,324
147,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,147,05:21,,,,,"STEAL  by HUTER,LAUREN",,,"STEAL  by HUTER,LAUREN",1,steal,,Centre,,,321
148,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,148,05:17,"FOUL  by SHORT,MELANIE",,,,,,,"FOUL  by SHORT,MELANIE",1,foul,,birmingham southern,melanie short,,317
149,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,149,05:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,317
150,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,150,05:11,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,311
151,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,151,--,,,,,"REBOUND OFF by BENHAM,CHELSEA",,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
152,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,152,05:06,,,,,"MISS LAYUP by BENHAM,CHELSEA",,,"MISS LAYUP by BENHAM,CHELSEA",1,layup,missed,Centre,chelsea benham,,306
153,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,153,05:06,"BLOCK  by ADAMS,ALEX",,,,,,,"BLOCK  by ADAMS,ALEX",1,block,,birmingham southern,alex adams,,306
154,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,154,--,"REBOUND DEF by DAVIDSON,SAM",,,,,,,"REBOUND DEF by DAVIDSON,SAM",1,defensive rebound,,birmingham southern,sam davidson,,
155,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,155,04:49,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,289
156,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,156,04:40,"TURNOVER  by DAVIDSON,SAM",,,,,,,"TURNOVER  by DAVIDSON,SAM",1,turnover,,birmingham southern,sam davidson,,280
157,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,157,04:38,,,,,"STEAL  by HUTER,LAUREN",,,"STEAL  by HUTER,LAUREN",1,steal,,Centre,,,278
158,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,158,04:31,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,271
159,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,159,--,"REBOUND DEF by KING,CAROLINE",,,,,,,"REBOUND DEF by KING,CAROLINE",1,defensive rebound,,birmingham southern,caroline king,,
160,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,160,04:12,"MISS JUMPER by BROMIRSKI,ELIZABETH",,,,,,,"MISS JUMPER by BROMIRSKI,ELIZABETH",1,jumper,missed,birmingham southern,elizabeth bromirski,,252
161,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,161,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
162,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,162,03:59,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",1,turnover,,Centre,maggie prewitt,,239
163,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,163,03:58,"SUB IN by MOODY,KRISTIAN",,,,,,,"SUB IN by MOODY,KRISTIAN",1,subbing in,,birmingham southern,kristian moody,,238
164,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,164,03:58,"SUB OUT by BROMIRSKI,ELIZABETH",,,,,,,"SUB OUT by BROMIRSKI,ELIZABETH",1,subbing out,,birmingham southern,elizabeth bromirski,,238
165,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,165,03:28,"MISS 3PTR by DAVIDSON,SAM",,,,,,,"MISS 3PTR by DAVIDSON,SAM",1,three pointer,missed,birmingham southern,sam davidson,,208
166,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,166,--,"REBOUND OFF by SHORT,MELANIE",,,,,,,"REBOUND OFF by SHORT,MELANIE",1,offensive rebound,,birmingham southern,melanie short,,
167,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,167,03:21,"GOOD LAYUP by KING,CAROLINE(in the paint)",16,,26 (+10),,BSC_W 16-26 (+10),,"GOOD LAYUP by KING,CAROLINE(in the paint)",1,layup,good,birmingham southern,caroline king,2,201
168,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,168,02:56,"FOUL  by ADAMS,ALEX",,,,,,,"FOUL  by ADAMS,ALEX",1,foul,,birmingham southern,alex adams,,176
169,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,169,02:56,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,176
170,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,170,02:56,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,176
171,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,171,02:56,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,176
172,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,172,02:56,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,176
173,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,173,02:51,,16,,28 (+12),"GOOD JUMPER by BENHAM,CHELSEA",CENTRE_W 16-28 (+12),,"GOOD JUMPER by BENHAM,CHELSEA",1,jumper,good,Centre,chelsea benham,2,171
174,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,174,02:25,"TURNOVER  by ADAMS,ALEX",,,,,,,"TURNOVER  by ADAMS,ALEX",1,turnover,,birmingham southern,alex adams,,145
175,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,175,02:23,,,,,"STEAL  by PREWITT,MAGGIE",,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,143
176,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,176,02:20,,16,,30 (+14),"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",CENTRE_W 16-30 (+14),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",1,layup,good,Centre,maggie prewitt,2,140
177,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,177,02:03,"GOOD LAYUP by ADAMS,ALEX(in the paint)",18,,30 (+12),,BSC_W 18-30 (+12),,"GOOD LAYUP by ADAMS,ALEX(in the paint)",1,layup,good,birmingham southern,alex adams,2,123
178,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,178,01:55,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,115
179,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,179,--,"REBOUND DEF by SHORT,MELANIE",,,,,,,"REBOUND DEF by SHORT,MELANIE",1,defensive rebound,,birmingham southern,melanie short,,
180,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,180,01:36,"GOOD 3PTR by KING,CAROLINE",21,,30 (+9),,BSC_W 21-30 (+9),,"GOOD 3PTR by KING,CAROLINE",1,three pointer,good,birmingham southern,caroline king,3,96
181,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,181,--,"ASSIST  by DAVIDSON,SAM",,,,,,,"ASSIST  by DAVIDSON,SAM",1,assist,,birmingham southern,sam davidson,,
182,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,182,01:16,,,,,"MISS LAYUP by BENHAM,CHELSEA",,,"MISS LAYUP by BENHAM,CHELSEA",1,layup,missed,Centre,chelsea benham,,76
183,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,183,--,,,,,"REBOUND OFF by HUTER,LAUREN",,,"REBOUND OFF by HUTER,LAUREN",1,offensive rebound,,Centre,lauren huter,,
184,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,184,01:11,,21,,32 (+11),"GOOD LAYUP by HUTER,LAUREN(in the paint)",CENTRE_W 21-32 (+11),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",1,layup,good,Centre,lauren huter,2,71
185,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,185,00:52,"MISS 3PTR by MOODY,KRISTIAN",,,,,,,"MISS 3PTR by MOODY,KRISTIAN",1,three pointer,missed,birmingham southern,kristian moody,,52
186,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,186,--,,,,,"REBOUND DEF by PREWITT,MAGGIE",,,"REBOUND DEF by PREWITT,MAGGIE",1,defensive rebound,,Centre,maggie prewitt,,
187,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,187,00:42,,,,,"MISS JUMPER by WINSTEAD,BRIDGET",,,"MISS JUMPER by WINSTEAD,BRIDGET",1,jumper,missed,Centre,bridget winstead,,42
188,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,188,--,"REBOUND DEF by ADAMS,ALEX",,,,,,,"REBOUND DEF by ADAMS,ALEX",1,defensive rebound,,birmingham southern,alex adams,,
189,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,189,00:16,"TURNOVER  by DAVIDSON,SAM",,,,,,,"TURNOVER  by DAVIDSON,SAM",1,turnover,,birmingham southern,sam davidson,,16
190,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,190,00:16,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,16
191,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,191,00:16,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,16
192,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,192,00:01,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,1
193,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,193,Start Period 2,,,,,,,,,2,,,,,,
194,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,194,19:33,,,,,"TURNOVER  by PREWITT,MAGGIE",,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,1173
195,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,195,19:31,"STEAL  by ADAMS,ALEX",,,,,,,"STEAL  by ADAMS,ALEX",2,steal,,birmingham southern,,,1171
196,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,196,19:09,"MISS LAYUP by ADAMS,ALEX",,,,,,,"MISS LAYUP by ADAMS,ALEX",2,layup,missed,birmingham southern,alex adams,,1149
197,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,197,19:09,,,,,"BLOCK  by HUTER,LAUREN",,,"BLOCK  by HUTER,LAUREN",2,block,,Centre,lauren huter,,1149
198,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,198,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
199,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,199,18:49,,,,,"TURNOVER  by WINSTEAD,BRIDGET",,,"TURNOVER  by WINSTEAD,BRIDGET",2,turnover,,Centre,bridget winstead,,1129
200,8,birmingham-southern,Birmingham Southern,Centre College,64-50,64,50,"32, 32, 64","21, 29, 50",32,32,64,21,29,50,"7-1, 3-0 SCAC","4-4, 1-1 SCAC",12/16/11,Win,186,No Location Recorded,6:00 AM,H,200,18:47,"STEAL  by DAVIDSON,SAM",,,,,,,"STEAL  by DAVIDSON,SAM",2,steal,,birmingham southern,,,1127
