,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,AC-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
71,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,71,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
72,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,72,10:14,"TURNOVER  by BAECHLE,PAIGE",,,,,,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,614
73,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,73,10:14,,,,,"MISS LAYUP by KIME,CHRISTINA",,,"MISS LAYUP by KIME,CHRISTINA",1,layup,missed,austin college,christina kime,,614
74,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,74,10:14,"BLOCK  by BENHAM,CHELSEA",,,,,,,"BLOCK  by BENHAM,CHELSEA",1,block,,Centre,chelsea benham,,614
75,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,75,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
76,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,76,10:14,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,614
77,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,77,10:14,,,,,"STEAL  by LONGO,JENNA",,,"STEAL  by LONGO,JENNA",1,steal,,austin college,,,614
78,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,78,10:14,,18 (+3),,15,"GOOD 3PTR by KINCAID,NIKKI",AC-W 18-15 (+3),,"GOOD 3PTR by KINCAID,NIKKI",1,three pointer,good,austin college,nikki kincaid,3,614
79,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,79,--,,,,,"ASSIST  by KINCAID,NIKKI",,,"ASSIST  by KINCAID,NIKKI",1,assist,,austin college,nikki kincaid,,
80,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,80,10:03,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,603
81,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,81,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
82,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,82,09:20,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,560
83,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,83,--,,,,,"REBOUND DEF by KIME,CHRISTINA",,,"REBOUND DEF by KIME,CHRISTINA",1,defensive rebound,,austin college,christina kime,,
84,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,84,08:56,,18 (+1),,17,"GOOD LAYUP by KIME,CHRISTINA(in the paint)",AC-W 18-17 (+1),,"GOOD LAYUP by KIME,CHRISTINA(in the paint)",1,layup,good,austin college,christina kime,2,536
85,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,85,08:54,"FOUL  by PREWITT,MAGGIE",,,,,,,"FOUL  by PREWITT,MAGGIE",1,foul,,Centre,maggie prewitt,,534
86,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,86,08:54,,18,,18,"GOOD FT by KIME,CHRISTINA",AC-W 18-18 (0),,"GOOD FT by KIME,CHRISTINA",1,free throw,good,austin college,christina kime,1,534
87,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,87,08:39,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,519
88,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,88,08:39,,,,,"STEAL  by MARUSICH,KERSTI",,,"STEAL  by MARUSICH,KERSTI",1,steal,,austin college,,,519
89,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,89,08:19,,18,,21 (+3),"GOOD 3PTR by KIME,CHRISTINA",AC-W 18-21 (-3),,"GOOD 3PTR by KIME,CHRISTINA",1,three pointer,good,austin college,christina kime,3,499
90,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,90,07:58,"GOOD JUMPER by BAECHLE,PAIGE",20,,21 (+1),,CENTRE_W 20-21 (-1),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,478
91,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,91,--,"ASSIST  by HUTER,LAUREN",,,,,,,"ASSIST  by HUTER,LAUREN",1,assist,,Centre,lauren huter,,
92,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,92,07:40,,20,,24 (+4),"GOOD 3PTR by KIME,CHRISTINA",AC-W 20-24 (-4),,"GOOD 3PTR by KIME,CHRISTINA",1,three pointer,good,austin college,christina kime,3,460
93,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,93,--,,,,,"ASSIST  by KINCAID,NIKKI",,,"ASSIST  by KINCAID,NIKKI",1,assist,,austin college,nikki kincaid,,
94,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,94,07:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,455
95,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,95,07:24,,,,,"FOUL  by MARUSICH,KERSTI",,,"FOUL  by MARUSICH,KERSTI",1,foul,,austin college,kersti marusich,,444
96,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,96,07:24,"GOOD FT by HARTLAGE,MAGGIE",21,,24 (+3),,CENTRE_W 21-24 (-3),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,444
97,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,97,07:24,"GOOD FT by HARTLAGE,MAGGIE",22,,24 (+2),,CENTRE_W 22-24 (-2),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,444
98,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,98,07:19,,,,,"TURNOVER  by KIME,CHRISTINA",,,"TURNOVER  by KIME,CHRISTINA",1,turnover,,austin college,christina kime,,439
99,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,99,07:18,"STEAL  by GOATLEY,JANE",,,,,,,"STEAL  by GOATLEY,JANE",1,steal,,Centre,,,438
100,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,100,07:18,,,,,"FOUL  by KIME,CHRISTINA",,,"FOUL  by KIME,CHRISTINA",1,foul,,austin college,christina kime,,438
101,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,101,07:15,"MISS JUMPER by HUTER,LAUREN",,,,,,,"MISS JUMPER by HUTER,LAUREN",1,jumper,missed,Centre,lauren huter,,435
102,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,102,--,,,,,"REBOUND DEF by TAYLOR,ALLISON",,,"REBOUND DEF by TAYLOR,ALLISON",1,defensive rebound,,austin college,allison taylor,,
103,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,103,06:49,,22,,27 (+5),"GOOD 3PTR by KINCAID,NIKKI",AC-W 22-27 (-5),,"GOOD 3PTR by KINCAID,NIKKI",1,three pointer,good,austin college,nikki kincaid,3,409
104,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,104,--,,,,,"ASSIST  by KIME,CHRISTINA",,,"ASSIST  by KIME,CHRISTINA",1,assist,,austin college,christina kime,,
105,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,105,06:29,"MISS LAYUP by MIRE,JENNA",,,,,,,"MISS LAYUP by MIRE,JENNA",1,layup,missed,Centre,jenna mire,,389
106,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,106,--,,,,,"REBOUND DEF by MARUSICH,KERSTI",,,"REBOUND DEF by MARUSICH,KERSTI",1,defensive rebound,,austin college,kersti marusich,,
107,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,107,06:18,,,,,"MISS 3PTR by KINCAID,NIKKI",,,"MISS 3PTR by KINCAID,NIKKI",1,three pointer,missed,austin college,nikki kincaid,,378
108,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,108,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
109,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,109,06:07,"MISS LAYUP by HUTER,LAUREN",,,,,,,"MISS LAYUP by HUTER,LAUREN",1,layup,missed,Centre,lauren huter,,367
110,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,110,--,,,,,"REBOUND DEF by TAYLOR,ALLISON",,,"REBOUND DEF by TAYLOR,ALLISON",1,defensive rebound,,austin college,allison taylor,,
111,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,111,05:53,,,,,"MISS 3PTR by MARUSICH,KERSTI",,,"MISS 3PTR by MARUSICH,KERSTI",1,three pointer,missed,austin college,kersti marusich,,353
112,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,112,--,"REBOUND DEF by GOATLEY,JANE",,,,,,,"REBOUND DEF by GOATLEY,JANE",1,defensive rebound,,Centre,jane goatley,,
113,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,113,05:32,"GOOD LAYUP by HUTER,LAUREN(in the paint)",24,,27 (+3),,CENTRE_W 24-27 (-3),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",1,layup,good,Centre,lauren huter,2,332
114,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,114,--,"ASSIST  by GOATLEY,JANE",,,,,,,"ASSIST  by GOATLEY,JANE",1,assist,,Centre,jane goatley,,
115,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,115,05:04,,,,,"MISS JUMPER by TAYLOR,ALLISON",,,"MISS JUMPER by TAYLOR,ALLISON",1,jumper,missed,austin college,allison taylor,,304
116,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,116,05:04,"BLOCK  by HUTER,LAUREN",,,,,,,"BLOCK  by HUTER,LAUREN",1,block,,Centre,lauren huter,,304
117,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,117,--,,,,,"REBOUND OFF by TAYLOR,ALLISON",,,"REBOUND OFF by TAYLOR,ALLISON",1,offensive rebound,,austin college,allison taylor,,
118,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,118,05:01,,,,,"TURNOVER  by KINCAID,NIKKI",,,"TURNOVER  by KINCAID,NIKKI",1,turnover,,austin college,nikki kincaid,,301
119,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,119,05:00,"STEAL  by BENHAM,CHELSEA",,,,,,,"STEAL  by BENHAM,CHELSEA",1,steal,,Centre,,,300
120,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,120,04:57,,,,,"FOUL  by TAYLOR,ALLISON",,,"FOUL  by TAYLOR,ALLISON",1,foul,,austin college,allison taylor,,297
121,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,121,04:57,"GOOD FT by BENHAM,CHELSEA",25,,27 (+2),,CENTRE_W 25-27 (-2),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,297
122,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,122,04:57,"GOOD FT by BENHAM,CHELSEA",26,,27 (+1),,CENTRE_W 26-27 (-1),,"GOOD FT by BENHAM,CHELSEA",1,free throw,good,Centre,chelsea benham,1,297
123,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,123,04:53,,,,,"TURNOVER  by YOUNG,ANGELEENA",,,"TURNOVER  by YOUNG,ANGELEENA",1,turnover,,austin college,angeleena young,,293
124,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,124,04:52,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,292
125,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,125,04:46,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,286
126,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,126,04:46,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,286
127,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,127,04:36,,26,,29 (+3),"GOOD LAYUP by TAYLOR,ALLISON(in the paint)",AC-W 26-29 (-3),,"GOOD LAYUP by TAYLOR,ALLISON(in the paint)",1,layup,good,austin college,allison taylor,2,276
128,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,128,--,,,,,"ASSIST  by KIME,CHRISTINA",,,"ASSIST  by KIME,CHRISTINA",1,assist,,austin college,christina kime,,
129,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,129,04:21,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,261
130,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,130,04:20,,,,,"STEAL  by TAYLOR,ALLISON",,,"STEAL  by TAYLOR,ALLISON",1,steal,,austin college,,,260
131,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,131,03:56,,,,,"MISS 3PTR by KIME,CHRISTINA",,,"MISS 3PTR by KIME,CHRISTINA",1,three pointer,missed,austin college,christina kime,,236
132,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,132,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
133,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,133,03:41,"GOOD LAYUP by MIRE,JENNA(in the paint)",28,,29 (+1),,CENTRE_W 28-29 (-1),,"GOOD LAYUP by MIRE,JENNA(in the paint)",1,layup,good,Centre,jenna mire,2,221
134,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,134,03:10,,,,,"MISS JUMPER by BEESON,LEXI",,,"MISS JUMPER by BEESON,LEXI",1,jumper,missed,austin college,lexi beeson,,190
135,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,135,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
136,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,136,03:03,"GOOD JUMPER by HARTLAGE,MAGGIE",30 (+1),,29,,CENTRE_W 30-29 (+1),,"GOOD JUMPER by HARTLAGE,MAGGIE",1,jumper,good,Centre,maggie hartlage,2,183
137,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,137,--,"ASSIST  by BAECHLE,PAIGE",,,,,,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
138,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,138,02:33,,,,,"MISS 3PTR by BEESON,LEXI",,,"MISS 3PTR by BEESON,LEXI",1,three pointer,missed,austin college,lexi beeson,,153
139,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,139,--,,,,,"REBOUND OFF by TAYLOR,ALLISON",,,"REBOUND OFF by TAYLOR,ALLISON",1,offensive rebound,,austin college,allison taylor,,
140,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,140,02:30,,30,,31 (+1),"GOOD LAYUP by TAYLOR,ALLISON(in the paint)",AC-W 30-31 (-1),,"GOOD LAYUP by TAYLOR,ALLISON(in the paint)",1,layup,good,austin college,allison taylor,2,150
141,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,141,02:09,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,129
142,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,142,--,,,,,"REBOUND DEF by LONGO,JENNA",,,"REBOUND DEF by LONGO,JENNA",1,defensive rebound,,austin college,jenna longo,,
143,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,143,01:55,,,,,"MISS 3PTR by YOUNG,ANGELEENA",,,"MISS 3PTR by YOUNG,ANGELEENA",1,three pointer,missed,austin college,angeleena young,,115
144,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,144,--,"REBOUND DEF by MIRE,JENNA",,,,,,,"REBOUND DEF by MIRE,JENNA",1,defensive rebound,,Centre,jenna mire,,
145,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,145,01:52,,,,,"FOUL  by BEESON,LEXI",,,"FOUL  by BEESON,LEXI",1,foul,,austin college,lexi beeson,,112
