,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,AC-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
146,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,146,01:52,"GOOD FT by MIRE,JENNA",31,,31,,CENTRE_W 31-31 (0),,"GOOD FT by MIRE,JENNA",1,free throw,good,Centre,jenna mire,1,112
147,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,147,01:52,"GOOD FT by MIRE,JENNA",32 (+1),,31,,CENTRE_W 32-31 (+1),,"GOOD FT by MIRE,JENNA",1,free throw,good,Centre,jenna mire,1,112
148,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,148,01:27,,,,,"MISS JUMPER by KIME,CHRISTINA",,,"MISS JUMPER by KIME,CHRISTINA",1,jumper,missed,austin college,christina kime,,87
149,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,149,--,,,,,"REBOUND OFF by BEESON,LEXI",,,"REBOUND OFF by BEESON,LEXI",1,offensive rebound,,austin college,lexi beeson,,
150,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,150,01:22,,,,,"MISS JUMPER by TAYLOR,ALLISON",,,"MISS JUMPER by TAYLOR,ALLISON",1,jumper,missed,austin college,allison taylor,,82
151,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,151,--,"REBOUND DEF by GOATLEY,JANE",,,,,,,"REBOUND DEF by GOATLEY,JANE",1,defensive rebound,,Centre,jane goatley,,
152,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,152,00:54,"MISS JUMPER by GOATLEY,JANE",,,,,,,"MISS JUMPER by GOATLEY,JANE",1,jumper,missed,Centre,jane goatley,,54
153,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,153,--,,,,,"REBOUND DEF by LONGO,JENNA",,,"REBOUND DEF by LONGO,JENNA",1,defensive rebound,,austin college,jenna longo,,
154,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,154,00:23,,32,,34 (+2),"GOOD 3PTR by KIME,CHRISTINA",AC-W 32-34 (-2),,"GOOD 3PTR by KIME,CHRISTINA",1,three pointer,good,austin college,christina kime,3,23
155,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,155,--,,,,,"ASSIST  by LONGO,JENNA",,,"ASSIST  by LONGO,JENNA",1,assist,,austin college,jenna longo,,
156,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,156,00:12,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,12
157,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,157,--,,,,,"REBOUND DEF by KIME,CHRISTINA",,,"REBOUND DEF by KIME,CHRISTINA",1,defensive rebound,,austin college,christina kime,,
158,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,158,00:01,,,,,"TURNOVER  by KIME,CHRISTINA",,,"TURNOVER  by KIME,CHRISTINA",1,turnover,,austin college,christina kime,,1
159,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,159,Start Period 2,,,,,,,,,2,,,,,,
160,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,160,19:49,,,,,"MISS LAYUP by KIME,CHRISTINA",,,"MISS LAYUP by KIME,CHRISTINA",2,layup,missed,austin college,christina kime,,1189
161,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,161,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",2,defensive rebound,,Centre,bridget winstead,,
162,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,162,19:32,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,1172
163,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,163,19:05,,,,,"MISS LAYUP by KIME,CHRISTINA",,,"MISS LAYUP by KIME,CHRISTINA",2,layup,missed,austin college,christina kime,,1145
164,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,164,--,,,,,"REBOUND OFF by TAYLOR,ALLISON",,,"REBOUND OFF by TAYLOR,ALLISON",2,offensive rebound,,austin college,allison taylor,,
165,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,165,19:01,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2,turnover,,austin college,,,1141
166,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,166,18:48,"GOOD 3PTR by WINSTEAD,BRIDGET",35 (+1),,34,,CENTRE_W 35-34 (+1),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,1128
167,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,167,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
168,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,168,18:31,,,,,"MISS 3PTR by YOUNG,ANGELEENA",,,"MISS 3PTR by YOUNG,ANGELEENA",2,three pointer,missed,austin college,angeleena young,,1111
169,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,169,--,,,,,"REBOUND OFF by TAYLOR,ALLISON",,,"REBOUND OFF by TAYLOR,ALLISON",2,offensive rebound,,austin college,allison taylor,,
170,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,170,18:25,,,,,"MISS 3PTR by MARUSICH,KERSTI",,,"MISS 3PTR by MARUSICH,KERSTI",2,three pointer,missed,austin college,kersti marusich,,1105
171,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,171,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
172,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,172,18:13,"GOOD 3PTR by WINSTEAD,BRIDGET",38 (+4),,34,,CENTRE_W 38-34 (+4),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,1093
173,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,173,--,"ASSIST  by HUTER,LAUREN",,,,,,,"ASSIST  by HUTER,LAUREN",2,assist,,Centre,lauren huter,,
174,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,174,17:48,,,,,"MISS 3PTR by KIME,CHRISTINA",,,"MISS 3PTR by KIME,CHRISTINA",2,three pointer,missed,austin college,christina kime,,1068
175,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,175,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
176,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,176,17:30,"GOOD JUMPER by BURKE,ALYSON(in the paint)",40 (+6),,34,,CENTRE_W 40-34 (+6),,"GOOD JUMPER by BURKE,ALYSON(in the paint)",2,jumper,good,Centre,alyson burke,2,1050
177,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,177,17:08,,40 (+4),,36,"GOOD JUMPER by BEESON,LEXI",AC-W 40-36 (+4),,"GOOD JUMPER by BEESON,LEXI",2,jumper,good,austin college,lexi beeson,2,1028
178,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,178,--,,,,,"ASSIST  by MARUSICH,KERSTI",,,"ASSIST  by MARUSICH,KERSTI",2,assist,,austin college,kersti marusich,,
179,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,179,16:50,,,,,"FOUL  by TAYLOR,ALLISON",,,"FOUL  by TAYLOR,ALLISON",2,foul,,austin college,allison taylor,,1010
180,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,180,16:50,"MISS FT by HUTER,LAUREN",,,,,,,"MISS FT by HUTER,LAUREN",2,free throw,missed,Centre,lauren huter,,1010
181,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,181,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
182,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,182,16:50,"GOOD FT by HUTER,LAUREN",41 (+5),,36,,CENTRE_W 41-36 (+5),,"GOOD FT by HUTER,LAUREN",2,free throw,good,Centre,lauren huter,1,1010
183,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,183,16:47,,,,,"TURNOVER  by KIME,CHRISTINA",,,"TURNOVER  by KIME,CHRISTINA",2,turnover,,austin college,christina kime,,1007
184,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,184,16:46,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",2,steal,,Centre,,,1006
185,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,185,16:45,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",43 (+7),,36,,CENTRE_W 43-36 (+7),,"GOOD LAYUP by PREWITT,MAGGIE(in the paint)",2,layup,good,Centre,maggie prewitt,2,1005
186,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,186,16:36,,,,,"MISS LAYUP by MARUSICH,KERSTI",,,"MISS LAYUP by MARUSICH,KERSTI",2,layup,missed,austin college,kersti marusich,,996
187,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,187,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
188,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,188,16:31,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",45 (+9),,36,,CENTRE_W 45-36 (+9),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",2,layup,good,Centre,chelsea benham,2,991
189,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,189,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
190,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,190,16:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,984
191,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,191,16:10,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",2,foul,,Centre,chelsea benham,,970
192,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,192,15:53,,,,,"MISS JUMPER by MARUSICH,KERSTI",,,"MISS JUMPER by MARUSICH,KERSTI",2,jumper,missed,austin college,kersti marusich,,953
193,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,193,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
194,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,194,15:45,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,945
195,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,195,--,,,,,"REBOUND DEF by YOUNG,ANGELEENA",,,"REBOUND DEF by YOUNG,ANGELEENA",2,defensive rebound,,austin college,angeleena young,,
196,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,196,15:23,,45 (+6),,39,"GOOD 3PTR by YOUNG,ANGELEENA",AC-W 45-39 (+6),,"GOOD 3PTR by YOUNG,ANGELEENA",2,three pointer,good,austin college,angeleena young,3,923
197,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,197,--,,,,,"ASSIST  by KIME,CHRISTINA",,,"ASSIST  by KIME,CHRISTINA",2,assist,,austin college,christina kime,,
198,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,198,15:14,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",2,turnover,,Centre,maggie prewitt,,914
199,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,199,15:13,,,,,"STEAL  by TAYLOR,ALLISON",,,"STEAL  by TAYLOR,ALLISON",2,steal,,austin college,,,913
200,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,200,15:06,"FOUL  by PREWITT,MAGGIE",,,,,,,"FOUL  by PREWITT,MAGGIE",2,foul,,Centre,maggie prewitt,,906
201,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,201,14:48,,,,,"MISS LAYUP by MARUSICH,KERSTI",,,"MISS LAYUP by MARUSICH,KERSTI",2,layup,missed,austin college,kersti marusich,,888
202,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,202,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",2,defensive rebound,,Centre,bridget winstead,,
203,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,203,14:31,"MISS JUMPER by MIRE,JENNA",,,,,,,"MISS JUMPER by MIRE,JENNA",2,jumper,missed,Centre,jenna mire,,871
204,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,204,--,"REBOUND OFF by BURKE,ALYSON",,,,,,,"REBOUND OFF by BURKE,ALYSON",2,offensive rebound,,Centre,alyson burke,,
205,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,205,14:24,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",47 (+8),,39,,CENTRE_W 47-39 (+8),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,864
206,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,206,14:09,,47 (+6),,41,"GOOD JUMPER by BEESON,LEXI",AC-W 47-41 (+6),,"GOOD JUMPER by BEESON,LEXI",2,jumper,good,austin college,lexi beeson,2,849
207,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,207,--,,,,,"ASSIST  by KIME,CHRISTINA",,,"ASSIST  by KIME,CHRISTINA",2,assist,,austin college,christina kime,,
208,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,208,13:36,,,,,"FOUL  by COLLYER,ALLIE",,,"FOUL  by COLLYER,ALLIE",2,foul,,austin college,allie collyer,,816
209,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,209,13:36,"GOOD FT by BURKE,ALYSON",48 (+7),,41,,CENTRE_W 48-41 (+7),,"GOOD FT by BURKE,ALYSON",2,free throw,good,Centre,alyson burke,1,816
210,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,210,13:36,"GOOD FT by BURKE,ALYSON",49 (+8),,41,,CENTRE_W 49-41 (+8),,"GOOD FT by BURKE,ALYSON",2,free throw,good,Centre,alyson burke,1,816
211,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,211,13:09,,,,,"MISS LAYUP by KIME,CHRISTINA",,,"MISS LAYUP by KIME,CHRISTINA",2,layup,missed,austin college,christina kime,,789
212,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,212,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
213,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,213,12:48,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",2,three pointer,missed,Centre,bridget winstead,,768
214,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,214,--,,,,,"REBOUND DEF by COLLYER,ALLIE",,,"REBOUND DEF by COLLYER,ALLIE",2,defensive rebound,,austin college,allie collyer,,
215,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,215,12:43,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,763
216,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,216,12:27,,,,,"MISS LAYUP by COLLYER,ALLIE",,,"MISS LAYUP by COLLYER,ALLIE",2,layup,missed,austin college,allie collyer,,747
217,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,217,12:27,"BLOCK  by HUTER,LAUREN",,,,,,,"BLOCK  by HUTER,LAUREN",2,block,,Centre,lauren huter,,747
218,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,218,--,"REBOUND DEF by HUTER,LAUREN",,,,,,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
219,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,219,12:19,"GOOD 3PTR by BURKE,ALYSON",52 (+11),,41,,CENTRE_W 52-41 (+11),,"GOOD 3PTR by BURKE,ALYSON",2,three pointer,good,Centre,alyson burke,3,739
220,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,220,--,"ASSIST  by MIRE,JENNA",,,,,,,"ASSIST  by MIRE,JENNA",2,assist,,Centre,jenna mire,,
221,17,austin,Centre College,Austin College,78-54,78,54,"32, 46, 78","34, 20, 54",32,46,78,34,20,54,"16-1, 10-0","1-18, 1-9",01/27/12,Win,95,No Location Recorded,6:00 PM,A,221,11:57,"FOUL  by HUTER,LAUREN",,,,,,,"FOUL  by HUTER,LAUREN",2,foul,,Centre,lauren huter,,717
