,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,RIPONW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
73,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,73,12:21,"SUB OUT by PREWITT,MAGGIE",,,,,,,"SUB OUT by PREWITT,MAGGIE",1,subbing out,,Centre,maggie prewitt,,741
74,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,74,12:21,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,741
75,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,75,12:21,"SUB OUT by GOATLEY,JANE",,,,,,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,741
76,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,76,12:12,"MISS LAYUP by WINSTEAD,BRIDGET",,,,,,,"MISS LAYUP by WINSTEAD,BRIDGET",1,layup,missed,Centre,bridget winstead,,732
77,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,77,--,,,,,"REBOUND DEF by GONYO,SIA",,,"REBOUND DEF by GONYO,SIA",1,defensive rebound,,ripon college,sia gonyo,,
78,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,78,12:12,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,732
79,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,79,12:12,,,,,"SUB IN by VAN EPEREN,JILL",,,"SUB IN by VAN EPEREN,JILL",1,subbing in,,ripon college,jill van eperen,,732
80,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,80,12:12,,,,,"SUB IN by CULLEN,KACIE",,,"SUB IN by CULLEN,KACIE",1,subbing in,,ripon college,kacie cullen,,732
81,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,81,12:12,,,,,"SUB OUT by RAYMOND,KATIE",,,"SUB OUT by RAYMOND,KATIE",1,subbing out,,ripon college,katie raymond,,732
82,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,82,12:12,,,,,"SUB OUT by VAN BERKEL,KORIE",,,"SUB OUT by VAN BERKEL,KORIE",1,subbing out,,ripon college,korie van berkel,,732
83,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,83,12:01,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,721
84,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,84,12:01,"SUB IN by WEST,CAILYNN",,,,,,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,721
85,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,85,12:01,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,721
86,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,86,11:44,,,,,"TURNOVER  by KORTEMEIER,HOLLY",,,"TURNOVER  by KORTEMEIER,HOLLY",1,turnover,,ripon college,holly kortemeier,,704
87,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,87,11:43,"STEAL  by WINSTEAD,BRIDGET",,,,,,,"STEAL  by WINSTEAD,BRIDGET",1,steal,,Centre,,,703
88,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,88,11:29,"GOOD LAYUP by MIRE,JENNA(in the paint)",18 (+9),,9,,CENTREW 18-9 (+9),,"GOOD LAYUP by MIRE,JENNA(in the paint)",1,layup,good,Centre,jenna mire,2,689
89,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,89,11:13,,18 (+6),,12,"GOOD 3PTR by GONYO,SIA",RIPONW 18-12 (+6),,"GOOD 3PTR by GONYO,SIA",1,three pointer,good,ripon college,sia gonyo,3,673
90,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,90,--,,,,,"ASSIST  by VAN EPEREN,JILL",,,"ASSIST  by VAN EPEREN,JILL",1,assist,,ripon college,jill van eperen,,
91,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,91,10:57,"TURNOVER  by MIRE,JENNA",,,,,,,"TURNOVER  by MIRE,JENNA",1,turnover,,Centre,jenna mire,,657
92,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,92,10:57,"FOUL  by MIRE,JENNA",,,,,,,"FOUL  by MIRE,JENNA",1,foul,,Centre,jenna mire,,657
93,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,93,10:43,,18 (+3),,15,"GOOD 3PTR by CULLEN,KACIE",RIPONW 18-15 (+3),,"GOOD 3PTR by CULLEN,KACIE",1,three pointer,good,ripon college,kacie cullen,3,643
94,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,94,--,,,,,"ASSIST  by GONYO,SIA",,,"ASSIST  by GONYO,SIA",1,assist,,ripon college,sia gonyo,,
95,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,95,10:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,631
96,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,96,10:31,,,,,"SUB IN by RAYMOND,KATIE",,,"SUB IN by RAYMOND,KATIE",1,subbing in,,ripon college,katie raymond,,631
97,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,97,10:31,,,,,"SUB OUT by KORTEMEIER,HOLLY",,,"SUB OUT by KORTEMEIER,HOLLY",1,subbing out,,ripon college,holly kortemeier,,631
98,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,98,10:22,"TURNOVER  by PREWITT,MAGGIE",,,,,,,"TURNOVER  by PREWITT,MAGGIE",1,turnover,,Centre,maggie prewitt,,622
99,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,99,10:21,,,,,"STEAL  by GONYO,SIA",,,"STEAL  by GONYO,SIA",1,steal,,ripon college,,,621
100,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,100,10:15,,,,,"TURNOVER  by GONYO,SIA",,,"TURNOVER  by GONYO,SIA",1,turnover,,ripon college,sia gonyo,,615
101,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,101,10:15,,,,,"FOUL  by GONYO,SIA",,,"FOUL  by GONYO,SIA",1,foul,,ripon college,sia gonyo,,615
102,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,102,10:15,,,,,"FOUL  by VAN EPEREN,JILL",,,"FOUL  by VAN EPEREN,JILL",1,foul,,ripon college,jill van eperen,,615
103,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,103,10:05,"GOOD LAYUP by HUTER,LAUREN(in the paint)",20 (+5),,15,,CENTREW 20-15 (+5),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",1,layup,good,Centre,lauren huter,2,605
104,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,104,09:41,,20 (+3),,17,"GOOD JUMPER by AICHER,CHELSEA(in the paint)",RIPONW 20-17 (+3),,"GOOD JUMPER by AICHER,CHELSEA(in the paint)",1,jumper,good,ripon college,chelsea aicher,2,581
105,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,105,--,,,,,"ASSIST  by GONYO,SIA",,,"ASSIST  by GONYO,SIA",1,assist,,ripon college,sia gonyo,,
106,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,106,09:26,"MISS 3PTR by BURKE,ALYSON",,,,,,,"MISS 3PTR by BURKE,ALYSON",1,three pointer,missed,Centre,alyson burke,,566
107,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,107,--,,,,,"REBOUND DEF by GONYO,SIA",,,"REBOUND DEF by GONYO,SIA",1,defensive rebound,,ripon college,sia gonyo,,
108,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,108,09:10,,,,,"MISS JUMPER by RAYMOND,KATIE",,,"MISS JUMPER by RAYMOND,KATIE",1,jumper,missed,ripon college,katie raymond,,550
109,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,109,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
110,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,110,09:07,"SUB IN by PREWITT,MAGGIE",,,,,,,"SUB IN by PREWITT,MAGGIE",1,subbing in,,Centre,maggie prewitt,,547
111,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,111,09:07,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,547
112,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,112,09:07,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,547
113,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,113,09:07,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,547
114,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,114,09:07,"SUB OUT by WEST,CAILYNN",,,,,,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,547
115,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,115,09:07,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,547
116,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,116,08:51,"MISS LAYUP by HARTLAGE,MAGGIE",,,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,531
117,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,117,--,,,,,"REBOUND DEF by AICHER,CHELSEA",,,"REBOUND DEF by AICHER,CHELSEA",1,defensive rebound,,ripon college,chelsea aicher,,
118,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,118,08:40,,,,,"TURNOVER  by GONYO,SIA",,,"TURNOVER  by GONYO,SIA",1,turnover,,ripon college,sia gonyo,,520
119,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,119,08:39,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,519
120,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,120,08:36,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,516
121,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,121,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
122,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,122,08:35,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,515
123,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,123,08:35,"SUB IN by GOATLEY,JANE",,,,,,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,515
124,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,124,08:35,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,515
125,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,125,08:35,,,,,"SUB IN by GONYO,SKYE",,,"SUB IN by GONYO,SKYE",1,subbing in,,ripon college,skye gonyo,,515
126,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,126,08:35,,,,,"SUB OUT by AICHER,CHELSEA",,,"SUB OUT by AICHER,CHELSEA",1,subbing out,,ripon college,chelsea aicher,,515
127,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,127,08:24,,20,,20,"GOOD 3PTR by GONYO,SIA",RIPONW 20-20 (0),,"GOOD 3PTR by GONYO,SIA",1,three pointer,good,ripon college,sia gonyo,3,504
128,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,128,--,,,,,"ASSIST  by RAYMOND,KATIE",,,"ASSIST  by RAYMOND,KATIE",1,assist,,ripon college,katie raymond,,
129,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,129,08:14,"MISS 3PTR by HARTLAGE,MAGGIE",,,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,494
130,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,130,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
131,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,131,08:07,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,487
132,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,132,08:07,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,487
133,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,133,07:45,,,,,"TURNOVER  by GONYO,SKYE",,,"TURNOVER  by GONYO,SKYE",1,turnover,,ripon college,skye gonyo,,465
134,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,134,07:44,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",1,steal,,Centre,,,464
135,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,135,07:41,"GOOD LAYUP by PREWITT,MAGGIE(fastbreak)(in the paint)",22 (+2),,20,,CENTREW 22-20 (+2),,"GOOD LAYUP by PREWITT,MAGGIE(fastbreak)(in the paint)",1,layup,good,Centre,maggie(fastbreak) prewitt,2,461
136,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,136,07:21,,22,,23 (+1),"GOOD 3PTR by RAYMOND,KATIE",RIPONW 22-23 (-1),,"GOOD 3PTR by RAYMOND,KATIE",1,three pointer,good,ripon college,katie raymond,3,441
137,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,137,--,,,,,"ASSIST  by VAN EPEREN,JILL",,,"ASSIST  by VAN EPEREN,JILL",1,assist,,ripon college,jill van eperen,,
138,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,138,07:03,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",1,three pointer,missed,Centre,maggie prewitt,,423
139,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,139,--,,,,,"REBOUND DEF by GONYO,SKYE",,,"REBOUND DEF by GONYO,SKYE",1,defensive rebound,,ripon college,skye gonyo,,
140,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,140,06:38,,,,,"MISS LAYUP by VAN EPEREN,JILL",,,"MISS LAYUP by VAN EPEREN,JILL",1,layup,missed,ripon college,jill van eperen,,398
141,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,141,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
142,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,142,06:28,"TURNOVER  by GOATLEY,JANE",,,,,,,"TURNOVER  by GOATLEY,JANE",1,turnover,,Centre,jane goatley,,388
143,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,143,06:27,,,,,"STEAL  by VAN EPEREN,JILL",,,"STEAL  by VAN EPEREN,JILL",1,steal,,ripon college,,,387
144,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,144,06:08,,22,,25 (+3),"GOOD LAYUP by VAN EPEREN,JILL(in the paint)",RIPONW 22-25 (-3),,"GOOD LAYUP by VAN EPEREN,JILL(in the paint)",1,layup,good,ripon college,jill van eperen,2,368
145,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,145,05:46,"MISS 3PTR by GOATLEY,JANE",,,,,,,"MISS 3PTR by GOATLEY,JANE",1,three pointer,missed,Centre,jane goatley,,346
146,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,146,--,"REBOUND OFF by PREWITT,MAGGIE",,,,,,,"REBOUND OFF by PREWITT,MAGGIE",1,offensive rebound,,Centre,maggie prewitt,,
147,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,147,05:37,,,,,"FOUL  by GONYO,SKYE",,,"FOUL  by GONYO,SKYE",1,foul,,ripon college,skye gonyo,,337
148,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,148,05:37,"MISS FT by HARTLAGE,MAGGIE",,,,,,,"MISS FT by HARTLAGE,MAGGIE",1,free throw,missed,Centre,maggie hartlage,,337
149,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,149,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
150,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,150,05:37,"GOOD FT by HARTLAGE,MAGGIE",23,,25 (+2),,CENTREW 23-25 (-2),,"GOOD FT by HARTLAGE,MAGGIE",1,free throw,good,Centre,maggie hartlage,1,337
151,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,151,05:37,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,337
