,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,RIPONW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
230,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,230,18:00,,,,,"SUB IN by JOHNSON,BRITTANY",,,"SUB IN by JOHNSON,BRITTANY",2,subbing in,,ripon college,brittany johnson,,1080
231,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,231,18:00,,,,,"SUB OUT by VAN BERKEL,KORIE",,,"SUB OUT by VAN BERKEL,KORIE",2,subbing out,,ripon college,korie van berkel,,1080
232,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,232,18:00,,,,,"SUB OUT by GONYO,SKYE",,,"SUB OUT by GONYO,SKYE",2,subbing out,,ripon college,skye gonyo,,1080
233,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,233,17:44,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",2,turnover,,Centre,chelsea benham,,1064
234,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,234,17:43,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,1063
235,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,235,17:43,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,1063
236,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,236,17:33,,,,,"TURNOVER  by CULLEN,KACIE",,,"TURNOVER  by CULLEN,KACIE",2,turnover,,ripon college,kacie cullen,,1053
237,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,237,17:32,"STEAL  by BURKE,ALYSON",,,,,,,"STEAL  by BURKE,ALYSON",2,steal,,Centre,,,1052
238,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,238,17:28,"TURNOVER  by WINSTEAD,BRIDGET",,,,,,,"TURNOVER  by WINSTEAD,BRIDGET",2,turnover,,Centre,bridget winstead,,1048
239,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,239,17:26,,,,,"STEAL  by AICHER,CHELSEA",,,"STEAL  by AICHER,CHELSEA",2,steal,,ripon college,,,1046
240,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,240,17:13,,,,,"TURNOVER  by RAYMOND,KATIE",,,"TURNOVER  by RAYMOND,KATIE",2,turnover,,ripon college,katie raymond,,1033
241,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,241,17:12,"STEAL  by WINSTEAD,BRIDGET",,,,,,,"STEAL  by WINSTEAD,BRIDGET",2,steal,,Centre,,,1032
242,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,242,17:05,"GOOD LAYUP by HUTER,LAUREN(fastbreak)(in the paint)",36 (+2),,34,,CENTREW 36-34 (+2),,"GOOD LAYUP by HUTER,LAUREN(fastbreak)(in the paint)",2,layup,good,Centre,lauren(fastbreak) huter,2,1025
243,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,243,--,"ASSIST  by PREWITT,MAGGIE",,,,,,,"ASSIST  by PREWITT,MAGGIE",2,assist,,Centre,maggie prewitt,,
244,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,244,17:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,1024
245,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,245,17:04,"SUB IN by GOATLEY,JANE",,,,,,,"SUB IN by GOATLEY,JANE",2,subbing in,,Centre,jane goatley,,1024
246,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,246,17:04,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",2,subbing out,,Centre,bridget winstead,,1024
247,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,247,16:48,,,,,"MISS 3PTR by CULLEN,KACIE",,,"MISS 3PTR by CULLEN,KACIE",2,three pointer,missed,ripon college,kacie cullen,,1008
248,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,248,--,"REBOUND DEF by PREWITT,MAGGIE",,,,,,,"REBOUND DEF by PREWITT,MAGGIE",2,defensive rebound,,Centre,maggie prewitt,,
249,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,249,16:35,,,,,"FOUL  by AICHER,CHELSEA",,,"FOUL  by AICHER,CHELSEA",2,foul,,ripon college,chelsea aicher,,995
250,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,250,16:28,"MISS LAYUP by HUTER,LAUREN",,,,,,,"MISS LAYUP by HUTER,LAUREN",2,layup,missed,Centre,lauren huter,,988
251,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,251,--,,,,,"REBOUND DEF by AICHER,CHELSEA",,,"REBOUND DEF by AICHER,CHELSEA",2,defensive rebound,,ripon college,chelsea aicher,,
252,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,252,16:10,,,,,"TURNOVER  by VAN EPEREN,JILL",,,"TURNOVER  by VAN EPEREN,JILL",2,turnover,,ripon college,jill van eperen,,970
253,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,253,16:10,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",2,subbing in,,Centre,chelsea benham,,970
254,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,254,16:10,"SUB OUT by HUTER,LAUREN",,,,,,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,970
255,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,255,15:57,"MISS 3PTR by PREWITT,MAGGIE",,,,,,,"MISS 3PTR by PREWITT,MAGGIE",2,three pointer,missed,Centre,maggie prewitt,,957
256,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,256,--,,,,,"REBOUND DEF by CULLEN,KACIE",,,"REBOUND DEF by CULLEN,KACIE",2,defensive rebound,,ripon college,kacie cullen,,
257,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,257,15:39,,,,,"MISS JUMPER by AICHER,CHELSEA",,,"MISS JUMPER by AICHER,CHELSEA",2,jumper,missed,ripon college,chelsea aicher,,939
258,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,258,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
259,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,259,15:38,,,,,"FOUL  by VAN BERKEL,KORIE",,,"FOUL  by VAN BERKEL,KORIE",2,foul,,ripon college,korie van berkel,,938
260,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,260,15:38,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,938
261,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,261,15:38,"SUB OUT by BURKE,ALYSON",,,,,,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,938
262,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,262,15:38,,,,,"SUB IN by GONYO,SIA",,,"SUB IN by GONYO,SIA",2,subbing in,,ripon college,sia gonyo,,938
263,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,263,15:38,,,,,"SUB IN by CULLEN,KACIE",,,"SUB IN by CULLEN,KACIE",2,subbing in,,ripon college,kacie cullen,,938
264,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,264,15:27,,,,,"FOUL  by VAN BERKEL,KORIE",,,"FOUL  by VAN BERKEL,KORIE",2,foul,,ripon college,korie van berkel,,927
265,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,265,15:27,"GOOD FT by BENHAM,CHELSEA",37 (+3),,34,,CENTREW 37-34 (+3),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,927
266,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,266,15:27,"GOOD FT by BENHAM,CHELSEA",38 (+4),,34,,CENTREW 38-34 (+4),,"GOOD FT by BENHAM,CHELSEA",2,free throw,good,Centre,chelsea benham,1,927
267,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,267,15:27,,,,,"SUB IN by KORTEMEIER,HOLLY",,,"SUB IN by KORTEMEIER,HOLLY",2,subbing in,,ripon college,holly kortemeier,,927
268,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,268,15:27,,,,,"SUB OUT by CULLEN,KACIE",,,"SUB OUT by CULLEN,KACIE",2,subbing out,,ripon college,kacie cullen,,927
269,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,269,15:27,,,,,"SUB OUT by JOHNSON,BRITTANY",,,"SUB OUT by JOHNSON,BRITTANY",2,subbing out,,ripon college,brittany johnson,,927
270,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,270,15:21,,,,,"TURNOVER  by VAN EPEREN,JILL",,,"TURNOVER  by VAN EPEREN,JILL",2,turnover,,ripon college,jill van eperen,,921
271,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,271,15:16,"GOOD JUMPER by PREWITT,MAGGIE(in the paint)",40 (+6),,34,,CENTREW 40-34 (+6),,"GOOD JUMPER by PREWITT,MAGGIE(in the paint)",2,jumper,good,Centre,maggie prewitt,2,916
272,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,272,--,"ASSIST  by GOATLEY,JANE",,,,,,,"ASSIST  by GOATLEY,JANE",2,assist,,Centre,jane goatley,,
273,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,273,15:03,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,903
274,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,274,15:03,,40 (+5),,35,"GOOD FT by RAYMOND,KATIE",RIPONW 40-35 (+5),,"GOOD FT by RAYMOND,KATIE",2,free throw,good,ripon college,katie raymond,1,903
275,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,275,15:03,,40 (+4),,36,"GOOD FT by RAYMOND,KATIE",RIPONW 40-36 (+4),,"GOOD FT by RAYMOND,KATIE",2,free throw,good,ripon college,katie raymond,1,903
276,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,276,15:03,"SUB IN by HUTER,LAUREN",,,,,,,"SUB IN by HUTER,LAUREN",2,subbing in,,Centre,lauren huter,,903
277,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,277,15:03,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,903
278,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,278,14:56,"TURNOVER  by GOATLEY,JANE",,,,,,,"TURNOVER  by GOATLEY,JANE",2,turnover,,Centre,jane goatley,,896
279,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,279,14:40,,,,,"MISS JUMPER by AICHER,CHELSEA",,,"MISS JUMPER by AICHER,CHELSEA",2,jumper,missed,ripon college,chelsea aicher,,880
280,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,280,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
281,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,281,14:30,"GOOD 3PTR by GOATLEY,JANE(fastbreak)(in the paint)",43 (+7),,36,,CENTREW 43-36 (+7),,"GOOD 3PTR by GOATLEY,JANE(fastbreak)(in the paint)",2,three pointer,good,Centre,jane(fastbreak) goatley,3,870
282,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,282,--,"ASSIST  by HUTER,LAUREN",,,,,,,"ASSIST  by HUTER,LAUREN",2,assist,,Centre,lauren huter,,
283,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,283,14:04,,43 (+5),,38,"GOOD LAYUP by VAN EPEREN,JILL(in the paint)",RIPONW 43-38 (+5),,"GOOD LAYUP by VAN EPEREN,JILL(in the paint)",2,layup,good,ripon college,jill van eperen,2,844
284,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,284,13:55,"MISS JUMPER by PREWITT,MAGGIE",,,,,,,"MISS JUMPER by PREWITT,MAGGIE",2,jumper,missed,Centre,maggie prewitt,,835
285,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,285,--,,,,,"REBOUND DEF by AICHER,CHELSEA",,,"REBOUND DEF by AICHER,CHELSEA",2,defensive rebound,,ripon college,chelsea aicher,,
286,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,286,13:38,,,,,"MISS JUMPER by RAYMOND,KATIE",,,"MISS JUMPER by RAYMOND,KATIE",2,jumper,missed,ripon college,katie raymond,,818
287,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,287,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",2,defensive rebound,,Centre,chelsea benham,,
288,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,288,13:30,"GOOD LAYUP by PREWITT,MAGGIE(fastbreak)(in the paint)",45 (+7),,38,,CENTREW 45-38 (+7),,"GOOD LAYUP by PREWITT,MAGGIE(fastbreak)(in the paint)",2,layup,good,Centre,maggie(fastbreak) prewitt,2,810
289,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,289,13:09,,,,,"TURNOVER  by AICHER,CHELSEA",,,"TURNOVER  by AICHER,CHELSEA",2,turnover,,ripon college,chelsea aicher,,789
290,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,290,13:06,"STEAL  by HUTER,LAUREN",,,,,,,"STEAL  by HUTER,LAUREN",2,steal,,Centre,,,786
291,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,291,13:05,"GOOD LAYUP by PREWITT,MAGGIE(fastbreak)(in the paint)",47 (+9),,38,,CENTREW 47-38 (+9),,"GOOD LAYUP by PREWITT,MAGGIE(fastbreak)(in the paint)",2,layup,good,Centre,maggie(fastbreak) prewitt,2,785
292,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,292,13:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,782
293,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,293,12:22,"GOOD LAYUP by HUTER,LAUREN(in the paint)",49 (+11),,38,,CENTREW 49-38 (+11),,"GOOD LAYUP by HUTER,LAUREN(in the paint)",2,layup,good,Centre,lauren huter,2,742
294,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,294,12:22,,,,,"FOUL  by GONYO,SKYE",,,"FOUL  by GONYO,SKYE",2,foul,,ripon college,skye gonyo,,742
295,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,295,12:22,"GOOD FT by HUTER,LAUREN",50 (+12),,38,,CENTREW 50-38 (+12),,"GOOD FT by HUTER,LAUREN",2,free throw,good,Centre,lauren huter,1,742
296,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,296,12:04,,,,,"SUB IN by MOLDENHAUER,CHELSEA",,,"SUB IN by MOLDENHAUER,CHELSEA",2,subbing in,,ripon college,chelsea moldenhauer,,724
297,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,297,12:04,,,,,"SUB IN by SORBO,CHELSEA",,,"SUB IN by SORBO,CHELSEA",2,subbing in,,ripon college,chelsea sorbo,,724
298,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,298,12:04,,,,,"SUB IN by CULLEN,KACIE",,,"SUB IN by CULLEN,KACIE",2,subbing in,,ripon college,kacie cullen,,724
299,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,299,12:04,,,,,"SUB OUT by VAN EPEREN,JILL",,,"SUB OUT by VAN EPEREN,JILL",2,subbing out,,ripon college,jill van eperen,,724
300,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,300,12:04,,,,,"SUB OUT by RAYMOND,KATIE",,,"SUB OUT by RAYMOND,KATIE",2,subbing out,,ripon college,katie raymond,,724
301,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,301,12:04,,,,,"SUB OUT by AICHER,CHELSEA",,,"SUB OUT by AICHER,CHELSEA",2,subbing out,,ripon college,chelsea aicher,,724
302,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,302,12:00,,,,,"TURNOVER  by MOLDENHAUER,CHELSEA",,,"TURNOVER  by MOLDENHAUER,CHELSEA",2,turnover,,ripon college,chelsea moldenhauer,,720
303,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,303,11:58,"STEAL  by PREWITT,MAGGIE",,,,,,,"STEAL  by PREWITT,MAGGIE",2,steal,,Centre,,,718
304,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,304,11:54,"GOOD 3PTR by WINSTEAD,BRIDGET",53 (+15),,38,,CENTREW 53-38 (+15),,"GOOD 3PTR by WINSTEAD,BRIDGET",2,three pointer,good,Centre,bridget winstead,3,714
305,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,305,--,"ASSIST  by BURKE,ALYSON",,,,,,,"ASSIST  by BURKE,ALYSON",2,assist,,Centre,alyson burke,,
306,10,ripon,Centre College,RIPON COLLEGE,70-56,70,56,"27, 43, 70","34, 22, 56",27,43,70,34,22,56,9-1,2-6,12/29/11,Win,173,No Location Recorded,3 p.m.,A,306,11:35,,,,,"MISS 3PTR by CULLEN,KACIE",,,"MISS 3PTR by CULLEN,KACIE",2,three pointer,missed,ripon college,kacie cullen,,695
