,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,WASHUW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
137,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,137,07:25,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,445
138,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,138,07:25,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,445
139,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,139,07:25,,,,,"SUB IN by GOATLEY,JANE",,,"SUB IN by GOATLEY,JANE",1,subbing in,,Centre,jane goatley,,445
140,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,140,07:25,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",1,subbing in,,Centre,cailynn west,,445
141,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,141,07:25,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,445
142,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,142,07:25,,,,,"SUB OUT by PREWITT,MAGGIE",,,"SUB OUT by PREWITT,MAGGIE",1,subbing out,,Centre,maggie prewitt,,445
143,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,143,07:25,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,445
144,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,144,07:25,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",1,subbing out,,Centre,alyson burke,,445
145,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,145,07:25,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,445
146,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,146,06:59,"MISS LAYUP by MORRISON,BETHANY",,,,,,,"MISS LAYUP by MORRISON,BETHANY",1,layup,missed,washington univ.,bethany morrison,,419
147,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,147,--,"REBOUND OFF by MORRISON,BETHANY",,,,,,,"REBOUND OFF by MORRISON,BETHANY",1,offensive rebound,,washington univ.,bethany morrison,,
148,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,148,06:55,"GOOD TIPIN by MORRISON,BETHANY(in the paint)",18 (+5),,13,,WASHUW 18-13 (-5),,"GOOD TIPIN by MORRISON,BETHANY(in the paint)",1,,,,,,415
149,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,149,06:44,,,,,"TURNOVER  by BAECHLE,PAIGE",,,"TURNOVER  by BAECHLE,PAIGE",1,turnover,,Centre,paige baechle,,404
150,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,150,06:43,"STEAL  by HOOVER,DANI",,,,,,,"STEAL  by HOOVER,DANI",1,steal,,washington univ.,,,403
151,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,151,06:29,"GOOD JUMPER by MONAHAN,BRIANNE",20 (+7),,13,,WASHUW 20-13 (-7),,"GOOD JUMPER by MONAHAN,BRIANNE",1,jumper,good,washington univ.,brianne monahan,2,389
152,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,152,--,"ASSIST  by MORRISON,BETHANY",,,,,,,"ASSIST  by MORRISON,BETHANY",1,assist,,washington univ.,bethany morrison,,
153,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,153,06:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,384
154,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,154,06:24,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,384
155,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,155,06:24,,,,,"SUB IN by PREWITT,MAGGIE",,,"SUB IN by PREWITT,MAGGIE",1,subbing in,,Centre,maggie prewitt,,384
156,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,156,06:24,,,,,"SUB IN by HUTER,LAUREN",,,"SUB IN by HUTER,LAUREN",1,subbing in,,Centre,lauren huter,,384
157,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,157,06:24,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,384
158,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,158,06:24,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,384
159,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,159,06:24,,,,,"SUB OUT by WEST,CAILYNN",,,"SUB OUT by WEST,CAILYNN",1,subbing out,,Centre,cailynn west,,384
160,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,160,06:13,,,,,"TURNOVER  by HUTER,LAUREN",,,"TURNOVER  by HUTER,LAUREN",1,turnover,,Centre,lauren huter,,373
161,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,161,06:12,"STEAL  by MONAHAN,BRIANNE",,,,,,,"STEAL  by MONAHAN,BRIANNE",1,steal,,washington univ.,,,372
162,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,162,05:54,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,354
163,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,163,05:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1,timeout,,Centre,,,354
164,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,164,05:54,"GOOD FT by GILKEY,MELISSA",21 (+8),,13,,WASHUW 21-13 (-8),,"GOOD FT by GILKEY,MELISSA",1,free throw,good,washington univ.,melissa gilkey,1,354
165,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,165,05:54,"GOOD FT by GILKEY,MELISSA",22 (+9),,13,,WASHUW 22-13 (-9),,"GOOD FT by GILKEY,MELISSA",1,free throw,good,washington univ.,melissa gilkey,1,354
166,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,166,05:41,,22 (+7),,15,"GOOD JUMPER by BENHAM,CHELSEA(in the paint)",CENTRE_W 22-15 (-7),,"GOOD JUMPER by BENHAM,CHELSEA(in the paint)",1,jumper,good,Centre,chelsea benham,2,341
167,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,167,--,,,,,"ASSIST  by PREWITT,MAGGIE",,,"ASSIST  by PREWITT,MAGGIE",1,assist,,Centre,maggie prewitt,,
168,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,168,05:09,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,309
169,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,169,05:09,"GOOD FT by HOOVER,DANI",23 (+8),,15,,WASHUW 23-15 (-8),,"GOOD FT by HOOVER,DANI",1,free throw,good,washington univ.,dani hoover,1,309
170,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,170,05:09,"GOOD FT by HOOVER,DANI",24 (+9),,15,,WASHUW 24-15 (-9),,"GOOD FT by HOOVER,DANI",1,free throw,good,washington univ.,dani hoover,1,309
171,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,171,04:49,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,289
172,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,172,--,"REBOUND DEF by JOHANSON,ALYSSA",,,,,,,"REBOUND DEF by JOHANSON,ALYSSA",1,defensive rebound,,washington univ.,alyssa johanson,,
173,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,173,04:31,"GOOD LAYUP by MORRISON,BETHANY(in the paint)",26 (+11),,15,,WASHUW 26-15 (-11),,"GOOD LAYUP by MORRISON,BETHANY(in the paint)",1,layup,good,washington univ.,bethany morrison,2,271
174,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,174,04:06,,,,,"MISS 3PTR by GOATLEY,JANE",,,"MISS 3PTR by GOATLEY,JANE",1,three pointer,missed,Centre,jane goatley,,246
175,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,175,--,,,,,"REBOUND OFF by HARTLAGE,MAGGIE",,,"REBOUND OFF by HARTLAGE,MAGGIE",1,offensive rebound,,Centre,maggie hartlage,,
176,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,176,03:57,,,,,"MISS LAYUP by BENHAM,CHELSEA",,,"MISS LAYUP by BENHAM,CHELSEA",1,layup,missed,Centre,chelsea benham,,237
177,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,177,--,"REBOUND DEF by GILKEY,MELISSA",,,,,,,"REBOUND DEF by GILKEY,MELISSA",1,defensive rebound,,washington univ.,melissa gilkey,,
178,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,178,03:39,"TURNOVER  by MONAHAN,BRIANNE",,,,,,,"TURNOVER  by MONAHAN,BRIANNE",1,turnover,,washington univ.,brianne monahan,,219
179,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,179,03:38,,,,,"STEAL  by HUTER,LAUREN",,,"STEAL  by HUTER,LAUREN",1,steal,,Centre,,,218
180,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,180,03:32,,,,,"MISS JUMPER by PREWITT,MAGGIE",,,"MISS JUMPER by PREWITT,MAGGIE",1,jumper,missed,Centre,maggie prewitt,,212
181,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,181,--,,,,,"REBOUND OFF by HUTER,LAUREN",,,"REBOUND OFF by HUTER,LAUREN",1,offensive rebound,,Centre,lauren huter,,
182,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,182,03:19,,,,,"MISS JUMPER by BENHAM,CHELSEA",,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,199
183,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,183,--,"REBOUND DEF by GILKEY,MELISSA",,,,,,,"REBOUND DEF by GILKEY,MELISSA",1,defensive rebound,,washington univ.,melissa gilkey,,
184,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,184,03:13,"TURNOVER  by GILKEY,MELISSA",,,,,,,"TURNOVER  by GILKEY,MELISSA",1,turnover,,washington univ.,melissa gilkey,,193
185,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,185,03:13,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1,timeout,,Centre,,,193
186,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,186,03:13,"SUB IN by SCHAEPERKOETTER,C",,,,,,,"SUB IN by SCHAEPERKOETTER,C",1,subbing in,,washington univ.,c schaeperkoetter,,193
187,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,187,03:13,"SUB IN by SCHEPPERS,MADDY",,,,,,,"SUB IN by SCHEPPERS,MADDY",1,subbing in,,washington univ.,maddy scheppers,,193
188,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,188,03:13,"SUB OUT by JOHANSON,ALYSSA",,,,,,,"SUB OUT by JOHANSON,ALYSSA",1,subbing out,,washington univ.,alyssa johanson,,193
189,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,189,03:13,"SUB OUT by HOOVER,DANI",,,,,,,"SUB OUT by HOOVER,DANI",1,subbing out,,washington univ.,dani hoover,,193
190,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,190,03:13,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,193
191,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,191,03:13,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,193
192,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,192,03:13,,,,,"SUB IN by BURKE,ALYSON",,,"SUB IN by BURKE,ALYSON",1,subbing in,,Centre,alyson burke,,193
193,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,193,03:13,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,193
194,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,194,03:13,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",1,subbing out,,Centre,jane goatley,,193
195,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,195,03:13,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",1,subbing out,,Centre,lauren huter,,193
196,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,196,03:02,,26 (+8),,18,"GOOD 3PTR by PREWITT,MAGGIE",CENTRE_W 26-18 (-8),,"GOOD 3PTR by PREWITT,MAGGIE",1,three pointer,good,Centre,maggie prewitt,3,182
197,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,197,02:40,"GOOD LAYUP by MONAHAN,BRIANNE(in the paint)",28 (+10),,18,,WASHUW 28-18 (-10),,"GOOD LAYUP by MONAHAN,BRIANNE(in the paint)",1,layup,good,washington univ.,brianne monahan,2,160
198,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,198,--,"ASSIST  by GILKEY,MELISSA",,,,,,,"ASSIST  by GILKEY,MELISSA",1,assist,,washington univ.,melissa gilkey,,
199,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,199,02:05,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,125
200,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,200,--,,,,,"REBOUND OFF by BURKE,ALYSON",,,"REBOUND OFF by BURKE,ALYSON",1,offensive rebound,,Centre,alyson burke,,
201,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,201,01:54,,,,,"TURNOVER  by WINSTEAD,BRIDGET",,,"TURNOVER  by WINSTEAD,BRIDGET",1,turnover,,Centre,bridget winstead,,114
202,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,202,01:41,"TURNOVER  by SCHAEPERKOETTER,C",,,,,,,"TURNOVER  by SCHAEPERKOETTER,C",1,turnover,,washington univ.,c schaeperkoetter,,101
203,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,203,01:20,,,,,"MISS 3PTR by BURKE,ALYSON",,,"MISS 3PTR by BURKE,ALYSON",1,three pointer,missed,Centre,alyson burke,,80
204,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,204,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
205,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,205,01:16,,28 (+8),,20,"GOOD TIPIN by BAECHLE,PAIGE(in the paint)",CENTRE_W 28-20 (-8),,"GOOD TIPIN by BAECHLE,PAIGE(in the paint)",1,,,,,,76
206,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,206,00:44,"GOOD LAYUP by MORRISON,BETHANY(in the paint)",30 (+10),,20,,WASHUW 30-20 (-10),,"GOOD LAYUP by MORRISON,BETHANY(in the paint)",1,layup,good,washington univ.,bethany morrison,2,44
207,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,207,00:32,,,,,"MISS 3PTR by BURKE,ALYSON",,,"MISS 3PTR by BURKE,ALYSON",1,three pointer,missed,Centre,alyson burke,,32
208,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,208,--,"REBOUND DEF by SCHEPPERS,MADDY",,,,,,,"REBOUND DEF by SCHEPPERS,MADDY",1,defensive rebound,,washington univ.,maddy scheppers,,
209,29,washington-mo-,Washington Univ.,Centre College,57-55,57,55,"20, 37, 57","32, 23, 55",20,37,57,32,23,55,26-3,21-6,03/03/12,Win,No Attendence Recorded,No Location Recorded,7:00 p.m.,H,209,00:04,"GOOD JUMPER by SCHEPPERS,MADDY",32 (+12),,20,,WASHUW 32-20 (-12),,"GOOD JUMPER by SCHEPPERS,MADDY",1,jumper,good,washington univ.,maddy scheppers,2,4
