,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,PCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
63,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,63,04:51,,,,,"SUB IN by SALES,CARLY",,,"SUB IN by SALES,CARLY",1,subbing in,,piedmont,carly sales,,291
64,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,64,04:51,,,,,"SUB OUT by SULLENS,DAKOTA",,,"SUB OUT by SULLENS,DAKOTA",1,subbing out,,piedmont,dakota sullens,,291
65,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,65,04:28,,,,,"MISS 3PTR by SHIELDS,CARLIE",,,"MISS 3PTR by SHIELDS,CARLIE",1,three pointer,missed,piedmont,carlie shields,,268
66,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,66,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
67,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,67,04:10,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",1,turnover,,Centre,day vance,,250
68,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,68,04:09,,,,,"STEAL  by CLIFFORD,ERIN",,,"STEAL  by CLIFFORD,ERIN",1,steal,,piedmont,,,249
69,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,69,04:01,,,,,"MISS JUMPER by CLIFFORD,ERIN",,,"MISS JUMPER by CLIFFORD,ERIN",1,jumper,missed,piedmont,erin clifford,,241
70,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,70,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
71,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,71,03:48,"MISS 3PTR by KELLAM,PAIGE",,,,,,,"MISS 3PTR by KELLAM,PAIGE",1,three pointer,missed,Centre,paige kellam,,228
72,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,72,--,,,,,"REBOUND DEF by BALL,SYMONE",,,"REBOUND DEF by BALL,SYMONE",1,defensive rebound,,piedmont,symone ball,,
73,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,73,03:37,,,,,"MISS 3PTR by BARRETT,BRIANNA",,,"MISS 3PTR by BARRETT,BRIANNA",1,three pointer,missed,piedmont,brianna barrett,,217
74,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,74,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
75,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,75,03:18,"GOOD JUMPER by JUDY,MICHELE",7,,7,,CENTRE-W 7-7 (0),,"GOOD JUMPER by JUDY,MICHELE",1,jumper,good,Centre,michele judy,2,198
76,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,76,03:01,,,,,"MISS LAYUP by SALES,CARLY",,,"MISS LAYUP by SALES,CARLY",1,layup,missed,piedmont,carly sales,,181
77,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,77,--,,,,,"REBOUND OFF by CLIFFORD,ERIN",,,"REBOUND OFF by CLIFFORD,ERIN",1,offensive rebound,,piedmont,erin clifford,,
78,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,78,02:54,,7,,9 (+2),"GOOD JUMPER by CLIFFORD,ERIN",PCW 7-9 (-2),,"GOOD JUMPER by CLIFFORD,ERIN",1,jumper,good,piedmont,erin clifford,2,174
79,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,79,02:33,"GOOD LAYUP by VANCE,DAY(in the paint)",9,,9,,CENTRE-W 9-9 (0),,"GOOD LAYUP by VANCE,DAY(in the paint)",1,layup,good,Centre,day vance,2,153
80,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,80,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
81,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,81,02:19,,,,,"SUB IN by CRAVEN,ABBEY",,,"SUB IN by CRAVEN,ABBEY",1,subbing in,,piedmont,abbey craven,,139
82,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,82,02:19,,,,,"SUB IN by SWOSZOWSKI,TAYLOR",,,"SUB IN by SWOSZOWSKI,TAYLOR",1,subbing in,,piedmont,taylor swoszowski,,139
83,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,83,02:19,,,,,"SUB IN by KELLY,BRIDGETTE",,,"SUB IN by KELLY,BRIDGETTE",1,subbing in,,piedmont,bridgette kelly,,139
84,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,84,02:19,,,,,"SUB OUT by BARRETT,BRIANNA",,,"SUB OUT by BARRETT,BRIANNA",1,subbing out,,piedmont,brianna barrett,,139
85,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,85,02:19,,,,,"SUB OUT by BALL,SYMONE",,,"SUB OUT by BALL,SYMONE",1,subbing out,,piedmont,symone ball,,139
86,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,86,02:19,,,,,"SUB OUT by CLIFFORD,ERIN",,,"SUB OUT by CLIFFORD,ERIN",1,subbing out,,piedmont,erin clifford,,139
87,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,87,02:16,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,136
88,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,88,02:16,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,136
89,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,89,02:16,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,136
90,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,90,02:16,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,136
91,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,91,02:16,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,136
92,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,92,02:16,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",1,subbing out,,Centre,day vance,,136
93,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,93,02:16,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,136
94,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,94,02:16,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,136
95,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,95,02:05,,,,,"MISS LAYUP by SHIELDS,CARLIE",,,"MISS LAYUP by SHIELDS,CARLIE",1,layup,missed,piedmont,carlie shields,,125
96,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,96,02:05,"BLOCK  by STEWART,ABIGAIL",,,,,,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,125
97,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,97,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
98,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,98,01:51,"GOOD 3PTR by ANDREASSEN,CAROLINE",12 (+3),,9,,CENTRE-W 12-9 (+3),,"GOOD 3PTR by ANDREASSEN,CAROLINE",1,three pointer,good,Centre,caroline andreassen,3,111
99,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,99,--,"ASSIST  by MCKNIGHT,KAITLYN",,,,,,,"ASSIST  by MCKNIGHT,KAITLYN",1,assist,,Centre,kaitlyn mcknight,,
100,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,100,01:27,,,,,"MISS LAYUP by SALES,CARLY",,,"MISS LAYUP by SALES,CARLY",1,layup,missed,piedmont,carly sales,,87
101,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,101,--,"REBOUND DEF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",1,defensive rebound,,Centre,kaitlyn mcknight,,
102,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,102,01:18,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",14 (+5),,9,,CENTRE-W 14-9 (+5),,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",1,jumper,good,Centre,abigail stewart,2,78
103,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,103,--,"ASSIST  by SCHAD,OLIVIA",,,,,,,"ASSIST  by SCHAD,OLIVIA",1,assist,,Centre,olivia schad,,
104,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,104,01:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,70
105,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,105,01:04,,,,,"SUB IN by JONES,LE'SHAUNDA",,,"SUB IN by JONES,LE'SHAUNDA",1,subbing in,,piedmont,le'shaunda jones,,64
106,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,106,01:04,,,,,"SUB OUT by SHIELDS,CARLIE",,,"SUB OUT by SHIELDS,CARLIE",1,subbing out,,piedmont,carlie shields,,64
107,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,107,00:47,,,,,"MISS 3PTR by KELLY,BRIDGETTE",,,"MISS 3PTR by KELLY,BRIDGETTE",1,three pointer,missed,piedmont,bridgette kelly,,47
108,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,108,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
109,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,109,00:47,,,,,"SUB IN by CLIFFORD,ERIN",,,"SUB IN by CLIFFORD,ERIN",1,subbing in,,piedmont,erin clifford,,47
110,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,110,00:47,,,,,"SUB OUT by SALES,CARLY",,,"SUB OUT by SALES,CARLY",1,subbing out,,piedmont,carly sales,,47
111,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,111,00:39,"TURNOVER  by SCHAD,OLIVIA",,,,,,,"TURNOVER  by SCHAD,OLIVIA",1,turnover,,Centre,olivia schad,,39
112,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,112,00:37,,,,,"STEAL  by JONES,LE'SHAUNDA",,,"STEAL  by JONES,LE'SHAUNDA",1,steal,,piedmont,,,37
113,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,113,00:35,,14 (+2),,12,"GOOD 3PTR by KELLY,BRIDGETTE",PCW 14-12 (+2),,"GOOD 3PTR by KELLY,BRIDGETTE",1,three pointer,good,piedmont,bridgette kelly,3,35
114,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,114,00:13,"GOOD JUMPER by MCKNIGHT,KAITLYN",16 (+4),,12,,CENTRE-W 16-12 (+4),,"GOOD JUMPER by MCKNIGHT,KAITLYN",1,jumper,good,Centre,kaitlyn mcknight,2,13
115,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,115,00:00,,,,,"MISS 3PTR by JONES,LE'SHAUNDA",,,"MISS 3PTR by JONES,LE'SHAUNDA",1,three pointer,missed,piedmont,le'shaunda jones,,0
116,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,116,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
117,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,117,Start Period 2,,,,,,,,,2,,,,,,
118,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,118,10:00,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,600
119,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,119,10:00,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,600
120,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,120,10:00,,,,,"SUB IN by CLIFFORD,ERIN",,,"SUB IN by CLIFFORD,ERIN",2,subbing in,,piedmont,erin clifford,,600
121,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,121,10:00,,,,,"SUB OUT by RUSHTON,MARY KATE",,,"SUB OUT by RUSHTON,MARY KATE",2,subbing out,,piedmont,mary kate rushton,,600
122,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,122,09:42,"MISS 3PTR by GUY,ALEXIS",,,,,,,"MISS 3PTR by GUY,ALEXIS",2,three pointer,missed,Centre,alexis guy,,582
123,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,123,--,,,,,"REBOUND DEF by SULLENS,DAKOTA",,,"REBOUND DEF by SULLENS,DAKOTA",2,defensive rebound,,piedmont,dakota sullens,,
124,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,124,09:31,,16 (+1),,15,"GOOD 3PTR by CLIFFORD,ERIN",PCW 16-15 (+1),,"GOOD 3PTR by CLIFFORD,ERIN",2,three pointer,good,piedmont,erin clifford,3,571
125,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,125,--,,,,,"ASSIST  by BARRETT,BRIANNA",,,"ASSIST  by BARRETT,BRIANNA",2,assist,,piedmont,brianna barrett,,
126,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,126,09:19,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,559
127,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,127,09:19,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,559
128,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,128,09:19,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,559
129,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,129,09:19,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,559
130,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,130,09:11,"GOOD JUMPER by JUDY,MICHELE(in the paint)",18 (+3),,15,,CENTRE-W 18-15 (+3),,"GOOD JUMPER by JUDY,MICHELE(in the paint)",2,jumper,good,Centre,michele judy,2,551
131,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,131,08:56,"FOUL  by RICE,MADISON",,,,,,,"FOUL  by RICE,MADISON",2,foul,,Centre,madison rice,,536
132,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,132,08:53,,18 (+1),,17,"GOOD JUMPER by SULLENS,DAKOTA(in the paint)",PCW 18-17 (+1),,"GOOD JUMPER by SULLENS,DAKOTA(in the paint)",2,jumper,good,piedmont,dakota sullens,2,533
133,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,133,--,,,,,"ASSIST  by CLIFFORD,ERIN",,,"ASSIST  by CLIFFORD,ERIN",2,assist,,piedmont,erin clifford,,
