,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,PCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
134,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,134,08:40,,,,,"FOUL  by SWOSZOWSKI,TAYLOR",,,"FOUL  by SWOSZOWSKI,TAYLOR",2,foul,,piedmont,taylor swoszowski,,520
135,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,135,08:16,"TURNOVER  by JUDY,MICHELE",,,,,,,"TURNOVER  by JUDY,MICHELE",2,turnover,,Centre,michele judy,,496
136,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,136,08:14,,,,,"STEAL  by BARRETT,BRIANNA",,,"STEAL  by BARRETT,BRIANNA",2,steal,,piedmont,,,494
137,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,137,08:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,489
138,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,138,08:09,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,489
139,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,139,08:09,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,489
140,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,140,08:09,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,489
141,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,141,08:09,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,489
142,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,142,08:07,,18,,19 (+1),"GOOD LAYUP by CLIFFORD,ERIN(in the paint)",PCW 18-19 (-1),,"GOOD LAYUP by CLIFFORD,ERIN(in the paint)",2,layup,good,piedmont,erin clifford,2,487
143,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,143,--,,,,,"ASSIST  by SWOSZOWSKI,TAYLOR",,,"ASSIST  by SWOSZOWSKI,TAYLOR",2,assist,,piedmont,taylor swoszowski,,
144,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,144,07:53,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",2,three pointer,missed,Centre,caroline andreassen,,473
145,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,145,--,"REBOUND OFF by GUY,ALEXIS",,,,,,,"REBOUND OFF by GUY,ALEXIS",2,offensive rebound,,Centre,alexis guy,,
146,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,146,07:49,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,469
147,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,147,07:31,,,,,"MISS LAYUP by SULLENS,DAKOTA",,,"MISS LAYUP by SULLENS,DAKOTA",2,layup,missed,piedmont,dakota sullens,,451
148,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,148,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
149,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,149,07:26,,,,,"MISS 3PTR by CLIFFORD,ERIN",,,"MISS 3PTR by CLIFFORD,ERIN",2,three pointer,missed,piedmont,erin clifford,,446
150,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,150,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
151,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,151,07:23,,,,,"SUB IN by BALL,SYMONE",,,"SUB IN by BALL,SYMONE",2,subbing in,,piedmont,symone ball,,443
152,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,152,07:23,,,,,"SUB OUT by SWOSZOWSKI,TAYLOR",,,"SUB OUT by SWOSZOWSKI,TAYLOR",2,subbing out,,piedmont,taylor swoszowski,,443
153,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,153,06:57,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",2,turnover,,Centre,caroline andreassen,,417
154,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,154,06:41,,,,,"MISS LAYUP by JONES,LE'SHAUNDA",,,"MISS LAYUP by JONES,LE'SHAUNDA",2,layup,missed,piedmont,le'shaunda jones,,401
155,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,155,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",2,defensive rebound,,Centre,michele judy,,
156,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,156,06:38,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,398
157,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,157,06:38,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,398
158,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,158,06:38,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,398
159,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,159,06:38,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,398
160,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,160,06:38,,,,,"SUB IN by BAILEY,JATASIA",,,"SUB IN by BAILEY,JATASIA",2,subbing in,,piedmont,jatasia bailey,,398
161,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,161,06:38,,,,,"SUB OUT by CLIFFORD,ERIN",,,"SUB OUT by CLIFFORD,ERIN",2,subbing out,,piedmont,erin clifford,,398
162,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,162,06:30,"MISS JUMPER by MCKNIGHT,KAITLYN",,,,,,,"MISS JUMPER by MCKNIGHT,KAITLYN",2,jumper,missed,Centre,kaitlyn mcknight,,390
163,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,163,--,,,,,"REBOUND DEF by BARRETT,BRIANNA",,,"REBOUND DEF by BARRETT,BRIANNA",2,defensive rebound,,piedmont,brianna barrett,,
164,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,164,06:19,,18,,21 (+3),"GOOD LAYUP by SULLENS,DAKOTA(in the paint)",PCW 18-21 (-3),,"GOOD LAYUP by SULLENS,DAKOTA(in the paint)",2,layup,good,piedmont,dakota sullens,2,379
165,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,165,06:13,,,,,"SUB IN by SHIELDS,CARLIE",,,"SUB IN by SHIELDS,CARLIE",2,subbing in,,piedmont,carlie shields,,373
166,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,166,06:13,,,,,"SUB IN by KELLY,BRIDGETTE",,,"SUB IN by KELLY,BRIDGETTE",2,subbing in,,piedmont,bridgette kelly,,373
167,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,167,06:13,,,,,"SUB OUT by BARRETT,BRIANNA",,,"SUB OUT by BARRETT,BRIANNA",2,subbing out,,piedmont,brianna barrett,,373
168,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,168,06:13,,,,,"SUB OUT by JONES,LE'SHAUNDA",,,"SUB OUT by JONES,LE'SHAUNDA",2,subbing out,,piedmont,le'shaunda jones,,373
169,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,169,05:31,"GOOD LAYUP by SCHAD,OLIVIA(in the paint)",20,,21 (+1),,CENTRE-W 20-21 (-1),,"GOOD LAYUP by SCHAD,OLIVIA(in the paint)",2,layup,good,Centre,olivia schad,2,331
170,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,170,05:12,,,,,"MISS 3PTR by BALL,SYMONE",,,"MISS 3PTR by BALL,SYMONE",2,three pointer,missed,piedmont,symone ball,,312
171,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,171,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
172,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,172,04:46,"TURNOVER  by MCKNIGHT,KAITLYN",,,,,,,"TURNOVER  by MCKNIGHT,KAITLYN",2,turnover,,Centre,kaitlyn mcknight,,286
173,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,173,04:43,,,,,"STEAL  by BALL,SYMONE",,,"STEAL  by BALL,SYMONE",2,steal,,piedmont,,,283
174,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,174,04:25,,,,,"MISS JUMPER by SULLENS,DAKOTA",,,"MISS JUMPER by SULLENS,DAKOTA",2,jumper,missed,piedmont,dakota sullens,,265
175,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,175,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
176,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,176,04:19,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,259
177,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,177,04:19,,,,,"BLOCK  by SULLENS,DAKOTA",,,"BLOCK  by SULLENS,DAKOTA",2,block,,piedmont,dakota sullens,,259
178,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,178,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,piedmont,,,
179,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,179,04:16,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,256
180,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,180,04:16,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,256
181,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,181,03:49,,,,,"TURNOVER  by SULLENS,DAKOTA",,,"TURNOVER  by SULLENS,DAKOTA",2,turnover,,piedmont,dakota sullens,,229
182,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,182,03:49,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,229
183,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,183,03:49,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,229
184,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,184,03:49,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,229
185,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,185,03:49,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,229
186,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,186,03:49,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,229
187,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,187,03:49,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,229
188,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,188,03:43,"GOOD JUMPER by JUDY,MICHELE",22 (+1),,21,,CENTRE-W 22-21 (+1),,"GOOD JUMPER by JUDY,MICHELE",2,jumper,good,Centre,michele judy,2,223
189,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,189,03:23,,22,,23 (+1),"GOOD LAYUP by KELLY,BRIDGETTE(in the paint)",PCW 22-23 (-1),,"GOOD LAYUP by KELLY,BRIDGETTE(in the paint)",2,layup,good,piedmont,bridgette kelly,2,203
190,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,190,02:45,"FOUL  by VANCE,DAY",,,,,,,"FOUL  by VANCE,DAY",2,foul,,Centre,day vance,,165
191,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,191,02:45,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",2,turnover,,Centre,day vance,,165
192,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,192,02:45,,,,,"SUB IN by BARRETT,BRIANNA",,,"SUB IN by BARRETT,BRIANNA",2,subbing in,,piedmont,brianna barrett,,165
193,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,193,02:45,,,,,"SUB IN by CLIFFORD,ERIN",,,"SUB IN by CLIFFORD,ERIN",2,subbing in,,piedmont,erin clifford,,165
194,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,194,02:45,,,,,"SUB OUT by BALL,SYMONE",,,"SUB OUT by BALL,SYMONE",2,subbing out,,piedmont,symone ball,,165
195,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,195,02:45,,,,,"SUB OUT by BAILEY,JATASIA",,,"SUB OUT by BAILEY,JATASIA",2,subbing out,,piedmont,jatasia bailey,,165
196,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,196,02:22,,,,,"MISS 3PTR by CLIFFORD,ERIN",,,"MISS 3PTR by CLIFFORD,ERIN",2,three pointer,missed,piedmont,erin clifford,,142
197,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,197,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",2,defensive rebound,,Centre,michele judy,,
198,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,198,02:08,"MISS JUMPER by KELLAM,PAIGE",,,,,,,"MISS JUMPER by KELLAM,PAIGE",2,jumper,missed,Centre,paige kellam,,128
199,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,199,--,"REBOUND OFF by GUY,ALEXIS",,,,,,,"REBOUND OFF by GUY,ALEXIS",2,offensive rebound,,Centre,alexis guy,,
200,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,200,02:03,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,123
201,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,201,--,,,,,"REBOUND DEF by BARRETT,BRIANNA",,,"REBOUND DEF by BARRETT,BRIANNA",2,defensive rebound,,piedmont,brianna barrett,,
202,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,202,01:54,,,,,"TURNOVER  by BARRETT,BRIANNA",,,"TURNOVER  by BARRETT,BRIANNA",2,turnover,,piedmont,brianna barrett,,114
203,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,203,01:52,"STEAL  by RHULE,BONNIE",,,,,,,"STEAL  by RHULE,BONNIE",2,steal,,Centre,,,112
204,10,piedmont,Centre,Piedmont,52-60,52,60,"16, 9, 11, 16, 52","12, 13, 14, 21, 60",16,9,11,16,52,12,13,14,21,60,1-9,6-4,12/29/15,Lose,492,No Location Recorded,7:00 PM,A,204,01:44,"GOOD 3PTR by RHULE,BONNIE",25 (+2),,23,,CENTRE-W 25-23 (+2),,"GOOD 3PTR by RHULE,BONNIE",2,three pointer,good,Centre,bonnie rhule,3,104
