,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SAL,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
358,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,358,07:51,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",4,jumper,missed,Centre,abigail stewart,,471
359,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,359,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,4,defensive rebound,,Centre,,,
360,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,360,07:25,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",4,foul,,Centre,olivia schad,,445
361,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,361,07:25,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",4,subbing in,,Centre,paige kellam,,445
362,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,362,07:25,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",4,subbing out,,Centre,olivia schad,,445
363,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,363,07:10,"MISS JUMPER by LEWIS,QUNTASHEA",,,,,,,"MISS JUMPER by LEWIS,QUNTASHEA",4,jumper,missed,salem,quntashea lewis,,430
364,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,364,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",4,defensive rebound,,Centre,alexis guy,,
365,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,365,06:53,,32,,68 (+36),"GOOD JUMPER by STEWART,ABIGAIL",CENTRE-W 32-68 (+36),,"GOOD JUMPER by STEWART,ABIGAIL",4,jumper,good,Centre,abigail stewart,2,413
366,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,366,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",4,assist,,Centre,paige kellam,,
367,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,367,06:22,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",4,foul,,Centre,abigail stewart,,382
368,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,368,06:22,"MISS FT by WEBB,AALIYAH",,,,,,,"MISS FT by WEBB,AALIYAH",4,free throw,missed,salem,aaliyah webb,,382
369,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,369,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4,deadball rebound,,Centre,,,
370,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,370,06:22,"GOOD FT by WEBB,AALIYAH",33,,68 (+35),,SAL 33-68 (+35),,"GOOD FT by WEBB,AALIYAH",4,free throw,good,salem,aaliyah webb,1,382
371,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,371,06:22,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",4,subbing in,,Centre,caroline andreassen,,382
372,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,372,06:22,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",4,subbing out,,Centre,alexis guy,,382
373,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,373,06:07,,,,,"MISS LAYUP by RICE,MADISON",,,"MISS LAYUP by RICE,MADISON",4,layup,missed,Centre,madison rice,,367
374,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,374,--,,,,,"REBOUND OFF by RICE,MADISON",,,"REBOUND OFF by RICE,MADISON",4,offensive rebound,,Centre,madison rice,,
375,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,375,05:53,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",,,"MISS JUMPER by ANDREASSEN,CAROLINE",4,jumper,missed,Centre,caroline andreassen,,353
376,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,376,--,,,,,"REBOUND OFF by RICE,MADISON",,,"REBOUND OFF by RICE,MADISON",4,offensive rebound,,Centre,madison rice,,
377,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,377,05:29,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",4,jumper,missed,Centre,abigail stewart,,329
378,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,378,--,,,,,"REBOUND OFF by RICE,MADISON",,,"REBOUND OFF by RICE,MADISON",4,offensive rebound,,Centre,madison rice,,
379,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,379,05:25,,33,,70 (+37),"GOOD LAYUP by RICE,MADISON(in the paint)",CENTRE-W 33-70 (+37),,"GOOD LAYUP by RICE,MADISON(in the paint)",4,layup,good,Centre,madison rice,2,325
380,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,380,05:03,"MISS JUMPER by WEBB,AALIYAH",,,,,,,"MISS JUMPER by WEBB,AALIYAH",4,jumper,missed,salem,aaliyah webb,,303
381,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,381,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",4,defensive rebound,,Centre,abigail stewart,,
382,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,382,04:51,,,,,"MISS JUMPER by RICE,MADISON",,,"MISS JUMPER by RICE,MADISON",4,jumper,missed,Centre,madison rice,,291
383,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,383,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",4,offensive rebound,,Centre,abigail stewart,,
384,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,384,04:29,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",4,three pointer,missed,Centre,bonnie rhule,,269
385,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,385,--,,,,,"REBOUND OFF by RHULE,BONNIE",,,"REBOUND OFF by RHULE,BONNIE",4,offensive rebound,,Centre,bonnie rhule,,
386,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,386,04:10,,33,,73 (+40),"GOOD 3PTR by ANDREASSEN,CAROLINE",CENTRE-W 33-73 (+40),,"GOOD 3PTR by ANDREASSEN,CAROLINE",4,three pointer,good,Centre,caroline andreassen,3,250
387,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,387,--,,,,,"ASSIST  by STEWART,ABIGAIL",,,"ASSIST  by STEWART,ABIGAIL",4,assist,,Centre,abigail stewart,,
388,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,388,03:46,,,,,"FOUL  by RICE,MADISON",,,"FOUL  by RICE,MADISON",4,foul,,Centre,madison rice,,226
389,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,389,03:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,4,timeout,,Centre,,,226
390,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,390,03:46,,,,,"SUB IN by GREENE,SARAH",,,"SUB IN by GREENE,SARAH",4,subbing in,,Centre,sarah greene,,226
391,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,391,03:46,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",4,subbing in,,Centre,cheyenne bunner,,226
392,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,392,03:46,,,,,"SUB IN by MOORE,LAUREN",,,"SUB IN by MOORE,LAUREN",4,subbing in,,Centre,lauren moore,,226
393,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,393,03:46,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",4,subbing in,,Centre,lakken miller,,226
394,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,394,03:46,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",4,subbing out,,Centre,caroline andreassen,,226
395,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,395,03:46,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",4,subbing out,,Centre,abigail stewart,,226
396,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,396,03:46,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",4,subbing out,,Centre,bonnie rhule,,226
397,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,397,03:46,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",4,subbing out,,Centre,paige kellam,,226
398,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,398,03:42,"MISS JUMPER by LEWIS,QUNTASHEA",,,,,,,"MISS JUMPER by LEWIS,QUNTASHEA",4,jumper,missed,salem,quntashea lewis,,222
399,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,399,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",4,defensive rebound,,Centre,madison rice,,
400,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,400,03:15,,,,,"MISS JUMPER by BUNNER,CHEYENNE",,,"MISS JUMPER by BUNNER,CHEYENNE",4,jumper,missed,Centre,cheyenne bunner,,195
401,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,401,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,4,defensive rebound,,Centre,,,
402,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,402,02:59,"MISS JUMPER by WEBB,AALIYAH",,,,,,,"MISS JUMPER by WEBB,AALIYAH",4,jumper,missed,salem,aaliyah webb,,179
403,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,403,--,"REBOUND OFF by MILLER,LARAMIE",,,,,,,"REBOUND OFF by MILLER,LARAMIE",4,offensive rebound,,salem,laramie miller,,
404,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,404,02:44,"GOOD LAYUP by BLANTON,TAMARA(in the paint)",35,,73 (+38),,SAL 35-73 (+38),,"GOOD LAYUP by BLANTON,TAMARA(in the paint)",4,layup,good,salem,tamara blanton,2,164
405,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,405,02:24,,35,,75 (+40),"GOOD LAYUP by RICE,MADISON(in the paint)",CENTRE-W 35-75 (+40),,"GOOD LAYUP by RICE,MADISON(in the paint)",4,layup,good,Centre,madison rice,2,144
406,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,406,--,,,,,"ASSIST  by BUNNER,CHEYENNE",,,"ASSIST  by BUNNER,CHEYENNE",4,assist,,Centre,cheyenne bunner,,
407,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,407,02:07,,,,,"FOUL  by GREENE,SARAH",,,"FOUL  by GREENE,SARAH",4,foul,,Centre,sarah greene,,127
408,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,408,02:07,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",4,foul,,Centre,cheyenne bunner,,127
409,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,409,02:07,"GOOD FT by WEBB,AALIYAH",36,,75 (+39),,SAL 36-75 (+39),,"GOOD FT by WEBB,AALIYAH",4,free throw,good,salem,aaliyah webb,1,127
410,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,410,02:07,"GOOD FT by WEBB,AALIYAH",37,,75 (+38),,SAL 37-75 (+38),,"GOOD FT by WEBB,AALIYAH",4,free throw,good,salem,aaliyah webb,1,127
411,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,411,02:07,,,,,"SUB IN by ADEROBA,OYIN",,,"SUB IN by ADEROBA,OYIN",4,subbing in,,Centre,oyin aderoba,,127
412,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,412,02:07,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",4,subbing out,,Centre,madison rice,,127
413,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,413,01:52,,,,,"MISS LAYUP by MOORE,LAUREN",,,"MISS LAYUP by MOORE,LAUREN",4,layup,missed,Centre,lauren moore,,112
414,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,414,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,4,defensive rebound,,Centre,,,
415,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,415,01:51,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",4,foul,,Centre,cheyenne bunner,,111
416,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,416,01:51,"MISS FT by SEIVERS,MIKAYLA",,,,,,,"MISS FT by SEIVERS,MIKAYLA",4,free throw,missed,salem,mikayla seivers,,111
417,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,417,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4,deadball rebound,,Centre,,,
418,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,418,01:51,"MISS FT by SEIVERS,MIKAYLA",,,,,,,"MISS FT by SEIVERS,MIKAYLA",4,free throw,missed,salem,mikayla seivers,,111
419,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,419,--,,,,,"REBOUND DEF by MILLER,LAKKEN",,,"REBOUND DEF by MILLER,LAKKEN",4,defensive rebound,,Centre,lakken miller,,
420,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,420,01:51,,,,,"SUB IN by ALFORD,OLIVIA",,,"SUB IN by ALFORD,OLIVIA",4,subbing in,,Centre,olivia alford,,111
421,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,421,01:51,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",4,subbing out,,Centre,cheyenne bunner,,111
422,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,422,01:43,,,,,"MISS LAYUP by ADEROBA,OYIN",,,"MISS LAYUP by ADEROBA,OYIN",4,layup,missed,Centre,oyin aderoba,,103
423,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,423,01:43,"BLOCK  by WEBB,AALIYAH",,,,,,,"BLOCK  by WEBB,AALIYAH",4,block,,salem,aaliyah webb,,103
424,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,424,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,4,offensive rebound,,Centre,,,
425,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,425,01:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,4,timeout,,Centre,,,101
426,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,426,01:41,,,,,"SUB IN by SUTTON,KELSEY",,,"SUB IN by SUTTON,KELSEY",4,subbing in,,Centre,kelsey sutton,,101
427,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,427,01:41,,,,,"SUB IN by GUENTHER,SAVANNAH",,,"SUB IN by GUENTHER,SAVANNAH",4,subbing in,,Centre,savannah guenther,,101
428,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,428,01:41,,,,,"SUB IN by WALDO,SARAH",,,"SUB IN by WALDO,SARAH",4,subbing in,,Centre,sarah waldo,,101
429,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,429,01:41,,,,,"SUB OUT by ADEROBA,OYIN",,,"SUB OUT by ADEROBA,OYIN",4,subbing out,,Centre,oyin aderoba,,101
430,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,430,01:41,,,,,"SUB OUT by GREENE,SARAH",,,"SUB OUT by GREENE,SARAH",4,subbing out,,Centre,sarah greene,,101
431,11,salem,Salem,Centre,78-41,78,41,"20, 18, 25, 15, 78","11, 10, 11, 9, 41",20,18,25,15,78,11,10,11,9,41,2-9,2-9,12/30/15,Win,117,No Location Recorded,3:00 PM,H,431,01:41,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",4,subbing out,,Centre,lakken miller,,101
