,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,ONUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
56,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,56,--,,,,,"REBOUND DEF by STEFFAS,KARISSA",,,"REBOUND DEF by STEFFAS,KARISSA",1,defensive rebound,,ohio northern,karissa steffas,,
57,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,57,04:57,,5,,17 (+12),"GOOD LAYUP by RAMSEY,PRECIOUS(in the paint)",ONUW 5-17 (-12),,"GOOD LAYUP by RAMSEY,PRECIOUS(in the paint)",1,layup,good,ohio northern,precious ramsey,2,297
58,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,58,--,,,,,"ASSIST  by CRAMER,COURTNEY",,,"ASSIST  by CRAMER,COURTNEY",1,assist,,ohio northern,courtney cramer,,
59,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,59,04:39,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",1,jumper,missed,Centre,abigail stewart,,279
60,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,60,--,,,,,"REBOUND DEF by CRAMER,COURTNEY",,,"REBOUND DEF by CRAMER,COURTNEY",1,defensive rebound,,ohio northern,courtney cramer,,
61,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,61,04:30,,,,,"MISS JUMPER by STEFFAS,KARISSA",,,"MISS JUMPER by STEFFAS,KARISSA",1,jumper,missed,ohio northern,karissa steffas,,270
62,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,62,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",1,defensive rebound,,Centre,madison rice,,
63,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,63,04:13,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",7,,17 (+10),,CENTRE-W 7-17 (-10),,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",1,jumper,good,Centre,abigail stewart,2,253
64,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,64,--,"ASSIST  by LEWIS,KENDALL",,,,,,,"ASSIST  by LEWIS,KENDALL",1,assist,,Centre,kendall lewis,,
65,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,65,04:05,,,,,"MISS LAYUP by RAMSEY,PRECIOUS",,,"MISS LAYUP by RAMSEY,PRECIOUS",1,layup,missed,ohio northern,precious ramsey,,245
66,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,66,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
67,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,67,04:02,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,242
68,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,68,04:02,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,242
69,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,69,04:02,,,,,"SUB IN by CAMPBELL,AMAURIA",,,"SUB IN by CAMPBELL,AMAURIA",1,subbing in,,ohio northern,amauria campbell,,242
70,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,70,04:02,,,,,"SUB OUT by STEFFAS,KARISSA",,,"SUB OUT by STEFFAS,KARISSA",1,subbing out,,ohio northern,karissa steffas,,242
71,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,71,03:55,"FOUL  by LEWIS,KENDALL",,,,,,,"FOUL  by LEWIS,KENDALL",1,foul,,Centre,kendall lewis,,235
72,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,72,03:54,,,,,"MISS 3PTR by CRAMER,COURTNEY",,,"MISS 3PTR by CRAMER,COURTNEY",1,three pointer,missed,ohio northern,courtney cramer,,234
73,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,73,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
74,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,74,03:31,"GOOD LAYUP by JUDY,MICHELE(in the paint)",9,,17 (+8),,CENTRE-W 9-17 (-8),,"GOOD LAYUP by JUDY,MICHELE(in the paint)",1,layup,good,Centre,michele judy,2,211
75,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,75,--,"ASSIST  by LEWIS,KENDALL",,,,,,,"ASSIST  by LEWIS,KENDALL",1,assist,,Centre,kendall lewis,,
76,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,76,03:09,,,,,"MISS JUMPER by CRAMER,COURTNEY",,,"MISS JUMPER by CRAMER,COURTNEY",1,jumper,missed,ohio northern,courtney cramer,,189
77,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,77,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
78,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,78,02:58,"GOOD JUMPER by RICE,MADISON(in the paint)",11,,17 (+6),,CENTRE-W 11-17 (-6),,"GOOD JUMPER by RICE,MADISON(in the paint)",1,jumper,good,Centre,madison rice,2,178
79,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,79,--,"ASSIST  by LEWIS,KENDALL",,,,,,,"ASSIST  by LEWIS,KENDALL",1,assist,,Centre,kendall lewis,,
80,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,80,02:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,175
81,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,81,02:37,,11,,19 (+8),"GOOD JUMPER by DIRKSEN,JENNA(in the paint)",ONUW 11-19 (-8),,"GOOD JUMPER by DIRKSEN,JENNA(in the paint)",1,jumper,good,ohio northern,jenna dirksen,2,157
82,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,82,--,,,,,"ASSIST  by RAMSEY,PRECIOUS",,,"ASSIST  by RAMSEY,PRECIOUS",1,assist,,ohio northern,precious ramsey,,
83,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,83,02:28,"GOOD 3PTR by LEWIS,KENDALL",14,,19 (+5),,CENTRE-W 14-19 (-5),,"GOOD 3PTR by LEWIS,KENDALL",1,three pointer,good,Centre,kendall lewis,3,148
84,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,84,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
85,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,85,02:12,,,,,"SUB IN by BULLIMORE,AMY",,,"SUB IN by BULLIMORE,AMY",1,subbing in,,ohio northern,amy bullimore,,132
86,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,86,02:12,,,,,"SUB IN by ESPENSCHIED,BROOKE",,,"SUB IN by ESPENSCHIED,BROOKE",1,subbing in,,ohio northern,brooke espenschied,,132
87,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,87,02:12,,,,,"SUB IN by TESNY,ANGELA",,,"SUB IN by TESNY,ANGELA",1,subbing in,,ohio northern,angela tesny,,132
88,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,88,02:12,,,,,"SUB IN by LAUCK,BRITT",,,"SUB IN by LAUCK,BRITT",1,subbing in,,ohio northern,britt lauck,,132
89,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,89,02:12,,,,,"SUB OUT by DIRKSEN,JENNA",,,"SUB OUT by DIRKSEN,JENNA",1,subbing out,,ohio northern,jenna dirksen,,132
90,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,90,02:12,,,,,"SUB OUT by RAMSEY,PRECIOUS",,,"SUB OUT by RAMSEY,PRECIOUS",1,subbing out,,ohio northern,precious ramsey,,132
91,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,91,02:12,,,,,"SUB OUT by CRAMER,COURTNEY",,,"SUB OUT by CRAMER,COURTNEY",1,subbing out,,ohio northern,courtney cramer,,132
92,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,92,02:12,,,,,"SUB OUT by HOLLAR,JENNA",,,"SUB OUT by HOLLAR,JENNA",1,subbing out,,ohio northern,jenna hollar,,132
93,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,93,02:05,,,,,"TURNOVER  by LAUCK,BRITT",,,"TURNOVER  by LAUCK,BRITT",1,turnover,,ohio northern,britt lauck,,125
94,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,94,02:05,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,125
95,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,95,02:05,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,125
96,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,96,01:56,"MISS JUMPER by RICE,MADISON",,,,,,,"MISS JUMPER by RICE,MADISON",1,jumper,missed,Centre,madison rice,,116
97,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,97,--,,,,,"REBOUND DEF by ESPENSCHIED,BROOKE",,,"REBOUND DEF by ESPENSCHIED,BROOKE",1,defensive rebound,,ohio northern,brooke espenschied,,
98,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,98,01:36,,,,,"MISS 3PTR by TESNY,ANGELA",,,"MISS 3PTR by TESNY,ANGELA",1,three pointer,missed,ohio northern,angela tesny,,96
99,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,99,--,,,,,"REBOUND OFF by CAMPBELL,AMAURIA",,,"REBOUND OFF by CAMPBELL,AMAURIA",1,offensive rebound,,ohio northern,amauria campbell,,
100,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,100,01:30,,,,,"MISS 3PTR by LAUCK,BRITT",,,"MISS 3PTR by LAUCK,BRITT",1,three pointer,missed,ohio northern,britt lauck,,90
101,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,101,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
102,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,102,01:21,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,81
103,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,103,--,"REBOUND OFF by RICE,MADISON",,,,,,,"REBOUND OFF by RICE,MADISON",1,offensive rebound,,Centre,madison rice,,
104,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,104,01:13,"MISS JUMPER by JUDY,MICHELE",,,,,,,"MISS JUMPER by JUDY,MICHELE",1,jumper,missed,Centre,michele judy,,73
105,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,105,01:13,,,,,"BLOCK  by BULLIMORE,AMY",,,"BLOCK  by BULLIMORE,AMY",1,block,,ohio northern,amy bullimore,,73
106,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,106,--,,,,,"REBOUND DEF by TESNY,ANGELA",,,"REBOUND DEF by TESNY,ANGELA",1,defensive rebound,,ohio northern,angela tesny,,
107,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,107,01:05,,,,,"TURNOVER  by LAUCK,BRITT",,,"TURNOVER  by LAUCK,BRITT",1,turnover,,ohio northern,britt lauck,,65
108,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,108,01:05,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",1,subbing in,,Centre,day vance,,65
109,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,109,01:05,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,65
110,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,110,01:05,"SUB IN by MOORE,KATIE",,,,,,,"SUB IN by MOORE,KATIE",1,subbing in,,Centre,katie moore,,65
111,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,111,01:05,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,65
112,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,112,01:05,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,65
113,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,113,01:05,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,65
114,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,114,00:47,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,47
115,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,115,00:24,,,,,"MISS JUMPER by BULLIMORE,AMY",,,"MISS JUMPER by BULLIMORE,AMY",1,jumper,missed,ohio northern,amy bullimore,,24
116,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,116,--,,,,,"REBOUND OFF by BULLIMORE,AMY",,,"REBOUND OFF by BULLIMORE,AMY",1,offensive rebound,,ohio northern,amy bullimore,,
117,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,117,00:11,,,,,"MISS JUMPER by TESNY,ANGELA",,,"MISS JUMPER by TESNY,ANGELA",1,jumper,missed,ohio northern,angela tesny,,11
118,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,118,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
119,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,119,00:00,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",1,three pointer,missed,Centre,caroline andreassen,,0
120,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,120,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,ohio northern,,,
121,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,121,Start Period 2,,,,,,,,,2,,,,,,
122,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,122,10:00,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,600
123,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,123,10:00,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,600
124,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,124,10:00,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,600
125,6,ohio-northern,Centre,Ohio Northern,47-85,47,85,"14, 8, 15, 10, 47","19, 22, 15, 29, 85",14,8,15,10,47,19,22,15,29,85,1-5,3-2,11/29/15,Lose,156,No Location Recorded,2 p.m.,A,125,10:00,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,600
