,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,MILLWBB,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
136,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,136,07:43,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,463
137,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,137,07:43,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,463
138,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,138,07:43,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,463
139,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,139,07:43,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,463
140,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,140,07:06,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,426
141,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,141,07:04,,,,,"STEAL  by FREEMAN,KALA-JEWEL",,,"STEAL  by FREEMAN,KALA-JEWEL",2,steal,,millsaps,,,424
142,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,142,06:49,,,,,"TURNOVER  by FREEMAN,KALA-JEWEL",,,"TURNOVER  by FREEMAN,KALA-JEWEL",2,turnover,,millsaps,kala-jewel freeman,,409
143,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,143,06:48,"STEAL  by GUY,ALEXIS",,,,,,,"STEAL  by GUY,ALEXIS",2,steal,,Centre,,,408
144,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,144,06:43,"GOOD LAYUP by GUY,ALEXIS(fastbreak)(in the paint)",11,,14 (+3),,CENTREW 11-14 (-3),,"GOOD LAYUP by GUY,ALEXIS(fastbreak)(in the paint)",2,layup,good,Centre,alexis(fastbreak) guy,2,403
145,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,145,06:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,399
146,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,146,06:18,,,,,"TURNOVER  by FREEMAN,KALA-JEWEL",,,"TURNOVER  by FREEMAN,KALA-JEWEL",2,turnover,,millsaps,kala-jewel freeman,,378
147,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,147,06:17,"STEAL  by JUDY,MICHELE",,,,,,,"STEAL  by JUDY,MICHELE",2,steal,,Centre,,,377
148,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,148,06:09,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",2,turnover,,Centre,caroline andreassen,,369
149,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,149,06:09,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,369
150,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,150,06:09,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,369
151,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,151,06:09,,,,,"SUB IN by JORDAN,KEYERRA",,,"SUB IN by JORDAN,KEYERRA",2,subbing in,,millsaps,keyerra jordan,,369
152,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,152,06:09,,,,,"SUB OUT by CONNOR,KATIE",,,"SUB OUT by CONNOR,KATIE",2,subbing out,,millsaps,katie connor,,369
153,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,153,05:48,,11,,16 (+5),"GOOD LAYUP by BROOKS,MIAH(in the paint)",MILLWBB 11-16 (-5),,"GOOD LAYUP by BROOKS,MIAH(in the paint)",2,layup,good,millsaps,miah brooks,2,348
154,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,154,--,,,,,"ASSIST  by JORDAN,KEYERRA",,,"ASSIST  by JORDAN,KEYERRA",2,assist,,millsaps,keyerra jordan,,
155,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,155,05:29,"MISS JUMPER by MCKNIGHT,KAITLYN",,,,,,,"MISS JUMPER by MCKNIGHT,KAITLYN",2,jumper,missed,Centre,kaitlyn mcknight,,329
156,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,156,--,,,,,"REBOUND DEF by FREEMAN,KALA-JEWEL",,,"REBOUND DEF by FREEMAN,KALA-JEWEL",2,defensive rebound,,millsaps,kala-jewel freeman,,
157,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,157,05:04,,,,,"TURNOVER  by KLUNK,KIM",,,"TURNOVER  by KLUNK,KIM",2,turnover,,millsaps,kim klunk,,304
158,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,158,05:01,"STEAL  by KELLAM,PAIGE",,,,,,,"STEAL  by KELLAM,PAIGE",2,steal,,Centre,,,301
159,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,159,04:55,"MISS 3PTR by RICE,MADISON",,,,,,,"MISS 3PTR by RICE,MADISON",2,three pointer,missed,Centre,madison rice,,295
160,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,160,--,,,,,"REBOUND DEF by BROOKS,MIAH",,,"REBOUND DEF by BROOKS,MIAH",2,defensive rebound,,millsaps,miah brooks,,
161,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,161,04:26,,11,,19 (+8),"GOOD 3PTR by JORDAN,KEYERRA",MILLWBB 11-19 (-8),,"GOOD 3PTR by JORDAN,KEYERRA",2,three pointer,good,millsaps,keyerra jordan,3,266
162,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,162,--,,,,,"ASSIST  by FREEMAN,KALA-JEWEL",,,"ASSIST  by FREEMAN,KALA-JEWEL",2,assist,,millsaps,kala-jewel freeman,,
163,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,163,04:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,259
164,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,164,04:19,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,259
165,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,165,04:19,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,259
166,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,166,04:19,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,259
167,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,167,04:19,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,259
168,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,168,04:19,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,259
169,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,169,04:19,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,259
170,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,170,04:19,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,259
171,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,171,04:19,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,259
172,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,172,04:19,,,,,"SUB IN by HOLMES,BEVERLY",,,"SUB IN by HOLMES,BEVERLY",2,subbing in,,millsaps,beverly holmes,,259
173,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,173,04:19,,,,,"SUB IN by CONNOR,KATIE",,,"SUB IN by CONNOR,KATIE",2,subbing in,,millsaps,katie connor,,259
174,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,174,04:19,,,,,"SUB OUT by FREEMAN,KALA-JEWEL",,,"SUB OUT by FREEMAN,KALA-JEWEL",2,subbing out,,millsaps,kala-jewel freeman,,259
175,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,175,04:19,,,,,"SUB OUT by JORDAN,KEYERRA",,,"SUB OUT by JORDAN,KEYERRA",2,subbing out,,millsaps,keyerra jordan,,259
176,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,176,04:09,"TURNOVER  by SCHAD,OLIVIA",,,,,,,"TURNOVER  by SCHAD,OLIVIA",2,turnover,,Centre,olivia schad,,249
177,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,177,04:08,,,,,"STEAL  by HOLMES,BEVERLY",,,"STEAL  by HOLMES,BEVERLY",2,steal,,millsaps,,,248
178,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,178,03:52,,,,,"MISS LAYUP by CONNOR,KATIE",,,"MISS LAYUP by CONNOR,KATIE",2,layup,missed,millsaps,katie connor,,232
179,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,179,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
180,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,180,03:50,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,230
181,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,181,03:50,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,230
182,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,182,03:50,,,,,"SUB IN by JORDAN,KEYERRA",,,"SUB IN by JORDAN,KEYERRA",2,subbing in,,millsaps,keyerra jordan,,230
183,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,183,03:50,,,,,"SUB OUT by CONNOR,KATIE",,,"SUB OUT by CONNOR,KATIE",2,subbing out,,millsaps,katie connor,,230
184,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,184,03:34,,,,,"FOUL  by JORDAN,KEYERRA",,,"FOUL  by JORDAN,KEYERRA",2,foul,,millsaps,keyerra jordan,,214
185,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,185,03:34,,,,,"SUB IN by FREEMAN,KALA-JEWEL",,,"SUB IN by FREEMAN,KALA-JEWEL",2,subbing in,,millsaps,kala-jewel freeman,,214
186,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,186,03:34,,,,,"SUB IN by CONNOR,KATIE",,,"SUB IN by CONNOR,KATIE",2,subbing in,,millsaps,katie connor,,214
187,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,187,03:34,,,,,"SUB OUT by THOMAS,BRAXTON",,,"SUB OUT by THOMAS,BRAXTON",2,subbing out,,millsaps,braxton thomas,,214
188,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,188,03:34,,,,,"SUB OUT by JORDAN,KEYERRA",,,"SUB OUT by JORDAN,KEYERRA",2,subbing out,,millsaps,keyerra jordan,,214
189,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,189,03:27,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,207
190,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,190,03:01,,,,,"MISS 3PTR by KLUNK,KIM",,,"MISS 3PTR by KLUNK,KIM",2,three pointer,missed,millsaps,kim klunk,,181
191,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,191,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
192,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,192,02:37,"GOOD JUMPER by VANCE,DAY",13,,19 (+6),,CENTREW 13-19 (-6),,"GOOD JUMPER by VANCE,DAY",2,jumper,good,Centre,day vance,2,157
193,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,193,--,"ASSIST  by RHULE,BONNIE",,,,,,,"ASSIST  by RHULE,BONNIE",2,assist,,Centre,bonnie rhule,,
194,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,194,02:20,,,,,"TURNOVER  by FREEMAN,KALA-JEWEL",,,"TURNOVER  by FREEMAN,KALA-JEWEL",2,turnover,,millsaps,kala-jewel freeman,,140
195,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,195,02:19,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,139
196,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,196,02:19,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,139
197,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,197,02:19,,,,,"SUB IN by THOMAS,BRAXTON",,,"SUB IN by THOMAS,BRAXTON",2,subbing in,,millsaps,braxton thomas,,139
198,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,198,02:19,,,,,"SUB OUT by FREEMAN,KALA-JEWEL",,,"SUB OUT by FREEMAN,KALA-JEWEL",2,subbing out,,millsaps,kala-jewel freeman,,139
199,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,199,02:05,"GOOD JUMPER by GUY,ALEXIS(in the paint)",15,,19 (+4),,CENTREW 15-19 (-4),,"GOOD JUMPER by GUY,ALEXIS(in the paint)",2,jumper,good,Centre,alexis guy,2,125
200,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,200,01:44,,,,,"TURNOVER  by KLUNK,KIM",,,"TURNOVER  by KLUNK,KIM",2,turnover,,millsaps,kim klunk,,104
201,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,201,01:42,"STEAL  by GUY,ALEXIS",,,,,,,"STEAL  by GUY,ALEXIS",2,steal,,Centre,,,102
202,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,202,01:38,"GOOD JUMPER by KELLAM,PAIGE(fastbreak)(in the paint)",17,,19 (+2),,CENTREW 17-19 (-2),,"GOOD JUMPER by KELLAM,PAIGE(fastbreak)(in the paint)",2,jumper,good,Centre,paige(fastbreak) kellam,2,98
203,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,203,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",2,assist,,Centre,alexis guy,,
204,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,204,01:14,,,,,"MISS LAYUP by KLUNK,KIM",,,"MISS LAYUP by KLUNK,KIM",2,layup,missed,millsaps,kim klunk,,74
205,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,205,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
206,17,millsaps,CENTREW,Millsaps,40-42,40,42,"7, 12, 10, 11, 40","11, 8, 11, 12, 42",7,12,10,11,40,11,8,11,12,42,4-13,10-7,01/24/16,Lose,147,No Location Recorded,12:00 PM,A,206,00:48,,,,,"FOUL  by HOLMES,BEVERLY",,,"FOUL  by HOLMES,BEVERLY",2,foul,,millsaps,beverly holmes,,48
