,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MAR-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
139,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,139,09:57,,,,,"SUB OUT by MOORE,KATIE",,,"SUB OUT by MOORE,KATIE",2,subbing out,,Centre,katie moore,,597
140,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,140,09:31,"MISS LAYUP by HERD,AMISHA",,,,,,,"MISS LAYUP by HERD,AMISHA",2,layup,missed,marietta,amisha herd,,571
141,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,141,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",2,defensive rebound,,Centre,alexis guy,,
142,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,142,09:17,"FOUL  by LIEDTKE,MORGAN",,,,,,,"FOUL  by LIEDTKE,MORGAN",2,foul,,marietta,morgan liedtke,,557
143,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,143,09:12,"FOUL  by FRASURE,ASHLEY",,,,,,,"FOUL  by FRASURE,ASHLEY",2,foul,,marietta,ashley frasure,,552
144,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,144,09:12,,,,,"MISS FT by GUY,ALEXIS",,,"MISS FT by GUY,ALEXIS",2,free throw,missed,Centre,alexis guy,,552
145,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,145,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
146,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,146,09:12,,,,,"MISS FT by GUY,ALEXIS",,,"MISS FT by GUY,ALEXIS",2,free throw,missed,Centre,alexis guy,,552
147,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,147,--,"REBOUND DEF by HERD,AMISHA",,,,,,,"REBOUND DEF by HERD,AMISHA",2,defensive rebound,,marietta,amisha herd,,
148,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,148,08:53,"SUB IN by ANDERSEN,JENNA",,,,,,,"SUB IN by ANDERSEN,JENNA",2,subbing in,,marietta,jenna andersen,,533
149,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,149,08:53,"SUB OUT by FRASURE,ASHLEY",,,,,,,"SUB OUT by FRASURE,ASHLEY",2,subbing out,,marietta,ashley frasure,,533
150,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,150,08:47,"MISS JUMPER by ANDERSEN,JENNA",,,,,,,"MISS JUMPER by ANDERSEN,JENNA",2,jumper,missed,marietta,jenna andersen,,527
151,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,151,--,"REBOUND OFF by BURKHARDT,CORRIE",,,,,,,"REBOUND OFF by BURKHARDT,CORRIE",2,offensive rebound,,marietta,corrie burkhardt,,
152,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,152,08:33,"GOOD LAYUP by HERD,AMISHA(in the paint)",17 (+7),,10,,MAR-W 17-10 (-7),,"GOOD LAYUP by HERD,AMISHA(in the paint)",2,layup,good,marietta,amisha herd,2,513
153,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,153,08:18,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",2,jumper,missed,Centre,alexis guy,,498
154,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,154,08:18,"BLOCK  by ANDERSEN,JENNA",,,,,,,"BLOCK  by ANDERSEN,JENNA",2,block,,marietta,jenna andersen,,498
155,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,155,--,,,,,"REBOUND OFF by KELLAM,PAIGE",,,"REBOUND OFF by KELLAM,PAIGE",2,offensive rebound,,Centre,paige kellam,,
156,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,156,08:11,,17 (+5),,12,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",CENTRE-W 17-12 (-5),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",2,layup,good,Centre,kaitlyn mcknight,2,491
157,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,157,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
158,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,158,07:55,"GOOD JUMPER by ANDERSEN,JENNA",19 (+7),,12,,MAR-W 19-12 (-7),,"GOOD JUMPER by ANDERSEN,JENNA",2,jumper,good,marietta,jenna andersen,2,475
159,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,159,--,"ASSIST  by BORICH,BROOKE",,,,,,,"ASSIST  by BORICH,BROOKE",2,assist,,marietta,brooke borich,,
160,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,160,07:47,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",2,three pointer,missed,Centre,alexis guy,,467
161,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,161,--,,,,,"REBOUND OFF by MCKNIGHT,KAITLYN",,,"REBOUND OFF by MCKNIGHT,KAITLYN",2,offensive rebound,,Centre,kaitlyn mcknight,,
162,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,162,07:43,,19 (+5),,14,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",CENTRE-W 19-14 (-5),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",2,layup,good,Centre,kaitlyn mcknight,2,463
163,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,163,07:43,"FOUL  by HERD,AMISHA",,,,,,,"FOUL  by HERD,AMISHA",2,foul,,marietta,amisha herd,,463
164,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,164,07:43,,19 (+4),,15,"GOOD FT by MCKNIGHT,KAITLYN",CENTRE-W 19-15 (-4),,"GOOD FT by MCKNIGHT,KAITLYN",2,free throw,good,Centre,kaitlyn mcknight,1,463
165,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,165,07:43,"SUB IN by HERD-MIDDLEBROOKS,JO",,,,,,,"SUB IN by HERD-MIDDLEBROOKS,JO",2,subbing in,,marietta,jo herd-middlebrooks,,463
166,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,166,07:43,"SUB OUT by ANDERSEN,JENNA",,,,,,,"SUB OUT by ANDERSEN,JENNA",2,subbing out,,marietta,jenna andersen,,463
167,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,167,07:18,"GOOD 3PTR by LIEDTKE,MORGAN",22 (+7),,15,,MAR-W 22-15 (-7),,"GOOD 3PTR by LIEDTKE,MORGAN",2,three pointer,good,marietta,morgan liedtke,3,438
168,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,168,--,"ASSIST  by HERD-MIDDLEBROOKS,JO",,,,,,,"ASSIST  by HERD-MIDDLEBROOKS,JO",2,assist,,marietta,jo herd-middlebrooks,,
169,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,169,07:01,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,421
170,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,170,07:00,"STEAL  by BORICH,BROOKE",,,,,,,"STEAL  by BORICH,BROOKE",2,steal,,marietta,,,420
171,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,171,06:57,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",2,foul,,Centre,alexis guy,,417
172,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,172,06:57,"GOOD FT by BURKHARDT,CORRIE",23 (+8),,15,,MAR-W 23-15 (-8),,"GOOD FT by BURKHARDT,CORRIE",2,free throw,good,marietta,corrie burkhardt,1,417
173,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,173,06:57,"GOOD FT by BURKHARDT,CORRIE",24 (+9),,15,,MAR-W 24-15 (-9),,"GOOD FT by BURKHARDT,CORRIE",2,free throw,good,marietta,corrie burkhardt,1,417
174,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,174,06:57,,,,,"SUB IN by MOORE,KATIE",,,"SUB IN by MOORE,KATIE",2,subbing in,,Centre,katie moore,,417
175,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,175,06:57,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,417
176,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,176,06:57,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,417
177,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,177,06:57,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",2,subbing in,,Centre,kendall lewis,,417
178,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,178,06:57,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,417
179,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,179,06:57,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,417
180,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,180,06:57,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,417
181,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,181,06:57,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,417
182,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,182,06:46,,,,,"TURNOVER  by JUDY,MICHELE",,,"TURNOVER  by JUDY,MICHELE",2,turnover,,Centre,michele judy,,406
183,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,183,06:44,"STEAL  by HERD-MIDDLEBROOKS,JO",,,,,,,"STEAL  by HERD-MIDDLEBROOKS,JO",2,steal,,marietta,,,404
184,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,184,06:38,"GOOD JUMPER by HERD,AMISHA",26 (+11),,15,,MAR-W 26-15 (-11),,"GOOD JUMPER by HERD,AMISHA",2,jumper,good,marietta,amisha herd,2,398
185,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,185,06:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2,timeout,,Centre,,,395
186,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,186,06:15,,,,,"TURNOVER  by RICE,MADISON",,,"TURNOVER  by RICE,MADISON",2,turnover,,Centre,madison rice,,375
187,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,187,06:13,"STEAL  by BURKHARDT,CORRIE",,,,,,,"STEAL  by BURKHARDT,CORRIE",2,steal,,marietta,,,373
188,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,188,06:02,"TURNOVER  by BURKHARDT,CORRIE",,,,,,,"TURNOVER  by BURKHARDT,CORRIE",2,turnover,,marietta,corrie burkhardt,,362
189,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,189,05:52,,,,,"TURNOVER  by LEWIS,KENDALL",,,"TURNOVER  by LEWIS,KENDALL",2,turnover,,Centre,kendall lewis,,352
190,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,190,05:38,"GOOD LAYUP by BURKHARDT,CORRIE(in the paint)",28 (+13),,15,,MAR-W 28-15 (-13),,"GOOD LAYUP by BURKHARDT,CORRIE(in the paint)",2,layup,good,marietta,corrie burkhardt,2,338
191,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,191,--,"ASSIST  by HERD-MIDDLEBROOKS,JO",,,,,,,"ASSIST  by HERD-MIDDLEBROOKS,JO",2,assist,,marietta,jo herd-middlebrooks,,
192,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,192,05:12,,,,,"MISS LAYUP by JUDY,MICHELE",,,"MISS LAYUP by JUDY,MICHELE",2,layup,missed,Centre,michele judy,,312
193,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,193,--,,,,,"REBOUND OFF by JUDY,MICHELE",,,"REBOUND OFF by JUDY,MICHELE",2,offensive rebound,,Centre,michele judy,,
194,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,194,05:08,,,,,"TURNOVER  by JUDY,MICHELE",,,"TURNOVER  by JUDY,MICHELE",2,turnover,,Centre,michele judy,,308
195,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,195,05:08,"SUB IN by RAUCH,JORDANNA",,,,,,,"SUB IN by RAUCH,JORDANNA",2,subbing in,,marietta,jordanna rauch,,308
196,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,196,05:08,"SUB OUT by LIEDTKE,MORGAN",,,,,,,"SUB OUT by LIEDTKE,MORGAN",2,subbing out,,marietta,morgan liedtke,,308
197,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,197,05:08,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,308
198,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,198,05:08,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,308
199,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,199,05:08,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,308
200,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,200,05:08,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,308
201,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,201,05:08,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,308
202,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,202,05:08,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",2,subbing out,,Centre,kendall lewis,,308
203,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,203,05:05,"MISS LAYUP by BURKHARDT,CORRIE",,,,,,,"MISS LAYUP by BURKHARDT,CORRIE",2,layup,missed,marietta,corrie burkhardt,,305
204,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,204,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
205,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,205,05:01,"TURNOVER  by HERD-MIDDLEBROOKS,JO",,,,,,,"TURNOVER  by HERD-MIDDLEBROOKS,JO",2,turnover,,marietta,jo herd-middlebrooks,,301
206,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,206,05:01,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,301
207,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,207,05:01,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,301
208,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,208,04:48,"SUB IN by ANDERSEN,JENNA",,,,,,,"SUB IN by ANDERSEN,JENNA",2,subbing in,,marietta,jenna andersen,,288
209,3,marietta,Marietta,Centre,47-67,47,67,"10, 9, 15, 13, 47","15, 17, 16, 19, 67",10,9,15,13,47,15,17,16,19,67,1-2,3-0,11/21/15,Lose,159,No Location Recorded,3:00 PM,H,209,04:48,"SUB OUT by HERD-MIDDLEBROOKS,JO",,,,,,,"SUB OUT by HERD-MIDDLEBROOKS,JO",2,subbing out,,marietta,jo herd-middlebrooks,,288
