,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,HANOVER,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
156,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,156,Start Period 2,,,,,,,,,2,,,,,,
157,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,157,10:00,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,600
158,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,158,10:00,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,600
159,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,159,10:00,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,600
160,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,160,10:00,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,600
161,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,161,10:00,,,,,"SUB IN by MITCHELL,BAYLEE",,,"SUB IN by MITCHELL,BAYLEE",2,subbing in,,hanover,baylee mitchell,,600
162,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,162,10:00,,,,,"SUB OUT by BIVINS,MORGAN",,,"SUB OUT by BIVINS,MORGAN",2,subbing out,,hanover,morgan bivins,,600
163,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,163,09:50,"FOUL  by JUDY,MICHELE",,,,,,,"FOUL  by JUDY,MICHELE",2,foul,,Centre,michele judy,,590
164,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,164,09:50,,17 (+3),,14,"GOOD FT by NASH,ALLISON",HANOVER 17-14 (+3),,"GOOD FT by NASH,ALLISON",2,free throw,good,hanover,allison nash,1,590
165,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,165,09:50,,17 (+2),,15,"GOOD FT by NASH,ALLISON",HANOVER 17-15 (+2),,"GOOD FT by NASH,ALLISON",2,free throw,good,hanover,allison nash,1,590
166,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,166,09:50,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,590
167,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,167,09:50,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,590
168,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,168,09:40,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,580
169,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,169,09:38,,,,,"STEAL  by NASH,ALLISON",,,"STEAL  by NASH,ALLISON",2,steal,,hanover,,,578
170,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,170,09:25,,,,,"MISS LAYUP by MALLOY,ASHLEY",,,"MISS LAYUP by MALLOY,ASHLEY",2,layup,missed,hanover,ashley malloy,,565
171,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,171,09:25,"BLOCK  by STEWART,ABIGAIL",,,,,,,"BLOCK  by STEWART,ABIGAIL",2,block,,Centre,abigail stewart,,565
172,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,172,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
173,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,173,09:14,"GOOD LAYUP by GUY,ALEXIS(in the paint)",19 (+4),,15,,CENTRE-W 19-15 (+4),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",2,layup,good,Centre,alexis guy,2,554
174,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,174,--,"ASSIST  by MOORE,KATIE",,,,,,,"ASSIST  by MOORE,KATIE",2,assist,,Centre,katie moore,,
175,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,175,09:03,,,,,"TURNOVER  by MITCHELL,BAYLEE",,,"TURNOVER  by MITCHELL,BAYLEE",2,turnover,,hanover,baylee mitchell,,543
176,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,176,09:03,,,,,"SUB IN by MILLER,JULIA",,,"SUB IN by MILLER,JULIA",2,subbing in,,hanover,julia miller,,543
177,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,177,09:03,,,,,"SUB OUT by MITCHELL,BAYLEE",,,"SUB OUT by MITCHELL,BAYLEE",2,subbing out,,hanover,baylee mitchell,,543
178,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,178,08:50,"MISS 3PTR by GUY,ALEXIS",,,,,,,"MISS 3PTR by GUY,ALEXIS",2,three pointer,missed,Centre,alexis guy,,530
179,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,179,--,,,,,"REBOUND DEF by MALLOY,ASHLEY",,,"REBOUND DEF by MALLOY,ASHLEY",2,defensive rebound,,hanover,ashley malloy,,
180,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,180,08:43,"FOUL  by GUY,ALEXIS",,,,,,,"FOUL  by GUY,ALEXIS",2,foul,,Centre,alexis guy,,523
181,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,181,08:43,,19 (+3),,16,"GOOD FT by MILLER,JULIA",HANOVER 19-16 (+3),,"GOOD FT by MILLER,JULIA",2,free throw,good,hanover,julia miller,1,523
182,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,182,08:43,,19 (+2),,17,"GOOD FT by MILLER,JULIA",HANOVER 19-17 (+2),,"GOOD FT by MILLER,JULIA",2,free throw,good,hanover,julia miller,1,523
183,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,183,08:43,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,523
184,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,184,08:43,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,523
185,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,185,08:43,,,,,"SUB IN by MAUPIN,MACI",,,"SUB IN by MAUPIN,MACI",2,subbing in,,hanover,maci maupin,,523
186,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,186,08:43,,,,,"SUB OUT by WALKER,MACY",,,"SUB OUT by WALKER,MACY",2,subbing out,,hanover,macy walker,,523
187,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,187,08:19,"GOOD 3PTR by ANDREASSEN,CAROLINE",22 (+5),,17,,CENTRE-W 22-17 (+5),,"GOOD 3PTR by ANDREASSEN,CAROLINE",2,three pointer,good,Centre,caroline andreassen,3,499
188,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,188,08:12,,,,,"TURNOVER  by MAUPIN,MACI",,,"TURNOVER  by MAUPIN,MACI",2,turnover,,hanover,maci maupin,,492
189,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,189,07:56,"MISS 3PTR by MOORE,KATIE",,,,,,,"MISS 3PTR by MOORE,KATIE",2,three pointer,missed,Centre,katie moore,,476
190,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,190,--,,,,,"REBOUND DEF by MILLER,JULIA",,,"REBOUND DEF by MILLER,JULIA",2,defensive rebound,,hanover,julia miller,,
191,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,191,07:38,,,,,"MISS 3PTR by NASH,ALLISON",,,"MISS 3PTR by NASH,ALLISON",2,three pointer,missed,hanover,allison nash,,458
192,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,192,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
193,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,193,07:28,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,448
194,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,194,07:26,,,,,"STEAL  by MALLOY,ASHLEY",,,"STEAL  by MALLOY,ASHLEY",2,steal,,hanover,,,446
195,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,195,07:24,,22 (+3),,19,"GOOD JUMPER by MALLOY,ASHLEY(fastbreak)",HANOVER 22-19 (+3),,"GOOD JUMPER by MALLOY,ASHLEY(fastbreak)",2,jumper,good,hanover,ashley(fastbreak) malloy,2,444
196,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,196,07:12,"TURNOVER  by MCKNIGHT,KAITLYN",,,,,,,"TURNOVER  by MCKNIGHT,KAITLYN",2,turnover,,Centre,kaitlyn mcknight,,432
197,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,197,07:10,,,,,"STEAL  by MILLER,JULIA",,,"STEAL  by MILLER,JULIA",2,steal,,hanover,,,430
198,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,198,07:03,,,,,"MISS JUMPER by NASH,ALLISON",,,"MISS JUMPER by NASH,ALLISON",2,jumper,missed,hanover,allison nash,,423
199,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,199,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
200,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,200,07:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,420
201,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,201,07:00,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,420
202,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,202,07:00,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,420
203,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,203,07:00,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,420
204,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,204,07:00,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,420
205,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,205,06:34,"GOOD JUMPER by VANCE,DAY(in the paint)",24 (+5),,19,,CENTRE-W 24-19 (+5),,"GOOD JUMPER by VANCE,DAY(in the paint)",2,jumper,good,Centre,day vance,2,394
206,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,206,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",2,assist,,Centre,caroline andreassen,,
207,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,207,06:08,,24 (+3),,21,"GOOD LAYUP by MILLER,JULIA(in the paint)",HANOVER 24-21 (+3),,"GOOD LAYUP by MILLER,JULIA(in the paint)",2,layup,good,hanover,julia miller,2,368
208,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,208,--,,,,,"ASSIST  by CROMER,CLAIRE",,,"ASSIST  by CROMER,CLAIRE",2,assist,,hanover,claire cromer,,
209,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,209,05:46,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,346
210,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,210,05:46,,,,,"SUB IN by BIVINS,MORGAN",,,"SUB IN by BIVINS,MORGAN",2,subbing in,,hanover,morgan bivins,,346
211,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,211,05:46,,,,,"SUB OUT by NASH,ALLISON",,,"SUB OUT by NASH,ALLISON",2,subbing out,,hanover,allison nash,,346
212,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,212,05:29,,,,,"MISS 3PTR by MALLOY,ASHLEY",,,"MISS 3PTR by MALLOY,ASHLEY",2,three pointer,missed,hanover,ashley malloy,,329
213,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,213,--,,,,,"REBOUND OFF by BIVINS,MORGAN",,,"REBOUND OFF by BIVINS,MORGAN",2,offensive rebound,,hanover,morgan bivins,,
214,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,214,05:26,"FOUL  by RICE,MADISON",,,,,,,"FOUL  by RICE,MADISON",2,foul,,Centre,madison rice,,326
215,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,215,05:26,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,326
216,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,216,05:26,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,326
217,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,217,05:26,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,326
218,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,218,05:26,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,326
219,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,219,05:26,"SUB OUT by MOORE,KATIE",,,,,,,"SUB OUT by MOORE,KATIE",2,subbing out,,Centre,katie moore,,326
220,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,220,05:26,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,326
221,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,221,05:26,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,326
222,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,222,05:25,,24 (+1),,23,"GOOD LAYUP by MAUPIN,MACI(in the paint)",HANOVER 24-23 (+1),,"GOOD LAYUP by MAUPIN,MACI(in the paint)",2,layup,good,hanover,maci maupin,2,325
223,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,223,--,,,,,"ASSIST  by MALLOY,ASHLEY",,,"ASSIST  by MALLOY,ASHLEY",2,assist,,hanover,ashley malloy,,
224,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,224,05:14,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",2,layup,missed,Centre,alexis guy,,314
225,5,hanover,Centre,Hanover,68-80,68,80,"17, 14, 15, 22, 68","13, 18, 26, 23, 80",17,14,15,22,68,13,18,26,23,80,1-3,1-1,11/28/15,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,A,225,--,"REBOUND OFF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND OFF by ANDREASSEN,CAROLINE",2,offensive rebound,,Centre,caroline andreassen,,
