,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CEN,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
145,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,145,08:21,,,,,"TURNOVER  by KRAMER,BAILEY",,,"TURNOVER  by KRAMER,BAILEY",2,turnover,,rhodes,bailey kramer,,501
146,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,146,07:59,"MISS JUMPER by VANCE,DAY",,,,,,,"MISS JUMPER by VANCE,DAY",2,jumper,missed,Centre,day vance,,479
147,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,147,--,,,,,"REBOUND DEF by KRAMER,BAILEY",,,"REBOUND DEF by KRAMER,BAILEY",2,defensive rebound,,rhodes,bailey kramer,,
148,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,148,07:51,,8,,20 (+12),"GOOD LAYUP by DANIELS,SYMONE(in the paint)",RHO 8-20 (-12),,"GOOD LAYUP by DANIELS,SYMONE(in the paint)",2,layup,good,rhodes,symone daniels,2,471
149,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,149,07:37,"TURNOVER  by RHULE,BONNIE",,,,,,,"TURNOVER  by RHULE,BONNIE",2,turnover,,Centre,bonnie rhule,,457
150,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,150,07:37,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,457
151,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,151,07:37,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,457
152,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,152,07:37,,,,,"SUB IN by ORTH,HANNAH",,,"SUB IN by ORTH,HANNAH",2,subbing in,,rhodes,hannah orth,,457
153,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,153,07:37,,,,,"SUB IN by YOUNG,ALLIE",,,"SUB IN by YOUNG,ALLIE",2,subbing in,,rhodes,allie young,,457
154,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,154,07:37,,,,,"SUB IN by ECKERT,CATHERINE",,,"SUB IN by ECKERT,CATHERINE",2,subbing in,,rhodes,catherine eckert,,457
155,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,155,07:37,,,,,"SUB IN by HUNT,BREANA",,,"SUB IN by HUNT,BREANA",2,subbing in,,rhodes,breana hunt,,457
156,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,156,07:37,,,,,"SUB IN by DANIELS,SYMONE",,,"SUB IN by DANIELS,SYMONE",2,subbing in,,rhodes,symone daniels,,457
157,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,157,07:37,,,,,"SUB OUT by HILL,MORGAN",,,"SUB OUT by HILL,MORGAN",2,subbing out,,rhodes,morgan hill,,457
158,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,158,07:37,,,,,"SUB OUT by HUNT,BREANA",,,"SUB OUT by HUNT,BREANA",2,subbing out,,rhodes,breana hunt,,457
159,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,159,07:37,,,,,"SUB OUT by DANIELS,SYMONE",,,"SUB OUT by DANIELS,SYMONE",2,subbing out,,rhodes,symone daniels,,457
160,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,160,07:37,,,,,"SUB OUT by GIESEN,SARA",,,"SUB OUT by GIESEN,SARA",2,subbing out,,rhodes,sara giesen,,457
161,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,161,07:37,,,,,"SUB OUT by SMITH,BLAIRE",,,"SUB OUT by SMITH,BLAIRE",2,subbing out,,rhodes,blaire smith,,457
162,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,162,07:22,,,,,"TURNOVER  by DANIELS,SYMONE",,,"TURNOVER  by DANIELS,SYMONE",2,turnover,,rhodes,symone daniels,,442
163,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,163,07:22,,,,,"FOUL  by DANIELS,SYMONE",,,"FOUL  by DANIELS,SYMONE",2,foul,,rhodes,symone daniels,,442
164,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,164,07:01,"GOOD JUMPER by KELLAM,PAIGE",10,,20 (+10),,CEN 10-20 (-10),,"GOOD JUMPER by KELLAM,PAIGE",2,jumper,good,Centre,paige kellam,2,421
165,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,165,--,"ASSIST  by RICE,MADISON",,,,,,,"ASSIST  by RICE,MADISON",2,assist,,Centre,madison rice,,
166,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,166,06:37,"FOUL  by RICE,MADISON",,,,,,,"FOUL  by RICE,MADISON",2,foul,,Centre,madison rice,,397
167,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,167,06:37,,10,,21 (+11),"GOOD FT by ECKERT,CATHERINE",RHO 10-21 (-11),,"GOOD FT by ECKERT,CATHERINE",2,free throw,good,rhodes,catherine eckert,1,397
168,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,168,06:37,,10,,22 (+12),"GOOD FT by ECKERT,CATHERINE",RHO 10-22 (-12),,"GOOD FT by ECKERT,CATHERINE",2,free throw,good,rhodes,catherine eckert,1,397
169,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,169,06:37,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,397
170,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,170,06:37,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,397
171,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,171,06:37,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,397
172,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,172,06:37,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,397
173,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,173,06:37,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,397
174,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,174,06:37,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,397
175,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,175,06:37,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,397
176,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,176,06:37,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,397
177,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,177,06:37,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,397
178,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,178,06:37,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,397
179,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,179,06:37,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,397
180,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,180,06:37,,,,,"SUB IN by DEERY,ERIN",,,"SUB IN by DEERY,ERIN",2,subbing in,,rhodes,erin deery,,397
181,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,181,06:37,,,,,"SUB OUT by ORTH,HANNAH",,,"SUB OUT by ORTH,HANNAH",2,subbing out,,rhodes,hannah orth,,397
182,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,182,06:09,"TURNOVER  by SCHAD,OLIVIA",,,,,,,"TURNOVER  by SCHAD,OLIVIA",2,turnover,,Centre,olivia schad,,369
183,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,183,06:08,,,,,"STEAL  by ECKERT,CATHERINE",,,"STEAL  by ECKERT,CATHERINE",2,steal,,rhodes,,,368
184,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,184,06:01,,,,,"MISS LAYUP by HUNT,BREANA",,,"MISS LAYUP by HUNT,BREANA",2,layup,missed,rhodes,breana hunt,,361
185,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,185,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
186,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,186,05:49,"MISS JUMPER by JUDY,MICHELE",,,,,,,"MISS JUMPER by JUDY,MICHELE",2,jumper,missed,Centre,michele judy,,349
187,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,187,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
188,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,188,05:49,,,,,"SUB IN by KRAMER,BAILEY",,,"SUB IN by KRAMER,BAILEY",2,subbing in,,rhodes,bailey kramer,,349
189,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,189,05:49,,,,,"SUB OUT by DANIELS,SYMONE",,,"SUB OUT by DANIELS,SYMONE",2,subbing out,,rhodes,symone daniels,,349
190,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,190,05:31,,,,,"SUB IN by SMITH,BLAIRE",,,"SUB IN by SMITH,BLAIRE",2,subbing in,,rhodes,blaire smith,,331
191,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,191,05:31,,,,,"SUB OUT by HUNT,BREANA",,,"SUB OUT by HUNT,BREANA",2,subbing out,,rhodes,breana hunt,,331
192,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,192,05:26,,,,,"MISS JUMPER by SMITH,BLAIRE",,,"MISS JUMPER by SMITH,BLAIRE",2,jumper,missed,rhodes,blaire smith,,326
193,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,193,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
194,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,194,05:09,"MISS LAYUP by KELLAM,PAIGE",,,,,,,"MISS LAYUP by KELLAM,PAIGE",2,layup,missed,Centre,paige kellam,,309
195,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,195,--,,,,,"REBOUND DEF by KRAMER,BAILEY",,,"REBOUND DEF by KRAMER,BAILEY",2,defensive rebound,,rhodes,bailey kramer,,
196,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,196,05:00,,10,,24 (+14),"GOOD LAYUP by ECKERT,CATHERINE(in the paint)",RHO 10-24 (-14),,"GOOD LAYUP by ECKERT,CATHERINE(in the paint)",2,layup,good,rhodes,catherine eckert,2,300
197,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,197,04:47,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,287
198,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,198,04:47,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,287
199,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,199,04:47,"SUB IN by MCKNIGHT,KAITLYN",,,,,,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,287
200,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,200,04:47,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",2,subbing in,,Centre,bonnie rhule,,287
201,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,201,04:47,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,287
202,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,202,04:47,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,287
203,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,203,04:47,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,287
204,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,204,04:47,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,287
205,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,205,04:47,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,287
206,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,206,04:47,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,287
207,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,207,04:47,,,,,"SUB IN by GIESEN,SARA",,,"SUB IN by GIESEN,SARA",2,subbing in,,rhodes,sara giesen,,287
208,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,208,04:47,,,,,"SUB OUT by ECKERT,CATHERINE",,,"SUB OUT by ECKERT,CATHERINE",2,subbing out,,rhodes,catherine eckert,,287
209,22,rhodes,Centre College,Rhodes,56-65,56,65,"7, 12, 18, 19, 56","18, 12, 11, 24, 65",7,12,18,19,56,18,12,11,24,65,"5-17, 3-8 SAA","12-10, 6-5 SAA",02/12/16,Lose,321,No Location Recorded,6:00 PM,A,209,04:36,"GOOD 3PTR by ANDREASSEN,CAROLINE",13,,24 (+11),,CEN 13-24 (-11),,"GOOD 3PTR by ANDREASSEN,CAROLINE",2,three pointer,good,Centre,caroline andreassen,3,276
