,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
58,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,58,--,"REBOUND OFF by BRYANT,YORISHA",,,,,,,"REBOUND OFF by BRYANT,YORISHA",1,offensive rebound,,birmingham-southern,yorisha bryant,,
59,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,59,02:57,"GOOD LAYUP by BRYANT,YORISHA(in the paint)",10 (+4),,6,,BSC 10-6 (-4),,"GOOD LAYUP by BRYANT,YORISHA(in the paint)",1,layup,good,birmingham-southern,yorisha bryant,2,177
60,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,60,02:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,177
61,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,61,02:56,,,,,"TURNOVER  by VANCE,DAY",,,"TURNOVER  by VANCE,DAY",1,turnover,,Centre,day vance,,176
62,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,62,02:55,"STEAL  by PEURSEM,LAURA VAN",,,,,,,"STEAL  by PEURSEM,LAURA VAN",1,steal,,birmingham-southern,,,175
63,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,63,02:33,"GOOD JUMPER by BATTS,JASMYNN",12 (+6),,6,,BSC 12-6 (-6),,"GOOD JUMPER by BATTS,JASMYNN",1,jumper,good,birmingham-southern,jasmynn batts,2,153
64,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,64,--,"ASSIST  by DIXON,JOTHANI",,,,,,,"ASSIST  by DIXON,JOTHANI",1,assist,,birmingham-southern,jothani dixon,,
65,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,65,02:23,"FOUL  by DIXON,JOTHANI",,,,,,,"FOUL  by DIXON,JOTHANI",1,foul,,birmingham-southern,jothani dixon,,143
66,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,66,02:23,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,143
67,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,67,02:23,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,143
68,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,68,02:23,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,143
69,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,69,02:23,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",1,subbing out,,Centre,day vance,,143
70,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,70,02:01,,,,,"MISS JUMPER by MCKNIGHT,KAITLYN",,,"MISS JUMPER by MCKNIGHT,KAITLYN",1,jumper,missed,Centre,kaitlyn mcknight,,121
71,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,71,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
72,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,72,02:00,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,120
73,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,73,02:00,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,120
74,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,74,01:58,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,118
75,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,75,01:58,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,118
76,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,76,01:37,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,97
77,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,77,01:37,"SUB IN by MCGOWAN,CHRISTIAN",,,,,,,"SUB IN by MCGOWAN,CHRISTIAN",1,subbing in,,birmingham-southern,christian mcgowan,,97
78,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,78,01:37,"SUB OUT by KNOWLES,HALLE",,,,,,,"SUB OUT by KNOWLES,HALLE",1,subbing out,,birmingham-southern,halle knowles,,97
79,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,79,01:09,"GOOD 3PTR by BATTS,JASMYNN",15 (+9),,6,,BSC 15-6 (-9),,"GOOD 3PTR by BATTS,JASMYNN",1,three pointer,good,birmingham-southern,jasmynn batts,3,69
80,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,80,--,"ASSIST  by MCGOWAN,CHRISTIAN",,,,,,,"ASSIST  by MCGOWAN,CHRISTIAN",1,assist,,birmingham-southern,christian mcgowan,,
81,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,81,00:48,,15 (+7),,8,"GOOD JUMPER by STEWART,ABIGAIL",CENTRE-W 15-8 (-7),,"GOOD JUMPER by STEWART,ABIGAIL",1,jumper,good,Centre,abigail stewart,2,48
82,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,82,--,,,,,"ASSIST  by GUY,ALEXIS",,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
83,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,83,00:20,"GOOD 3PTR by BATTS,JASMYNN",18 (+10),,8,,BSC 18-8 (-10),,"GOOD 3PTR by BATTS,JASMYNN",1,three pointer,good,birmingham-southern,jasmynn batts,3,20
84,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,84,--,"ASSIST  by PEURSEM,LAURA VAN",,,,,,,"ASSIST  by PEURSEM,LAURA VAN",1,assist,,birmingham-southern,laura van peursem,,
85,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,85,00:07,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,7
86,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,86,--,"REBOUND DEF by DIXON,JOTHANI",,,,,,,"REBOUND DEF by DIXON,JOTHANI",1,defensive rebound,,birmingham-southern,jothani dixon,,
87,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,87,00:01,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",1,foul,,Centre,olivia schad,,1
88,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,88,00:01,"GOOD FT by MCGOWAN,CHRISTIAN",19 (+11),,8,,BSC 19-8 (-11),,"GOOD FT by MCGOWAN,CHRISTIAN",1,free throw,good,birmingham-southern,christian mcgowan,1,1
89,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,89,00:01,"GOOD FT by MCGOWAN,CHRISTIAN",20 (+12),,8,,BSC 20-8 (-12),,"GOOD FT by MCGOWAN,CHRISTIAN",1,free throw,good,birmingham-southern,christian mcgowan,1,1
90,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,90,00:01,"GOOD FT by MCGOWAN,CHRISTIAN",21 (+13),,8,,BSC 21-8 (-13),,"GOOD FT by MCGOWAN,CHRISTIAN",1,free throw,good,birmingham-southern,christian mcgowan,1,1
91,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,91,Start Period 2,,,,,,,,,2,,,,,,
92,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,92,10:00,"SUB IN by HOGAN,KAITLIN",,,,,,,"SUB IN by HOGAN,KAITLIN",2,subbing in,,birmingham-southern,kaitlin hogan,,600
93,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,93,10:00,"SUB IN by MCGOWAN,CHRISTIAN",,,,,,,"SUB IN by MCGOWAN,CHRISTIAN",2,subbing in,,birmingham-southern,christian mcgowan,,600
94,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,94,10:00,"SUB OUT by HOLMES,JAMEICE",,,,,,,"SUB OUT by HOLMES,JAMEICE",2,subbing out,,birmingham-southern,jameice holmes,,600
95,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,95,10:00,"SUB OUT by KNOWLES,HALLE",,,,,,,"SUB OUT by KNOWLES,HALLE",2,subbing out,,birmingham-southern,halle knowles,,600
96,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,96,10:00,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,600
97,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,97,10:00,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,600
98,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,98,10:00,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,600
99,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,99,10:00,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,600
100,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,100,10:00,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,600
101,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,101,10:00,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,600
102,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,102,09:31,,21 (+11),,10,"GOOD JUMPER by KELLAM,PAIGE",CENTRE-W 21-10 (-11),,"GOOD JUMPER by KELLAM,PAIGE",2,jumper,good,Centre,paige kellam,2,571
103,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,103,09:15,"TURNOVER  by BRYANT,YORISHA",,,,,,,"TURNOVER  by BRYANT,YORISHA",2,turnover,,birmingham-southern,yorisha bryant,,555
104,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,104,09:13,,,,,"STEAL  by GUY,ALEXIS",,,"STEAL  by GUY,ALEXIS",2,steal,,Centre,,,553
105,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,105,08:52,,,,,"MISS JUMPER by JUDY,MICHELE",,,"MISS JUMPER by JUDY,MICHELE",2,jumper,missed,Centre,michele judy,,532
106,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,106,08:52,"BLOCK  by BRYANT,YORISHA",,,,,,,"BLOCK  by BRYANT,YORISHA",2,block,,birmingham-southern,yorisha bryant,,532
107,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,107,--,"REBOUND DEF by BRYANT,YORISHA",,,,,,,"REBOUND DEF by BRYANT,YORISHA",2,defensive rebound,,birmingham-southern,yorisha bryant,,
108,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,108,08:41,"MISS 3PTR by HOGAN,KAITLIN",,,,,,,"MISS 3PTR by HOGAN,KAITLIN",2,three pointer,missed,birmingham-southern,kaitlin hogan,,521
109,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,109,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
110,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,110,08:11,,21 (+9),,12,"GOOD LAYUP by JUDY,MICHELE(in the paint)",CENTRE-W 21-12 (-9),,"GOOD LAYUP by JUDY,MICHELE(in the paint)",2,layup,good,Centre,michele judy,2,491
111,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,111,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
112,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,112,08:11,"FOUL  by BRYANT,YORISHA",,,,,,,"FOUL  by BRYANT,YORISHA",2,foul,,birmingham-southern,yorisha bryant,,491
113,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,113,08:11,,21 (+8),,13,"GOOD FT by JUDY,MICHELE",CENTRE-W 21-13 (-8),,"GOOD FT by JUDY,MICHELE",2,free throw,good,Centre,michele judy,1,491
114,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,114,08:11,"SUB IN by HOLMES,JAMEICE",,,,,,,"SUB IN by HOLMES,JAMEICE",2,subbing in,,birmingham-southern,jameice holmes,,491
115,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,115,08:11,"SUB IN by PEURSEM,LAURA VAN",,,,,,,"SUB IN by PEURSEM,LAURA VAN",2,subbing in,,birmingham-southern,laura van peursem,,491
116,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,116,08:11,"SUB OUT by BRYANT,YORISHA",,,,,,,"SUB OUT by BRYANT,YORISHA",2,subbing out,,birmingham-southern,yorisha bryant,,491
117,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,117,08:11,"SUB OUT by BATTS,JASMYNN",,,,,,,"SUB OUT by BATTS,JASMYNN",2,subbing out,,birmingham-southern,jasmynn batts,,491
118,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,118,08:11,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,491
119,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,119,08:11,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,491
