,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
120,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,120,07:48,"GOOD JUMPER by MCGOWAN,CHRISTIAN",23 (+10),,13,,BSC 23-13 (-10),,"GOOD JUMPER by MCGOWAN,CHRISTIAN",2,jumper,good,birmingham-southern,christian mcgowan,2,468
121,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,121,--,"ASSIST  by HOLMES,JAMEICE",,,,,,,"ASSIST  by HOLMES,JAMEICE",2,assist,,birmingham-southern,jameice holmes,,
122,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,122,07:26,"FOUL  by PEURSEM,LAURA VAN",,,,,,,"FOUL  by PEURSEM,LAURA VAN",2,foul,,birmingham-southern,laura van peursem,,446
123,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,123,07:26,,,,,"MISS FT by VANCE,DAY",,,"MISS FT by VANCE,DAY",2,free throw,missed,Centre,day vance,,446
124,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,124,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
125,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,125,07:26,,23 (+9),,14,"GOOD FT by VANCE,DAY",CENTRE-W 23-14 (-9),,"GOOD FT by VANCE,DAY",2,free throw,good,Centre,day vance,1,446
126,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,126,06:59,,,,,"FOUL  by VANCE,DAY",,,"FOUL  by VANCE,DAY",2,foul,,Centre,day vance,,419
127,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,127,06:59,"SUB IN by KNOWLES,HALLE",,,,,,,"SUB IN by KNOWLES,HALLE",2,subbing in,,birmingham-southern,halle knowles,,419
128,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,128,06:59,"SUB OUT by HOGAN,KAITLIN",,,,,,,"SUB OUT by HOGAN,KAITLIN",2,subbing out,,birmingham-southern,kaitlin hogan,,419
129,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,129,06:58,,,,,"FOUL  by JUDY,MICHELE",,,"FOUL  by JUDY,MICHELE",2,foul,,Centre,michele judy,,418
130,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,130,06:49,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,409
131,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,131,06:49,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,409
132,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,132,06:49,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,409
133,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,133,06:49,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,409
134,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,134,06:45,"GOOD 3PTR by CURRY,ASHLEY",26 (+12),,14,,BSC 26-14 (-12),,"GOOD 3PTR by CURRY,ASHLEY",2,three pointer,good,birmingham-southern,ashley curry,3,405
135,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,135,--,"ASSIST  by PEURSEM,LAURA VAN",,,,,,,"ASSIST  by PEURSEM,LAURA VAN",2,assist,,birmingham-southern,laura van peursem,,
136,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,136,06:22,,26 (+10),,16,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",CENTRE-W 26-16 (-10),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",2,layup,good,Centre,abigail stewart,2,382
137,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,137,--,,,,,"ASSIST  by MCKNIGHT,KAITLYN",,,"ASSIST  by MCKNIGHT,KAITLYN",2,assist,,Centre,kaitlyn mcknight,,
138,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,138,06:02,"MISS 3PTR by HOLMES,JAMEICE",,,,,,,"MISS 3PTR by HOLMES,JAMEICE",2,three pointer,missed,birmingham-southern,jameice holmes,,362
139,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,139,--,,,,,"REBOUND DEF by RHULE,BONNIE",,,"REBOUND DEF by RHULE,BONNIE",2,defensive rebound,,Centre,bonnie rhule,,
140,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,140,05:50,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",2,turnover,,Centre,alexis guy,,350
141,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,141,05:49,"STEAL  by KNOWLES,HALLE",,,,,,,"STEAL  by KNOWLES,HALLE",2,steal,,birmingham-southern,,,349
142,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,142,05:32,"MISS 3PTR by KNOWLES,HALLE",,,,,,,"MISS 3PTR by KNOWLES,HALLE",2,three pointer,missed,birmingham-southern,halle knowles,,332
143,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,143,--,"REBOUND OFF by PEURSEM,LAURA VAN",,,,,,,"REBOUND OFF by PEURSEM,LAURA VAN",2,offensive rebound,,birmingham-southern,laura van peursem,,
144,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,144,05:27,"GOOD 3PTR by MCGOWAN,CHRISTIAN",29 (+13),,16,,BSC 29-16 (-13),,"GOOD 3PTR by MCGOWAN,CHRISTIAN",2,three pointer,good,birmingham-southern,christian mcgowan,3,327
145,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,145,--,"ASSIST  by PEURSEM,LAURA VAN",,,,,,,"ASSIST  by PEURSEM,LAURA VAN",2,assist,,birmingham-southern,laura van peursem,,
146,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,146,05:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,324
147,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,147,05:24,"SUB IN by BATTS,JASMYNN",,,,,,,"SUB IN by BATTS,JASMYNN",2,subbing in,,birmingham-southern,jasmynn batts,,324
148,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,148,05:24,"SUB OUT by MCGOWAN,CHRISTIAN",,,,,,,"SUB OUT by MCGOWAN,CHRISTIAN",2,subbing out,,birmingham-southern,christian mcgowan,,324
149,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,149,05:24,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,324
150,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,150,05:24,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,324
151,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,151,05:24,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,324
152,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,152,05:24,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,324
153,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,153,05:01,,,,,"MISS LAYUP by MCKNIGHT,KAITLYN",,,"MISS LAYUP by MCKNIGHT,KAITLYN",2,layup,missed,Centre,kaitlyn mcknight,,301
154,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,154,--,"REBOUND DEF by PEURSEM,LAURA VAN",,,,,,,"REBOUND DEF by PEURSEM,LAURA VAN",2,defensive rebound,,birmingham-southern,laura van peursem,,
155,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,155,04:40,"MISS JUMPER by PEURSEM,LAURA VAN",,,,,,,"MISS JUMPER by PEURSEM,LAURA VAN",2,jumper,missed,birmingham-southern,laura van peursem,,280
156,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,156,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
157,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,157,04:29,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",2,three pointer,missed,Centre,alexis guy,,269
158,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,158,--,"REBOUND DEF by PEURSEM,LAURA VAN",,,,,,,"REBOUND DEF by PEURSEM,LAURA VAN",2,defensive rebound,,birmingham-southern,laura van peursem,,
159,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,159,04:03,"TURNOVER  by HOLMES,JAMEICE",,,,,,,"TURNOVER  by HOLMES,JAMEICE",2,turnover,,birmingham-southern,jameice holmes,,243
160,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,160,04:02,,,,,"STEAL  by KELLAM,PAIGE",,,"STEAL  by KELLAM,PAIGE",2,steal,,Centre,,,242
161,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,161,03:51,,,,,"MISS JUMPER by MCKNIGHT,KAITLYN",,,"MISS JUMPER by MCKNIGHT,KAITLYN",2,jumper,missed,Centre,kaitlyn mcknight,,231
162,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,162,--,"REBOUND DEF by HOLMES,JAMEICE",,,,,,,"REBOUND DEF by HOLMES,JAMEICE",2,defensive rebound,,birmingham-southern,jameice holmes,,
163,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,163,03:36,"MISS 3PTR by BATTS,JASMYNN",,,,,,,"MISS 3PTR by BATTS,JASMYNN",2,three pointer,missed,birmingham-southern,jasmynn batts,,216
164,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,164,--,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",,,"REBOUND DEF by MCKNIGHT,KAITLYN",2,defensive rebound,,Centre,kaitlyn mcknight,,
165,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,165,03:23,,29 (+11),,18,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",CENTRE-W 29-18 (-11),,"GOOD LAYUP by MCKNIGHT,KAITLYN(in the paint)",2,layup,good,Centre,kaitlyn mcknight,2,203
166,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,166,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
167,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,167,03:13,"GOOD LAYUP by BATTS,JASMYNN(fastbreak)(in the paint)",31 (+13),,18,,BSC 31-18 (-13),,"GOOD LAYUP by BATTS,JASMYNN(fastbreak)(in the paint)",2,layup,good,birmingham-southern,jasmynn(fastbreak) batts,2,193
168,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,168,--,"ASSIST  by CURRY,ASHLEY",,,,,,,"ASSIST  by CURRY,ASHLEY",2,assist,,birmingham-southern,ashley curry,,
169,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,169,03:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,193
170,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,170,03:13,"SUB IN by BRYANT,YORISHA",,,,,,,"SUB IN by BRYANT,YORISHA",2,subbing in,,birmingham-southern,yorisha bryant,,193
171,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,171,03:13,"SUB IN by CARTER,CAMILLIA",,,,,,,"SUB IN by CARTER,CAMILLIA",2,subbing in,,birmingham-southern,camillia carter,,193
172,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,172,03:13,"SUB IN by DIXON,JOTHANI",,,,,,,"SUB IN by DIXON,JOTHANI",2,subbing in,,birmingham-southern,jothani dixon,,193
173,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,173,03:13,"SUB OUT by HOLMES,JAMEICE",,,,,,,"SUB OUT by HOLMES,JAMEICE",2,subbing out,,birmingham-southern,jameice holmes,,193
174,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,174,03:13,"SUB OUT by PEURSEM,LAURA VAN",,,,,,,"SUB OUT by PEURSEM,LAURA VAN",2,subbing out,,birmingham-southern,laura van peursem,,193
175,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,175,03:13,"SUB OUT by CURRY,ASHLEY",,,,,,,"SUB OUT by CURRY,ASHLEY",2,subbing out,,birmingham-southern,ashley curry,,193
176,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,176,03:13,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,193
177,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,177,03:13,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,193
178,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,178,03:12,,31 (+11),,20,"GOOD JUMPER by GUY,ALEXIS",CENTRE-W 31-20 (-11),,"GOOD JUMPER by GUY,ALEXIS",2,jumper,good,Centre,alexis guy,2,192
179,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,179,02:46,"GOOD LAYUP by KNOWLES,HALLE(in the paint)",33 (+13),,20,,BSC 33-20 (-13),,"GOOD LAYUP by KNOWLES,HALLE(in the paint)",2,layup,good,birmingham-southern,halle knowles,2,166
180,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,180,--,"ASSIST  by DIXON,JOTHANI",,,,,,,"ASSIST  by DIXON,JOTHANI",2,assist,,birmingham-southern,jothani dixon,,
181,20,birmingham-southern,Birmingham-Southern,Centre,51-67,51,67,"8, 14, 10, 19, 51","21, 12, 14, 20, 67",8,14,10,19,51,21,12,14,20,67,"5-15, 3-6 SAA","17-2, 7-2 SAA",02/05/16,Lose,507,No Location Recorded,6:00 PM,H,181,02:24,"FOUL  by KNOWLES,HALLE",,,,,,,"FOUL  by KNOWLES,HALLE",2,foul,,birmingham-southern,halle knowles,,144
