,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,10,08:17,,,,,"MISS FT by CHAUVIN,JAMIE",,,"MISS FT by CHAUVIN,JAMIE",1,free throw,missed,sewanee,jamie chauvin,,497
11,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,11,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
12,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,12,07:53,"MISS 3PTR by GUY,ALEXIS",,,,,,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,473
13,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,13,--,,,,,"REBOUND DEF by ROSE,SAVANNAH",,,"REBOUND DEF by ROSE,SAVANNAH",1,defensive rebound,,sewanee,savannah rose,,
14,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,14,07:34,,3,,3,"GOOD JUMPER by CHAUVIN,JAMIE(in the paint)",SEWANEE 3-3 (0),,"GOOD JUMPER by CHAUVIN,JAMIE(in the paint)",1,jumper,good,sewanee,jamie chauvin,2,454
15,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,15,07:21,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,441
16,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,16,--,"REBOUND OFF by GUY,ALEXIS",,,,,,,"REBOUND OFF by GUY,ALEXIS",1,offensive rebound,,Centre,alexis guy,,
17,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,17,07:19,"GOOD JUMPER by GUY,ALEXIS(in the paint)",5 (+2),,3,,CENTRE 5-3 (+2),,"GOOD JUMPER by GUY,ALEXIS(in the paint)",1,jumper,good,Centre,alexis guy,2,439
18,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,18,07:00,,,,,"TURNOVER  by ROSE,SAVANNAH",,,"TURNOVER  by ROSE,SAVANNAH",1,turnover,,sewanee,savannah rose,,420
19,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,19,06:58,"STEAL  by GUY,ALEXIS",,,,,,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,418
20,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,20,06:41,"GOOD JUMPER by MCKNIGHT,KAITLYN",7 (+4),,3,,CENTRE 7-3 (+4),,"GOOD JUMPER by MCKNIGHT,KAITLYN",1,jumper,good,Centre,kaitlyn mcknight,2,401
21,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,21,--,"ASSIST  by STEWART,ABIGAIL",,,,,,,"ASSIST  by STEWART,ABIGAIL",1,assist,,Centre,abigail stewart,,
22,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,22,06:16,,7 (+2),,5,"GOOD JUMPER by CHAUVIN,JAMIE(in the paint)",SEWANEE 7-5 (+2),,"GOOD JUMPER by CHAUVIN,JAMIE(in the paint)",1,jumper,good,sewanee,jamie chauvin,2,376
23,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,23,05:55,"TURNOVER  by SCHAD,OLIVIA",,,,,,,"TURNOVER  by SCHAD,OLIVIA",1,turnover,,Centre,olivia schad,,355
24,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,24,05:54,,,,,"STEAL  by TAYLOR,BELLA",,,"STEAL  by TAYLOR,BELLA",1,steal,,sewanee,,,354
25,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,25,05:53,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",1,subbing in,,Centre,day vance,,353
26,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,26,05:53,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,353
27,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,27,05:53,,,,,"SUB IN by O'CONNELL,OLIVIA",,,"SUB IN by O'CONNELL,OLIVIA",1,subbing in,,sewanee,olivia o'connell,,353
28,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,28,05:53,,,,,"SUB IN by KIM,SUE",,,"SUB IN by KIM,SUE",1,subbing in,,sewanee,sue kim,,353
29,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,29,05:53,,,,,"SUB IN by WAYNE,KATIE",,,"SUB IN by WAYNE,KATIE",1,subbing in,,sewanee,katie wayne,,353
30,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,30,05:53,,,,,"SUB OUT by MCDONOUGH,HALEY",,,"SUB OUT by MCDONOUGH,HALEY",1,subbing out,,sewanee,haley mcdonough,,353
31,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,31,05:53,,,,,"SUB OUT by TAYLOR,BELLA",,,"SUB OUT by TAYLOR,BELLA",1,subbing out,,sewanee,bella taylor,,353
32,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,32,05:53,,,,,"SUB OUT by ROSE,SAVANNAH",,,"SUB OUT by ROSE,SAVANNAH",1,subbing out,,sewanee,savannah rose,,353
33,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,33,05:37,,,,,"MISS 3PTR by KIM,SUE",,,"MISS 3PTR by KIM,SUE",1,three pointer,missed,sewanee,sue kim,,337
34,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,34,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
35,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,35,05:23,"GOOD JUMPER by STEWART,ABIGAIL",9 (+4),,5,,CENTRE 9-5 (+4),,"GOOD JUMPER by STEWART,ABIGAIL",1,jumper,good,Centre,abigail stewart,2,323
36,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,36,05:05,,,,,"MISS JUMPER by CHAUVIN,JAMIE",,,"MISS JUMPER by CHAUVIN,JAMIE",1,jumper,missed,sewanee,jamie chauvin,,305
37,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,37,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
38,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,38,04:50,"TURNOVER  by STEWART,ABIGAIL",,,,,,,"TURNOVER  by STEWART,ABIGAIL",1,turnover,,Centre,abigail stewart,,290
39,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,39,04:48,,,,,"STEAL  by KIM,SUE",,,"STEAL  by KIM,SUE",1,steal,,sewanee,,,288
40,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,40,04:45,,,,,"MISS LAYUP by KIM,SUE",,,"MISS LAYUP by KIM,SUE",1,layup,missed,sewanee,sue kim,,285
41,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,41,04:45,"BLOCK  by SCHAD,OLIVIA",,,,,,,"BLOCK  by SCHAD,OLIVIA",1,block,,Centre,olivia schad,,285
42,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,42,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
43,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,43,04:38,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,278
44,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,44,04:38,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,278
45,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,45,04:38,"SUB IN by GREENE,SARAH",,,,,,,"SUB IN by GREENE,SARAH",1,subbing in,,Centre,sarah greene,,278
46,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,46,04:38,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,278
47,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,47,04:38,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,278
48,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,48,04:38,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,278
49,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,49,04:38,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,278
50,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,50,04:38,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,278
51,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,51,04:37,,,,,"TURNOVER  by KIM,SUE",,,"TURNOVER  by KIM,SUE",1,turnover,,sewanee,sue kim,,277
52,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,52,04:36,"STEAL  by KELLAM,PAIGE",,,,,,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,276
53,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,53,04:34,"GOOD LAYUP by KELLAM,PAIGE(fastbreak)(in the paint)",11 (+6),,5,,CENTRE 11-5 (+6),,"GOOD LAYUP by KELLAM,PAIGE(fastbreak)(in the paint)",1,layup,good,Centre,paige(fastbreak) kellam,2,274
54,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,54,04:14,,,,,"TURNOVER  by WAYNE,KATIE",,,"TURNOVER  by WAYNE,KATIE",1,turnover,,sewanee,katie wayne,,254
55,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,55,04:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,250
56,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,56,04:10,,,,,"SUB IN by TAYLOR,BELLA",,,"SUB IN by TAYLOR,BELLA",1,subbing in,,sewanee,bella taylor,,250
57,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,57,04:10,,,,,"SUB IN by ROSE,SAVANNAH",,,"SUB IN by ROSE,SAVANNAH",1,subbing in,,sewanee,savannah rose,,250
58,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,58,04:10,,,,,"SUB OUT by CHAUVIN,JAMIE",,,"SUB OUT by CHAUVIN,JAMIE",1,subbing out,,sewanee,jamie chauvin,,250
59,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,59,04:10,,,,,"SUB OUT by CAULDER,COREY",,,"SUB OUT by CAULDER,COREY",1,subbing out,,sewanee,corey caulder,,250
60,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,60,04:04,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",1,turnover,,Centre,day vance,,244
61,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,61,04:04,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,244
62,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,62,04:04,"SUB OUT by GREENE,SARAH",,,,,,,"SUB OUT by GREENE,SARAH",1,subbing out,,Centre,sarah greene,,244
63,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,63,03:54,,11 (+3),,8,"GOOD 3PTR by ROSE,SAVANNAH",SEWANEE 11-8 (+3),,"GOOD 3PTR by ROSE,SAVANNAH",1,three pointer,good,sewanee,savannah rose,3,234
64,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,64,--,,,,,"ASSIST  by TAYLOR,BELLA",,,"ASSIST  by TAYLOR,BELLA",1,assist,,sewanee,bella taylor,,
65,15,sewanee,Centre,Sewanee,47-58,47,58,"13, 9, 11, 14, 47","13, 13, 24, 8, 58",13,9,11,14,47,13,13,24,8,58,"4-12, 2-2","10-5, 2-2",01/16/16,Lose,858,No Location Recorded,1:00 PM,A,65,03:30,"MISS LAYUP by KELLAM,PAIGE",,,,,,,"MISS LAYUP by KELLAM,PAIGE",1,layup,missed,Centre,paige kellam,,210
