,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
0,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,0,Start Period 1,,,,,,,,,1,,,,,,
1,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,1,09:36,"MISS JUMPER by MCLURE,VALERIE",,,,,,,"MISS JUMPER by MCLURE,VALERIE",1,jumper,missed,berry college,valerie mclure,,576
2,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,2,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
3,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,3,09:29,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,569
4,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,4,09:10,"MISS 3PTR by LYNCH,ROSIE",,,,,,,"MISS 3PTR by LYNCH,ROSIE",1,three pointer,missed,berry college,rosie lynch,,550
5,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,5,--,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",,,"REBOUND DEF by MCKNIGHT,KAITLYN",1,defensive rebound,,Centre,kaitlyn mcknight,,
6,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,6,08:42,,,,,"MISS 3PTR by GUY,ALEXIS",,,"MISS 3PTR by GUY,ALEXIS",1,three pointer,missed,Centre,alexis guy,,522
7,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,7,--,"REBOUND DEF by CEREZOLA,CHRISTINE",,,,,,,"REBOUND DEF by CEREZOLA,CHRISTINE",1,defensive rebound,,berry college,christine cerezola,,
8,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,8,08:35,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",1,foul,,Centre,abigail stewart,,515
9,24,berry,Berry College,Centre,57-50,57,50,"13, 17, 12, 15, 57","11, 9, 16, 14, 50",13,17,12,15,57,11,9,16,14,50,"6-18, 4-9 SAA","8-16, 2-11 SAA",02/19/16,Win,601,No Location Recorded,6:00 PM,H,9,08:32,"MISS JUMPER by HOWELL,PEYTON",,,,,,,"MISS JUMPER by HOWELL,PEYTON",1,jumper,missed,berry college,peyton howell,,512
