,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTREW,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
57,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,57,03:36,"MISS JUMPER by JUDY,MICHELE",,,,,,,"MISS JUMPER by JUDY,MICHELE",1,jumper,missed,Centre,michele judy,,216
58,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,58,--,"REBOUND OFF by JUDY,MICHELE",,,,,,,"REBOUND OFF by JUDY,MICHELE",1,offensive rebound,,Centre,michele judy,,
59,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,59,03:33,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,213
60,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,60,03:33,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,213
61,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,61,03:22,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",1,jumper,missed,Centre,caroline andreassen,,202
62,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,62,--,,,,,"REBOUND DEF by SMITH,LEAH",,,"REBOUND DEF by SMITH,LEAH",1,defensive rebound,,hendrix,leah smith,,
63,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,63,03:09,,,,,"MISS JUMPER by FORBES,BREANN",,,"MISS JUMPER by FORBES,BREANN",1,jumper,missed,hendrix,breann forbes,,189
64,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,64,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
65,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,65,02:52,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",1,turnover,,Centre,day vance,,172
66,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,66,02:50,,,,,"STEAL  by SMITH,LEAH",,,"STEAL  by SMITH,LEAH",1,steal,,hendrix,,,170
67,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,67,02:26,,,,,"MISS JUMPER by KING,ANNA",,,"MISS JUMPER by KING,ANNA",1,jumper,missed,hendrix,anna king,,146
68,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,68,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
69,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,69,02:04,"MISS JUMPER by VANCE,DAY",,,,,,,"MISS JUMPER by VANCE,DAY",1,jumper,missed,Centre,day vance,,124
70,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,70,--,,,,,"REBOUND DEF by SMITH,LEAH",,,"REBOUND DEF by SMITH,LEAH",1,defensive rebound,,hendrix,leah smith,,
71,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,71,01:39,,,,,"MISS JUMPER by SMITH,LEAH",,,"MISS JUMPER by SMITH,LEAH",1,jumper,missed,hendrix,leah smith,,99
72,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,72,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",1,defensive rebound,,Centre,michele judy,,
73,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,73,01:09,"MISS LAYUP by RHULE,BONNIE",,,,,,,"MISS LAYUP by RHULE,BONNIE",1,layup,missed,Centre,bonnie rhule,,69
74,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,74,--,"REBOUND OFF by RHULE,BONNIE",,,,,,,"REBOUND OFF by RHULE,BONNIE",1,offensive rebound,,Centre,bonnie rhule,,
75,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,75,00:48,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,48
76,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,76,00:46,,,,,"STEAL  by BODE,HAILEY",,,"STEAL  by BODE,HAILEY",1,steal,,hendrix,,,46
77,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,77,00:39,,,,,"MISS JUMPER by FORBES,BREANN",,,"MISS JUMPER by FORBES,BREANN",1,jumper,missed,hendrix,breann forbes,,39
78,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,78,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
79,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,79,00:23,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",1,jumper,missed,Centre,caroline andreassen,,23
80,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,80,--,,,,,"REBOUND DEF by KING,ANNA",,,"REBOUND DEF by KING,ANNA",1,defensive rebound,,hendrix,anna king,,
81,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,81,00:03,,,,,"MISS 3PTR by BODE,HAILEY",,,"MISS 3PTR by BODE,HAILEY",1,three pointer,missed,hendrix,hailey bode,,3
82,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,82,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
83,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,83,Start Period 2,,,,,,,,,2,,,,,,
84,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,84,10:00,,,,,"SUB IN by BOEHL,LEAH",,,"SUB IN by BOEHL,LEAH",2,subbing in,,hendrix,leah boehl,,600
85,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,85,10:00,,,,,"SUB OUT by FLORES,ESTRELLA",,,"SUB OUT by FLORES,ESTRELLA",2,subbing out,,hendrix,estrella flores,,600
86,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,86,09:52,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,592
87,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,87,09:52,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,592
88,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,88,09:52,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,592
89,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,89,09:39,"FOUL  by SCHAD,OLIVIA",,,,,,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,579
90,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,90,09:27,,14,,14,"GOOD 3PTR by GALLIEN,KATY",HC 14-14 (0),,"GOOD 3PTR by GALLIEN,KATY",2,three pointer,good,hendrix,katy gallien,3,567
91,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,91,--,,,,,"ASSIST  by KRIESEL-BIGLER,CAIT",,,"ASSIST  by KRIESEL-BIGLER,CAIT",2,assist,,hendrix,cait kriesel-bigler,,
92,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,92,09:07,,,,,"FOUL  by KRIESEL-BIGLER,CAIT",,,"FOUL  by KRIESEL-BIGLER,CAIT",2,foul,,hendrix,cait kriesel-bigler,,547
93,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,93,09:07,"GOOD FT by GUY,ALEXIS",15 (+1),,14,,CENTREW 15-14 (+1),,"GOOD FT by GUY,ALEXIS",2,free throw,good,Centre,alexis guy,1,547
94,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,94,09:07,"GOOD FT by GUY,ALEXIS",16 (+2),,14,,CENTREW 16-14 (+2),,"GOOD FT by GUY,ALEXIS",2,free throw,good,Centre,alexis guy,1,547
95,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,95,08:49,,,,,"MISS 3PTR by BOEHL,LEAH",,,"MISS 3PTR by BOEHL,LEAH",2,three pointer,missed,hendrix,leah boehl,,529
96,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,96,--,"REBOUND DEF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",2,defensive rebound,,Centre,kaitlyn mcknight,,
97,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,97,08:27,"MISS JUMPER by JUDY,MICHELE",,,,,,,"MISS JUMPER by JUDY,MICHELE",2,jumper,missed,Centre,michele judy,,507
98,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,98,--,,,,,"REBOUND DEF by PROWSE,HEATHER",,,"REBOUND DEF by PROWSE,HEATHER",2,defensive rebound,,hendrix,heather prowse,,
99,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,99,08:17,,,,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",2,three pointer,missed,hendrix,cait kriesel-bigler,,497
100,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,100,--,,,,,"REBOUND OFF by BOEHL,LEAH",,,"REBOUND OFF by BOEHL,LEAH",2,offensive rebound,,hendrix,leah boehl,,
101,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,101,08:04,,,,,"MISS 3PTR by PROWSE,HEATHER",,,"MISS 3PTR by PROWSE,HEATHER",2,three pointer,missed,hendrix,heather prowse,,484
102,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,102,--,,,,,"REBOUND OFF by DYSLIN,SARA",,,"REBOUND OFF by DYSLIN,SARA",2,offensive rebound,,hendrix,sara dyslin,,
103,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,103,07:59,,,,,"TURNOVER  by DYSLIN,SARA",,,"TURNOVER  by DYSLIN,SARA",2,turnover,,hendrix,sara dyslin,,479
104,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,104,07:59,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,479
105,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,105,07:59,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",2,subbing out,,Centre,michele judy,,479
106,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,106,07:59,,,,,"SUB IN by FLORES,ESTRELLA",,,"SUB IN by FLORES,ESTRELLA",2,subbing in,,hendrix,estrella flores,,479
107,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,107,07:59,,,,,"SUB OUT by BOEHL,LEAH",,,"SUB OUT by BOEHL,LEAH",2,subbing out,,hendrix,leah boehl,,479
108,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,108,07:32,"GOOD JUMPER by GUY,ALEXIS(in the paint)",18 (+4),,14,,CENTREW 18-14 (+4),,"GOOD JUMPER by GUY,ALEXIS(in the paint)",2,jumper,good,Centre,alexis guy,2,452
109,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,109,07:10,"FOUL  by MCKNIGHT,KAITLYN",,,,,,,"FOUL  by MCKNIGHT,KAITLYN",2,foul,,Centre,kaitlyn mcknight,,430
110,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,110,07:10,,18 (+3),,15,"GOOD FT by GALLIEN,KATY",HC 18-15 (+3),,"GOOD FT by GALLIEN,KATY",2,free throw,good,hendrix,katy gallien,1,430
111,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,111,07:10,,18 (+2),,16,"GOOD FT by GALLIEN,KATY",HC 18-16 (+2),,"GOOD FT by GALLIEN,KATY",2,free throw,good,hendrix,katy gallien,1,430
112,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,112,07:10,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,430
113,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,113,07:10,"SUB IN by MOORE,KATIE",,,,,,,"SUB IN by MOORE,KATIE",2,subbing in,,Centre,katie moore,,430
114,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,114,07:10,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,430
115,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,115,07:10,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,430
116,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,116,07:10,,,,,"SUB IN by BODE,HAILEY",,,"SUB IN by BODE,HAILEY",2,subbing in,,hendrix,hailey bode,,430
117,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,117,07:10,,,,,"SUB IN by KING,ANNA",,,"SUB IN by KING,ANNA",2,subbing in,,hendrix,anna king,,430
118,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,118,07:10,,,,,"SUB OUT by PROWSE,HEATHER",,,"SUB OUT by PROWSE,HEATHER",2,subbing out,,hendrix,heather prowse,,430
119,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,119,07:10,,,,,"SUB OUT by FLORES,ESTRELLA",,,"SUB OUT by FLORES,ESTRELLA",2,subbing out,,hendrix,estrella flores,,430
120,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,120,06:40,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",2,jumper,missed,Centre,alexis guy,,400
121,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,121,--,"REBOUND OFF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND OFF by ANDREASSEN,CAROLINE",2,offensive rebound,,Centre,caroline andreassen,,
122,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,122,06:32,"MISS LAYUP by ANDREASSEN,CAROLINE",,,,,,,"MISS LAYUP by ANDREASSEN,CAROLINE",2,layup,missed,Centre,caroline andreassen,,392
123,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,123,--,,,,,"REBOUND DEF by KING,ANNA",,,"REBOUND DEF by KING,ANNA",2,defensive rebound,,hendrix,anna king,,
124,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,124,06:25,,,,,"MISS LAYUP by KRIESEL-BIGLER,CAIT",,,"MISS LAYUP by KRIESEL-BIGLER,CAIT",2,layup,missed,hendrix,cait kriesel-bigler,,385
125,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,125,06:25,"BLOCK  by MCKNIGHT,KAITLYN",,,,,,,"BLOCK  by MCKNIGHT,KAITLYN",2,block,,Centre,kaitlyn mcknight,,385
126,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,126,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
127,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,127,06:18,"FOUL  by VANCE,DAY",,,,,,,"FOUL  by VANCE,DAY",2,foul,,Centre,day vance,,378
128,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,128,06:18,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",2,turnover,,Centre,day vance,,378
129,26,hendrix,Centre,Hendrix,56-54,56,54,"14, 9, 13, 20, 56","11, 12, 10, 21, 54",14,9,13,20,56,11,12,10,21,54,8-18,19-7,02/26/16,Win,232,No Location Recorded,6 p.m.,A,129,06:18,,,,,"SUB IN by MARTIN,MADISON",,,"SUB IN by MARTIN,MADISON",2,subbing in,,hendrix,madison martin,,378
