,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
69,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,69,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
70,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,70,13:00,"TURNOVER  by KRIESEL-BIGLER,CAIT",,,,,,,"TURNOVER  by KRIESEL-BIGLER,CAIT",1,turnover,,hendrixw,cait kriesel-bigler,,780
71,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,71,12:59,,,,,"STEAL  by GUY,ALEXIS",,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,779
72,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,72,12:55,"FOUL  by FLORES,ESTRELLA",,,,,,,"FOUL  by FLORES,ESTRELLA",1,foul,,hendrixw,estrella flores,,775
73,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,73,12:55,,12,,14 (+2),"GOOD FT by GUY,ALEXIS",CENTRE_W 12-14 (+2),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,775
74,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,74,12:55,,,,,"MISS FT by GUY,ALEXIS",,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,775
75,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,75,--,"REBOUND DEF by TATE,JAMIE",,,,,,,"REBOUND DEF by TATE,JAMIE",1,defensive rebound,,hendrixw,jamie tate,,
76,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,76,12:55,"SUB IN by TATE,JAMIE",,,,,,,"SUB IN by TATE,JAMIE",1,subbing in,,hendrixw,jamie tate,,775
77,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,77,12:55,"SUB IN by MCNEILL,KAITLIN",,,,,,,"SUB IN by MCNEILL,KAITLIN",1,subbing in,,hendrixw,kaitlin mcneill,,775
78,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,78,12:55,"SUB IN by DIRLLETTE,LINDSAY",,,,,,,"SUB IN by DIRLLETTE,LINDSAY",1,subbing in,,hendrixw,lindsay dirllette,,775
79,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,79,12:55,"SUB OUT by COUGHRAN,KATIE",,,,,,,"SUB OUT by COUGHRAN,KATIE",1,subbing out,,hendrixw,katie coughran,,775
80,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,80,12:55,"SUB OUT by BROBERG,KATI",,,,,,,"SUB OUT by BROBERG,KATI",1,subbing out,,hendrixw,kati broberg,,775
81,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,81,12:55,"SUB OUT by GALLIEN,KATY",,,,,,,"SUB OUT by GALLIEN,KATY",1,subbing out,,hendrixw,katy gallien,,775
82,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,82,12:55,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,775
83,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,83,12:55,,,,,"SUB IN by WINSTEAD,BRIDGET",,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,775
84,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,84,12:55,,,,,"SUB OUT by WINSTEAD,MARY",,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,775
85,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,85,12:55,,,,,"SUB OUT by MOORE,HILLARY",,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,775
86,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,86,12:50,"GOOD JUMPER by DIRLLETTE,LINDSAY",14,,14,,HC 14-14 (0),,"GOOD JUMPER by DIRLLETTE,LINDSAY",1,jumper,good,hendrixw,lindsay dirllette,2,770
87,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,87,12:45,,,,,"TURNOVER  by STOUGH,MARY",,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,765
88,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,88,12:42,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,762
89,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,89,12:42,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,762
90,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,90,12:42,,,,,"SUB OUT by STOUGH,MARY",,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,762
91,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,91,12:42,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,762
92,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,92,12:18,"GOOD LAYUP by TATE,JAMIE(in the paint)",16 (+2),,14,,HC 16-14 (-2),,"GOOD LAYUP by TATE,JAMIE(in the paint)",1,layup,good,hendrixw,jamie tate,2,738
93,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,93,11:48,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,708
94,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,94,--,"REBOUND DEF by DIRLLETTE,LINDSAY",,,,,,,"REBOUND DEF by DIRLLETTE,LINDSAY",1,defensive rebound,,hendrixw,lindsay dirllette,,
95,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,95,11:39,"MISS LAYUP by TATE,JAMIE",,,,,,,"MISS LAYUP by TATE,JAMIE",1,layup,missed,hendrixw,jamie tate,,699
96,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,96,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
97,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,97,11:29,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,689
98,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,98,--,"REBOUND DEF by MCNEILL,KAITLIN",,,,,,,"REBOUND DEF by MCNEILL,KAITLIN",1,defensive rebound,,hendrixw,kaitlin mcneill,,
99,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,99,11:05,"SUB IN by GALLIEN,KATY",,,,,,,"SUB IN by GALLIEN,KATY",1,subbing in,,hendrixw,katy gallien,,665
100,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,100,11:05,"SUB OUT by MCNEILL,KAITLIN",,,,,,,"SUB OUT by MCNEILL,KAITLIN",1,subbing out,,hendrixw,kaitlin mcneill,,665
101,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,101,10:55,"MISS 3PTR by KRIESEL-BIGLER,CAIT",,,,,,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",1,three pointer,missed,hendrixw,cait kriesel-bigler,,655
102,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,102,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
103,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,103,10:41,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,641
104,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,104,10:40,"STEAL  by KRIESEL-BIGLER,CAIT",,,,,,,"STEAL  by KRIESEL-BIGLER,CAIT",1,steal,,hendrixw,,,640
105,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,105,10:31,"MISS 3PTR by DIRLLETTE,LINDSAY",,,,,,,"MISS 3PTR by DIRLLETTE,LINDSAY",1,three pointer,missed,hendrixw,lindsay dirllette,,631
106,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,106,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
107,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,107,10:11,,16,,16,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 16-16 (0),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,611
108,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,108,--,,,,,"ASSIST  by MIRE,JENNA",,,"ASSIST  by MIRE,JENNA",1,assist,,Centre,jenna mire,,
109,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,109,10:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,607
110,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,110,09:47,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,587
111,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,111,--,"REBOUND DEF by GALLIEN,KATY",,,,,,,"REBOUND DEF by GALLIEN,KATY",1,defensive rebound,,hendrixw,katy gallien,,
112,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,112,09:36,"GOOD LAYUP by GALLIEN,KATY(in the paint)",18 (+2),,16,,HC 18-16 (-2),,"GOOD LAYUP by GALLIEN,KATY(in the paint)",1,layup,good,hendrixw,katy gallien,2,576
113,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,113,09:23,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,563
114,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,114,--,"REBOUND DEF by TATE,JAMIE",,,,,,,"REBOUND DEF by TATE,JAMIE",1,defensive rebound,,hendrixw,jamie tate,,
115,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,115,09:00,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,540
116,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,116,09:00,"GOOD FT by FLORES,ESTRELLA",19 (+3),,16,,HC 19-16 (-3),,"GOOD FT by FLORES,ESTRELLA",1,free throw,good,hendrixw,estrella flores,1,540
117,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,117,09:00,"GOOD FT by FLORES,ESTRELLA",20 (+4),,16,,HC 20-16 (-4),,"GOOD FT by FLORES,ESTRELLA",1,free throw,good,hendrixw,estrella flores,1,540
118,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,118,09:00,"SUB IN by BROBERG,KATI",,,,,,,"SUB IN by BROBERG,KATI",1,subbing in,,hendrixw,kati broberg,,540
119,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,119,09:00,"SUB IN by COUGHRAN,KATIE",,,,,,,"SUB IN by COUGHRAN,KATIE",1,subbing in,,hendrixw,katie coughran,,540
120,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,120,09:00,"SUB OUT by FLORES,ESTRELLA",,,,,,,"SUB OUT by FLORES,ESTRELLA",1,subbing out,,hendrixw,estrella flores,,540
121,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,121,09:00,"SUB OUT by DIRLLETTE,LINDSAY",,,,,,,"SUB OUT by DIRLLETTE,LINDSAY",1,subbing out,,hendrixw,lindsay dirllette,,540
122,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,122,08:40,"MISS 3PTR by TATE,JAMIE",,,,,,,"MISS 3PTR by TATE,JAMIE",1,three pointer,missed,hendrixw,jamie tate,,520
123,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,123,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
124,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,124,08:34,,20 (+2),,18,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",CENTRE_W 20-18 (-2),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,514
125,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,125,08:10,"GOOD JUMPER by GALLIEN,KATY",22 (+4),,18,,HC 22-18 (-4),,"GOOD JUMPER by GALLIEN,KATY",1,jumper,good,hendrixw,katy gallien,2,490
126,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,126,--,"ASSIST  by COUGHRAN,KATIE",,,,,,,"ASSIST  by COUGHRAN,KATIE",1,assist,,hendrixw,katie coughran,,
127,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,127,07:57,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,477
128,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,128,07:54,"STEAL  by KRIESEL-BIGLER,CAIT",,,,,,,"STEAL  by KRIESEL-BIGLER,CAIT",1,steal,,hendrixw,,,474
129,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,129,07:52,"MISS LAYUP by KRIESEL-BIGLER,CAIT",,,,,,,"MISS LAYUP by KRIESEL-BIGLER,CAIT",1,layup,missed,hendrixw,cait kriesel-bigler,,472
130,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,130,07:52,,,,,"BLOCK  by BENHAM,CHELSEA",,,"BLOCK  by BENHAM,CHELSEA",1,block,,Centre,chelsea benham,,472
131,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,131,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,hendrixw,,,
132,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,132,07:26,"MISS JUMPER by GALLIEN,KATY",,,,,,,"MISS JUMPER by GALLIEN,KATY",1,jumper,missed,hendrixw,katy gallien,,446
133,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,133,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
134,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,134,07:14,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",1,layup,missed,Centre,maggie hartlage,,434
135,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,135,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
136,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,136,07:05,,,,,"MISS 3PTR by MIRE,JENNA",,,"MISS 3PTR by MIRE,JENNA",1,three pointer,missed,Centre,jenna mire,,425
137,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,137,--,"REBOUND DEF by KRIESEL-BIGLER,CAIT",,,,,,,"REBOUND DEF by KRIESEL-BIGLER,CAIT",1,defensive rebound,,hendrixw,cait kriesel-bigler,,
138,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,138,06:55,"MISS 3PTR by KRIESEL-BIGLER,CAIT",,,,,,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",1,three pointer,missed,hendrixw,cait kriesel-bigler,,415
139,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,139,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
140,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,140,06:50,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,410
