,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
141,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,141,06:50,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,410
142,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,142,06:50,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,410
143,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,143,06:50,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,410
144,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,144,06:50,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,410
145,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,145,06:50,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,410
146,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,146,06:49,"SUB IN by MCNEILL,KAITLIN",,,,,,,"SUB IN by MCNEILL,KAITLIN",1,subbing in,,hendrixw,kaitlin mcneill,,409
147,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,147,06:49,"SUB OUT by TATE,JAMIE",,,,,,,"SUB OUT by TATE,JAMIE",1,subbing out,,hendrixw,jamie tate,,409
148,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,148,06:45,,22 (+1),,21,"GOOD 3PTR by MOORE,HILLARY",CENTRE_W 22-21 (-1),,"GOOD 3PTR by MOORE,HILLARY",1,three pointer,good,Centre,hillary moore,3,405
149,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,149,06:35,"GOOD JUMPER by MCNEILL,KAITLIN",24 (+3),,21,,HC 24-21 (-3),,"GOOD JUMPER by MCNEILL,KAITLIN",1,jumper,good,hendrixw,kaitlin mcneill,2,395
150,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,150,06:08,"FOUL  by COUGHRAN,KATIE",,,,,,,"FOUL  by COUGHRAN,KATIE",1,foul,,hendrixw,katie coughran,,368
151,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,151,06:08,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,368
152,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,152,06:08,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,368
153,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,153,06:04,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,364
154,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,154,--,,,,,"REBOUND OFF by GUY,ALEXIS",,,"REBOUND OFF by GUY,ALEXIS",1,offensive rebound,,Centre,alexis guy,,
155,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,155,06:00,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,360
156,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,156,--,,,,,"REBOUND OFF by GUY,ALEXIS",,,"REBOUND OFF by GUY,ALEXIS",1,offensive rebound,,Centre,alexis guy,,
157,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,157,05:52,,24 (+1),,23,"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 24-23 (-1),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,352
158,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,158,05:38,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,338
159,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,159,05:38,"GOOD FT by MCNEILL,KAITLIN",25 (+2),,23,,HC 25-23 (-2),,"GOOD FT by MCNEILL,KAITLIN",1,free throw,good,hendrixw,kaitlin mcneill,1,338
160,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,160,05:38,"GOOD FT by MCNEILL,KAITLIN",26 (+3),,23,,HC 26-23 (-3),,"GOOD FT by MCNEILL,KAITLIN",1,free throw,good,hendrixw,kaitlin mcneill,1,338
161,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,161,05:38,"SUB IN by TATE,JAMIE",,,,,,,"SUB IN by TATE,JAMIE",1,subbing in,,hendrixw,jamie tate,,338
162,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,162,05:38,"SUB IN by DIRLLETTE,LINDSAY",,,,,,,"SUB IN by DIRLLETTE,LINDSAY",1,subbing in,,hendrixw,lindsay dirllette,,338
163,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,163,05:38,"SUB OUT by COUGHRAN,KATIE",,,,,,,"SUB OUT by COUGHRAN,KATIE",1,subbing out,,hendrixw,katie coughran,,338
164,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,164,05:38,"SUB OUT by BROBERG,KATI",,,,,,,"SUB OUT by BROBERG,KATI",1,subbing out,,hendrixw,kati broberg,,338
165,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,165,05:38,,,,,"SUB IN by BENHAM,CHELSEA",,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,338
166,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,166,05:38,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,338
167,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,167,05:22,,26 (+1),,25,"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 26-25 (-1),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",1,layup,good,Centre,alexis guy,2,322
168,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,168,05:03,"MISS LAYUP by TATE,JAMIE",,,,,,,"MISS LAYUP by TATE,JAMIE",1,layup,missed,hendrixw,jamie tate,,303
169,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,169,--,"REBOUND OFF by TATE,JAMIE",,,,,,,"REBOUND OFF by TATE,JAMIE",1,offensive rebound,,hendrixw,jamie tate,,
170,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,170,04:58,"MISS LAYUP by TATE,JAMIE",,,,,,,"MISS LAYUP by TATE,JAMIE",1,layup,missed,hendrixw,jamie tate,,298
171,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,171,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
172,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,172,04:38,,,,,"MISS JUMPER by GUY,ALEXIS",,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,278
173,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,173,--,"REBOUND DEF by DIRLLETTE,LINDSAY",,,,,,,"REBOUND DEF by DIRLLETTE,LINDSAY",1,defensive rebound,,hendrixw,lindsay dirllette,,
174,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,174,04:27,"MISS JUMPER by DIRLLETTE,LINDSAY",,,,,,,"MISS JUMPER by DIRLLETTE,LINDSAY",1,jumper,missed,hendrixw,lindsay dirllette,,267
175,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,175,--,,,,,"REBOUND DEF by WINSTEAD,MARY",,,"REBOUND DEF by WINSTEAD,MARY",1,defensive rebound,,Centre,mary winstead,,
176,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,176,04:12,,,,,"MISS 3PTR by WINSTEAD,MARY",,,"MISS 3PTR by WINSTEAD,MARY",1,three pointer,missed,Centre,mary winstead,,252
177,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,177,--,"REBOUND DEF by KRIESEL-BIGLER,CAIT",,,,,,,"REBOUND DEF by KRIESEL-BIGLER,CAIT",1,defensive rebound,,hendrixw,cait kriesel-bigler,,
178,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,178,03:53,"MISS JUMPER by TATE,JAMIE",,,,,,,"MISS JUMPER by TATE,JAMIE",1,jumper,missed,hendrixw,jamie tate,,233
179,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,179,--,,,,,"REBOUND DEF by BENHAM,CHELSEA",,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
180,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,180,03:34,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,214
181,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,181,--,"REBOUND DEF by DIRLLETTE,LINDSAY",,,,,,,"REBOUND DEF by DIRLLETTE,LINDSAY",1,defensive rebound,,hendrixw,lindsay dirllette,,
182,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,182,03:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,209
183,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,183,03:29,"SUB IN by FLORES,ESTRELLA",,,,,,,"SUB IN by FLORES,ESTRELLA",1,subbing in,,hendrixw,estrella flores,,209
184,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,184,03:29,"SUB OUT by GALLIEN,KATY",,,,,,,"SUB OUT by GALLIEN,KATY",1,subbing out,,hendrixw,katy gallien,,209
185,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,185,03:29,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,209
186,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,186,03:29,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,209
187,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,187,03:25,"TURNOVER  by TATE,JAMIE",,,,,,,"TURNOVER  by TATE,JAMIE",1,turnover,,hendrixw,jamie tate,,205
188,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,188,03:21,,,,,"STEAL  by HARTLAGE,MAGGIE",,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,201
189,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,189,03:06,"FOUL  by FLORES,ESTRELLA",,,,,,,"FOUL  by FLORES,ESTRELLA",1,foul,,hendrixw,estrella flores,,186
190,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,190,02:56,,,,,"TURNOVER  by STOUGH,MARY",,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,176
191,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,191,02:50,"GOOD 3PTR by FLORES,ESTRELLA",29 (+4),,25,,HC 29-25 (-4),,"GOOD 3PTR by FLORES,ESTRELLA",1,three pointer,good,hendrixw,estrella flores,3,170
192,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,192,--,"ASSIST  by DIRLLETTE,LINDSAY",,,,,,,"ASSIST  by DIRLLETTE,LINDSAY",1,assist,,hendrixw,lindsay dirllette,,
193,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,193,02:29,,,,,"TURNOVER  by STOUGH,MARY",,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,149
194,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,194,02:26,"STEAL  by DIRLLETTE,LINDSAY",,,,,,,"STEAL  by DIRLLETTE,LINDSAY",1,steal,,hendrixw,,,146
195,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,195,02:10,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,130
196,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,196,02:10,"GOOD FT by MCNEILL,KAITLIN",30 (+5),,25,,HC 30-25 (-5),,"GOOD FT by MCNEILL,KAITLIN",1,free throw,good,hendrixw,kaitlin mcneill,1,130
197,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,197,02:10,"MISS FT by MCNEILL,KAITLIN",,,,,,,"MISS FT by MCNEILL,KAITLIN",1,free throw,missed,hendrixw,kaitlin mcneill,,130
198,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,198,--,,,,,"REBOUND DEF by STOUGH,MARY",,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
199,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,199,02:10,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,130
200,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,200,02:10,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,130
201,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,201,02:07,"FOUL  by TATE,JAMIE",,,,,,,"FOUL  by TATE,JAMIE",1,foul,,hendrixw,jamie tate,,127
202,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,202,02:07,,30 (+4),,26,"GOOD FT by STOUGH,MARY",CENTRE_W 30-26 (-4),,"GOOD FT by STOUGH,MARY",1,free throw,good,Centre,mary stough,1,127
203,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,203,02:07,,,,,"MISS FT by STOUGH,MARY",,,"MISS FT by STOUGH,MARY",1,free throw,missed,Centre,mary stough,,127
204,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,204,--,"REBOUND DEF by TATE,JAMIE",,,,,,,"REBOUND DEF by TATE,JAMIE",1,defensive rebound,,hendrixw,jamie tate,,
205,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,205,02:07,"SUB IN by COUGHRAN,KATIE",,,,,,,"SUB IN by COUGHRAN,KATIE",1,subbing in,,hendrixw,katie coughran,,127
206,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,206,02:07,"SUB OUT by MCNEILL,KAITLIN",,,,,,,"SUB OUT by MCNEILL,KAITLIN",1,subbing out,,hendrixw,kaitlin mcneill,,127
207,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,207,02:00,"TURNOVER  by KRIESEL-BIGLER,CAIT",,,,,,,"TURNOVER  by KRIESEL-BIGLER,CAIT",1,turnover,,hendrixw,cait kriesel-bigler,,120
208,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,208,01:39,"FOUL  by FLORES,ESTRELLA",,,,,,,"FOUL  by FLORES,ESTRELLA",1,foul,,hendrixw,estrella flores,,99
209,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,209,01:39,,30 (+3),,27,"GOOD FT by MOORE,HILLARY",CENTRE_W 30-27 (-3),,"GOOD FT by MOORE,HILLARY",1,free throw,good,Centre,hillary moore,1,99
210,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,210,01:39,,30 (+2),,28,"GOOD FT by MOORE,HILLARY",CENTRE_W 30-28 (-2),,"GOOD FT by MOORE,HILLARY",1,free throw,good,Centre,hillary moore,1,99
211,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,211,01:39,"SUB IN by GALLIEN,KATY",,,,,,,"SUB IN by GALLIEN,KATY",1,subbing in,,hendrixw,katy gallien,,99
212,25,hendrix,HENDRIXW,CENTRE~2,68-69,68,69,"30, 32, 6, 68","32, 30, 7, 69",30,32,6,68,32,30,7,69,14-11,5-21,02/22/13,Lose,200,No Location Recorded,8 p.m.,H,212,01:39,"SUB OUT by FLORES,ESTRELLA",,,,,,,"SUB OUT by FLORES,ESTRELLA",1,subbing out,,hendrixw,estrella flores,,99
