,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RCWBB13,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
17,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,17,--,,,,,"ASSIST  by BENHAM,CHELSEA",,,"ASSIST  by BENHAM,CHELSEA",1,assist,,Centre,chelsea benham,,
18,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,18,17:31,"GOOD 3PTR by WOMACK,SARAH",6,,6,,RCWBB13 6-6 (0),,"GOOD 3PTR by WOMACK,SARAH",1,three pointer,good,rhodes college,sarah womack,3,1051
19,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,19,--,"ASSIST  by AVANT,LAUREN",,,,,,,"ASSIST  by AVANT,LAUREN",1,assist,,rhodes college,lauren avant,,
20,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,20,17:10,,,,,"TURNOVER  by WINSTEAD,BRIDGET",,,"TURNOVER  by WINSTEAD,BRIDGET",1,turnover,,Centre,bridget winstead,,1030
21,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,21,17:10,"STEAL  by GOODRUM,NATALIE",,,,,,,"STEAL  by GOODRUM,NATALIE",1,steal,,rhodes college,,,1030
22,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,22,17:02,"MISS LAYUP by JOHNSON,SARAH",,,,,,,"MISS LAYUP by JOHNSON,SARAH",1,layup,missed,rhodes college,sarah johnson,,1022
23,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,23,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
24,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,24,16:51,,6,,8 (+2),"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",CENTRE_W 6-8 (+2),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,1011
25,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,25,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
26,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,26,16:23,"MISS 3PTR by JOHNSON,SARAH",,,,,,,"MISS 3PTR by JOHNSON,SARAH",1,three pointer,missed,rhodes college,sarah johnson,,983
27,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,27,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
28,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,28,16:12,,6,,10 (+4),"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",CENTRE_W 6-10 (+4),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,972
29,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,29,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
30,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,30,15:50,"MISS LAYUP by AVANT,LAUREN",,,,,,,"MISS LAYUP by AVANT,LAUREN",1,layup,missed,rhodes college,lauren avant,,950
31,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,31,--,"REBOUND OFF by AVANT,LAUREN",,,,,,,"REBOUND OFF by AVANT,LAUREN",1,offensive rebound,,rhodes college,lauren avant,,
32,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,32,15:42,"GOOD 3PTR by WOMACK,SARAH",9,,10 (+1),,RCWBB13 9-10 (+1),,"GOOD 3PTR by WOMACK,SARAH",1,three pointer,good,rhodes college,sarah womack,3,942
33,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,33,--,"ASSIST  by JOHNSON,SARAH",,,,,,,"ASSIST  by JOHNSON,SARAH",1,assist,,rhodes college,sarah johnson,,
34,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,34,15:14,"SUB IN by HALL,KATHERINE",,,,,,,"SUB IN by HALL,KATHERINE",1,subbing in,,rhodes college,katherine hall,,914
35,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,35,15:14,"SUB IN by ECKERT,CATHERINE",,,,,,,"SUB IN by ECKERT,CATHERINE",1,subbing in,,rhodes college,catherine eckert,,914
36,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,36,15:14,"SUB OUT by TODMAN,DY'NELLE",,,,,,,"SUB OUT by TODMAN,DY'NELLE",1,subbing out,,rhodes college,dy'nelle todman,,914
37,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,37,15:14,"SUB OUT by GOODRUM,NATALIE",,,,,,,"SUB OUT by GOODRUM,NATALIE",1,subbing out,,rhodes college,natalie goodrum,,914
38,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,38,15:14,,,,,"SUB IN by WINSTEAD,MARY",,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,914
39,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,39,15:14,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,914
40,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,40,15:14,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,914
41,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,41,15:14,,,,,"SUB OUT by MIRE,JENNA",,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,914
42,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,42,15:02,,,,,"MISS LAYUP by MOORE,HILLARY",,,"MISS LAYUP by MOORE,HILLARY",1,layup,missed,Centre,hillary moore,,902
43,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,43,--,"REBOUND DEF by HALL,KATHERINE",,,,,,,"REBOUND DEF by HALL,KATHERINE",1,defensive rebound,,rhodes college,katherine hall,,
44,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,44,14:47,"FOUL  by HALL,KATHERINE",,,,,,,"FOUL  by HALL,KATHERINE",1,foul,,rhodes college,katherine hall,,887
45,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,45,14:47,"TURNOVER  by HALL,KATHERINE",,,,,,,"TURNOVER  by HALL,KATHERINE",1,turnover,,rhodes college,katherine hall,,887
46,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,46,14:29,,,,,"TURNOVER  by BENHAM,CHELSEA",,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,869
47,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,47,14:27,"STEAL  by JOHNSON,SARAH",,,,,,,"STEAL  by JOHNSON,SARAH",1,steal,,rhodes college,,,867
48,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,48,14:23,"GOOD LAYUP by ECKERT,CATHERINE(in the paint)",11 (+1),,10,,RCWBB13 11-10 (-1),,"GOOD LAYUP by ECKERT,CATHERINE(in the paint)",1,layup,good,rhodes college,catherine eckert,2,863
49,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,49,14:14,,11,,12 (+1),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 11-12 (+1),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,854
50,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,50,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
51,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,51,13:58,"TURNOVER  by AVANT,LAUREN",,,,,,,"TURNOVER  by AVANT,LAUREN",1,turnover,,rhodes college,lauren avant,,838
52,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,52,13:54,,,,,"STEAL  by HARTLAGE,MAGGIE",,,"STEAL  by HARTLAGE,MAGGIE",1,steal,,Centre,,,834
53,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,53,13:51,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,831
54,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,54,--,"REBOUND DEF by AVANT,LAUREN",,,,,,,"REBOUND DEF by AVANT,LAUREN",1,defensive rebound,,rhodes college,lauren avant,,
55,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,55,13:45,"GOOD JUMPER by AVANT,LAUREN",13 (+1),,12,,RCWBB13 13-12 (-1),,"GOOD JUMPER by AVANT,LAUREN",1,jumper,good,rhodes college,lauren avant,2,825
56,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,56,13:32,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,812
57,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,57,13:32,"BLOCK  by ECKERT,CATHERINE",,,,,,,"BLOCK  by ECKERT,CATHERINE",1,block,,rhodes college,catherine eckert,,812
58,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,58,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
59,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,59,13:30,"SUB IN by BUTLER,MADISON",,,,,,,"SUB IN by BUTLER,MADISON",1,subbing in,,rhodes college,madison butler,,810
60,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,60,13:30,"SUB OUT by WOMACK,SARAH",,,,,,,"SUB OUT by WOMACK,SARAH",1,subbing out,,rhodes college,sarah womack,,810
61,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,61,13:30,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,810
62,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,62,13:30,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,810
63,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,63,13:30,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,810
64,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,64,13:30,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,810
65,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,65,13:29,,13,,14 (+1),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 13-14 (+1),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,809
66,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,66,--,,,,,"ASSIST  by WINSTEAD,MARY",,,"ASSIST  by WINSTEAD,MARY",1,assist,,Centre,mary winstead,,
67,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,67,13:09,"MISS 3PTR by BUTLER,MADISON",,,,,,,"MISS 3PTR by BUTLER,MADISON",1,three pointer,missed,rhodes college,madison butler,,789
68,18,rhodes,Rhodes College,Centre College,66-71,66,71,"31, 35, 66","28, 43, 71",31,35,66,28,43,71,"8-10, 6-2 SAA","16-1, 8-0 SAA",01/27/13,Lose,172,No Location Recorded,3:00 PM,H,68,--,,,,,"REBOUND DEF by MOORE,HILLARY",,,"REBOUND DEF by MOORE,HILLARY",1,defensive rebound,,Centre,hillary moore,,
