,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,10,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
11,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,11,18:24,,,,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",1,three pointer,missed,hendrix,cait kriesel-bigler,,1104
12,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,12,--,,,,,"REBOUND OFF by COUGHRAN,KATIE",,,"REBOUND OFF by COUGHRAN,KATIE",1,offensive rebound,,hendrix,katie coughran,,
13,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,13,18:20,,,,,"TURNOVER  by COUGHRAN,KATIE",,,"TURNOVER  by COUGHRAN,KATIE",1,turnover,,hendrix,katie coughran,,1100
14,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,14,18:08,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,1088
15,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,15,--,,,,,"REBOUND DEF by GALLIEN,KATY",,,"REBOUND DEF by GALLIEN,KATY",1,defensive rebound,,hendrix,katy gallien,,
16,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,16,17:54,,,,,"TURNOVER  by GALLIEN,KATY",,,"TURNOVER  by GALLIEN,KATY",1,turnover,,hendrix,katy gallien,,1074
17,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,17,17:52,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,1072
18,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,18,17:47,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,,4 (+2),,CENTRE_W 2-4 (-2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,1067
19,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,19,--,"ASSIST  by WINSTEAD,BRIDGET",,,,,,,"ASSIST  by WINSTEAD,BRIDGET",1,assist,,Centre,bridget winstead,,
20,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,20,17:27,"FOUL  by BENHAM,CHELSEA",,,,,,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,1047
21,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,21,17:23,,,,,"MISS JUMPER by COUGHRAN,KATIE",,,"MISS JUMPER by COUGHRAN,KATIE",1,jumper,missed,hendrix,katie coughran,,1043
22,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,22,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
23,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,23,17:15,,,,,"FOUL  by BROBERG,KATI",,,"FOUL  by BROBERG,KATI",1,foul,,hendrix,kati broberg,,1035
24,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,24,17:15,"MISS FT by MIRE,JENNA",,,,,,,"MISS FT by MIRE,JENNA",1,free throw,missed,Centre,jenna mire,,1035
25,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,25,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
26,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,26,17:15,"GOOD FT by MIRE,JENNA",3,,4 (+1),,CENTRE_W 3-4 (-1),,"GOOD FT by MIRE,JENNA",1,free throw,good,Centre,jenna mire,1,1035
27,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,27,17:15,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,1035
28,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,28,17:15,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,1035
29,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,29,17:06,,,,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",,,"MISS 3PTR by KRIESEL-BIGLER,CAIT",1,three pointer,missed,hendrix,cait kriesel-bigler,,1026
30,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,30,--,"REBOUND DEF by HARTLAGE,MAGGIE",,,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
31,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,31,16:57,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,1017
32,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,32,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
33,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,33,16:51,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",5 (+1),,4,,CENTRE_W 5-4 (+1),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,1011
34,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,34,16:32,,,,,"MISS LAYUP by TATE,JAMIE",,,"MISS LAYUP by TATE,JAMIE",1,layup,missed,hendrix,jamie tate,,992
35,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,35,--,"REBOUND DEF by MIRE,JENNA",,,,,,,"REBOUND DEF by MIRE,JENNA",1,defensive rebound,,Centre,jenna mire,,
36,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,36,16:22,,,,,"FOUL  by GALLIEN,KATY",,,"FOUL  by GALLIEN,KATY",1,foul,,hendrix,katy gallien,,982
37,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,37,16:22,"GOOD FT by STOUGH,MARY",6 (+2),,4,,CENTRE_W 6-4 (+2),,"GOOD FT by STOUGH,MARY",1,free throw,good,Centre,mary stough,1,982
38,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,38,16:22,"GOOD FT by STOUGH,MARY",7 (+3),,4,,CENTRE_W 7-4 (+3),,"GOOD FT by STOUGH,MARY",1,free throw,good,Centre,mary stough,1,982
39,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,39,16:06,"FOUL  by MIRE,JENNA",,,,,,,"FOUL  by MIRE,JENNA",1,foul,,Centre,jenna mire,,966
40,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,40,16:06,,7 (+2),,5,"GOOD FT by KRIESEL-BIGLER,CAIT",HC 7-5 (+2),,"GOOD FT by KRIESEL-BIGLER,CAIT",1,free throw,good,hendrix,cait kriesel-bigler,1,966
41,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,41,16:06,,7 (+1),,6,"GOOD FT by KRIESEL-BIGLER,CAIT",HC 7-6 (+1),,"GOOD FT by KRIESEL-BIGLER,CAIT",1,free throw,good,hendrix,cait kriesel-bigler,1,966
42,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,42,16:06,"SUB IN by WINSTEAD,MARY",,,,,,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,966
43,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,43,16:06,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,966
44,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,44,15:56,"TURNOVER  by WINSTEAD,BRIDGET",,,,,,,"TURNOVER  by WINSTEAD,BRIDGET",1,turnover,,Centre,bridget winstead,,956
45,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,45,15:41,,,,,"STEAL  by TATE,JAMIE",,,"STEAL  by TATE,JAMIE",1,steal,,hendrix,,,941
46,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,46,15:41,"SUB IN by MOORE,HILLARY",,,,,,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,941
47,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,47,15:41,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,941
48,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,48,15:27,"MISS LAYUP by BAECHLE,PAIGE",,,,,,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,927
49,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,49,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
50,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,50,15:25,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,925
51,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,51,15:25,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,925
52,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,52,15:25,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,925
53,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,53,15:25,,,,,"SUB IN by MCNEILL,KAITLIN",,,"SUB IN by MCNEILL,KAITLIN",1,subbing in,,hendrix,kaitlin mcneill,,925
54,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,54,15:25,,,,,"SUB OUT by TATE,JAMIE",,,"SUB OUT by TATE,JAMIE",1,subbing out,,hendrix,jamie tate,,925
55,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,55,15:10,,7,,9 (+2),"GOOD 3PTR by BROBERG,KATI",HC 7-9 (-2),,"GOOD 3PTR by BROBERG,KATI",1,three pointer,good,hendrix,kati broberg,3,910
56,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,56,--,,,,,"ASSIST  by COUGHRAN,KATIE",,,"ASSIST  by COUGHRAN,KATIE",1,assist,,hendrix,katie coughran,,
57,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,57,14:52,"GOOD LAYUP by STOUGH,MARY(in the paint)",9,,9,,CENTRE_W 9-9 (0),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,892
58,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,58,14:52,"GOOD FT by STOUGH,MARY",10 (+1),,9,,CENTRE_W 10-9 (+1),,"GOOD FT by STOUGH,MARY",1,free throw,good,Centre,mary stough,1,892
59,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,59,14:52,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,892
60,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,60,14:52,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,892
61,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,61,14:21,"GOOD LAYUP by MOORE,HILLARY(in the paint)",12 (+3),,9,,CENTRE_W 12-9 (+3),,"GOOD LAYUP by MOORE,HILLARY(in the paint)",1,layup,good,Centre,hillary moore,2,861
62,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,62,14:11,,,,,"MISS LAYUP by MCNEILL,KAITLIN",,,"MISS LAYUP by MCNEILL,KAITLIN",1,layup,missed,hendrix,kaitlin mcneill,,851
63,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,63,--,"REBOUND DEF by GUY,ALEXIS",,,,,,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
64,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,64,13:49,,,,,"FOUL  by GALLIEN,KATY",,,"FOUL  by GALLIEN,KATY",1,foul,,hendrix,katy gallien,,829
65,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,65,13:49,"GOOD FT by GUY,ALEXIS",13 (+4),,9,,CENTRE_W 13-9 (+4),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,829
66,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,66,13:49,"MISS FT by GUY,ALEXIS",,,,,,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,829
67,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,67,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
68,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,68,13:49,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,829
69,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,69,13:49,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,829
70,23,hendrix,Centre,Hendrix,78-56,78,56,"38, 40, 78","30, 26, 56",38,40,78,30,26,56,"13-10, 11-2 SAA","3-21, 3-10 SAA",02/15/13,Win,180,No Location Recorded,6 p.m.,A,70,13:49,,,,,"SUB IN by TATE,JAMIE",,,"SUB IN by TATE,JAMIE",1,subbing in,,hendrix,jamie tate,,829
