,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,CALVINW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
70,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,70,13:40,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,820
71,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,71,--,,,,,"REBOUND DEF by VERKAIK,CARISSA",,,"REBOUND DEF by VERKAIK,CARISSA",1,defensive rebound,,calvin,carissa verkaik,,
72,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,72,13:17,,4,,14 (+10),"GOOD 3PTR by IRWIN,KELSEY",CALVINW 4-14 (-10),,"GOOD 3PTR by IRWIN,KELSEY",1,three pointer,good,calvin,kelsey irwin,3,797
73,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,73,--,,,,,"ASSIST  by TRIPP,KIRSTIN",,,"ASSIST  by TRIPP,KIRSTIN",1,assist,,calvin,kirstin tripp,,
74,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,74,12:55,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",6,,14 (+8),,CENTRE_W 6-14 (-8),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,775
75,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,75,12:42,,,,,"TURNOVER  by IRWIN,KELSEY",,,"TURNOVER  by IRWIN,KELSEY",1,turnover,,calvin,kelsey irwin,,762
76,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,76,12:41,"STEAL  by STOUGH,MARY",,,,,,,"STEAL  by STOUGH,MARY",1,steal,,Centre,,,761
77,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,77,12:27,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,747
78,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,78,12:26,,,,,"STEAL  by MARSH,LOGAN",,,"STEAL  by MARSH,LOGAN",1,steal,,calvin,,,746
79,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,79,12:23,,,,,"MISS LAYUP by MARSH,LOGAN",,,"MISS LAYUP by MARSH,LOGAN",1,layup,missed,calvin,logan marsh,,743
80,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,80,--,"REBOUND DEF by GUY,ALANNA",,,,,,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
81,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,81,11:51,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,Centre,,,711
82,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,82,11:51,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,711
83,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,83,11:51,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,711
84,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,84,11:51,,,,,"SUB IN by WOLFFIS,ALLY",,,"SUB IN by WOLFFIS,ALLY",1,subbing in,,calvin,ally wolffis,,711
85,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,85,11:51,,,,,"SUB OUT by VERKAIK,CARISSA",,,"SUB OUT by VERKAIK,CARISSA",1,subbing out,,calvin,carissa verkaik,,711
86,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,86,11:31,,,,,"MISS JUMPER by WOLFFIS,ALLY",,,"MISS JUMPER by WOLFFIS,ALLY",1,jumper,missed,calvin,ally wolffis,,691
87,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,87,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
88,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,88,11:13,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,673
89,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,89,11:13,,,,,"BLOCK  by HILBRANDS,JULIA",,,"BLOCK  by HILBRANDS,JULIA",1,block,,calvin,julia hilbrands,,673
90,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,90,--,,,,,"REBOUND DEF by HILBRANDS,JULIA",,,"REBOUND DEF by HILBRANDS,JULIA",1,defensive rebound,,calvin,julia hilbrands,,
91,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,91,11:04,,6,,16 (+10),"GOOD LAYUP by HILBRANDS,JULIA(in the paint)",CALVINW 6-16 (-10),,"GOOD LAYUP by HILBRANDS,JULIA(in the paint)",1,layup,good,calvin,julia hilbrands,2,664
92,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,92,--,,,,,"ASSIST  by MARSH,LOGAN",,,"ASSIST  by MARSH,LOGAN",1,assist,,calvin,logan marsh,,
93,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,93,10:43,"GOOD LAYUP by GUY,ALANNA(in the paint)",8,,16 (+8),,CENTRE_W 8-16 (-8),,"GOOD LAYUP by GUY,ALANNA(in the paint)",1,layup,good,Centre,alanna guy,2,643
94,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,94,--,"ASSIST  by BENHAM,CHELSEA",,,,,,,"ASSIST  by BENHAM,CHELSEA",1,assist,,Centre,chelsea benham,,
95,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,95,10:35,,,,,"MISS 3PTR by IRWIN,KELSEY",,,"MISS 3PTR by IRWIN,KELSEY",1,three pointer,missed,calvin,kelsey irwin,,635
96,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,96,--,,,,,"REBOUND OFF by WOLFFIS,ALLY",,,"REBOUND OFF by WOLFFIS,ALLY",1,offensive rebound,,calvin,ally wolffis,,
97,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,97,10:25,,,,,"TURNOVER  by HILBRANDS,JULIA",,,"TURNOVER  by HILBRANDS,JULIA",1,turnover,,calvin,julia hilbrands,,625
98,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,98,10:25,"SUB IN by WINSTEAD,MARY",,,,,,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,625
99,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,99,10:25,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,625
100,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,100,10:25,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,625
101,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,101,10:25,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,625
102,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,102,10:25,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,625
103,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,103,10:25,"SUB OUT by MOORE,HILLARY",,,,,,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,625
104,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,104,10:06,"MISS JUMPER by HARTLAGE,MAGGIE",,,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,606
105,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,105,--,,,,,"REBOUND DEF by HILBRANDS,JULIA",,,"REBOUND DEF by HILBRANDS,JULIA",1,defensive rebound,,calvin,julia hilbrands,,
106,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,106,09:53,,,,,"TURNOVER  by MARSH,LOGAN",,,"TURNOVER  by MARSH,LOGAN",1,turnover,,calvin,logan marsh,,593
107,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,107,09:51,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,591
108,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,108,09:50,,,,,"FOUL  by MARSH,LOGAN",,,"FOUL  by MARSH,LOGAN",1,foul,,calvin,logan marsh,,590
109,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,109,09:50,"GOOD FT by BAECHLE,PAIGE",9,,16 (+7),,CENTRE_W 9-16 (-7),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,590
110,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,110,09:50,"GOOD FT by BAECHLE,PAIGE",10,,16 (+6),,CENTRE_W 10-16 (-6),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,590
111,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,111,09:50,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,590
112,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,112,09:50,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,590
113,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,113,09:50,,,,,"SUB IN by VERKAIK,BREANNA",,,"SUB IN by VERKAIK,BREANNA",1,subbing in,,calvin,breanna verkaik,,590
114,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,114,09:50,,,,,"SUB IN by VERKAIK,CARISSA",,,"SUB IN by VERKAIK,CARISSA",1,subbing in,,calvin,carissa verkaik,,590
115,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,115,09:50,,,,,"SUB IN by DEKLEINE,HEATHER",,,"SUB IN by DEKLEINE,HEATHER",1,subbing in,,calvin,heather dekleine,,590
116,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,116,09:50,,,,,"SUB OUT by IRWIN,KELSEY",,,"SUB OUT by IRWIN,KELSEY",1,subbing out,,calvin,kelsey irwin,,590
117,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,117,09:50,,,,,"SUB OUT by MARSH,LOGAN",,,"SUB OUT by MARSH,LOGAN",1,subbing out,,calvin,logan marsh,,590
118,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,118,09:50,,,,,"SUB OUT by HILBRANDS,JULIA",,,"SUB OUT by HILBRANDS,JULIA",1,subbing out,,calvin,julia hilbrands,,590
119,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,119,09:33,,10,,18 (+8),"GOOD JUMPER by VERKAIK,CARISSA(in the paint)",CALVINW 10-18 (-8),,"GOOD JUMPER by VERKAIK,CARISSA(in the paint)",1,jumper,good,calvin,carissa verkaik,2,573
120,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,120,09:23,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,563
121,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,121,08:59,,10,,20 (+10),"GOOD LAYUP by TRIPP,KIRSTIN(in the paint)",CALVINW 10-20 (-10),,"GOOD LAYUP by TRIPP,KIRSTIN(in the paint)",1,layup,good,calvin,kirstin tripp,2,539
122,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,122,08:35,"MISS LAYUP by BENHAM,CHELSEA",,,,,,,"MISS LAYUP by BENHAM,CHELSEA",1,layup,missed,Centre,chelsea benham,,515
123,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,123,--,,,,,"REBOUND DEF by VERKAIK,CARISSA",,,"REBOUND DEF by VERKAIK,CARISSA",1,defensive rebound,,calvin,carissa verkaik,,
124,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,124,08:24,,10,,22 (+12),"GOOD JUMPER by VERKAIK,CARISSA",CALVINW 10-22 (-12),,"GOOD JUMPER by VERKAIK,CARISSA",1,jumper,good,calvin,carissa verkaik,2,504
125,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,125,--,,,,,"ASSIST  by VERKAIK,BREANNA",,,"ASSIST  by VERKAIK,BREANNA",1,assist,,calvin,breanna verkaik,,
126,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,126,08:09,"FOUL  by STOUGH,MARY",,,,,,,"FOUL  by STOUGH,MARY",1,foul,,Centre,mary stough,,489
127,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,127,08:09,"TURNOVER  by STOUGH,MARY",,,,,,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,489
128,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,128,08:09,,,,,"SUB IN by ENGELHARD,KAYLA",,,"SUB IN by ENGELHARD,KAYLA",1,subbing in,,calvin,kayla engelhard,,489
129,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,129,08:09,,,,,"SUB IN by DEKUIPER,MARIA",,,"SUB IN by DEKUIPER,MARIA",1,subbing in,,calvin,maria dekuiper,,489
130,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,130,08:09,,,,,"SUB OUT by WOLFFIS,ALLY",,,"SUB OUT by WOLFFIS,ALLY",1,subbing out,,calvin,ally wolffis,,489
131,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,131,08:09,,,,,"SUB OUT by TRIPP,KIRSTIN",,,"SUB OUT by TRIPP,KIRSTIN",1,subbing out,,calvin,kirstin tripp,,489
132,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,132,08:02,,10,,24 (+14),"GOOD LAYUP by VERKAIK,CARISSA(in the paint)",CALVINW 10-24 (-14),,"GOOD LAYUP by VERKAIK,CARISSA(in the paint)",1,layup,good,calvin,carissa verkaik,2,482
133,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,133,--,,,,,"ASSIST  by DEKLEINE,HEATHER",,,"ASSIST  by DEKLEINE,HEATHER",1,assist,,calvin,heather dekleine,,
134,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,134,07:41,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,461
135,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,135,07:41,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,461
136,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,136,07:35,,,,,"FOUL  by VERKAIK,CARISSA",,,"FOUL  by VERKAIK,CARISSA",1,foul,,calvin,carissa verkaik,,455
137,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,137,07:35,,,,,"SUB IN by HILBRANDS,JULIA",,,"SUB IN by HILBRANDS,JULIA",1,subbing in,,calvin,julia hilbrands,,455
138,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,138,07:35,,,,,"SUB OUT by VERKAIK,CARISSA",,,"SUB OUT by VERKAIK,CARISSA",1,subbing out,,calvin,carissa verkaik,,455
139,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,139,07:25,"GOOD JUMPER by BAECHLE,PAIGE",12,,24 (+12),,CENTRE_W 12-24 (-12),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,445
140,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,140,--,"ASSIST  by WINSTEAD,BRIDGET",,,,,,,"ASSIST  by WINSTEAD,BRIDGET",1,assist,,Centre,bridget winstead,,
141,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,141,07:07,,,,,"MISS JUMPER by ENGELHARD,KAYLA",,,"MISS JUMPER by ENGELHARD,KAYLA",1,jumper,missed,calvin,kayla engelhard,,427
142,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,142,--,,,,,"REBOUND OFF by HILBRANDS,JULIA",,,"REBOUND OFF by HILBRANDS,JULIA",1,offensive rebound,,calvin,julia hilbrands,,
143,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,143,07:05,"FOUL  by HARTLAGE,MAGGIE",,,,,,,"FOUL  by HARTLAGE,MAGGIE",1,foul,,Centre,maggie hartlage,,425
144,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,144,07:01,,,,,"TURNOVER  by HILBRANDS,JULIA",,,"TURNOVER  by HILBRANDS,JULIA",1,turnover,,calvin,julia hilbrands,,421
145,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,145,06:50,"TURNOVER  by STOUGH,MARY",,,,,,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,410
146,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,146,06:33,,,,,"MISS JUMPER by ENGELHARD,KAYLA",,,"MISS JUMPER by ENGELHARD,KAYLA",1,jumper,missed,calvin,kayla engelhard,,393
147,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,147,--,,,,,"REBOUND OFF by HILBRANDS,JULIA",,,"REBOUND OFF by HILBRANDS,JULIA",1,offensive rebound,,calvin,julia hilbrands,,
148,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,148,06:29,,12,,27 (+15),"GOOD 3PTR by DEKLEINE,HEATHER",CALVINW 12-27 (-15),,"GOOD 3PTR by DEKLEINE,HEATHER",1,three pointer,good,calvin,heather dekleine,3,389
149,5,calvin,Centre,Calvin,48-76,48,76,"19, 29, 48","34, 42, 76",19,29,48,34,42,76,1-4,4-1,11/24/12,Lose,167,No Location Recorded,3 p.m.,A,149,--,,,,,"ASSIST  by ENGELHARD,KAYLA",,,"ASSIST  by ENGELHARD,KAYLA",1,assist,,calvin,kayla engelhard,,
