,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,AC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
68,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,68,13:30,,,,,"SUB OUT by WOOD,ANNISSIA",,,"SUB OUT by WOOD,ANNISSIA",1,subbing out,,asbury (ky.),annissia wood,,810
69,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,69,13:18,"GOOD JUMPER by GUY,ALANNA",16 (+4),,12,,CENTRE_W 16-12 (+4),,"GOOD JUMPER by GUY,ALANNA",1,jumper,good,Centre,alanna guy,2,798
70,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,70,12:57,,,,,"MISS JUMPER by DOWNS,DORIAN",,,"MISS JUMPER by DOWNS,DORIAN",1,jumper,missed,asbury (ky.),dorian downs,,777
71,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,71,--,,,,,"REBOUND OFF by FLETCHER,CATIE",,,"REBOUND OFF by FLETCHER,CATIE",1,offensive rebound,,asbury (ky.),catie fletcher,,
72,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,72,12:47,,16 (+1),,15,"GOOD 3PTR by DOWNS,DORIAN",AC 16-15 (+1),,"GOOD 3PTR by DOWNS,DORIAN",1,three pointer,good,asbury (ky.),dorian downs,3,767
73,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,73,--,,,,,"ASSIST  by CARROLL,LAURA",,,"ASSIST  by CARROLL,LAURA",1,assist,,asbury (ky.),laura carroll,,
74,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,74,12:26,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,746
75,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,75,12:26,,,,,"STEAL  by GORBY,KYLEE",,,"STEAL  by GORBY,KYLEE",1,steal,,asbury (ky.),,,746
76,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,76,12:05,,16,,18 (+2),"GOOD 3PTR by DOWNS,DORIAN",AC 16-18 (-2),,"GOOD 3PTR by DOWNS,DORIAN",1,three pointer,good,asbury (ky.),dorian downs,3,725
77,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,77,--,,,,,"ASSIST  by CARROLL,LAURA",,,"ASSIST  by CARROLL,LAURA",1,assist,,asbury (ky.),laura carroll,,
78,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,78,11:57,,,,,"FOUL  by GORBY,KYLEE",,,"FOUL  by GORBY,KYLEE",1,foul,,asbury (ky.),kylee gorby,,717
79,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,79,11:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,717
80,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,80,11:57,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,717
81,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,81,11:57,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,717
82,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,82,11:57,"SUB OUT by MOORE,HILLARY",,,,,,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,717
83,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,83,11:57,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,717
84,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,84,11:57,,,,,"SUB IN by WOOD,ANNISSIA",,,"SUB IN by WOOD,ANNISSIA",1,subbing in,,asbury (ky.),annissia wood,,717
85,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,85,11:57,,,,,"SUB IN by GRIFFITH,LAKIN",,,"SUB IN by GRIFFITH,LAKIN",1,subbing in,,asbury (ky.),lakin griffith,,717
86,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,86,11:57,,,,,"SUB OUT by RINEHART,KELLI",,,"SUB OUT by RINEHART,KELLI",1,subbing out,,asbury (ky.),kelli rinehart,,717
87,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,87,11:57,,,,,"SUB OUT by GORBY,KYLEE",,,"SUB OUT by GORBY,KYLEE",1,subbing out,,asbury (ky.),kylee gorby,,717
88,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,88,11:50,,,,,"FOUL  by FLETCHER,CATIE",,,"FOUL  by FLETCHER,CATIE",1,foul,,asbury (ky.),catie fletcher,,710
89,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,89,11:50,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,710
90,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,90,11:50,"SUB OUT by WINSTEAD,MARY",,,,,,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,710
91,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,91,11:41,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,701
92,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,92,--,,,,,"REBOUND DEF by CARROLL,LAURA",,,"REBOUND DEF by CARROLL,LAURA",1,defensive rebound,,asbury (ky.),laura carroll,,
93,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,93,11:26,,,,,"TURNOVER  by CARROLL,LAURA",,,"TURNOVER  by CARROLL,LAURA",1,turnover,,asbury (ky.),laura carroll,,686
94,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,94,11:26,,,,,"SUB IN by BARBEE,TRENIA",,,"SUB IN by BARBEE,TRENIA",1,subbing in,,asbury (ky.),trenia barbee,,686
95,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,95,11:26,,,,,"SUB IN by BURR,SAM",,,"SUB IN by BURR,SAM",1,subbing in,,asbury (ky.),sam burr,,686
96,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,96,11:26,,,,,"SUB OUT by DOWNS,DORIAN",,,"SUB OUT by DOWNS,DORIAN",1,subbing out,,asbury (ky.),dorian downs,,686
97,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,97,11:26,,,,,"SUB OUT by FLETCHER,CATIE",,,"SUB OUT by FLETCHER,CATIE",1,subbing out,,asbury (ky.),catie fletcher,,686
98,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,98,11:07,"TURNOVER  by GUY,ALANNA",,,,,,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,667
99,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,99,10:55,,,,,"MISS JUMPER by BARBEE,TRENIA",,,"MISS JUMPER by BARBEE,TRENIA",1,jumper,missed,asbury (ky.),trenia barbee,,655
100,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,100,--,,,,,"REBOUND OFF by BURR,SAM",,,"REBOUND OFF by BURR,SAM",1,offensive rebound,,asbury (ky.),sam burr,,
101,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,101,10:48,,16,,20 (+4),"GOOD JUMPER by BARBEE,TRENIA(in the paint)",AC 16-20 (-4),,"GOOD JUMPER by BARBEE,TRENIA(in the paint)",1,jumper,good,asbury (ky.),trenia barbee,2,648
102,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,102,10:26,"GOOD JUMPER by GUY,ALANNA(in the paint)",18,,20 (+2),,CENTRE_W 18-20 (-2),,"GOOD JUMPER by GUY,ALANNA(in the paint)",1,jumper,good,Centre,alanna guy,2,626
103,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,103,09:59,,18,,22 (+4),"GOOD JUMPER by GRIFFITH,LAKIN",AC 18-22 (-4),,"GOOD JUMPER by GRIFFITH,LAKIN",1,jumper,good,asbury (ky.),lakin griffith,2,599
104,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,104,09:42,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",20,,22 (+2),,CENTRE_W 20-22 (-2),,"GOOD JUMPER by BAECHLE,PAIGE(in the paint)",1,jumper,good,Centre,paige baechle,2,582
105,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,105,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
106,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,106,09:23,,20,,24 (+4),"GOOD JUMPER by GRIFFITH,LAKIN(in the paint)",AC 20-24 (-4),,"GOOD JUMPER by GRIFFITH,LAKIN(in the paint)",1,jumper,good,asbury (ky.),lakin griffith,2,563
107,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,107,--,,,,,"ASSIST  by BARBEE,TRENIA",,,"ASSIST  by BARBEE,TRENIA",1,assist,,asbury (ky.),trenia barbee,,
108,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,108,09:07,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,547
109,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,109,09:07,"SUB IN by WINSTEAD,MARY",,,,,,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,547
110,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,110,09:07,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,547
111,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,111,09:07,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,547
112,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,112,08:57,"GOOD JUMPER by BENHAM,CHELSEA",22,,24 (+2),,CENTRE_W 22-24 (-2),,"GOOD JUMPER by BENHAM,CHELSEA",1,jumper,good,Centre,chelsea benham,2,537
113,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,113,--,"ASSIST  by HARTLAGE,MAGGIE",,,,,,,"ASSIST  by HARTLAGE,MAGGIE",1,assist,,Centre,maggie hartlage,,
114,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,114,08:38,,,,,"MISS JUMPER by WOOD,ANNISSIA",,,"MISS JUMPER by WOOD,ANNISSIA",1,jumper,missed,asbury (ky.),annissia wood,,518
115,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,115,--,,,,,"REBOUND OFF by WOOD,ANNISSIA",,,"REBOUND OFF by WOOD,ANNISSIA",1,offensive rebound,,asbury (ky.),annissia wood,,
116,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,116,08:37,,22,,26 (+4),"GOOD JUMPER by WOOD,ANNISSIA(in the paint)",AC 22-26 (-4),,"GOOD JUMPER by WOOD,ANNISSIA(in the paint)",1,jumper,good,asbury (ky.),annissia wood,2,517
117,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,117,08:17,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,497
118,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,118,--,,,,,"REBOUND DEF by BURR,SAM",,,"REBOUND DEF by BURR,SAM",1,defensive rebound,,asbury (ky.),sam burr,,
119,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,119,08:06,,,,,"MISS 3PTR by BARBEE,TRENIA",,,"MISS 3PTR by BARBEE,TRENIA",1,three pointer,missed,asbury (ky.),trenia barbee,,486
120,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,120,--,"REBOUND DEF by BENHAM,CHELSEA",,,,,,,"REBOUND DEF by BENHAM,CHELSEA",1,defensive rebound,,Centre,chelsea benham,,
121,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,121,08:03,,,,,"FOUL  by GRIFFITH,LAKIN",,,"FOUL  by GRIFFITH,LAKIN",1,foul,,asbury (ky.),lakin griffith,,483
122,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,122,08:03,,,,,"SUB IN by FLETCHER,CATIE",,,"SUB IN by FLETCHER,CATIE",1,subbing in,,asbury (ky.),catie fletcher,,483
123,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,123,08:03,,,,,"SUB IN by RINEHART,KELLI",,,"SUB IN by RINEHART,KELLI",1,subbing in,,asbury (ky.),kelli rinehart,,483
124,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,124,08:03,,,,,"SUB OUT by WOOD,ANNISSIA",,,"SUB OUT by WOOD,ANNISSIA",1,subbing out,,asbury (ky.),annissia wood,,483
125,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,125,08:03,,,,,"SUB OUT by GRIFFITH,LAKIN",,,"SUB OUT by GRIFFITH,LAKIN",1,subbing out,,asbury (ky.),lakin griffith,,483
126,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,126,07:54,"TURNOVER  by HARTLAGE,MAGGIE",,,,,,,"TURNOVER  by HARTLAGE,MAGGIE",1,turnover,,Centre,maggie hartlage,,474
127,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,127,07:54,,,,,"STEAL  by CARROLL,LAURA",,,"STEAL  by CARROLL,LAURA",1,steal,,asbury (ky.),,,474
128,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,128,07:49,,22,,28 (+6),"GOOD JUMPER by CARROLL,LAURA(fastbreak)",AC 22-28 (-6),,"GOOD JUMPER by CARROLL,LAURA(fastbreak)",1,jumper,good,asbury (ky.),laura(fastbreak) carroll,2,469
129,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,129,07:32,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,452
130,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,130,07:32,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,452
131,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,131,07:32,,,,,"SUB IN by EDMONDS,TJ",,,"SUB IN by EDMONDS,TJ",1,subbing in,,asbury (ky.),tj edmonds,,452
132,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,132,07:32,,,,,"SUB OUT by BURR,SAM",,,"SUB OUT by BURR,SAM",1,subbing out,,asbury (ky.),sam burr,,452
133,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,133,07:18,"FOUL  by BAECHLE,PAIGE",,,,,,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,438
134,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,134,07:05,,,,,"MISS JUMPER by CARROLL,LAURA",,,"MISS JUMPER by CARROLL,LAURA",1,jumper,missed,asbury (ky.),laura carroll,,425
135,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,135,--,"REBOUND DEF by WINSTEAD,BRIDGET",,,,,,,"REBOUND DEF by WINSTEAD,BRIDGET",1,defensive rebound,,Centre,bridget winstead,,
136,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,136,06:45,"GOOD 3PTR by WINSTEAD,MARY",25,,28 (+3),,CENTRE_W 25-28 (-3),,"GOOD 3PTR by WINSTEAD,MARY",1,three pointer,good,Centre,mary winstead,3,405
137,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,137,--,"ASSIST  by BAECHLE,PAIGE",,,,,,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
138,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,138,06:21,,25,,31 (+6),"GOOD 3PTR by EDMONDS,TJ",AC 25-31 (-6),,"GOOD 3PTR by EDMONDS,TJ",1,three pointer,good,asbury (ky.),tj edmonds,3,381
139,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,139,--,,,,,"ASSIST  by BARBEE,TRENIA",,,"ASSIST  by BARBEE,TRENIA",1,assist,,asbury (ky.),trenia barbee,,
140,9,asbury,Centre College,Asbury (Ky.),72-77,72,77,"40, 32, 72","46, 31, 77",40,32,72,46,31,77,3-6,110-3,12/13/12,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,140,05:56,"MISS 3PTR by WINSTEAD,BRIDGET",,,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,356
