,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,CAPW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
151,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,151,07:55,,,,,"STEAL  by WILL,REBEKAH",,,"STEAL  by WILL,REBEKAH",1,steal,,capital,,,475
152,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,152,07:52,,,,,"MISS LAYUP by TIMMERMAN,STACY",,,"MISS LAYUP by TIMMERMAN,STACY",1,layup,missed,capital,stacy timmerman,,472
153,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,153,--,"REBOUND DEF by GUY,ALANNA",,,,,,,"REBOUND DEF by GUY,ALANNA",1,defensive rebound,,Centre,alanna guy,,
154,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,154,07:44,"TURNOVER  by GUY,ALANNA",,,,,,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,464
155,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,155,07:42,,,,,"STEAL  by HECKMAN,MONICA",,,"STEAL  by HECKMAN,MONICA",1,steal,,capital,,,462
156,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,156,07:24,,,,,"TURNOVER  by GAGE,SIMONNE",,,"TURNOVER  by GAGE,SIMONNE",1,turnover,,capital,simonne gage,,444
157,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,157,07:23,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,443
158,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,158,07:21,,,,,"FOUL  by GAGE,SIMONNE",,,"FOUL  by GAGE,SIMONNE",1,foul,,capital,simonne gage,,441
159,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,159,07:08,"MISS JUMPER by GUY,ALANNA",,,,,,,"MISS JUMPER by GUY,ALANNA",1,jumper,missed,Centre,alanna guy,,428
160,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,160,07:08,,,,,"BLOCK  by CATON,JAMIE",,,"BLOCK  by CATON,JAMIE",1,block,,capital,jamie caton,,428
161,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,161,--,,,,,"REBOUND DEF by HECKMAN,MONICA",,,"REBOUND DEF by HECKMAN,MONICA",1,defensive rebound,,capital,monica heckman,,
162,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,162,06:55,,,,,"MISS LAYUP by TIMMERMAN,STACY",,,"MISS LAYUP by TIMMERMAN,STACY",1,layup,missed,capital,stacy timmerman,,415
163,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,163,06:55,"BLOCK  by GUY,ALEXIS",,,,,,,"BLOCK  by GUY,ALEXIS",1,block,,Centre,alexis guy,,415
164,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,164,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
165,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,165,06:42,,,,,"TURNOVER  by HECKMAN,MONICA",,,"TURNOVER  by HECKMAN,MONICA",1,turnover,,capital,monica heckman,,402
166,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,166,06:40,"STEAL  by BAECHLE,PAIGE",,,,,,,"STEAL  by BAECHLE,PAIGE",1,steal,,Centre,,,400
167,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,167,06:32,"MISS 3PTR by MOORE,HILLARY",,,,,,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,392
168,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,168,--,,,,,"REBOUND DEF by GAGE,SIMONNE",,,"REBOUND DEF by GAGE,SIMONNE",1,defensive rebound,,capital,simonne gage,,
169,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,169,06:26,"FOUL  by GUY,ALANNA",,,,,,,"FOUL  by GUY,ALANNA",1,foul,,Centre,alanna guy,,386
170,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,170,06:26,"SUB IN by STOUGH,MARY",,,,,,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,386
171,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,171,06:26,"SUB IN by WINSTEAD,MARY",,,,,,,"SUB IN by WINSTEAD,MARY",1,subbing in,,Centre,mary winstead,,386
172,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,172,06:26,"SUB OUT by BENHAM,CHELSEA",,,,,,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,386
173,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,173,06:26,"SUB OUT by GUY,ALANNA",,,,,,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,386
174,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,174,06:26,,,,,"SUB IN by REISINGER,KRISTIN",,,"SUB IN by REISINGER,KRISTIN",1,subbing in,,capital,kristin reisinger,,386
175,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,175,06:26,,,,,"SUB OUT by HECKMAN,MONICA",,,"SUB OUT by HECKMAN,MONICA",1,subbing out,,capital,monica heckman,,386
176,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,176,06:23,,,,,"MISS JUMPER by TIMMERMAN,STACY",,,"MISS JUMPER by TIMMERMAN,STACY",1,jumper,missed,capital,stacy timmerman,,383
177,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,177,--,,,,,"REBOUND OFF by CATON,JAMIE",,,"REBOUND OFF by CATON,JAMIE",1,offensive rebound,,capital,jamie caton,,
178,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,178,06:20,,17,,17,"GOOD LAYUP by CATON,JAMIE(in the paint)",CAPW 17-17 (0),,"GOOD LAYUP by CATON,JAMIE(in the paint)",1,layup,good,capital,jamie caton,2,380
179,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,179,06:11,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,371
180,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,180,06:11,,,,,"STEAL  by WILL,REBEKAH",,,"STEAL  by WILL,REBEKAH",1,steal,,capital,,,371
181,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,181,06:05,,,,,"MISS JUMPER by WILL,REBEKAH",,,"MISS JUMPER by WILL,REBEKAH",1,jumper,missed,capital,rebekah will,,365
182,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,182,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
183,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,183,06:03,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,363
184,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,184,06:03,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,363
185,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,185,06:03,,,,,"SUB IN by GEROSKI,COOKIE",,,"SUB IN by GEROSKI,COOKIE",1,subbing in,,capital,cookie geroski,,363
186,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,186,06:03,,,,,"SUB OUT by GAGE,SIMONNE",,,"SUB OUT by GAGE,SIMONNE",1,subbing out,,capital,simonne gage,,363
187,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,187,05:55,,,,,"MISS LAYUP by REISINGER,KRISTIN",,,"MISS LAYUP by REISINGER,KRISTIN",1,layup,missed,capital,kristin reisinger,,355
188,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,188,05:55,"BLOCK  by STOUGH,MARY",,,,,,,"BLOCK  by STOUGH,MARY",1,block,,Centre,mary stough,,355
189,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,189,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
190,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,190,05:50,"TURNOVER  by MOORE,HILLARY",,,,,,,"TURNOVER  by MOORE,HILLARY",1,turnover,,Centre,hillary moore,,350
191,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,191,05:37,,17,,20 (+3),"GOOD 3PTR by CATON,JAMIE",CAPW 17-20 (-3),,"GOOD 3PTR by CATON,JAMIE",1,three pointer,good,capital,jamie caton,3,337
192,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,192,--,,,,,"ASSIST  by GEROSKI,COOKIE",,,"ASSIST  by GEROSKI,COOKIE",1,assist,,capital,cookie geroski,,
193,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,193,05:14,"GOOD LAYUP by STOUGH,MARY(in the paint)",19,,20 (+1),,CENTRE_W 19-20 (-1),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,314
194,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,194,--,"ASSIST  by BAECHLE,PAIGE",,,,,,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
195,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,195,04:56,,19,,22 (+3),"GOOD JUMPER by WILL,REBEKAH",CAPW 19-22 (-3),,"GOOD JUMPER by WILL,REBEKAH",1,jumper,good,capital,rebekah will,2,296
196,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,196,--,,,,,"ASSIST  by GEROSKI,COOKIE",,,"ASSIST  by GEROSKI,COOKIE",1,assist,,capital,cookie geroski,,
197,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,197,04:42,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,282
198,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,198,04:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,282
199,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,199,04:26,,,,,"MISS LAYUP by CATON,JAMIE",,,"MISS LAYUP by CATON,JAMIE",1,layup,missed,capital,jamie caton,,266
200,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,200,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
201,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,201,04:09,"MISS JUMPER by BAECHLE,PAIGE",,,,,,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,249
202,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,202,--,,,,,"REBOUND DEF by GEROSKI,COOKIE",,,"REBOUND DEF by GEROSKI,COOKIE",1,defensive rebound,,capital,cookie geroski,,
203,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,203,04:02,,19,,24 (+5),"GOOD LAYUP by TIMMERMAN,STACY(fastbreak)(in the paint)",CAPW 19-24 (-5),,"GOOD LAYUP by TIMMERMAN,STACY(fastbreak)(in the paint)",1,layup,good,capital,stacy(fastbreak) timmerman,2,242
204,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,204,--,,,,,"ASSIST  by GEROSKI,COOKIE",,,"ASSIST  by GEROSKI,COOKIE",1,assist,,capital,cookie geroski,,
205,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,205,04:02,"FOUL  by WINSTEAD,MARY",,,,,,,"FOUL  by WINSTEAD,MARY",1,foul,,Centre,mary winstead,,242
206,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,206,04:02,,19,,25 (+6),"GOOD FT by TIMMERMAN,STACY",CAPW 19-25 (-6),,"GOOD FT by TIMMERMAN,STACY",1,free throw,good,capital,stacy timmerman,1,242
207,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,207,04:02,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,242
208,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,208,04:02,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,242
209,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,209,04:02,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,242
210,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,210,04:02,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,242
211,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,211,04:02,"SUB OUT by MOORE,HILLARY",,,,,,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,242
212,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,212,04:02,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,242
213,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,213,04:02,,,,,"SUB IN by SHEETS,SHELBY",,,"SUB IN by SHEETS,SHELBY",1,subbing in,,capital,shelby sheets,,242
214,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,214,04:02,,,,,"SUB IN by THOMPSON,KRISTEN",,,"SUB IN by THOMPSON,KRISTEN",1,subbing in,,capital,kristen thompson,,242
215,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,215,04:02,,,,,"SUB OUT by WILL,REBEKAH",,,"SUB OUT by WILL,REBEKAH",1,subbing out,,capital,rebekah will,,242
216,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,216,04:02,,,,,"SUB OUT by REISINGER,KRISTIN",,,"SUB OUT by REISINGER,KRISTIN",1,subbing out,,capital,kristin reisinger,,242
217,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,217,03:30,"MISS JUMPER by BENHAM,CHELSEA",,,,,,,"MISS JUMPER by BENHAM,CHELSEA",1,jumper,missed,Centre,chelsea benham,,210
218,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,218,--,,,,,"REBOUND DEF by CATON,JAMIE",,,"REBOUND DEF by CATON,JAMIE",1,defensive rebound,,capital,jamie caton,,
219,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,219,03:11,,19,,27 (+8),"GOOD LAYUP by THOMPSON,KRISTEN(in the paint)",CAPW 19-27 (-8),,"GOOD LAYUP by THOMPSON,KRISTEN(in the paint)",1,layup,good,capital,kristen thompson,2,191
220,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,220,--,,,,,"ASSIST  by TIMMERMAN,STACY",,,"ASSIST  by TIMMERMAN,STACY",1,assist,,capital,stacy timmerman,,
221,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,221,02:48,"GOOD 3PTR by WINSTEAD,MARY",22,,27 (+5),,CENTRE_W 22-27 (-5),,"GOOD 3PTR by WINSTEAD,MARY",1,three pointer,good,Centre,mary winstead,3,168
222,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,222,--,"ASSIST  by BENHAM,CHELSEA",,,,,,,"ASSIST  by BENHAM,CHELSEA",1,assist,,Centre,chelsea benham,,
223,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,223,02:31,,,,,"MISS JUMPER by GEROSKI,COOKIE",,,"MISS JUMPER by GEROSKI,COOKIE",1,jumper,missed,capital,cookie geroski,,151
224,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,224,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
225,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,225,02:05,"GOOD 3PTR by WINSTEAD,BRIDGET",25,,27 (+2),,CENTRE_W 25-27 (-2),,"GOOD 3PTR by WINSTEAD,BRIDGET",1,three pointer,good,Centre,bridget winstead,3,125
226,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,226,--,"ASSIST  by GUY,ALEXIS",,,,,,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
227,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,227,01:57,,25,,29 (+4),"GOOD LAYUP by THOMPSON,KRISTEN(fastbreak)(in the paint)",CAPW 25-29 (-4),,"GOOD LAYUP by THOMPSON,KRISTEN(fastbreak)(in the paint)",1,layup,good,capital,kristen(fastbreak) thompson,2,117
228,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,228,--,,,,,"ASSIST  by CATON,JAMIE",,,"ASSIST  by CATON,JAMIE",1,assist,,capital,jamie caton,,
229,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,229,01:42,,,,,"SUB IN by GAGE,SIMONNE",,,"SUB IN by GAGE,SIMONNE",1,subbing in,,capital,simonne gage,,102
230,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,230,01:42,,,,,"SUB OUT by TIMMERMAN,STACY",,,"SUB OUT by TIMMERMAN,STACY",1,subbing out,,capital,stacy timmerman,,102
231,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,231,01:40,,,,,"FOUL  by THOMPSON,KRISTEN",,,"FOUL  by THOMPSON,KRISTEN",1,foul,,capital,kristen thompson,,100
232,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,232,01:40,"MISS FT by BENHAM,CHELSEA",,,,,,,"MISS FT by BENHAM,CHELSEA",1,free throw,missed,Centre,chelsea benham,,100
233,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,233,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
