,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE_W,Away Team Score,Play Team Indicator,Home Team Score,CAPW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
67,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,67,13:30,,,,,"SUB IN by SHEETS,SHELBY",,,"SUB IN by SHEETS,SHELBY",1,subbing in,,capital,shelby sheets,,810
68,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,68,13:30,,,,,"SUB IN by THOMPSON,KRISTEN",,,"SUB IN by THOMPSON,KRISTEN",1,subbing in,,capital,kristen thompson,,810
69,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,69,13:30,,,,,"SUB OUT by WILL,REBEKAH",,,"SUB OUT by WILL,REBEKAH",1,subbing out,,capital,rebekah will,,810
70,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,70,13:30,,,,,"SUB OUT by CATON,JAMIE",,,"SUB OUT by CATON,JAMIE",1,subbing out,,capital,jamie caton,,810
71,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,71,13:30,,,,,"SUB OUT by GEROSKI,COOKIE",,,"SUB OUT by GEROSKI,COOKIE",1,subbing out,,capital,cookie geroski,,810
72,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,72,13:16,,,,,"MISS LAYUP by SHEETS,SHELBY",,,"MISS LAYUP by SHEETS,SHELBY",1,layup,missed,capital,shelby sheets,,796
73,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,73,--,,,,,"REBOUND OFF by THOMPSON,KRISTEN",,,"REBOUND OFF by THOMPSON,KRISTEN",1,offensive rebound,,capital,kristen thompson,,
74,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,74,13:12,,,,,"MISS LAYUP by THOMPSON,KRISTEN",,,"MISS LAYUP by THOMPSON,KRISTEN",1,layup,missed,capital,kristen thompson,,792
75,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,75,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
76,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,76,12:42,"MISS 3PTR by MOORE,HILLARY",,,,,,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,762
77,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,77,12:42,,,,,"BLOCK  by GAGE,SIMONNE",,,"BLOCK  by GAGE,SIMONNE",1,block,,capital,simonne gage,,762
78,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,78,--,,,,,"REBOUND DEF by TIMMERMAN,STACY",,,"REBOUND DEF by TIMMERMAN,STACY",1,defensive rebound,,capital,stacy timmerman,,
79,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,79,12:31,,,,,"TURNOVER  by TIMMERMAN,STACY",,,"TURNOVER  by TIMMERMAN,STACY",1,turnover,,capital,stacy timmerman,,751
80,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,80,12:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,751
81,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,81,12:23,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,743
82,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,82,12:21,,,,,"STEAL  by GAGE,SIMONNE",,,"STEAL  by GAGE,SIMONNE",1,steal,,capital,,,741
83,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,83,12:19,,,,,"TURNOVER  by GAGE,SIMONNE",,,"TURNOVER  by GAGE,SIMONNE",1,turnover,,capital,simonne gage,,739
84,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,84,12:17,"STEAL  by GUY,ALEXIS",,,,,,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,737
85,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,85,12:12,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,732
86,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,86,12:11,,,,,"STEAL  by TIMMERMAN,STACY",,,"STEAL  by TIMMERMAN,STACY",1,steal,,capital,,,731
87,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,87,11:51,,,,,"TURNOVER  by TIMMERMAN,STACY",,,"TURNOVER  by TIMMERMAN,STACY",1,turnover,,capital,stacy timmerman,,711
88,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,88,11:51,,,,,"SUB IN by CATON,JAMIE",,,"SUB IN by CATON,JAMIE",1,subbing in,,capital,jamie caton,,711
89,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,89,11:51,,,,,"SUB IN by GEROSKI,COOKIE",,,"SUB IN by GEROSKI,COOKIE",1,subbing in,,capital,cookie geroski,,711
90,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,90,11:51,,,,,"SUB OUT by TIMMERMAN,STACY",,,"SUB OUT by TIMMERMAN,STACY",1,subbing out,,capital,stacy timmerman,,711
91,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,91,11:51,,,,,"SUB OUT by GAGE,SIMONNE",,,"SUB OUT by GAGE,SIMONNE",1,subbing out,,capital,simonne gage,,711
92,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,92,11:30,"TURNOVER  by STOUGH,MARY",,,,,,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,690
93,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,93,11:14,,,,,"TURNOVER  by THOMPSON,KRISTEN",,,"TURNOVER  by THOMPSON,KRISTEN",1,turnover,,capital,kristen thompson,,674
94,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,94,11:12,"STEAL  by WINSTEAD,MARY",,,,,,,"STEAL  by WINSTEAD,MARY",1,steal,,Centre,,,672
95,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,95,11:07,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",1,jumper,missed,Centre,alexis guy,,667
96,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,96,--,,,,,"REBOUND DEF by SIGMAN,SHELBY",,,"REBOUND DEF by SIGMAN,SHELBY",1,defensive rebound,,capital,shelby sigman,,
97,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,97,11:00,,15 (+2),,13,"GOOD LAYUP by THOMPSON,KRISTEN(in the paint)",CAPW 15-13 (+2),,"GOOD LAYUP by THOMPSON,KRISTEN(in the paint)",1,layup,good,capital,kristen thompson,2,660
98,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,98,--,,,,,"ASSIST  by GEROSKI,COOKIE",,,"ASSIST  by GEROSKI,COOKIE",1,assist,,capital,cookie geroski,,
99,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,99,10:47,"TURNOVER  by WINSTEAD,MARY",,,,,,,"TURNOVER  by WINSTEAD,MARY",1,turnover,,Centre,mary winstead,,647
100,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,100,10:46,,,,,"STEAL  by GEROSKI,COOKIE",,,"STEAL  by GEROSKI,COOKIE",1,steal,,capital,,,646
101,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,101,10:43,,15,,15,"GOOD LAYUP by GEROSKI,COOKIE(fastbreak)(in the paint)",CAPW 15-15 (0),,"GOOD LAYUP by GEROSKI,COOKIE(fastbreak)(in the paint)",1,layup,good,capital,cookie(fastbreak) geroski,2,643
102,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,102,10:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,641
103,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,103,10:41,"SUB IN by BENHAM,CHELSEA",,,,,,,"SUB IN by BENHAM,CHELSEA",1,subbing in,,Centre,chelsea benham,,641
104,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,104,10:41,"SUB IN by MIRE,JENNA",,,,,,,"SUB IN by MIRE,JENNA",1,subbing in,,Centre,jenna mire,,641
105,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,105,10:41,"SUB IN by HARTLAGE,MAGGIE",,,,,,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,641
106,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,106,10:41,"SUB IN by WINSTEAD,BRIDGET",,,,,,,"SUB IN by WINSTEAD,BRIDGET",1,subbing in,,Centre,bridget winstead,,641
107,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,107,10:41,"SUB OUT by MOORE,HILLARY",,,,,,,"SUB OUT by MOORE,HILLARY",1,subbing out,,Centre,hillary moore,,641
108,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,108,10:41,"SUB OUT by WINSTEAD,MARY",,,,,,,"SUB OUT by WINSTEAD,MARY",1,subbing out,,Centre,mary winstead,,641
109,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,109,10:41,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,641
110,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,110,10:41,"SUB OUT by BAECHLE,PAIGE",,,,,,,"SUB OUT by BAECHLE,PAIGE",1,subbing out,,Centre,paige baechle,,641
111,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,111,10:21,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,621
112,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,112,10:21,,,,,"SUB IN by WILL,REBEKAH",,,"SUB IN by WILL,REBEKAH",1,subbing in,,capital,rebekah will,,621
113,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,113,10:21,,,,,"SUB OUT by SIGMAN,SHELBY",,,"SUB OUT by SIGMAN,SHELBY",1,subbing out,,capital,shelby sigman,,621
114,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,114,10:10,,,,,"FOUL  by THOMPSON,KRISTEN",,,"FOUL  by THOMPSON,KRISTEN",1,foul,,capital,kristen thompson,,610
115,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,115,10:10,,,,,"TURNOVER  by THOMPSON,KRISTEN",,,"TURNOVER  by THOMPSON,KRISTEN",1,turnover,,capital,kristen thompson,,610
116,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,116,09:47,"TURNOVER  by STOUGH,MARY",,,,,,,"TURNOVER  by STOUGH,MARY",1,turnover,,Centre,mary stough,,587
117,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,117,09:47,,,,,"STEAL  by SHEETS,SHELBY",,,"STEAL  by SHEETS,SHELBY",1,steal,,capital,,,587
118,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,118,09:47,"FOUL  by MIRE,JENNA",,,,,,,"FOUL  by MIRE,JENNA",1,foul,,Centre,jenna mire,,587
119,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,119,09:37,,,,,"TURNOVER  by THOMPSON,KRISTEN",,,"TURNOVER  by THOMPSON,KRISTEN",1,turnover,,capital,kristen thompson,,577
120,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,120,09:37,,,,,"SUB IN by HECKMAN,MONICA",,,"SUB IN by HECKMAN,MONICA",1,subbing in,,capital,monica heckman,,577
121,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,121,09:37,,,,,"SUB OUT by THOMPSON,KRISTEN",,,"SUB OUT by THOMPSON,KRISTEN",1,subbing out,,capital,kristen thompson,,577
122,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,122,09:27,"MISS JUMPER by MIRE,JENNA",,,,,,,"MISS JUMPER by MIRE,JENNA",1,jumper,missed,Centre,jenna mire,,567
123,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,123,--,"REBOUND OFF by BENHAM,CHELSEA",,,,,,,"REBOUND OFF by BENHAM,CHELSEA",1,offensive rebound,,Centre,chelsea benham,,
124,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,124,09:22,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",17 (+2),,15,,CENTRE_W 17-15 (+2),,"GOOD LAYUP by BENHAM,CHELSEA(in the paint)",1,layup,good,Centre,chelsea benham,2,562
125,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,125,09:00,,,,,"MISS 3PTR by GEROSKI,COOKIE",,,"MISS 3PTR by GEROSKI,COOKIE",1,three pointer,missed,capital,cookie geroski,,540
126,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,126,--,"REBOUND DEF by STOUGH,MARY",,,,,,,"REBOUND DEF by STOUGH,MARY",1,defensive rebound,,Centre,mary stough,,
127,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,127,08:48,"TURNOVER  by BENHAM,CHELSEA",,,,,,,"TURNOVER  by BENHAM,CHELSEA",1,turnover,,Centre,chelsea benham,,528
128,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,128,08:46,,,,,"STEAL  by GEROSKI,COOKIE",,,"STEAL  by GEROSKI,COOKIE",1,steal,,capital,,,526
129,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,129,08:42,,,,,"MISS LAYUP by SHEETS,SHELBY",,,"MISS LAYUP by SHEETS,SHELBY",1,layup,missed,capital,shelby sheets,,522
130,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,130,--,,,,,"REBOUND OFF by HECKMAN,MONICA",,,"REBOUND OFF by HECKMAN,MONICA",1,offensive rebound,,capital,monica heckman,,
131,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,131,08:36,"SUB IN by BAECHLE,PAIGE",,,,,,,"SUB IN by BAECHLE,PAIGE",1,subbing in,,Centre,paige baechle,,516
132,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,132,08:36,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",1,subbing in,,Centre,alexis guy,,516
133,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,133,08:36,"SUB IN by MOORE,HILLARY",,,,,,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,516
134,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,134,08:36,"SUB IN by GUY,ALANNA",,,,,,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,516
135,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,135,08:36,"SUB OUT by MIRE,JENNA",,,,,,,"SUB OUT by MIRE,JENNA",1,subbing out,,Centre,jenna mire,,516
136,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,136,08:36,"SUB OUT by HARTLAGE,MAGGIE",,,,,,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,516
137,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,137,08:36,"SUB OUT by STOUGH,MARY",,,,,,,"SUB OUT by STOUGH,MARY",1,subbing out,,Centre,mary stough,,516
138,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,138,08:36,"SUB OUT by WINSTEAD,BRIDGET",,,,,,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,516
139,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,139,08:36,,,,,"SUB IN by GAGE,SIMONNE",,,"SUB IN by GAGE,SIMONNE",1,subbing in,,capital,simonne gage,,516
140,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,140,08:36,,,,,"SUB IN by TIMMERMAN,STACY",,,"SUB IN by TIMMERMAN,STACY",1,subbing in,,capital,stacy timmerman,,516
141,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,141,08:36,,,,,"SUB OUT by SHEETS,SHELBY",,,"SUB OUT by SHEETS,SHELBY",1,subbing out,,capital,shelby sheets,,516
142,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,142,08:36,,,,,"SUB OUT by GEROSKI,COOKIE",,,"SUB OUT by GEROSKI,COOKIE",1,subbing out,,capital,cookie geroski,,516
143,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,143,08:31,,,,,"MISS JUMPER by TIMMERMAN,STACY",,,"MISS JUMPER by TIMMERMAN,STACY",1,jumper,missed,capital,stacy timmerman,,511
144,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,144,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
145,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,145,08:12,,,,,"MISS LAYUP by CATON,JAMIE",,,"MISS LAYUP by CATON,JAMIE",1,layup,missed,capital,jamie caton,,492
146,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,146,--,"REBOUND DEF by BAECHLE,PAIGE",,,,,,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
147,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,147,08:12,"BLOCK  by GUY,ALEXIS",,,,,,,"BLOCK  by GUY,ALEXIS",1,block,,Centre,alexis guy,,492
148,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,148,08:03,"MISS 3PTR by MOORE,HILLARY",,,,,,,"MISS 3PTR by MOORE,HILLARY",1,three pointer,missed,Centre,hillary moore,,483
149,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,149,--,"REBOUND OFF by GUY,ALANNA",,,,,,,"REBOUND OFF by GUY,ALANNA",1,offensive rebound,,Centre,alanna guy,,
150,4,capital,Centre,Capital,54-72,54,72,"28, 26, 54","34, 38, 72",28,26,54,34,38,72,1-3,3-1,11/23/12,Lose,206,No Location Recorded,5 p.m.,A,150,07:56,"TURNOVER  by GUY,ALANNA",,,,,,,"TURNOVER  by GUY,ALANNA",1,turnover,,Centre,alanna guy,,476
