,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
120,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,120,06:13,,19 (+1),,18,"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 19-18 (-1),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,373
121,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,121,--,,,,,"ASSIST  by WINSTEAD,BRIDGET",,,"ASSIST  by WINSTEAD,BRIDGET",1,assist,,Centre,bridget winstead,,
122,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,122,06:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,364
123,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,123,05:44,"MISS LAYUP by ADAMS,ALEX",,,,,,,"MISS LAYUP by ADAMS,ALEX",1,layup,missed,birmingham-southern,alex adams,,344
124,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,124,05:44,,,,,"BLOCK  by GUY,ALEXIS",,,"BLOCK  by GUY,ALEXIS",1,block,,Centre,alexis guy,,344
125,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,125,--,"REBOUND OFF by ADAMS,ALEX",,,,,,,"REBOUND OFF by ADAMS,ALEX",1,offensive rebound,,birmingham-southern,alex adams,,
126,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,126,05:42,,,,,"FOUL  by BENHAM,CHELSEA",,,"FOUL  by BENHAM,CHELSEA",1,foul,,Centre,chelsea benham,,342
127,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,127,05:42,"MISS FT by ADAMS,ALEX",,,,,,,"MISS FT by ADAMS,ALEX",1,free throw,missed,birmingham-southern,alex adams,,342
128,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,128,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
129,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,129,05:42,"GOOD FT by ADAMS,ALEX",20 (+2),,18,,BSC 20-18 (-2),,"GOOD FT by ADAMS,ALEX",1,free throw,good,birmingham-southern,alex adams,1,342
130,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,130,05:42,"SUB IN by KING,CAROLINE",,,,,,,"SUB IN by KING,CAROLINE",1,subbing in,,birmingham-southern,caroline king,,342
131,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,131,05:42,"SUB OUT by KAISER,STEFANIE",,,,,,,"SUB OUT by KAISER,STEFANIE",1,subbing out,,birmingham-southern,stefanie kaiser,,342
132,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,132,05:42,,,,,"SUB IN by STOUGH,MARY",,,"SUB IN by STOUGH,MARY",1,subbing in,,Centre,mary stough,,342
133,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,133,05:42,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",1,subbing out,,Centre,chelsea benham,,342
134,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,134,05:33,,20,,20,"GOOD JUMPER by GUY,ALEXIS",CENTRE_W 20-20 (0),,"GOOD JUMPER by GUY,ALEXIS",1,jumper,good,Centre,alexis guy,2,333
135,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,135,--,,,,,"ASSIST  by WINSTEAD,MARY",,,"ASSIST  by WINSTEAD,MARY",1,assist,,Centre,mary winstead,,
136,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,136,05:13,"MISS JUMPER by DARNALL,SYDNEY",,,,,,,"MISS JUMPER by DARNALL,SYDNEY",1,jumper,missed,birmingham-southern,sydney darnall,,313
137,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,137,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,birmingham-southern,,,
138,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,138,05:11,"FOUL  by ROMANO,JANE",,,,,,,"FOUL  by ROMANO,JANE",1,foul,,birmingham-southern,jane romano,,311
139,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,139,05:11,"SUB IN by DARNALL,SYDNEY",,,,,,,"SUB IN by DARNALL,SYDNEY",1,subbing in,,birmingham-southern,sydney darnall,,311
140,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,140,05:11,"SUB OUT by MOORE,ERIN",,,,,,,"SUB OUT by MOORE,ERIN",1,subbing out,,birmingham-southern,erin moore,,311
141,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,141,05:02,,,,,"MISS 3PTR by WINSTEAD,BRIDGET",,,"MISS 3PTR by WINSTEAD,BRIDGET",1,three pointer,missed,Centre,bridget winstead,,302
142,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,142,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
143,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,143,04:57,,,,,"MISS LAYUP by BAECHLE,PAIGE",,,"MISS LAYUP by BAECHLE,PAIGE",1,layup,missed,Centre,paige baechle,,297
144,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,144,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
145,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,145,04:54,,20,,22 (+2),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 20-22 (+2),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,294
146,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,146,04:32,"TURNOVER  by DARNALL,SYDNEY",,,,,,,"TURNOVER  by DARNALL,SYDNEY",1,turnover,,birmingham-southern,sydney darnall,,272
147,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,147,04:32,"SUB IN by SHORT,MELANIE",,,,,,,"SUB IN by SHORT,MELANIE",1,subbing in,,birmingham-southern,melanie short,,272
148,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,148,04:32,"SUB OUT by ADAMS,ALEX",,,,,,,"SUB OUT by ADAMS,ALEX",1,subbing out,,birmingham-southern,alex adams,,272
149,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,149,04:17,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,257
150,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,150,--,"REBOUND DEF by SHORT,MELANIE",,,,,,,"REBOUND DEF by SHORT,MELANIE",1,defensive rebound,,birmingham-southern,melanie short,,
151,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,151,04:11,"TURNOVER  by SHORT,MELANIE",,,,,,,"TURNOVER  by SHORT,MELANIE",1,turnover,,birmingham-southern,melanie short,,251
152,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,152,03:53,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,233
153,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,153,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
154,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,154,03:49,,20,,24 (+4),"GOOD JUMPER by BAECHLE,PAIGE",CENTRE_W 20-24 (+4),,"GOOD JUMPER by BAECHLE,PAIGE",1,jumper,good,Centre,paige baechle,2,229
155,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,155,03:28,"MISS 3PTR by ROMANO,JANE",,,,,,,"MISS 3PTR by ROMANO,JANE",1,three pointer,missed,birmingham-southern,jane romano,,208
156,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,156,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
157,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,157,03:25,"SUB IN by ADAMS,ALEXIS",,,,,,,"SUB IN by ADAMS,ALEXIS",1,subbing in,,birmingham-southern,alexis adams,,205
158,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,158,03:25,"SUB OUT by DARNALL,SYDNEY",,,,,,,"SUB OUT by DARNALL,SYDNEY",1,subbing out,,birmingham-southern,sydney darnall,,205
159,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,159,03:25,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,205
160,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,160,03:25,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",1,subbing in,,Centre,hillary moore,,205
161,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,161,03:25,,,,,"SUB OUT by WINSTEAD,BRIDGET",,,"SUB OUT by WINSTEAD,BRIDGET",1,subbing out,,Centre,bridget winstead,,205
162,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,162,03:25,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,205
163,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,163,03:16,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",1,three pointer,missed,Centre,maggie hartlage,,196
164,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,164,--,"REBOUND DEF by ADAMS,ALEXIS",,,,,,,"REBOUND DEF by ADAMS,ALEXIS",1,defensive rebound,,birmingham-southern,alexis adams,,
165,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,165,03:02,"MISS LAYUP by SHORT,MELANIE",,,,,,,"MISS LAYUP by SHORT,MELANIE",1,layup,missed,birmingham-southern,melanie short,,182
166,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,166,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
167,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,167,02:40,,20,,26 (+6),"GOOD LAYUP by STOUGH,MARY(in the paint)",CENTRE_W 20-26 (+6),,"GOOD LAYUP by STOUGH,MARY(in the paint)",1,layup,good,Centre,mary stough,2,160
168,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,168,--,,,,,"ASSIST  by BAECHLE,PAIGE",,,"ASSIST  by BAECHLE,PAIGE",1,assist,,Centre,paige baechle,,
169,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,169,02:37,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,157
170,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,170,02:37,"SUB IN by ADAMS,ALEX",,,,,,,"SUB IN by ADAMS,ALEX",1,subbing in,,birmingham-southern,alex adams,,157
171,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,171,02:31,"SUB OUT by ROMANO,JANE",,,,,,,"SUB OUT by ROMANO,JANE",1,subbing out,,birmingham-southern,jane romano,,151
172,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,172,02:29,"GOOD LAYUP by ADAMS,ALEX(in the paint)",22,,26 (+4),,BSC 22-26 (+4),,"GOOD LAYUP by ADAMS,ALEX(in the paint)",1,layup,good,birmingham-southern,alex adams,2,149
173,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,173,02:21,"SUB IN by ROMANO,JANE",,,,,,,"SUB IN by ROMANO,JANE",1,subbing in,,birmingham-southern,jane romano,,141
174,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,174,02:21,"SUB OUT by SHORT,MELANIE",,,,,,,"SUB OUT by SHORT,MELANIE",1,subbing out,,birmingham-southern,melanie short,,141
175,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,175,02:18,,22,,28 (+6),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 22-28 (+6),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",1,layup,good,Centre,paige baechle,2,138
176,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,176,--,,,,,"ASSIST  by WINSTEAD,MARY",,,"ASSIST  by WINSTEAD,MARY",1,assist,,Centre,mary winstead,,
177,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,177,01:54,"MISS 3PTR by FORD,KAYLA",,,,,,,"MISS 3PTR by FORD,KAYLA",1,three pointer,missed,birmingham-southern,kayla ford,,114
178,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,178,--,"REBOUND OFF by ADAMS,ALEX",,,,,,,"REBOUND OFF by ADAMS,ALEX",1,offensive rebound,,birmingham-southern,alex adams,,
179,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,179,01:47,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",1,foul,,Centre,paige baechle,,107
180,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,180,01:47,"SUB IN by BROWN,KELSEY",,,,,,,"SUB IN by BROWN,KELSEY",1,subbing in,,birmingham-southern,kelsey brown,,107
181,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,181,01:47,"SUB IN by BROMIRSKI,ELIZABETH",,,,,,,"SUB IN by BROMIRSKI,ELIZABETH",1,subbing in,,birmingham-southern,elizabeth bromirski,,107
182,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,182,01:47,"SUB OUT by FORD,KAYLA",,,,,,,"SUB OUT by FORD,KAYLA",1,subbing out,,birmingham-southern,kayla ford,,107
183,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,183,01:47,"SUB OUT by ROMANO,JANE",,,,,,,"SUB OUT by ROMANO,JANE",1,subbing out,,birmingham-southern,jane romano,,107
184,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,184,01:30,"GOOD 3PTR by ADAMS,ALEX",25,,28 (+3),,BSC 25-28 (+3),,"GOOD 3PTR by ADAMS,ALEX",1,three pointer,good,birmingham-southern,alex adams,3,90
185,21,birmingham-southern,Birmingham-Southern,Centre College,75-69,75,69,"30, 31, 14, 75","25, 36, 8, 69",30,31,14,75,25,36,8,69,"11-10, 9-2 SAA","10-12, 5-6 SAA",02/08/13,Win,314,No Location Recorded,6:00 PM,H,185,--,"ASSIST  by BROWN,KELSEY",,,,,,,"ASSIST  by BROWN,KELSEY",1,assist,,birmingham-southern,kelsey brown,,
